episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,comm_loss,env_steps,wall_sec
186,1000,390.0,-12.223,31,,966,0,4,33,929,0.6242,777.8,0,186000,1807.4
187,1000,500.0,1.339,36,,836,0,6,39,557,0.6108,817.3,0,187000,1818.5
188,1000,500.0,-2.514,39,,822,0,5,42,736,0.6637,831.7,0,188000,1827.0
189,1000,570.0,9.263,43,,978,0,6,48,531,0.6617,970.6,0,189000,1835.6
190,1000,470.0,-10.935,36,,985,0,5,40,1121,0.663,877.9,0,190000,1844.9
191,1000,470.0,-2.044,36,,975,0,5,40,714,0.671,919.1,0,191000,1856.2
192,1000,420.0,-10.437,31,,898,0,5,34,1059,0.5985,817.0,0,192000,1865.1
193,1000,520.0,0.392,38,,945,0,6,42,904,0.6458,905.2,0,193000,1874.1
194,1000,540.0,4.826,40,,985,0,6,45,585,0.6577,810.0,0,194000,1885.2
195,1000,330.0,-20.375,28,,894,0,3,31,964,0.5455,850.4,0,195000,1893.8
196,1000,340.0,-7.744,26,,811,0,4,27,579,0.5497,769.1,0,196000,1902.6
197,1000,460.0,-3.132,35,,845,0,5,39,661,0.6252,893.7,0,197000,1911.2
198,1000,460.0,-11.462,35,,959,0,5,36,1113,0.6508,837.3,0,198000,1922.1
199,1000,530.0,1.175,39,,902,0,6,44,833,0.619,907.0,0,199000,1930.7
200,1000,430.0,-4.549,35,,995,0,4,35,845,0.6462,895.7,0,200000,1939.6
201,1000,490.0,-3.252,35,,918,0,6,38,708,0.6715,778.0,0,201000,1960.7
202,1000,570.0,5.244,40,,873,0,7,47,672,0.6515,807.5,0,202000,1969.1
203,1000,500.0,-5.832,36,,931,0,6,40,959,0.6032,1004.1,0,203000,1977.8
204,1000,320.0,-21.385,27,,577,0,3,29,1248,0.6038,794.7,0,204000,1988.7
205,1000,420.0,-9.458,34,,987,0,4,38,813,0.5952,767.8,0,205000,1996.9
206,1000,460.0,-3.257,35,,937,0,5,38,970,0.6515,914.7,0,206000,2005.9
207,1000,440.0,-10.869,33,,948,0,5,39,1079,0.6515,850.0,0,207000,2014.9
208,1000,410.0,-12.043,33,,810,0,4,36,939,0.669,984.7,0,208000,2025.5
209,1000,590.0,4.832,42,,953,0,7,43,627,0.6723,910.5,0,209000,2034.0
210,1000,540.0,3.18,40,,962,0,6,44,818,0.6815,920.0,0,210000,2042.3
211,1000,530.0,-3.946,39,,840,0,6,43,958,0.6108,931.8,0,211000,2051.1
212,1000,340.0,-29.064,29,,549,0,3,31,1549,0.6837,1020.0,0,212000,2061.8
213,1000,520.0,-2.106,38,,875,0,6,40,813,0.6673,800.9,0,213000,2070.0
214,1000,540.0,-1.257,40,,965,0,6,41,648,0.624,901.1,0,214000,2079.1
215,1000,440.0,-11.75,33,,891,0,5,34,1000,0.6687,900.2,0,215000,2090.3
216,1000,470.0,-1.32,36,,978,0,5,39,691,0.6535,799.5,0,216000,2099.0
217,1000,370.0,-13.832,29,,894,0,4,32,999,0.593,950.2,0,217000,2107.8
218,1000,360.0,-28.137,31,,986,0,3,34,1661,0.6685,757.3,0,218000,2116.7
219,1000,420.0,-10.508,31,,857,0,5,32,870,0.585,825.0,0,219000,2127.7
220,1000,440.0,-10.836,33,,949,0,5,37,1032,0.6092,792.2,0,220000,2136.8
221,1000,380.0,-8.946,30,,843,0,4,32,561,0.6368,733.0,0,221000,2145.7
222,1000,420.0,-15.21,34,,990,0,4,36,1129,0.5975,820.5,0,222000,2154.6
223,1000,470.0,-4.895,36,,997,0,5,39,630,0.6215,829.4,0,223000,2165.4
224,1000,460.0,-2.405,35,,961,0,5,37,419,0.5065,802.8,0,224000,2174.1
225,1000,500.0,-3.76,36,,991,0,6,43,766,0.6577,866.6,0,225000,2183.1
226,1000,540.0,4.403,40,,982,0,6,45,719,0.6405,919.4,0,226000,2194.1
227,1000,390.0,-20.083,31,,968,0,4,34,1298,0.6633,1003.9,0,227000,2202.8
228,1000,480.0,2.89,37,,946,0,5,39,423,0.6673,880.5,0,228000,2211.6
