episode,n_drones,n_dests,steps,team_reward,delivered,makespan,reloads,hop2plus,max_reach,stall_ratio,max_stall_run,term_reason,relay_frac,wall_sec
1,5,43,1000,405.012,42,,7,0.5574,837.5,0.2835,12,step_limit,0.2252,2.4
2,4,74,1000,829.892,67,,12,0.2895,518.3,0.1567,12,step_limit,0.1512,4.4
3,5,43,1000,387.605,41,,6,0.2304,589.2,0.1133,3,step_limit,0.1305,5.9
4,4,23,1000,-12.296,17,,1,0.593,896.8,0.2053,13,step_limit,0.1691,7.2
5,4,31,1000,195.858,27,,4,0.5062,686.7,0.4738,230,step_limit,0.0584,29.8
6,3,68,1000,507.703,47,,8,0.4113,599.8,0.5482,238,step_limit,0.0861,52.0
7,6,44,396,464.785,44,396,5,0.5497,833.8,0.2127,5,complete,0.1138,59.3
8,6,30,307,292.2,30,307,3,0.5461,771.8,0.3467,12,complete,0.1702,64.9
9,6,42,583,392.049,42,583,4,0.6824,842.6,0.6108,61,complete,0.1204,75.6
10,6,47,398,533.963,47,398,6,0.6076,856.4,0.2248,7,complete,0.0348,86.2
11,5,21,358,216.529,21,358,3,0.4933,587.5,0.5259,13,complete,0.1128,93.6
12,3,37,735,225.664,25,,3,0.2644,516.3,0.7694,413,no_progress,0.1243,107.1
13,6,28,285,249.271,28,285,2,0.4205,619.0,0.2269,3,complete,0.0873,112.7
14,3,41,649,30.645,15,,1,0.5609,432.2,0.8914,468,no_progress,0.1633,127.0
15,3,66,555,-59.195,10,,0,0.6132,339.1,0.9431,495,no_progress,0.0,136.3
16,4,71,775,264.296,33,,5,0.3674,533.1,0.7651,485,no_progress,0.0959,149.7
17,4,24,725,80.85,18,,1,0.5276,798.1,0.7328,500,no_progress,0.2723,164.7
18,5,49,679,545.917,49,679,7,0.5573,744.1,0.5244,32,complete,0.1271,177.3
19,6,34,367,403.268,34,367,5,0.6353,866.9,0.3408,18,complete,0.0817,183.7
20,3,48,1000,193.406,27,,4,0.318,529.6,0.8163,496,step_limit,0.0563,203.5
21,4,63,862,209.742,30,,5,0.4446,559.6,0.7782,287,no_progress,0.0473,218.4
22,6,46,452,506.354,46,452,6,0.6692,796.6,0.2203,5,complete,0.0894,229.3
23,3,44,1000,423.67,38,,6,0.484,755.8,0.4047,79,step_limit,0.1034,247.0
24,5,41,626,459.42,41,626,6,0.592,837.4,0.4193,28,complete,0.0806,260.6
25,5,38,376,432.871,38,376,5,0.6314,873.5,0.125,7,complete,0.0964,267.5
26,5,77,1000,840.227,71,,12,0.651,791.9,0.3736,19,step_limit,0.1407,285.5
27,3,41,966,190.464,25,,4,0.5104,648.5,0.5735,275,no_progress,0.105,305.6
28,5,52,1000,515.423,47,,8,0.7388,975.2,0.4827,164,step_limit,0.0553,324.5
29,5,72,1000,178.236,35,,7,0.7044,797.9,0.7286,212,step_limit,0.0692,344.6
30,5,61,1000,401.713,45,,7,0.719,982.7,0.6768,334,step_limit,0.0955,365.2
31,5,45,1000,362.267,40,,6,0.6926,960.9,0.6003,87,step_limit,0.0989,383.2
32,3,68,1000,521.376,46,,8,0.386,740.1,0.5463,320,step_limit,0.1546,403.3
33,3,35,596,406.931,35,596,5,0.4251,705.1,0.2377,19,complete,0.1444,413.6
34,3,24,477,258.415,24,477,3,0.3927,643.5,0.1542,19,complete,0.1026,422.4
35,3,58,1000,570.422,47,,9,0.435,714.4,0.3767,63,step_limit,0.1732,442.2
36,4,64,1000,564.569,52,,9,0.56,891.1,0.3785,32,step_limit,0.1136,459.9
37,6,58,945,537.069,58,945,8,0.7605,1173.2,0.4637,70,complete,0.0933,479.9
38,3,77,1000,447.401,45,,7,0.5293,662.0,0.4968,216,step_limit,0.1497,498.2
39,3,28,765,294.4,28,765,4,0.5599,792.7,0.4232,90,complete,0.1164,514.4
40,3,37,1000,287.23,33,,4,0.3797,682.4,0.3913,257,step_limit,0.1083,533.0
41,5,59,856,721.234,59,856,10,0.4056,624.3,0.3025,27,complete,0.1417,551.9
42,6,58,708,644.951,58,708,9,0.6638,991.2,0.2007,5,complete,0.0714,564.3
43,6,20,275,131.39,20,275,1,0.5739,899.6,0.2076,2,complete,0.0215,569.1
44,6,30,443,269.36,30,443,3,0.4797,664.5,0.1057,2,complete,0.0401,580.2
45,6,39,630,374.292,39,630,5,0.6201,830.0,0.3678,8,complete,0.0565,589.4
46,6,32,433,309.264,32,433,4,0.5146,820.2,0.1677,3,complete,0.0867,595.8
47,5,35,642,369.043,35,642,6,0.6343,878.2,0.2836,16,complete,0.1821,604.6
48,5,39,1000,331.615,38,,5,0.6998,1062.3,0.4868,59,step_limit,0.1511,622.0
49,5,47,1000,457.617,44,,7,0.555,823.4,0.378,19,step_limit,0.1485,637.7
50,4,72,1000,647.456,58,,10,0.4517,755.2,0.3852,38,step_limit,0.2098,658.9
51,4,71,1000,841.341,67,,12,0.4545,720.9,0.3321,27,step_limit,0.1513,713.8
52,4,45,645,533.498,45,645,7,0.4984,626.7,0.2385,13,complete,0.1337,723.3
53,6,64,656,792.059,64,656,11,0.4195,567.6,0.3703,18,complete,0.1053,733.1
54,5,24,349,239.321,24,349,3,0.6871,1079.0,0.2586,12,complete,0.1238,738.5
55,6,60,595,686.3,60,595,9,0.6496,1004.0,0.2084,7,complete,0.1226,750.1
56,6,20,179,142.13,20,179,0,0.6657,822.5,0.1776,5,complete,0.0238,753.2
57,5,61,849,684.78,61,849,9,0.629,829.7,0.4341,66,complete,0.1159,768.4
58,5,77,1000,863.143,71,,12,0.527,691.3,0.3781,32,step_limit,0.1194,789.9
59,5,40,681,477.363,40,681,7,0.6746,1082.9,0.3589,14,complete,0.15,802.3
60,3,76,1000,482.982,46,,8,0.3813,655.3,0.4048,93,step_limit,0.1905,822.3
61,5,66,1000,782.205,65,,11,0.6238,930.4,0.3282,29,step_limit,0.1368,840.6
62,5,43,846,488.642,43,846,7,0.6265,838.5,0.3817,36,complete,0.1136,858.0
63,5,57,830,680.395,57,830,10,0.5699,783.6,0.288,17,complete,0.1098,872.9
64,3,52,1000,583.935,49,,8,0.5173,795.6,0.3162,39,step_limit,0.1478,893.2
65,5,42,505,483.857,42,505,6,0.5311,824.9,0.1353,9,complete,0.0848,902.3
66,4,41,932,260.408,31,,4,0.3648,795.9,0.5244,31,no_progress,0.0934,922.6
67,5,23,252,233.161,23,252,2,0.4278,753.9,0.1333,2,complete,0.0514,927.3
68,5,77,761,1045.859,77,761,15,0.4452,677.7,0.2753,17,complete,0.0955,940.9
69,4,48,740,579.033,48,740,8,0.3919,611.9,0.3682,20,complete,0.1006,956.7
70,3,69,1000,712.465,59,,10,0.5603,698.6,0.2286,46,step_limit,0.1852,974.8
71,5,34,369,376.903,34,369,4,0.4786,647.7,0.2639,13,complete,0.0538,982.1
72,5,61,1000,675.492,61,1000,9,0.7124,1121.6,0.393,18,complete,0.2121,1002.6
73,6,50,906,501.38,50,906,8,0.7117,976.1,0.4587,56,complete,0.1196,1018.4
74,4,70,1000,847.366,67,,12,0.5238,836.8,0.2901,25,step_limit,0.1332,1039.1
75,6,21,179,182.631,21,179,1,0.5009,749.7,0.1107,1,complete,0.0575,1042.4
76,3,49,1000,463.882,43,,7,0.472,733.6,0.3679,57,step_limit,0.1833,1062.6
77,4,67,1000,362.478,41,,7,0.591,720.4,0.4106,35,step_limit,0.1356,1081.6
78,3,34,1000,314.397,32,,5,0.5093,646.7,0.298,70,step_limit,0.1512,1103.6
79,5,31,358,339.294,31,358,4,0.6363,833.5,0.1932,7,complete,0.072,1110.6
80,3,44,1000,291.014,33,,5,0.5397,642.1,0.4861,131,step_limit,0.2172,1131.3
81,6,71,845,766.201,71,845,10,0.6655,1017.5,0.3063,20,complete,0.1439,1147.0
82,4,59,694,758.355,59,694,10,0.4409,682.8,0.2254,15,complete,0.1033,1160.1
83,6,21,166,153.069,21,166,0,0.3695,643.7,0.1698,2,complete,0.0641,1166.1
84,4,41,1000,290.488,34,,5,0.631,936.3,0.4897,36,step_limit,0.128,1184.6
85,5,38,565,420.763,38,565,6,0.646,1052.1,0.281,14,complete,0.0941,1195.2
86,5,64,888,784.733,64,888,11,0.5473,783.8,0.2606,15,complete,0.1065,1215.0
87,5,24,454,232.779,24,454,3,0.6379,953.0,0.33,17,complete,0.0744,1223.1
88,5,66,1000,753.432,63,,11,0.5454,810.6,0.3458,10,step_limit,0.1526,1244.2
89,6,20,208,131.84,20,208,0,0.5938,816.9,0.0435,0,complete,0.0172,1247.9
90,6,37,239,476.228,37,239,6,0.4121,670.4,0.1094,8,complete,0.0333,1252.3
91,4,60,1000,618.507,54,,10,0.5192,825.6,0.3914,52,step_limit,0.1432,1272.8
92,3,37,1000,321.973,33,,5,0.6027,772.7,0.5095,126,step_limit,0.1301,1290.5
