episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,48.25,4.1458,7.8333,0.6556,918.4397,0.6667,1607.25,71.3092,1,693.6
100,48.5,4.1533,7.75,0.6502,921.053,0.8333,1325.0,88.9167,1,1413.0
150,50.0,0.0,8.5,0.65,931.7794,1.0,1338.9167,105.5369,1,2246.5
200,48.75,3.0585,8.3333,0.6646,919.1295,0.75,1647.9167,79.5069,0,3112.5
250,49.9167,0.2764,8.4167,0.6595,923.7689,0.9167,1401.8333,96.9939,0,3926.6
300,50.0,0.0,8.3333,0.6525,931.491,1.0,1362.5,105.4583,0,4855.9
350,49.6667,0.6236,8.4167,0.6532,931.7823,0.75,1416.9167,80.2769,0,5688.5
400,49.6667,0.8498,8.5833,0.647,931.8802,0.8333,1483.5833,88.3881,0,6473.6
450,49.8333,0.3727,8.25,0.6366,926.8021,0.8333,1170.0833,89.4331,0,7292.4
500,48.8333,3.8694,7.9167,0.6256,926.3772,0.9167,1134.4167,97.8853,0,8055.8
550,49.9167,0.2764,8.5,0.6399,928.5331,0.9167,1321.5833,97.2614,0,8830.2
600,49.9167,0.2764,8.4167,0.6524,933.5945,0.9167,1262.9167,97.4569,0,9624.0
650,50.0,0.0,8.25,0.6546,932.3552,1.0,1334.5,105.5517,1,10414.2
700,49.9167,0.2764,8.4167,0.6424,928.3758,0.9167,1335.5833,97.2147,0,11213.0
750,48.5833,4.4056,8.3333,0.6332,914.4338,0.8333,1217.0833,89.2764,0,12010.3
800,49.8333,0.5528,8.25,0.6182,923.8756,0.9167,1162.4167,97.7919,0,12791.2
850,50.0,0.0,8.5,0.6186,933.2887,1.0,1138.9167,106.2036,1,13566.7
900,50.0,0.0,8.6667,0.6315,930.5227,1.0,1155.0833,106.1497,0,14285.5
950,50.0,0.0,8.4167,0.6112,930.3496,1.0,1121.25,106.2625,1,14998.2
1000,50.0,0.0,8.5,0.6328,931.9317,1.0,1305.3333,105.6489,0,15620.9
1050,50.0,0.0,8.5833,0.6277,931.8092,1.0,1168.0833,106.1064,0,16212.3
1100,50.0,0.0,8.5,0.6419,932.2164,1.0,1326.75,105.5775,0,16728.1
1150,49.6667,1.1055,8.5,0.6339,926.4437,0.9167,1208.8333,97.6372,0,17136.4
1200,50.0,0.0,8.5,0.6503,933.9275,1.0,1518.75,104.9375,0,17537.4
1250,50.0,0.0,8.5833,0.6438,931.1238,1.0,1278.75,105.7375,0,17860.6
1300,50.0,0.0,8.4167,0.6268,930.9301,1.0,1284.4167,105.7186,0,18152.5
1350,50.0,0.0,8.5833,0.6359,932.4804,1.0,1382.75,105.3908,0,18435.7
1400,50.0,0.0,8.3333,0.636,930.3994,1.0,1317.3333,105.6089,0,18726.1
1450,50.0,0.0,8.6667,0.6405,931.372,1.0,1252.5,105.825,0,19010.5
1500,50.0,0.0,8.5,0.6404,931.1335,1.0,1328.8333,105.5706,0,19323.4
