episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,45.3625,8.7325,7.225,0.4934,879.7026,0.625,1653.0375,80.4595,1,3432.6
100,49.875,0.6591,8.45,0.624,932.2597,0.9625,1398.55,117.6027,1,7079.4
150,49.575,2.7284,8.45,0.6302,931.0411,0.95,1389.85,116.4687,0,10735.5
200,49.75,1.0428,8.4875,0.633,932.3755,0.9375,1406.3375,114.9988,0,14377.8
250,49.75,0.9552,8.4375,0.6223,933.9328,0.9125,1194.4875,115.3235,0,17874.9
300,49.8375,1.0422,8.35,0.6107,932.1051,0.9625,1119.2875,121.3262,1,21386.1
350,48.7,4.5563,8.225,0.6105,922.9824,0.9,1130.95,114.9207,0,24722.7
400,49.1,3.5868,8.275,0.6218,928.0286,0.8625,1127.6625,111.2145,0,28122.0
450,49.475,1.9873,8.35,0.6216,932.7788,0.8875,1089.125,114.2283,0,31597.7
500,49.9,0.5612,8.5,0.6213,934.3335,0.9625,1022.8125,122.6125,1,35009.8
550,49.8125,0.7761,8.3875,0.6302,934.4804,0.9125,1093.175,116.6743,0,37777.4
600,49.4875,1.6881,8.25,0.6361,928.7209,0.875,1109.3125,112.7092,0,40539.2
650,49.8,0.7314,8.5125,0.6363,935.0724,0.9,1079.425,115.6077,0,43250.0
700,49.9125,0.5743,8.5125,0.6281,934.0843,0.9625,1021.95,122.624,1,45985.5
750,49.8125,1.1629,8.3875,0.6248,931.7855,0.95,1074.1875,120.6775,0,48694.7
800,49.625,1.4524,8.4375,0.6309,932.0451,0.9125,1098.975,116.597,0,51403.8
850,49.6375,1.5988,8.6,0.63,931.6641,0.9375,1112.7125,118.9138,0,54035.3
900,49.8,0.9,8.4625,0.6373,934.1912,0.9375,1076.4875,119.3968,0,56679.2
950,49.8125,1.4499,8.525,0.6297,934.5023,0.9625,1154.325,120.859,0,59461.7
1000,49.8625,0.9185,8.5125,0.6327,933.7357,0.9625,1147.3,120.9527,0,62136.1
1050,49.9,0.5612,8.525,0.6345,934.4463,0.9625,1128.7,121.2007,0,64894.5
1100,49.9625,0.2472,8.5,0.6278,934.2311,0.975,1098.7625,122.8498,1,67682.2
1150,49.7125,1.7478,8.5625,0.6363,931.9806,0.95,1112.1625,120.1712,0,70486.3
1200,49.625,2.4616,8.525,0.6373,931.7908,0.9125,1187.5,115.4167,0,73205.1
1250,49.7,1.7986,8.5125,0.6379,932.1724,0.95,1160.5625,119.5258,0,75989.8
1300,49.65,1.5338,8.4,0.6394,931.6769,0.9125,1118.4625,116.3372,0,78734.5
1350,49.7125,2.1517,8.4875,0.6373,932.1211,0.975,1093.2125,122.9238,1,80932.9
1400,49.7375,1.9154,8.4875,0.635,931.6669,0.9625,1095.625,121.6417,0,82375.2
1450,49.9125,0.4526,8.4625,0.6313,934.9562,0.9625,1108.925,121.4643,0,83710.4
1500,49.475,1.8164,8.375,0.638,930.1994,0.8875,1194.0625,112.8292,0,84861.2
