episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,23.8333,8.5716,2.6667,0.0,0.4648,662.5633,0,1,1110.3
100,19.8333,7.4591,1.75,0.0833,0.5228,607.7937,0,0,2212.9
150,1.9167,5.469,0.1667,3.4167,0.0385,184.1869,0,0,3379.7
200,4.4167,3.774,0.1667,1.3333,0.1381,333.0153,0,0,4550.4
250,11.1667,4.5977,0.0833,0.1667,0.4547,540.5114,0,0,5430.7
300,2.9167,3.0127,0.0,1.6667,0.0517,258.4694,0,0,6183.6
350,2.8333,3.3124,0.0,2.1667,0.0328,275.3864,0,0,6290.3
400,3.3333,3.2232,0.0,2.4167,0.1293,289.5013,0,0,6449.4
450,5.0833,3.5463,0.0833,1.25,0.2112,381.056,0,0,6602.3
500,3.6667,3.6818,0.0,2.0,0.1249,316.3255,0,0,6743.2
550,3.9167,3.0946,0.0,1.4167,0.0628,335.6974,0,0,6877.3
600,7.1667,5.5352,0.0,0.8333,0.2832,413.1901,0,0,7037.8
650,6.1667,4.9131,0.0,1.4167,0.2963,449.7036,0,0,7247.6
700,0.8333,1.1426,0.0,3.4167,0.0097,177.4061,0,0,7394.7
750,0.9167,3.0402,0.0,3.6667,0.036,139.4932,0,0,7499.0
800,2.6667,5.2334,0.0,3.0,0.061,218.1423,0,0,7635.0
