episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,stall_ratio,max_stall_run,comm_loss,env_steps,wall_sec
284,1000,390.0,2.107,28,,990,0,5,34,856,0.5693,766.5,,,0,284000,2160.6
285,1000,130.0,-28.074,17,,833,0,0,16,1315,0.4125,740.1,,,0,285000,2169.3
286,1000,270.0,-25.988,22,,896,0,3,25,1635,0.4865,662.4,,,0,286000,2176.9
287,1000,440.0,12.821,33,,983,0,5,35,427,0.6028,755.0,,,0,287000,2184.1
288,1000,330.0,1.597,28,,911,0,3,31,773,0.6452,799.7,,,0,288000,2191.8
289,1000,500.0,7.555,36,,963,0,6,41,792,0.5982,863.4,,,0,289000,2200.5
290,1000,470.0,11.388,36,,958,0,5,39,670,0.6328,822.5,,,0,290000,2208.1
291,1000,510.0,14.387,37,,953,0,6,43,662,0.5927,850.0,,,0,291000,2215.3
292,1000,440.0,13.328,33,,980,0,5,40,518,0.5883,790.4,,,0,292000,2222.5
293,1000,410.0,1.688,33,,1000,0,4,33,896,0.612,712.6,,,0,293000,2230.8
294,1000,450.0,9.855,34,,892,0,5,40,574,0.6102,778.3,,,0,294000,2238.3
295,1000,510.0,7.247,37,,899,0,6,45,993,0.6202,882.8,,,0,295000,2245.8
296,1000,530.0,14.691,39,,870,0,6,43,726,0.634,790.0,,,0,296000,2253.1
297,1000,400.0,-5.652,32,,803,0,4,38,1110,0.5593,880.3,,,0,297000,2260.4
298,1000,440.0,9.742,33,,965,0,5,40,592,0.62,754.8,,,0,298000,2268.4
299,1000,430.0,8.47,35,,977,0,4,37,711,0.6122,914.5,,,0,299000,2275.9
300,1000,560.0,23.409,39,,988,0,7,41,344,0.5833,872.1,,,0,300000,2283.1
301,1000,380.0,-9.845,30,,993,0,4,33,1388,0.6605,885.4,,,0,301000,2308.1
302,1000,490.0,15.376,35,,856,0,6,41,561,0.6002,847.5,,,0,302000,2315.1
303,1000,510.0,14.677,37,,975,0,6,44,597,0.599,820.6,,,0,303000,2322.4
304,1000,450.0,7.823,34,,882,0,5,41,720,0.5933,1048.9,,,0,304000,2330.6
305,1000,440.0,10.946,33,,876,0,5,38,576,0.6302,872.5,,,0,305000,2337.9
306,1000,480.0,8.876,37,,972,0,5,45,841,0.6132,889.0,,,0,306000,2345.6
307,1000,490.0,11.244,38,,968,0,5,43,774,0.618,1001.8,,,0,307000,2354.2
308,1000,450.0,9.509,34,,930,0,5,40,812,0.6305,774.0,,,0,308000,2362.8
309,1000,530.0,13.167,39,,996,0,6,46,733,0.6178,869.9,,,0,309000,2370.8
310,1000,410.0,-1.867,30,,908,0,5,37,1104,0.6215,739.7,,,0,310000,2378.4
311,1000,470.0,14.483,36,,937,0,5,42,719,0.61,816.2,,,0,311000,2385.7
312,1000,460.0,9.473,35,,975,0,5,38,583,0.6525,845.6,,,0,312000,2393.2
313,1000,340.0,1.867,29,,898,0,3,29,724,0.56,654.4,,,0,313000,2401.5
314,1000,550.0,16.318,41,,938,0,6,49,720,0.609,886.1,,,0,314000,2408.7
315,1000,350.0,0.723,30,,936,0,3,33,822,0.6605,896.3,,,0,315000,2416.1
316,1000,460.0,11.959,35,,1000,0,5,40,529,0.622,784.8,,,0,316000,2423.5
317,1000,480.0,9.752,34,,622,0,6,38,646,0.605,788.6,,,0,317000,2431.3
318,1000,480.0,15.545,37,,984,0,5,44,548,0.5403,861.9,,,0,318000,2438.7
319,1000,470.0,1.265,36,,927,0,5,42,1042,0.5785,890.9,,,0,319000,2446.3
320,1000,440.0,10.537,33,,985,0,5,39,645,0.6118,794.0,,,0,320000,2453.8
321,1000,400.0,0.612,32,,988,0,4,37,844,0.5992,741.7,,,0,321000,2461.9
322,1000,430.0,3.709,35,,889,0,4,39,845,0.636,796.4,,,0,322000,2469.2
323,1000,440.0,-6.488,33,,674,0,5,41,1383,0.6132,850.7,,,0,323000,2477.2
324,1000,460.0,15.13,35,,896,0,5,39,386,0.6305,824.6,,,0,324000,2484.8
325,1000,410.0,-1.57,30,,839,0,5,33,850,0.6162,844.8,,,0,325000,2492.7
326,1000,370.0,-1.46,29,,909,0,4,34,708,0.6398,777.6,,,0,326000,2500.9
327,1000,410.0,3.329,33,,985,0,4,36,758,0.635,768.6,,,0,327000,2508.1
328,1000,360.0,-8.976,28,,826,0,4,32,1074,0.657,935.5,,,0,328000,2515.7
329,1000,430.0,3.32,35,,892,0,4,38,872,0.6102,833.7,,,0,329000,2523.7
330,1000,470.0,2.313,36,,937,0,5,44,1114,0.6315,954.2,,,0,330000,2532.5
331,1000,550.0,11.712,38,,890,0,7,42,852,0.6,964.9,,,0,331000,2540.2
332,1000,470.0,16.519,36,,939,0,5,41,557,0.6128,770.7,,,0,332000,2547.4
333,1000,500.0,14.254,36,,889,0,6,43,679,0.604,914.2,,,0,333000,2554.5
334,1000,460.0,10.281,35,,895,0,5,42,696,0.6138,793.0,,,0,334000,2562.3
335,1000,550.0,26.193,41,,845,0,6,47,371,0.5978,893.5,,,0,335000,2569.5
336,1000,450.0,3.537,34,,893,0,5,37,858,0.6348,892.9,,,0,336000,2576.7
337,1000,560.0,21.803,39,,974,0,7,48,588,0.593,905.5,,,0,337000,2583.8
338,1000,410.0,-9.542,33,,957,0,4,37,1156,0.571,975.7,,,0,338000,2591.1
339,1000,350.0,-21.976,30,,990,0,3,34,1723,0.667,931.9,,,0,339000,2599.4
340,1000,470.0,3.207,36,,989,0,5,42,740,0.6352,844.3,,,0,340000,2606.8
341,1000,460.0,8.852,35,,991,0,5,41,720,0.5955,768.7,,,0,341000,2614.6
342,1000,380.0,-10.613,30,,1000,0,4,34,1195,0.6502,815.6,,,0,342000,2622.4
343,1000,260.0,-22.826,21,,992,0,3,24,1390,0.5192,687.1,,,0,343000,2630.4
344,1000,480.0,8.916,37,,943,0,5,41,655,0.5673,784.2,,,0,344000,2637.7
345,1000,520.0,10.017,38,,988,0,6,43,725,0.6308,1005.3,,,0,345000,2644.9
346,1000,500.0,8.888,36,,868,0,6,41,761,0.6162,851.0,,,0,346000,2651.9
347,1000,570.0,18.466,40,,957,0,7,46,668,0.6185,856.1,,,0,347000,2659.0
348,1000,380.0,2.009,30,,784,0,4,37,751,0.6305,714.2,,,0,348000,2666.7
349,1000,590.0,24.068,42,,929,0,7,49,488,0.5847,885.2,,,0,349000,2674.3
350,1000,520.0,12.166,38,,878,0,6,45,734,0.6092,854.8,,,0,350000,2681.9
351,1000,460.0,2.56,35,,748,0,5,41,1082,0.5965,1027.1,,,0,351000,2707.7
352,1000,530.0,19.173,39,,964,0,6,43,499,0.5903,804.1,,,0,352000,2715.0
353,1000,550.0,18.904,41,,977,0,6,46,648,0.5813,991.6,,,0,353000,2722.1
354,1000,430.0,0.616,35,,969,0,4,42,1056,0.5565,790.3,,,0,354000,2729.8
355,1000,510.0,10.167,37,,924,0,6,42,757,0.6232,838.0,,,0,355000,2737.0
356,1000,530.0,9.075,39,,986,0,6,45,963,0.6075,987.2,,,0,356000,2744.3
357,1000,440.0,5.848,36,,994,0,4,40,664,0.5703,870.5,,,0,357000,2751.7
358,1000,440.0,13.575,36,,966,0,4,42,381,0.6032,938.4,,,0,358000,2759.5
359,1000,470.0,9.927,36,,991,0,5,41,532,0.6382,769.5,,,0,359000,2766.7
360,1000,470.0,9.254,36,,960,0,5,39,719,0.6092,888.2,,,0,360000,2773.9
361,1000,370.0,3.256,29,,699,0,4,34,655,0.6072,943.3,,,0,361000,2781.4
362,1000,430.0,0.473,35,,972,0,4,37,747,0.633,808.4,,,0,362000,2788.5
363,1000,480.0,8.978,34,,991,0,6,39,610,0.6055,860.8,,,0,363000,2796.6
364,1000,330.0,-9.346,28,,825,0,3,31,1148,0.6435,821.2,,,0,364000,2804.0
365,1000,440.0,9.564,36,,990,0,4,39,684,0.6335,874.9,,,0,365000,2811.4
366,1000,490.0,12.343,38,,991,0,5,42,669,0.6178,905.4,,,0,366000,2819.2
367,1000,400.0,4.114,32,,958,0,4,38,753,0.6088,726.6,,,0,367000,2827.2
368,1000,350.0,2.897,30,,964,0,3,32,600,0.6305,867.6,,,0,368000,2834.6
369,1000,490.0,15.972,35,,928,0,6,43,453,0.599,828.3,,,0,369000,2841.7
370,1000,430.0,6.702,32,,986,0,5,36,574,0.5308,872.7,,,0,370000,2849.2
371,1000,310.0,-5.693,26,,946,0,3,26,874,0.6095,751.3,,,0,371000,2856.9
372,1000,510.0,7.643,37,,921,0,6,42,828,0.6038,822.2,,,0,372000,2864.8
373,1000,400.0,-6.872,32,,933,0,4,39,1223,0.611,972.0,,,0,373000,2872.2
374,1000,430.0,-5.735,35,,989,0,4,39,1139,0.6573,785.5,,,0,374000,2879.9
375,1000,400.0,7.687,32,,968,0,4,36,541,0.5385,886.7,,,0,375000,2887.4
376,1000,520.0,21.47,38,,990,0,6,47,413,0.5463,781.8,,,0,376000,2895.1
377,1000,410.0,-0.149,33,,895,0,4,35,908,0.623,911.6,,,0,377000,2902.9
378,1000,380.0,3.2,30,,877,0,4,40,772,0.5545,863.1,,,0,378000,2910.4
379,1000,300.0,-12.912,25,,547,0,3,30,1088,0.6292,837.8,,,0,379000,2917.9
380,1000,410.0,7.702,33,,927,0,4,38,535,0.6378,894.2,,,0,380000,2925.6
381,1000,480.0,17.327,37,,933,0,5,43,422,0.5968,1047.3,,,0,381000,2932.7
382,1000,530.0,18.693,39,,895,0,6,45,548,0.6268,823.7,,,0,382000,2939.8
383,1000,440.0,7.504,33,,883,0,5,37,792,0.5843,816.6,,,0,383000,2947.2
384,1000,490.0,9.712,35,,655,0,6,43,795,0.5505,788.1,,,0,384000,2954.7
385,1000,300.0,-6.339,22,,712,0,4,24,802,0.5617,784.5,,,0,385000,2962.6
386,1000,370.0,-29.484,32,,567,0,3,35,1931,0.6088,939.6,,,0,386000,2970.3
387,1000,380.0,-0.06,27,,981,0,5,30,776,0.5493,649.9,,,0,387000,2977.8
388,1000,460.0,10.218,35,,993,0,5,41,495,0.6212,845.4,,,0,388000,2985.3
389,1000,490.0,18.206,35,,979,0,6,42,459,0.5727,775.5,,,0,389000,2993.2
390,1000,400.0,0.879,32,,933,0,4,39,844,0.6298,783.1,,,0,390000,3000.6
391,1000,320.0,-9.819,27,,955,0,3,27,790,0.539,728.0,,,0,391000,3008.6
392,1000,410.0,10.515,33,,997,0,4,35,431,0.5713,778.5,,,0,392000,3015.7
393,1000,480.0,11.219,37,,978,0,5,42,604,0.6318,863.9,,,0,393000,3023.0
394,1000,540.0,23.406,37,,996,0,7,46,294,0.5653,855.4,,,0,394000,3031.0
395,1000,440.0,11.686,33,,833,0,5,38,526,0.5823,791.0,,,0,395000,3038.2
396,1000,500.0,8.083,36,,972,0,6,42,715,0.5835,860.4,,,0,396000,3045.7
397,1000,420.0,4.232,34,,914,0,4,40,792,0.607,809.6,,,0,397000,3053.0
398,1000,510.0,16.333,37,,953,0,6,44,624,0.6112,825.9,,,0,398000,3061.3
399,1000,530.0,19.3,39,,911,0,6,44,521,0.5713,889.4,,,0,399000,3068.8
400,1000,530.0,22.016,36,,873,0,7,44,349,0.5497,814.0,,,0,400000,3076.3
401,1000,420.0,1.719,31,,988,0,5,37,744,0.6015,793.8,,,0,401000,3101.2
402,1000,330.0,-16.746,28,,753,0,3,32,1357,0.6372,963.6,,,0,402000,3108.7
403,1000,420.0,11.872,31,,859,0,5,35,591,0.6222,788.6,,,0,403000,3115.9
404,1000,510.0,17.503,37,,851,0,6,40,604,0.5775,926.6,,,0,404000,3124.0
405,1000,530.0,18.648,39,,999,0,6,45,551,0.5975,823.9,,,0,405000,3131.3
406,1000,350.0,-7.688,30,,951,0,3,34,1196,0.662,953.5,,,0,406000,3138.5
407,1000,400.0,4.666,32,,992,0,4,35,537,0.5773,756.6,,,0,407000,3145.5
408,1000,420.0,12.555,34,,986,0,4,37,425,0.6268,766.4,,,0,408000,3153.0
409,1000,440.0,9.554,36,,992,0,4,39,496,0.5855,881.6,,,0,409000,3160.9
410,1000,510.0,14.864,37,,950,0,6,43,534,0.6058,875.5,,,0,410000,3167.9
411,1000,410.0,2.884,33,,980,0,4,37,672,0.5495,908.8,,,0,411000,3175.0
412,1000,420.0,3.466,31,,894,0,5,37,723,0.5837,812.0,,,0,412000,3182.7
413,1000,410.0,2.735,30,,908,0,5,37,700,0.608,703.8,,,0,413000,3190.7
414,1000,470.0,9.029,36,,984,0,5,43,763,0.578,785.7,,,0,414000,3198.1
415,1000,390.0,12.871,31,,893,0,4,33,348,0.5733,735.2,,,0,415000,3205.8
416,1000,360.0,7.973,31,,998,0,3,35,543,0.602,831.9,,,0,416000,3213.2
417,1000,410.0,5.957,33,,857,0,4,39,536,0.6032,966.9,,,0,417000,3220.5
418,1000,470.0,11.083,33,,796,0,6,38,464,0.5942,956.3,,,0,418000,3228.5
419,1000,350.0,6.061,27,,456,0,4,31,377,0.5327,738.8,,,0,419000,3235.6
420,1000,240.0,1.767,22,,978,0,2,24,232,0.6532,704.3,,,0,420000,3242.7
421,1000,310.0,2.478,26,,998,0,3,28,531,0.55,701.4,,,0,421000,3250.0
422,1000,560.0,20.32,39,,943,0,7,47,511,0.588,806.8,,,0,422000,3258.2
423,1000,280.0,-32.956,26,,625,0,2,30,1858,0.6345,950.3,,,0,423000,3265.8
424,1000,350.0,-9.6,30,,840,0,3,33,1128,0.658,844.1,,,0,424000,3273.2
425,1000,380.0,1.182,30,,734,0,4,33,793,0.5317,677.3,,,0,425000,3280.5
426,1000,460.0,14.885,32,,830,0,6,41,456,0.6022,737.8,,,0,426000,3287.7
427,1000,520.0,10.339,35,,888,0,7,39,510,0.5817,902.4,,,0,427000,3295.7
428,1000,440.0,17.861,36,,948,0,4,41,473,0.5952,784.2,,,0,428000,3303.1
429,1000,400.0,0.061,32,,960,0,4,36,1018,0.6032,772.0,,,0,429000,3310.8
430,1000,340.0,4.787,29,,733,0,3,32,320,0.523,750.5,,,0,430000,3318.1
431,1000,470.0,11.09,36,,829,0,5,38,494,0.5773,784.7,,,0,431000,3326.7
432,1000,450.0,3.291,34,,764,0,5,38,858,0.6105,888.3,,,0,432000,3334.1
433,1000,530.0,17.267,36,,993,0,7,42,471,0.5807,851.6,,,0,433000,3341.4
434,1000,410.0,7.516,30,,998,0,5,38,585,0.538,763.8,,,0,434000,3348.9
435,1000,340.0,4.615,29,,922,0,3,31,510,0.63,728.7,,,0,435000,3356.8
436,1000,460.0,6.55,35,,946,0,5,35,538,0.5952,789.0,,,0,436000,3363.9
437,1000,460.0,11.046,32,,996,0,6,37,637,0.587,754.1,,,0,437000,3371.0
438,1000,360.0,-1.582,28,,844,0,4,33,727,0.6075,686.5,,,0,438000,3378.5
439,1000,320.0,-5.618,27,,902,0,3,31,665,0.5603,845.4,,,0,439000,3385.8
440,1000,350.0,11.511,30,,559,0,3,33,369,0.4773,769.8,,,0,440000,3393.5
441,1000,440.0,14.081,33,,931,0,5,39,433,0.592,784.6,,,0,441000,3400.6
442,1000,380.0,-0.614,30,,882,0,4,35,844,0.62,890.5,,,0,442000,3407.5
443,1000,460.0,8.891,35,,980,0,5,43,647,0.6135,865.5,,,0,443000,3414.7
444,1000,410.0,6.782,30,,978,0,5,35,461,0.6062,724.5,,,0,444000,3422.5
445,1000,370.0,13.018,29,,980,0,4,36,237,0.5715,808.2,,,0,445000,3429.8
446,1000,530.0,16.483,39,,874,0,6,49,512,0.5897,851.4,,,0,446000,3436.8
447,1000,480.0,19.707,37,,982,0,5,43,368,0.5863,888.4,,,0,447000,3443.8
448,1000,400.0,4.364,32,,953,0,4,38,676,0.615,934.6,,,0,448000,3450.9
449,1000,510.0,14.192,37,,996,0,6,40,613,0.5445,856.9,,,0,449000,3458.6
450,1000,480.0,14.311,37,,988,0,5,40,516,0.6105,881.8,,,0,450000,3465.5
451,1000,320.0,-3.879,27,,878,0,3,31,872,0.593,773.5,,,0,451000,3490.2
452,1000,330.0,2.918,28,,934,0,3,33,583,0.6478,800.3,,,0,452000,3497.3
453,1000,410.0,4.129,30,,920,0,5,35,732,0.6232,769.4,,,0,453000,3504.4
454,1000,450.0,13.214,34,,934,0,5,40,429,0.5945,803.4,,,0,454000,3511.7
455,1000,460.0,14.33,32,,988,0,6,39,391,0.5535,787.7,,,0,455000,3518.6
456,1000,460.0,16.307,35,,923,0,5,43,390,0.6112,854.5,,,0,456000,3526.2
457,1000,450.0,11.045,34,,996,0,5,35,589,0.5945,799.0,,,0,457000,3533.3
458,1000,390.0,5.235,31,,965,0,4,35,498,0.617,780.7,,,0,458000,3540.2
459,1000,400.0,0.65,32,,976,0,4,39,769,0.6202,798.5,,,0,459000,3547.4
460,1000,300.0,5.216,25,,977,0,3,28,276,0.5373,843.3,,,0,460000,3554.8
461,1000,450.0,16.245,34,,912,0,5,40,243,0.6025,829.4,,,0,461000,3561.6
462,1000,300.0,-10.502,25,,635,0,3,27,916,0.6488,803.6,,,0,462000,3568.8
463,1000,330.0,0.709,28,,985,0,3,32,699,0.6335,716.4,,,0,463000,3575.9
464,1000,360.0,9.888,28,,989,0,4,35,254,0.5467,670.8,,,0,464000,3582.9
465,1000,270.0,-10.478,25,,991,0,2,26,805,0.609,803.7,,,0,465000,3590.5
466,1000,440.0,7.3,33,,891,0,5,39,547,0.5837,770.8,,,0,466000,3597.4
467,1000,340.0,-3.954,29,,973,0,3,30,681,0.6,792.8,,,0,467000,3604.4
468,1000,350.0,-6.439,27,,986,0,4,32,1057,0.567,766.2,,,0,468000,3611.7
469,1000,370.0,6.522,32,,932,0,3,33,381,0.5717,851.8,,,0,469000,3618.7
470,1000,310.0,-1.097,23,,783,0,4,28,504,0.576,758.1,,,0,470000,3626.3
471,1000,340.0,5.467,26,,945,0,4,33,448,0.5597,698.4,,,0,471000,3633.3
472,1000,440.0,10.275,33,,963,0,5,38,516,0.59,726.1,,,0,472000,3640.2
473,1000,320.0,-19.588,27,,991,0,3,27,1460,0.5205,760.2,,,0,473000,3647.4
474,1000,310.0,-0.828,26,,954,0,3,27,593,0.5875,761.7,,,0,474000,3654.9
475,1000,440.0,14.783,36,,837,0,4,42,417,0.616,775.3,,,0,475000,3662.0
476,1000,470.0,9.831,36,,972,0,5,40,331,0.625,801.8,,,0,476000,3669.0
477,1000,350.0,6.069,30,,852,0,3,32,361,0.586,799.0,,,0,477000,3675.9
478,1000,480.0,17.45,34,,957,0,6,40,314,0.5998,834.8,,,0,478000,3682.8
479,1000,420.0,-3.332,31,,998,0,5,33,1020,0.6338,897.9,,,0,479000,3690.6
480,1000,420.0,5.252,31,,915,0,5,34,379,0.6145,715.6,,,0,480000,3697.5
481,1000,410.0,6.791,30,,696,0,5,36,552,0.56,794.1,,,0,481000,3704.5
482,1000,430.0,12.333,32,,847,0,5,37,465,0.6268,753.3,,,0,482000,3711.5
483,1000,360.0,-7.295,31,,941,0,3,34,1067,0.6038,761.5,,,0,483000,3718.6
484,1000,310.0,-18.125,26,,774,0,3,31,1530,0.6615,815.2,,,0,484000,3726.4
485,1000,290.0,3.666,27,,916,0,2,28,322,0.622,704.4,,,0,485000,3733.3
486,1000,360.0,1.961,31,,990,0,3,34,690,0.6388,867.9,,,0,486000,3740.3
487,1000,460.0,12.903,32,,895,0,6,39,466,0.6335,806.5,,,0,487000,3747.4
488,1000,360.0,3.946,28,,844,0,4,32,659,0.4888,797.4,,,0,488000,3755.0
489,1000,450.0,14.579,34,,973,0,5,38,357,0.6155,806.3,,,0,489000,3761.8
490,1000,480.0,3.789,34,,971,0,6,39,774,0.6118,848.6,,,0,490000,3768.9
491,1000,340.0,-4.537,26,,979,0,4,29,814,0.593,970.7,,,0,491000,3775.9
492,1000,320.0,-6.302,27,,867,0,3,31,794,0.6585,832.3,,,0,492000,3783.0
493,1000,350.0,0.998,30,,834,0,3,30,553,0.6645,791.3,,,0,493000,3790.5
494,1000,410.0,5.122,30,,819,0,5,37,525,0.615,789.6,,,0,494000,3797.3
495,1000,460.0,7.386,32,,836,0,6,36,707,0.6128,1066.8,,,0,495000,3804.1
496,1000,390.0,7.273,28,,966,0,5,32,353,0.6008,825.6,,,0,496000,3811.0
497,1000,460.0,11.129,35,,949,0,5,43,726,0.6232,862.5,,,0,497000,3817.9
498,1000,370.0,9.973,29,,909,0,4,32,347,0.5637,785.2,,,0,498000,3825.4
499,1000,320.0,-2.68,27,,988,0,3,28,640,0.6442,694.2,,,0,499000,3832.3
500,1000,280.0,4.949,26,,990,0,2,27,243,0.4682,608.4,,,0,500000,3839.1
501,1000,380.0,9.797,30,,986,0,4,32,449,0.6232,706.5,,,0,501000,3863.7
502,1000,290.0,-8.448,24,,734,0,3,26,810,0.5845,773.5,,,0,502000,3870.6
503,1000,380.0,2.846,30,,997,0,4,32,533,0.551,744.0,,,0,503000,3877.4
504,1000,430.0,4.261,32,,970,0,5,36,692,0.6488,794.0,,,0,504000,3885.1
505,1000,380.0,8.742,30,,991,0,4,34,497,0.5845,803.1,,,0,505000,3892.4
506,1000,450.0,4.688,31,,846,0,6,38,613,0.596,792.8,,,0,506000,3899.4
507,1000,420.0,10.58,31,,897,0,5,36,600,0.5733,737.0,,,0,507000,3906.3
508,1000,310.0,-2.138,23,,897,0,4,25,465,0.5835,649.8,,,0,508000,3913.2
509,1000,280.0,-8.349,26,,993,0,2,27,703,0.6202,740.0,,,0,509000,3920.9
510,1000,410.0,10.521,30,,989,0,5,34,383,0.5278,784.5,,,0,510000,3928.0
511,1000,430.0,8.755,32,,923,0,5,35,413,0.617,880.7,,,0,511000,3934.9
512,1000,400.0,10.635,32,,983,0,4,36,387,0.6182,747.7,,,0,512000,3941.7
513,1000,330.0,-4.664,28,,845,0,3,31,748,0.6278,950.2,,,0,513000,3948.7
514,1000,360.0,6.457,28,,952,0,4,33,437,0.6268,720.0,,,0,514000,3956.2
515,1000,370.0,-2.675,29,,984,0,4,33,720,0.605,758.1,,,0,515000,3963.2
516,1000,350.0,2.101,30,,997,0,3,30,546,0.6587,828.7,,,0,516000,3970.1
517,1000,370.0,-11.749,29,,996,0,4,34,1101,0.6508,894.7,,,0,517000,3977.2
518,1000,310.0,0.078,26,,762,0,3,30,591,0.628,844.2,,,0,518000,3984.9
519,1000,390.0,8.514,31,,925,0,4,34,465,0.6015,804.8,,,0,519000,3991.8
520,1000,290.0,3.777,24,,831,0,3,29,365,0.6252,702.3,,,0,520000,3998.6
521,1000,300.0,-2.979,28,,957,0,2,30,617,0.6428,701.3,,,0,521000,4005.7
522,1000,340.0,2.017,26,,857,0,4,30,441,0.626,746.6,,,0,522000,4012.5
523,1000,320.0,-4.985,27,,848,0,3,31,820,0.6208,753.3,,,0,523000,4020.1
524,1000,280.0,-5.482,26,,904,0,2,26,640,0.6535,808.1,,,0,524000,4027.0
525,1000,330.0,-0.906,28,,874,0,3,29,583,0.599,746.1,,,0,525000,4033.9
526,1000,140.0,-8.147,18,,979,0,0,17,320,0.6567,577.5,,,0,526000,4040.8
527,1000,360.0,3.249,31,,948,0,3,38,648,0.624,815.6,,,0,527000,4047.8
528,1000,330.0,4.239,28,,883,0,3,34,511,0.5885,752.7,,,0,528000,4055.4
529,1000,360.0,2.959,31,,978,0,3,36,577,0.6382,721.9,,,0,529000,4062.4
530,1000,370.0,7.365,32,,974,0,3,33,462,0.5653,859.7,,,0,530000,4069.3
531,1000,260.0,5.781,21,,999,0,3,23,146,0.4225,653.9,,,0,531000,4076.0
532,1000,300.0,-26.114,25,,978,0,3,30,1641,0.617,746.2,,,0,532000,4083.2
533,1000,220.0,-0.931,20,,989,0,2,22,354,0.5477,608.0,,,0,533000,4090.7
534,1000,260.0,-2.995,21,,854,0,3,22,438,0.478,704.4,,,0,534000,4097.5
535,1000,180.0,-7.171,19,,843,0,1,17,458,0.607,674.1,,,0,535000,4104.5
536,1000,320.0,0.248,27,,965,0,3,30,571,0.6335,759.5,,,0,536000,4111.6
537,1000,150.0,-9.211,16,,908,0,1,20,552,0.6803,592.9,,,0,537000,4119.3
538,1000,310.0,5.332,26,,968,0,3,30,396,0.6088,894.2,,,0,538000,4126.2
539,1000,320.0,-3.411,27,,881,0,3,30,721,0.629,757.9,,,0,539000,4133.1
540,1000,190.0,-17.354,20,,976,0,1,17,787,0.6272,714.6,,,0,540000,4140.1
541,1000,240.0,-4.819,22,,957,0,2,28,551,0.6645,620.9,,,0,541000,4147.0
542,1000,240.0,2.766,22,,935,0,2,23,224,0.593,701.4,,,0,542000,4154.6
543,1000,230.0,0.8,18,,904,0,3,23,387,0.6575,582.0,,,0,543000,4161.6
544,1000,330.0,5.9,25,,998,0,4,27,260,0.5605,711.9,,,0,544000,4168.7
545,1000,310.0,3.121,23,,980,0,4,30,289,0.5517,585.4,,,0,545000,4175.5
546,1000,320.0,8.182,24,,948,0,4,29,264,0.551,644.7,,,0,546000,4182.4
547,1000,140.0,-2.525,18,,1000,0,0,18,275,0.6993,603.1,,,0,547000,4190.1
548,1000,380.0,-10.703,30,,721,0,4,38,1354,0.6258,862.5,,,0,548000,4197.2
549,1000,290.0,-5.226,24,,951,0,3,31,708,0.6075,790.5,,,0,549000,4204.2
550,1000,110.0,-2.973,15,,907,0,0,13,137,0.6775,594.5,,,0,550000,4211.0
551,1000,260.0,-9.298,24,,953,0,2,27,898,0.5755,874.7,,,0,551000,4234.8
552,1000,390.0,4.944,31,,876,0,4,35,530,0.5673,820.2,,,0,552000,4241.7
553,1000,390.0,-2.335,28,,926,0,5,31,680,0.5188,786.6,,,0,553000,4248.7
554,1000,180.0,-13.392,19,,902,0,1,21,821,0.5082,676.3,,,0,554000,4256.4
555,1000,120.0,-1.02,16,,958,0,0,16,136,0.6713,640.2,,,0,555000,4263.4
556,1000,170.0,-13.845,18,,795,0,1,19,737,0.6445,569.0,,,0,556000,4270.6
557,1000,190.0,-44.533,17,,483,0,2,18,2131,0.6438,708.8,,,0,557000,4278.0
558,1000,350.0,-18.709,27,,864,0,4,26,1130,0.5347,957.9,,,0,558000,4285.7
559,1000,190.0,-21.499,17,,854,0,2,21,989,0.4682,930.6,,,0,559000,4292.9
560,1000,320.0,-14.859,27,,840,0,3,34,1086,0.6228,845.8,,,0,560000,4299.9
561,1000,320.0,3.971,27,,982,0,3,31,419,0.6408,737.4,,,0,561000,4307.1
562,1000,170.0,-8.317,18,,871,0,1,23,419,0.5992,790.5,,,0,562000,4314.2
563,1000,190.0,-6.507,17,,996,0,2,25,478,0.5807,740.6,,,0,563000,4322.0
564,1000,270.0,-15.859,22,,983,0,3,27,1183,0.6315,755.5,,,0,564000,4329.4
565,1000,400.0,7.302,29,,863,0,5,36,283,0.5753,760.8,,,0,565000,4336.3
566,1000,150.0,-16.047,16,,988,0,1,12,384,0.6703,694.4,,,0,566000,4343.5
567,1000,80.0,-13.058,12,,997,0,0,15,455,0.6552,483.4,,,0,567000,4351.3
568,1000,150.0,-12.503,16,,595,0,1,18,447,0.5288,764.5,,,0,568000,4358.3
569,1000,240.0,-10.185,22,,971,0,2,25,791,0.5125,673.1,,,0,569000,4365.2
570,1000,70.0,-14.864,11,,928,0,0,14,483,0.7013,505.4,,,0,570000,4372.2
571,1000,290.0,-6.787,24,,789,0,3,26,766,0.5587,752.1,,,0,571000,4379.3
572,1000,100.0,-9.901,14,,830,0,0,16,361,0.4253,543.2,,,0,572000,4387.1
573,1000,290.0,-6.194,24,,976,0,3,30,871,0.644,740.2,,,0,573000,4394.1
574,1000,320.0,-7.197,24,,855,0,4,31,873,0.5395,844.9,,,0,574000,4401.0
575,1000,90.0,-13.593,13,,957,0,0,15,525,0.6905,565.0,,,0,575000,4408.2
576,1000,300.0,-1.897,28,,940,0,2,34,747,0.5805,841.1,,,0,576000,4416.2
577,1000,350.0,-0.23,30,,932,0,3,27,521,0.6022,815.4,,,0,577000,4423.3
