episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.7,1.5684,8.05,0.6209,932.5268,0.9375,1191.575,117.8623,1,1139.2
100,49.8,1.7776,7.975,0.6424,933.7655,0.9875,1219.85,122.4853,1,2438.5
150,49.9,0.7,7.8875,0.6324,934.0728,0.975,1053.85,123.4487,1,3439.4
200,49.55,2.85,7.9875,0.614,931.1691,0.975,1116.6625,122.6112,0,4810.8
250,49.8375,0.8283,7.9375,0.6346,933.7995,0.9625,1051.7,122.2273,0,6047.4
300,49.7375,1.4208,7.9625,0.6346,934.169,0.9375,1014.8,120.2193,0,7086.2
350,49.775,1.3872,7.8875,0.6333,934.3656,0.95,983.125,121.8917,0,8344.1
400,48.9375,3.5719,7.4625,0.6301,925.7678,0.8625,956.9875,113.4902,0,9573.0
450,49.55,2.2299,7.6875,0.6283,934.4767,0.9375,994.65,120.488,0,10622.0
500,49.7125,1.2062,7.95,0.625,931.5237,0.9125,1001.6,117.8953,0,11957.5
550,49.975,0.2222,8.1,0.6147,935.1723,0.9875,1009.5,125.29,1,13131.8
600,49.65,2.1453,7.95,0.6219,933.0296,0.9625,945.9125,123.6378,0,14185.8
650,49.85,0.8675,7.925,0.6147,934.5419,0.9625,939.25,123.7267,0,15440.6
700,49.975,0.2222,7.9,0.6166,935.6971,0.9875,913.5,126.57,1,16570.1
750,49.9875,0.1111,7.95,0.6163,935.8281,0.9875,931.125,126.335,0,17663.5
800,49.9625,0.2472,8.0,0.6196,935.2052,0.975,911.8,125.3427,0,18911.3
850,49.7625,1.3806,7.8625,0.6217,935.7401,0.9375,956.875,120.9917,0,19997.5
900,49.975,0.2222,8.0375,0.6145,936.4634,0.9875,907.675,126.6477,1,21082.9
950,49.8625,0.5418,8.0875,0.6206,934.0352,0.925,946.7375,119.8768,0,22263.5
1000,49.9125,0.7777,7.85,0.6169,934.4997,0.9875,913.6125,126.5685,0,23322.2
1050,49.2125,3.4666,7.75,0.618,928.3324,0.9,951.3875,117.3148,0,24454.3
1100,50.0,0.0,8.0875,0.6189,935.1765,1.0,942.175,127.4377,1,25646.1
1150,49.4625,2.559,7.95,0.6211,931.0862,0.9375,932.2,121.3207,0,26830.8
1200,49.875,0.5333,8.1625,0.6207,934.1779,0.9375,986.225,120.6003,0,27954.4
1250,49.9875,0.1111,8.1,0.6174,935.113,0.9875,943.725,126.167,0,29153.8
1300,50.0,0.0,8.025,0.6137,935.0391,1.0,935.8875,127.5215,1,30278.4
1350,49.05,4.0494,7.9125,0.6218,929.6395,0.8875,994.1125,115.4952,0,31452.0
1400,49.9125,0.5048,7.9875,0.6125,936.0177,0.9625,968.8125,123.3325,0,32659.6
1450,49.8125,0.8817,7.95,0.6181,934.444,0.925,993.7875,119.2495,0,33807.3
1500,49.9375,0.5555,8.15,0.6117,934.6391,0.9875,948.7375,126.1002,0,34996.8
