episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,38.3333,9.6896,5.6667,0.648,839.1286,0.0,964.8333,38.5092,1,788.9
100,42.4167,4.1725,6.9167,0.6354,869.0807,0.0,1000.0,42.4167,1,1630.1
150,42.3333,4.1899,6.6667,0.6264,870.8542,0.0,1000.0,42.3333,0,2475.2
200,43.0833,3.9255,7.0,0.6282,887.9893,0.0833,992.0,43.1233,1,3225.6
250,44.6667,2.2852,7.25,0.6371,894.7101,0.0,1000.0,44.6667,1,3983.0
300,43.9167,2.5967,7.4167,0.6356,883.8712,0.0,1000.0,43.9167,0,4743.1
350,44.5833,2.7221,7.6667,0.6236,890.0839,0.0,1000.0,44.5833,0,5499.8
400,45.75,1.2332,7.4167,0.6224,894.8364,0.0,1000.0,45.75,1,6323.3
450,46.3333,2.3921,8.0,0.6297,910.8328,0.1667,987.75,46.3946,1,7054.7
500,43.5,4.717,7.0,0.6173,877.1317,0.0833,998.9167,43.5054,0,7825.0
550,43.8333,2.6405,7.5833,0.6187,889.0948,0.0,1000.0,43.8333,0,8559.8
600,44.0833,3.8613,7.0833,0.6102,891.4507,0.0833,994.0833,44.1129,0,9257.7
650,44.9167,2.3965,7.4167,0.6346,899.7535,0.0833,993.0833,44.9512,0,10019.9
700,42.9167,4.6808,6.8333,0.6207,873.692,0.0833,992.3333,42.955,0,10746.5
750,44.8333,3.5551,7.75,0.6204,892.02,0.0833,999.9167,44.8338,0,11166.3
800,44.4167,3.6619,7.3333,0.5893,883.7896,0.0833,992.9167,44.4521,0,11572.6
