episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,29.8333,3.2361,4.25,0.0,0.4576,801.3969,0,1,984.8
100,23.9167,3.8828,3.3333,0.0,0.3229,627.1733,0,0,2086.8
150,20.25,3.7887,3.0,0.0833,0.2783,602.1891,0,0,3198.8
200,18.0,2.5166,2.4167,0.1667,0.2324,567.4096,0,0,4346.8
250,17.9167,2.9,2.5833,0.25,0.2185,546.057,0,0,5497.6
300,17.3333,2.7789,2.5,0.1667,0.2019,559.9158,0,0,6648.1
