episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,33.8333,10.5264,5.25,0.3333,0.4679,734.5701,0,1,839.3
100,31.5,5.6789,4.6667,0.0,0.4065,723.4267,0,0,1767.5
150,28.1667,2.6719,4.25,0.0,0.3601,712.9325,0,0,2698.0
200,22.75,3.5385,3.4167,0.1667,0.2435,600.8671,0,0,3653.0
250,20.5,3.9896,2.9167,0.0,0.1818,578.3355,0,0,4626.3
300,13.25,9.8753,1.8333,1.25,0.1104,432.0269,0,0,5616.7
350,9.75,5.4333,1.25,1.6667,0.0466,397.8687,0,0,6621.2
