episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.875,1.111,7.775,0.6266,935.1231,0.9875,936.4125,126.2645,1,3142.8
100,49.4,3.0846,8.1125,0.6174,930.3505,0.95,1040.3625,121.1285,0,6733.8
150,49.975,0.2222,7.9625,0.6139,936.2529,0.9875,1011.5,125.2633,0,10275.4
200,49.95,0.4444,7.9625,0.6128,936.0146,0.9875,951.85,126.0587,0,13807.8
250,49.9375,0.5555,8.0875,0.6158,935.8477,0.9875,978.15,125.708,0,17280.7
300,49.9625,0.3333,8.075,0.6019,937.261,0.9875,948.7625,126.0998,0,20767.2
350,49.6375,3.222,8.075,0.6018,932.8507,0.9875,913.4875,126.5702,1,24189.9
400,50.0,0.0,8.25,0.5975,936.0018,1.0,935.525,127.5263,1,27700.8
450,49.975,0.1561,8.1125,0.596,935.0132,0.975,911.775,125.343,0,31110.3
500,49.875,1.0047,8.175,0.5757,933.6277,0.975,959.775,124.703,0,34487.0
550,49.8375,1.4443,8.225,0.5922,936.312,0.9875,920.4125,126.4778,0,37300.8
600,49.9375,0.5555,8.25,0.5886,936.3384,0.9875,892.6125,126.8485,0,40010.2
650,49.9875,0.1111,8.3,0.5918,935.6241,0.9875,904.0375,126.6962,0,42731.2
700,49.9125,0.7777,8.3375,0.5891,935.0957,0.9875,917.15,126.5213,0,45461.3
750,50.0,0.0,8.2625,0.5887,935.6648,1.0,905.2125,127.9305,1,48170.7
800,49.8875,0.9999,8.275,0.597,934.7503,0.9875,892.7375,126.8468,0,50873.9
850,49.925,0.6666,8.1875,0.5997,935.3526,0.9875,860.2875,127.2795,0,53526.8
900,49.9875,0.1111,8.35,0.5935,936.6144,0.9875,894.1375,126.8282,0,56204.8
950,50.0,0.0,8.3125,0.5932,936.344,1.0,884.225,128.2103,1,58922.5
1000,50.0,0.0,8.1625,0.5931,935.8661,1.0,870.5875,128.3922,1,61595.5
1050,49.9875,0.1111,8.425,0.5978,935.9273,0.9875,876.15,127.068,0,64307.6
1100,49.95,0.4444,8.4625,0.6009,934.7849,0.9875,882.0375,126.9895,0,67003.4
1150,49.9875,0.1111,8.4,0.598,935.4165,0.9875,867.7625,127.1798,0,69707.4
1200,50.0,0.0,8.375,0.5946,935.7583,1.0,878.075,128.2923,0,72389.3
1250,50.0,0.0,8.4625,0.5983,936.0908,1.0,874.725,128.337,0,75036.0
1300,50.0,0.0,8.35,0.6026,935.9616,1.0,842.325,128.769,1,77677.6
1350,50.0,0.0,8.4875,0.6075,936.0789,1.0,870.85,128.3887,0,80112.8
1400,49.9,0.8888,8.3125,0.6067,935.0115,0.9875,857.9625,127.3105,0,81791.2
1450,49.9875,0.1111,8.2,0.6145,935.2995,0.9875,851.0125,127.4032,0,83119.6
1500,49.975,0.1561,8.3125,0.6117,933.1716,0.975,849.25,126.1767,0,84396.9
