episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.3333,1.3123,8.0,0.6635,928.0441,0.75,1792.0833,79.0264,1,652.4
100,50.0,0.0,8.6667,0.6445,931.8635,1.0,1303.0833,105.6564,1,1413.4
150,50.0,0.0,8.5,0.6393,931.1792,1.0,1195.3333,106.0156,1,2210.2
200,50.0,0.0,8.3333,0.6419,931.8681,1.0,1122.3333,106.2589,1,2997.4
250,48.75,4.1458,8.0833,0.6323,919.6382,0.9167,1102.9167,97.9903,0,3745.7
300,50.0,0.0,8.25,0.6235,932.5753,1.0,1039.0833,106.5364,1,4546.1
350,49.0833,2.0599,8.25,0.6237,927.3585,0.8333,1110.3333,89.6322,0,5353.1
400,49.75,0.8292,8.4167,0.6315,931.3072,0.9167,1145.1667,97.8494,0,6111.4
450,50.0,0.0,8.4167,0.6246,931.7975,1.0,1155.25,106.1492,0,6832.0
500,50.0,0.0,8.1667,0.648,933.0126,1.0,1091.3333,106.3622,0,7570.6
550,50.0,0.0,8.5833,0.6379,929.9176,1.0,1177.6667,106.0744,0,8267.2
600,50.0,0.0,8.3333,0.6352,932.0431,1.0,1108.5833,106.3047,0,8946.4
650,50.0,0.0,8.3333,0.6241,931.3083,1.0,1075.1667,106.4161,0,9674.6
700,50.0,0.0,8.5833,0.6404,933.9404,1.0,1150.0833,106.1664,0,10424.8
750,50.0,0.0,8.5,0.6325,929.7723,1.0,1109.5833,106.3014,0,11133.2
800,49.8333,0.5528,8.5833,0.6316,931.8289,0.9167,1083.6667,98.0544,0,11787.0
850,50.0,0.0,8.5833,0.6305,932.9205,1.0,1046.3333,106.5122,0,12515.0
900,49.6667,1.1055,8.5833,0.6507,925.0735,0.9167,1329.9167,97.2336,0,13238.9
950,50.0,0.0,8.6667,0.6519,932.0201,1.0,1453.1667,105.1561,0,13933.2
1000,50.0,0.0,8.5,0.6397,932.3678,1.0,1259.8333,105.8006,0,14688.7
1050,50.0,0.0,8.6667,0.6221,930.7107,1.0,1057.5,106.475,0,15398.2
