episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,48.875,3.558,7.9,0.641,926.841,0.8,1272.875,85.7571,1,664.4
100,49.85,0.9367,8.475,0.6387,935.1514,0.975,1084.35,103.8855,1,1400.7
150,49.975,0.1561,8.3,0.6337,934.1672,0.975,1065.375,103.9488,1,2122.0
200,49.825,0.8333,8.375,0.6511,932.1274,0.95,1116.825,101.2772,0,2846.5
250,49.825,1.0929,8.475,0.6376,932.0266,0.975,1072.275,103.9257,0,3558.7
300,50.0,0.0,8.55,0.6414,935.2839,1.0,1094.825,106.3506,1,4291.6
350,50.0,0.0,8.475,0.6458,934.0558,1.0,1164.325,106.1189,0,5024.6
400,49.9,0.6245,8.325,0.6378,933.9358,0.975,1019.5,104.1017,0,5761.6
450,50.0,0.0,8.5,0.6332,934.6101,1.0,1076.35,106.4122,1,6468.2
500,50.0,0.0,8.3,0.6391,935.0294,1.0,1133.45,106.2218,0,7192.0
550,49.925,0.3455,8.35,0.6317,935.4333,0.95,1091.575,101.3614,0,7891.4
600,49.875,0.7806,8.325,0.6405,934.6208,0.975,1040.475,104.0318,0,8566.7
650,50.0,0.0,8.425,0.6339,934.4389,1.0,1073.1,106.423,1,9275.0
700,49.975,0.1561,8.4,0.624,934.426,0.975,1048.9,104.0037,0,9968.1
750,50.0,0.0,8.375,0.6249,933.9439,1.0,1006.725,106.6442,1,10681.2
800,50.0,0.0,8.3,0.6203,934.076,1.0,1042.825,106.5239,0,11342.2
850,50.0,0.0,8.425,0.6287,934.0333,1.0,1083.0,106.39,0,11882.2
900,49.95,0.3122,8.425,0.6187,934.3373,0.975,1050.2,103.9993,0,12397.2
950,50.0,0.0,8.6,0.6275,934.9336,1.0,1082.725,106.3909,0,12910.3
1000,49.95,0.3122,8.575,0.6203,934.2249,0.975,1055.95,103.9802,0,13452.5
1050,50.0,0.0,8.45,0.6295,934.4061,1.0,1107.9,106.307,0,14052.4
1100,50.0,0.0,8.425,0.6176,934.1511,1.0,1038.7,106.5377,0,14624.3
1150,50.0,0.0,8.3,0.6245,934.3965,1.0,1084.4,106.3853,0,15143.7
1200,50.0,0.0,8.35,0.6251,934.5567,1.0,1026.375,106.5787,0,15695.6
1250,50.0,0.0,8.45,0.608,934.4979,1.0,1041.525,106.5282,0,16227.2
1300,49.975,0.1561,8.325,0.6231,933.6516,0.975,1160.2,103.6327,0,16734.4
1350,50.0,0.0,8.5,0.6167,934.1612,1.0,1148.325,106.1723,0,17177.0
1400,50.0,0.0,8.525,0.6193,934.5096,1.0,1137.25,106.2092,0,17579.9
1450,50.0,0.0,8.425,0.6237,933.763,1.0,1096.075,106.3464,0,18008.5
1500,50.0,0.0,8.575,0.6071,934.9658,1.0,1148.3,106.1723,0,18391.4
