/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
집합 상위 학습 | 반경 300 상한 1000 무배송 500 gamma 0.997 구성=무작위 드론[3, 6] 목적지[20, 80] CC무작위 인스턴스=무작위 목표유지=off 완주보상=0.0 잔여페널티=0.1 규칙관측=False 규칙정규화=2.0 막힘페널티=0.0 도달권shaping=0.0 자기회귀=True 홀드아웃상한=3000 선택=makespan
/home/kopt/drone/proposed_src/pipeline/train_v5_26_09_15_23.py:333: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:836.)
  writer.add_scalar("train/alpha", float(log_alpha.exp()), ep)
Ep 1 | 드론5 목적지43 | 1000스텝 | 배송 38/43 | 재적재  6 | 중계율 0.11 | alpha 0.100 | step_limit
Ep 12 | 드론3 목적지37 |  909스텝 | 배송 30/37 | 재적재  4 | 중계율 0.27 | alpha 0.141 | no_progress
Ep 13 | 드론6 목적지28 |  301스텝 | 배송 28/28 | 재적재  1 | 중계율 0.20 | alpha 0.145 | complete
Ep 14 | 드론3 목적지41 |  635스텝 | 배송 41/41 | 재적재  7 | 중계율 0.27 | alpha 0.152 | complete
Ep 15 | 드론3 목적지66 | 1000스텝 | 배송 62/66 | 재적재 11 | 중계율 0.25 | alpha 0.165 | step_limit
Ep 16 | 드론4 목적지71 |  858스텝 | 배송 71/71 | 재적재 12 | 중계율 0.27 | alpha 0.176 | complete
Ep 17 | 드론4 목적지24 |  998스텝 | 배송 23/24 | 재적재  4 | 중계율 0.44 | alpha 0.189 | no_progress
Ep 18 | 드론5 목적지49 |  458스텝 | 배송 49/49 | 재적재  6 | 중계율 0.17 | alpha 0.196 | complete
Ep 19 | 드론6 목적지34 |  514스텝 | 배송 34/34 | 재적재  6 | 중계율 0.26 | alpha 0.203 | complete
Ep 20 | 드론3 목적지48 |  975스텝 | 배송 48/48 | 재적재  8 | 중계율 0.23 | alpha 0.219 | complete
Ep 21 | 드론4 목적지63 |  821스텝 | 배송 63/63 | 재적재 11 | 중계율 0.28 | alpha 0.232 | complete
Ep 22 | 드론6 목적지46 |  386스텝 | 배송 46/46 | 재적재  5 | 중계율 0.22 | alpha 0.238 | complete
Ep 23 | 드론3 목적지44 | 1000스텝 | 배송 40/44 | 재적재  6 | 중계율 0.27 | alpha 0.256 | step_limit
Ep 24 | 드론5 목적지41 |  693스텝 | 배송 41/41 | 재적재  5 | 중계율 0.28 | alpha 0.269 | complete
Ep 25 | 드론5 목적지38 |  376스텝 | 배송 38/38 | 재적재  4 | 중계율 0.16 | alpha 0.277 | complete
Ep 26 | 드론5 목적지77 |  676스텝 | 배송 77/77 | 재적재 12 | 중계율 0.22 | alpha 0.290 | complete
Ep 27 | 드론3 목적지41 |  793스텝 | 배송 19/41 | 재적재  1 | 중계율 0.13 | alpha 0.307 | no_progress
Ep 28 | 드론5 목적지52 |  621스텝 | 배송 52/52 | 재적재  9 | 중계율 0.27 | alpha 0.322 | complete
Ep 29 | 드론5 목적지72 |  958스텝 | 배송 72/72 | 재적재 12 | 중계율 0.33 | alpha 0.345 | complete
Ep 30 | 드론5 목적지61 |  726스텝 | 배송 61/61 | 재적재  9 | 중계율 0.32 | alpha 0.363 | complete
Ep 31 | 드론5 목적지45 |  985스텝 | 배송 45/45 | 재적재  6 | 중계율 0.29 | alpha 0.390 | complete
Ep 32 | 드론3 목적지68 | 1000스텝 | 배송 56/68 | 재적재 10 | 중계율 0.31 | alpha 0.420 | step_limit
Ep 33 | 드론3 목적지35 | 1000스텝 | 배송 29/35 | 재적재  4 | 중계율 0.20 | alpha 0.452 | step_limit
Ep 34 | 드론3 목적지24 |  303스텝 | 배송 24/24 | 재적재  3 | 중계율 0.13 | alpha 0.462 | complete
Ep 35 | 드론3 목적지58 | 1000스텝 | 배송 40/58 | 재적재  7 | 중계율 0.20 | alpha 0.497 | step_limit
Ep 36 | 드론4 목적지64 | 1000스텝 | 배송 62/64 | 재적재 10 | 중계율 0.28 | alpha 0.534 | step_limit
Ep 37 | 드론6 목적지58 |  561스텝 | 배송 58/58 | 재적재  9 | 중계율 0.32 | alpha 0.556 | complete
Ep 38 | 드론3 목적지77 | 1000스텝 | 배송 55/77 | 재적재  9 | 중계율 0.28 | alpha 0.598 | step_limit
Ep 39 | 드론3 목적지28 | 1000스텝 | 배송 26/28 | 재적재  3 | 중계율 0.35 | alpha 0.642 | step_limit
Ep 40 | 드론3 목적지37 |  683스텝 | 배송 37/37 | 재적재  6 | 중계율 0.26 | alpha 0.675 | complete
Ep 41 | 드론5 목적지59 |  642스텝 | 배송 59/59 | 재적재 10 | 중계율 0.14 | alpha 0.706 | complete
Ep 42 | 드론6 목적지58 |  483스텝 | 배송 58/58 | 재적재  9 | 중계율 0.24 | alpha 0.731 | complete
Ep 43 | 드론6 목적지20 |  253스텝 | 배송 20/20 | 재적재  1 | 중계율 0.24 | alpha 0.744 | complete
Ep 44 | 드론6 목적지30 |  279스텝 | 배송 30/30 | 재적재  5 | 중계율 0.15 | alpha 0.759 | complete
Ep 45 | 드론6 목적지39 |  364스텝 | 배송 39/39 | 재적재  5 | 중계율 0.18 | alpha 0.778 | complete
Ep 46 | 드론6 목적지32 |  337스텝 | 배송 32/32 | 재적재  6 | 중계율 0.24 | alpha 0.797 | complete
Ep 47 | 드론5 목적지35 |  653스텝 | 배송 35/35 | 재적재  4 | 중계율 0.25 | alpha 0.834 | complete
Ep 48 | 드론5 목적지39 |  540스텝 | 배송 39/39 | 재적재  5 | 중계율 0.27 | alpha 0.866 | complete
Ep 49 | 드론5 목적지47 |  518스텝 | 배송 47/47 | 재적재  8 | 중계율 0.21 | alpha 0.897 | complete
Ep 50 | 드론4 목적지72 |  911스텝 | 배송 72/72 | 재적재 12 | 중계율 0.24 | alpha 0.954 | complete
  [홀드아웃] 배송 45.5±8.4 완주 0.65 스텝 1083 점수 71.4 재적재 6.9 2홉+ 0.65 | 최고 71.4@ep50 정체 0/15  ← 갱신
Ep 51 | 드론4 목적지71 |  792스텝 | 배송 71/71 | 재적재 12 | 중계율 0.18 | alpha 1.005 | complete
Ep 52 | 드론4 목적지45 |  564스텝 | 배송 45/45 | 재적재  6 | 중계율 0.21 | alpha 1.043 | complete
Ep 53 | 드론6 목적지64 |  437스텝 | 배송 64/64 | 재적재 10 | 중계율 0.14 | alpha 1.073 | complete
Ep 54 | 드론5 목적지24 |  341스텝 | 배송 24/24 | 재적재  3 | 중계율 0.31 | alpha 1.097 | complete
Ep 55 | 드론6 목적지60 |  566스텝 | 배송 60/60 | 재적재  8 | 중계율 0.26 | alpha 1.139 | complete
Ep 56 | 드론6 목적지20 |  175스텝 | 배송 20/20 | 재적재  0 | 중계율 0.25 | alpha 1.152 | complete
Ep 57 | 드론5 목적지61 | 1000스텝 | 배송 58/61 | 재적재 10 | 중계율 0.23 | alpha 1.230 | step_limit
Ep 58 | 드론5 목적지77 |  943스텝 | 배송 77/77 | 재적재 14 | 중계율 0.23 | alpha 1.307 | complete
Ep 59 | 드론5 목적지40 |  639스텝 | 배송 40/40 | 재적재  5 | 중계율 0.31 | alpha 1.361 | complete
Ep 60 | 드론3 목적지76 | 1000스텝 | 배송 65/76 | 재적재 11 | 중계율 0.27 | alpha 1.447 | step_limit
Ep 61 | 드론5 목적지66 |  955스텝 | 배송 66/66 | 재적재 11 | 중계율 0.26 | alpha 1.530 | complete
Ep 62 | 드론5 목적지43 |  535스텝 | 배송 43/43 | 재적재  6 | 중계율 0.22 | alpha 1.576 | complete
Ep 63 | 드론5 목적지57 |  708스텝 | 배송 57/57 | 재적재  9 | 중계율 0.25 | alpha 1.640 | complete
Ep 64 | 드론3 목적지52 | 1000스텝 | 배송 45/52 | 재적재  7 | 중계율 0.22 | alpha 1.732 | step_limit
Ep 65 | 드론5 목적지42 |  393스텝 | 배송 42/42 | 재적재  5 | 중계율 0.13 | alpha 1.769 | complete
Ep 66 | 드론4 목적지41 |  533스텝 | 배송 41/41 | 재적재  6 | 중계율 0.24 | alpha 1.821 | complete
Ep 67 | 드론5 목적지23 |  306스텝 | 배송 23/23 | 재적재  2 | 중계율 0.15 | alpha 1.851 | complete
Ep 68 | 드론5 목적지77 |  564스텝 | 배송 77/77 | 재적재 13 | 중계율 0.13 | alpha 1.909 | complete
Ep 69 | 드론4 목적지48 |  555스텝 | 배송 48/48 | 재적재  9 | 중계율 0.14 | alpha 1.966 | complete
Ep 70 | 드론3 목적지69 | 1000스텝 | 배송 46/69 | 재적재  8 | 중계율 0.22 | alpha 2.069 | step_limit
Ep 71 | 드론5 목적지34 |  396스텝 | 배송 34/34 | 재적재  6 | 중계율 0.14 | alpha 2.107 | complete
Ep 72 | 드론5 목적지61 | 1000스텝 | 배송 57/61 | 재적재  9 | 중계율 0.25 | alpha 2.212 | step_limit
Ep 73 | 드론6 목적지50 |  658스텝 | 배송 50/50 | 재적재  8 | 중계율 0.21 | alpha 2.282 | complete
Ep 74 | 드론4 목적지70 | 1000스텝 | 배송 69/70 | 재적재 12 | 중계율 0.20 | alpha 2.381 | step_limit
Ep 75 | 드론6 목적지21 |  158스텝 | 배송 21/21 | 재적재  1 | 중계율 0.17 | alpha 2.397 | complete
Ep 76 | 드론3 목적지49 | 1000스텝 | 배송 47/49 | 재적재  9 | 중계율 0.22 | alpha 2.498 | step_limit
Ep 77 | 드론4 목적지67 | 1000스텝 | 배송 48/67 | 재적재  7 | 중계율 0.25 | alpha 2.600 | step_limit
Ep 78 | 드론3 목적지34 |  875스텝 | 배송 34/34 | 재적재  5 | 중계율 0.21 | alpha 2.683 | complete
Ep 79 | 드론5 목적지31 |  335스텝 | 배송 31/31 | 재적재  5 | 중계율 0.19 | alpha 2.710 | complete
Ep 80 | 드론3 목적지44 |  899스텝 | 배송 44/44 | 재적재  7 | 중계율 0.23 | alpha 2.791 | complete
Ep 81 | 드론6 목적지71 |  870스텝 | 배송 71/71 | 재적재 11 | 중계율 0.25 | alpha 2.871 | complete
Ep 82 | 드론4 목적지59 |  646스텝 | 배송 59/59 | 재적재 11 | 중계율 0.18 | alpha 2.921 | complete
Ep 83 | 드론6 목적지21 |  166스텝 | 배송 21/21 | 재적재  0 | 중계율 0.10 | alpha 2.929 | complete
Ep 84 | 드론4 목적지41 | 1000스텝 | 배송 40/41 | 재적재  7 | 중계율 0.29 | alpha 2.986 | step_limit
Ep 85 | 드론5 목적지38 |  641스텝 | 배송 38/38 | 재적재  6 | 중계율 0.28 | alpha 3.030 | complete
Ep 86 | 드론5 목적지64 |  728스텝 | 배송 64/64 | 재적재 11 | 중계율 0.19 | alpha 3.063 | complete
Ep 87 | 드론5 목적지24 |  290스텝 | 배송 24/24 | 재적재  2 | 중계율 0.25 | alpha 3.075 | complete
Ep 88 | 드론5 목적지66 |  659스텝 | 배송 66/66 | 재적재 12 | 중계율 0.21 | alpha 3.101 | complete
Ep 89 | 드론6 목적지20 |  222스텝 | 배송 20/20 | 재적재  0 | 중계율 0.15 | alpha 3.100 | complete
Ep 90 | 드론6 목적지37 |  343스텝 | 배송 37/37 | 재적재  5 | 중계율 0.12 | alpha 3.109 | complete
Ep 91 | 드론4 목적지60 | 1000스텝 | 배송 59/60 | 재적재 10 | 중계율 0.22 | alpha 3.124 | step_limit
Ep 92 | 드론3 목적지37 |  998스텝 | 배송 37/37 | 재적재  6 | 중계율 0.22 | alpha 3.133 | complete
Ep 93 | 드론4 목적지27 |  592스텝 | 배송 27/27 | 재적재  5 | 중계율 0.25 | alpha 3.131 | complete
Ep 94 | 드론4 목적지76 | 1000스텝 | 배송 75/76 | 재적재 13 | 중계율 0.20 | alpha 3.134 | step_limit
Ep 95 | 드론5 목적지30 |  345스텝 | 배송 30/30 | 재적재  3 | 중계율 0.15 | alpha 3.148 | complete
Ep 96 | 드론6 목적지34 |  348스텝 | 배송 34/34 | 재적재  5 | 중계율 0.23 | alpha 3.159 | complete
Ep 97 | 드론5 목적지35 |  506스텝 | 배송 35/35 | 재적재  5 | 중계율 0.20 | alpha 3.160 | complete
Ep 98 | 드론5 목적지39 |  494스텝 | 배송 39/39 | 재적재  6 | 중계율 0.18 | alpha 3.180 | complete
Ep 99 | 드론5 목적지69 | 1000스텝 | 배송 63/69 | 재적재  9 | 중계율 0.25 | alpha 3.189 | step_limit
Ep 100 | 드론6 목적지80 |  631스텝 | 배송 80/80 | 재적재 14 | 중계율 0.17 | alpha 3.181 | complete
  [홀드아웃] 배송 49.8±1.1 완주 0.97 스텝 1289 점수 103.2 재적재 8.4 2홉+ 0.66 | 최고 103.2@ep100 정체 0/15  ← 갱신
Ep 101 | 드론3 목적지62 | 1000스텝 | 배송 55/62 | 재적재  9 | 중계율 0.20 | alpha 3.174 | step_limit
Ep 102 | 드론4 목적지30 |  500스텝 | 배송 30/30 | 재적재  5 | 중계율 0.17 | alpha 3.171 | complete
Ep 103 | 드론5 목적지75 |  835스텝 | 배송 75/75 | 재적재 13 | 중계율 0.20 | alpha 3.151 | complete
Ep 104 | 드론4 목적지39 |  535스텝 | 배송 39/39 | 재적재  6 | 중계율 0.20 | alpha 3.151 | complete
Ep 105 | 드론5 목적지24 |  572스텝 | 배송 24/24 | 재적재  3 | 중계율 0.22 | alpha 3.146 | complete
Ep 106 | 드론5 목적지73 |  990스텝 | 배송 73/73 | 재적재 12 | 중계율 0.23 | alpha 3.112 | complete
Ep 107 | 드론5 목적지25 |  330스텝 | 배송 25/25 | 재적재  4 | 중계율 0.17 | alpha 3.095 | complete
Ep 108 | 드론3 목적지69 | 1000스텝 | 배송 53/69 | 재적재  9 | 중계율 0.24 | alpha 3.046 | step_limit
Ep 109 | 드론4 목적지25 |  369스텝 | 배송 25/25 | 재적재  4 | 중계율 0.13 | alpha 3.054 | complete
Ep 110 | 드론3 목적지26 |  859스텝 | 배송 26/26 | 재적재  3 | 중계율 0.20 | alpha 3.064 | complete
Ep 111 | 드론3 목적지21 |  648스텝 | 배송 21/21 | 재적재  2 | 중계율 0.30 | alpha 3.030 | complete
Ep 112 | 드론6 목적지31 |  330스텝 | 배송 31/31 | 재적재  4 | 중계율 0.12 | alpha 3.044 | complete
Ep 113 | 드론4 목적지57 | 1000스텝 | 배송 55/57 | 재적재  9 | 중계율 0.25 | alpha 3.048 | step_limit
Ep 114 | 드론6 목적지64 |  750스텝 | 배송 64/64 | 재적재  9 | 중계율 0.23 | alpha 3.040 | complete
Ep 115 | 드론5 목적지57 |  832스텝 | 배송 57/57 | 재적재 10 | 중계율 0.20 | alpha 3.041 | complete
Ep 116 | 드론3 목적지78 | 1000스텝 | 배송 55/78 | 재적재 10 | 중계율 0.26 | alpha 3.033 | step_limit
Ep 117 | 드론6 목적지76 |  975스텝 | 배송 76/76 | 재적재 13 | 중계율 0.28 | alpha 3.079 | complete
Ep 118 | 드론3 목적지59 |  922스텝 | 배송 59/59 | 재적재 10 | 중계율 0.18 | alpha 3.141 | complete
Ep 119 | 드론4 목적지73 | 1000스텝 | 배송 57/73 | 재적재  9 | 중계율 0.23 | alpha 3.144 | step_limit
Ep 120 | 드론4 목적지68 | 1000스텝 | 배송 64/68 | 재적재  9 | 중계율 0.22 | alpha 3.128 | step_limit
Ep 121 | 드론6 목적지59 |  783스텝 | 배송 59/59 | 재적재  9 | 중계율 0.22 | alpha 3.147 | complete
Ep 122 | 드론6 목적지55 |  526스텝 | 배송 55/55 | 재적재  9 | 중계율 0.16 | alpha 3.144 | complete
Ep 123 | 드론4 목적지22 |  396스텝 | 배송 22/22 | 재적재  3 | 중계율 0.14 | alpha 3.117 | complete
Ep 124 | 드론3 목적지57 | 1000스텝 | 배송 55/57 | 재적재 10 | 중계율 0.17 | alpha 3.159 | step_limit
Ep 125 | 드론3 목적지29 |  828스텝 | 배송 29/29 | 재적재  5 | 중계율 0.24 | alpha 3.187 | complete
Ep 126 | 드론6 목적지80 |  665스텝 | 배송 80/80 | 재적재 14 | 중계율 0.17 | alpha 3.185 | complete
Ep 127 | 드론6 목적지23 |  286스텝 | 배송 23/23 | 재적재  1 | 중계율 0.15 | alpha 3.200 | complete
Ep 128 | 드론4 목적지75 | 1000스텝 | 배송 62/75 | 재적재 11 | 중계율 0.26 | alpha 3.186 | step_limit
Ep 129 | 드론5 목적지31 |  510스텝 | 배송 31/31 | 재적재  4 | 중계율 0.31 | alpha 3.203 | complete
Ep 130 | 드론5 목적지26 |  285스텝 | 배송 26/26 | 재적재  2 | 중계율 0.13 | alpha 3.214 | complete
Ep 131 | 드론6 목적지57 |  623스텝 | 배송 57/57 | 재적재  9 | 중계율 0.12 | alpha 3.241 | complete
Ep 132 | 드론4 목적지51 | 1000스텝 | 배송 43/51 | 재적재  7 | 중계율 0.32 | alpha 3.196 | step_limit
Ep 133 | 드론6 목적지36 |  538스텝 | 배송 36/36 | 재적재  4 | 중계율 0.23 | alpha 3.196 | complete
Ep 134 | 드론5 목적지49 |  581스텝 | 배송 49/49 | 재적재  8 | 중계율 0.19 | alpha 3.191 | complete
Ep 135 | 드론4 목적지56 | 1000스텝 | 배송 48/56 | 재적재  9 | 중계율 0.23 | alpha 3.148 | step_limit
Ep 136 | 드론3 목적지38 |  964스텝 | 배송 38/38 | 재적재  7 | 중계율 0.19 | alpha 3.087 | complete
Ep 137 | 드론6 목적지37 |  301스텝 | 배송 37/37 | 재적재  5 | 중계율 0.13 | alpha 3.088 | complete
Ep 138 | 드론5 목적지68 |  789스텝 | 배송 68/68 | 재적재 12 | 중계율 0.21 | alpha 3.070 | complete
Ep 139 | 드론3 목적지63 | 1000스텝 | 배송 52/63 | 재적재  9 | 중계율 0.15 | alpha 3.100 | step_limit
Ep 140 | 드론6 목적지64 |  568스텝 | 배송 64/64 | 재적재 12 | 중계율 0.18 | alpha 3.055 | complete
Ep 141 | 드론4 목적지48 |  833스텝 | 배송 48/48 | 재적재  8 | 중계율 0.18 | alpha 3.025 | complete
Ep 142 | 드론5 목적지69 |  838스텝 | 배송 69/69 | 재적재 12 | 중계율 0.18 | alpha 3.016 | complete
Ep 143 | 드론3 목적지58 | 1000스텝 | 배송 53/58 | 재적재  9 | 중계율 0.20 | alpha 2.988 | step_limit
Ep 144 | 드론6 목적지55 |  599스텝 | 배송 55/55 | 재적재  9 | 중계율 0.20 | alpha 3.002 | complete
Ep 145 | 드론3 목적지39 |  921스텝 | 배송 39/39 | 재적재  6 | 중계율 0.23 | alpha 2.996 | complete
Ep 146 | 드론3 목적지60 | 1000스텝 | 배송 55/60 | 재적재 11 | 중계율 0.14 | alpha 3.015 | step_limit
Ep 147 | 드론4 목적지44 |  682스텝 | 배송 44/44 | 재적재  7 | 중계율 0.14 | alpha 3.023 | complete
Ep 148 | 드론6 목적지50 |  421스텝 | 배송 50/50 | 재적재  7 | 중계율 0.16 | alpha 3.012 | complete
Ep 149 | 드론3 목적지36 |  768스텝 | 배송 36/36 | 재적재  5 | 중계율 0.22 | alpha 3.017 | complete
Ep 150 | 드론5 목적지78 |  934스텝 | 배송 78/78 | 재적재 14 | 중계율 0.23 | alpha 2.999 | complete
  [홀드아웃] 배송 49.9±0.6 완주 0.93 스텝 1216 점수 98.4 재적재 8.3 2홉+ 0.65 | 최고 103.2@ep100 정체 1/15
Ep 151 | 드론4 목적지64 | 1000스텝 | 배송 60/64 | 재적재 11 | 중계율 0.15 | alpha 2.972 | step_limit
Ep 152 | 드론6 목적지21 |  162스텝 | 배송 21/21 | 재적재  1 | 중계율 0.05 | alpha 2.963 | complete
Ep 153 | 드론5 목적지76 | 1000스텝 | 배송 68/76 | 재적재 12 | 중계율 0.21 | alpha 2.945 | step_limit
Ep 154 | 드론3 목적지40 | 1000스텝 | 배송 39/40 | 재적재  7 | 중계율 0.28 | alpha 2.946 | step_limit
Ep 155 | 드론4 목적지64 |  710스텝 | 배송 64/64 | 재적재 11 | 중계율 0.17 | alpha 2.944 | complete
Ep 156 | 드론5 목적지50 |  724스텝 | 배송 50/50 | 재적재  8 | 중계율 0.21 | alpha 2.941 | complete
Ep 157 | 드론3 목적지56 | 1000스텝 | 배송 54/56 | 재적재 10 | 중계율 0.16 | alpha 2.938 | step_limit
Ep 158 | 드론6 목적지67 | 1000스텝 | 배송 64/67 | 재적재 12 | 중계율 0.25 | alpha 2.927 | step_limit
Ep 159 | 드론5 목적지78 | 1000스텝 | 배송 77/78 | 재적재 14 | 중계율 0.14 | alpha 2.861 | step_limit
Ep 160 | 드론5 목적지23 |  556스텝 | 배송 23/23 | 재적재  3 | 중계율 0.20 | alpha 2.854 | complete
Ep 161 | 드론6 목적지73 |  664스텝 | 배송 73/73 | 재적재 13 | 중계율 0.20 | alpha 2.858 | complete
Ep 162 | 드론4 목적지49 |  696스텝 | 배송 49/49 | 재적재  9 | 중계율 0.16 | alpha 2.850 | complete
Ep 163 | 드론5 목적지36 |  568스텝 | 배송 36/36 | 재적재  6 | 중계율 0.22 | alpha 2.844 | complete
Ep 164 | 드론5 목적지54 |  576스텝 | 배송 54/54 | 재적재  9 | 중계율 0.12 | alpha 2.858 | complete
Ep 165 | 드론6 목적지47 |  380스텝 | 배송 47/47 | 재적재  6 | 중계율 0.19 | alpha 2.847 | complete
Ep 166 | 드론5 목적지63 |  611스텝 | 배송 63/63 | 재적재 11 | 중계율 0.17 | alpha 2.829 | complete
Ep 167 | 드론5 목적지38 |  442스텝 | 배송 38/38 | 재적재  6 | 중계율 0.21 | alpha 2.833 | complete
Ep 168 | 드론5 목적지44 |  693스텝 | 배송 44/44 | 재적재  8 | 중계율 0.20 | alpha 2.794 | complete
Ep 169 | 드론5 목적지45 |  847스텝 | 배송 45/45 | 재적재  7 | 중계율 0.27 | alpha 2.761 | complete
Ep 170 | 드론4 목적지78 | 1000스텝 | 배송 72/78 | 재적재 14 | 중계율 0.18 | alpha 2.741 | step_limit
Ep 171 | 드론5 목적지34 |  534스텝 | 배송 34/34 | 재적재  5 | 중계율 0.19 | alpha 2.701 | complete
Ep 172 | 드론4 목적지48 |  704스텝 | 배송 48/48 | 재적재  8 | 중계율 0.16 | alpha 2.702 | complete
Ep 173 | 드론4 목적지64 | 1000스텝 | 배송 44/64 | 재적재  6 | 중계율 0.26 | alpha 2.742 | step_limit
Ep 174 | 드론5 목적지38 |  636스텝 | 배송 38/38 | 재적재  5 | 중계율 0.15 | alpha 2.746 | complete
Ep 175 | 드론4 목적지56 | 1000스텝 | 배송 54/56 | 재적재  8 | 중계율 0.20 | alpha 2.786 | step_limit
Ep 176 | 드론3 목적지68 | 1000스텝 | 배송 55/68 | 재적재  9 | 중계율 0.31 | alpha 2.807 | step_limit
Ep 177 | 드론5 목적지74 |  877스텝 | 배송 74/74 | 재적재 13 | 중계율 0.19 | alpha 2.799 | complete
Ep 178 | 드론5 목적지37 |  387스텝 | 배송 37/37 | 재적재  4 | 중계율 0.15 | alpha 2.804 | complete
Ep 179 | 드론6 목적지48 |  506스텝 | 배송 48/48 | 재적재  7 | 중계율 0.13 | alpha 2.810 | complete
Ep 180 | 드론4 목적지61 | 1000스텝 | 배송 60/61 | 재적재 10 | 중계율 0.24 | alpha 2.780 | step_limit
Ep 181 | 드론3 목적지80 | 1000스텝 | 배송 56/80 | 재적재 10 | 중계율 0.22 | alpha 2.794 | step_limit
Ep 182 | 드론5 목적지31 |  462스텝 | 배송 31/31 | 재적재  5 | 중계율 0.20 | alpha 2.793 | complete
Ep 183 | 드론4 목적지53 | 1000스텝 | 배송 50/53 | 재적재  8 | 중계율 0.24 | alpha 2.776 | step_limit
Ep 184 | 드론4 목적지64 | 1000스텝 | 배송 60/64 | 재적재  9 | 중계율 0.20 | alpha 2.800 | step_limit
Ep 185 | 드론3 목적지49 | 1000스텝 | 배송 40/49 | 재적재  7 | 중계율 0.18 | alpha 2.795 | step_limit
Ep 186 | 드론5 목적지47 |  735스텝 | 배송 47/47 | 재적재  6 | 중계율 0.22 | alpha 2.805 | complete
Ep 187 | 드론5 목적지59 |  935스텝 | 배송 59/59 | 재적재 10 | 중계율 0.26 | alpha 2.815 | complete
Ep 188 | 드론3 목적지33 | 1000스텝 | 배송 32/33 | 재적재  5 | 중계율 0.23 | alpha 2.826 | step_limit
Ep 189 | 드론6 목적지35 |  406스텝 | 배송 35/35 | 재적재  5 | 중계율 0.12 | alpha 2.823 | complete
Ep 190 | 드론3 목적지30 |  788스텝 | 배송 30/30 | 재적재  5 | 중계율 0.15 | alpha 2.759 | complete
Ep 191 | 드론4 목적지70 | 1000스텝 | 배송 68/70 | 재적재 12 | 중계율 0.17 | alpha 2.773 | step_limit
Ep 192 | 드론5 목적지36 |  377스텝 | 배송 36/36 | 재적재  5 | 중계율 0.09 | alpha 2.802 | complete
Ep 193 | 드론3 목적지54 | 1000스텝 | 배송 45/54 | 재적재  7 | 중계율 0.21 | alpha 2.849 | step_limit
