episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.3,3.1718,8.15,0.6208,928.9842,0.875,1171.45,93.5952,1,2010.5
100,50.0,0.0,8.525,0.6063,934.0774,1.0,1054.475,106.4851,1,4158.4
150,49.725,1.7174,8.3,0.6264,932.9811,0.975,1031.625,104.0613,0,6318.4
200,49.975,0.1561,8.2,0.636,934.2442,0.975,1068.275,103.9391,0,8473.2
250,49.175,4.0675,8.3,0.6309,925.9154,0.95,1074.475,101.4184,0,10583.1
300,49.475,2.6645,8.25,0.6271,930.222,0.9,1113.475,96.2884,0,12662.8
350,50.0,0.0,8.45,0.6365,935.1851,1.0,1059.4,106.4687,0,14831.2
400,49.875,0.7806,8.325,0.6268,934.8914,0.975,1041.45,104.0285,0,17029.3
450,49.775,1.0365,8.45,0.6285,931.191,0.95,1138.625,101.2046,0,19213.5
500,49.9,0.3742,8.3,0.6358,934.8672,0.925,1065.95,98.9468,0,21318.4
550,50.0,0.0,8.325,0.6151,934.9781,1.0,1015.65,106.6145,1,23309.0
600,49.875,0.7806,8.475,0.6314,934.0778,0.975,1081.05,103.8965,0,25312.8
650,49.9,0.6245,8.45,0.6257,934.1867,0.975,1020.025,104.0999,0,27457.5
700,49.9,0.4359,8.625,0.6297,934.1587,0.95,1112.975,101.2901,0,29579.1
750,50.0,0.0,8.35,0.6153,936.5089,1.0,1023.125,106.5896,0,31611.9
800,50.0,0.0,8.4,0.622,934.881,1.0,1009.925,106.6336,1,33551.4
850,50.0,0.0,8.325,0.6205,935.4003,1.0,1046.25,106.5125,0,35624.6
900,50.0,0.0,8.5,0.6293,935.6992,1.0,1092.35,106.3588,0,37773.6
950,50.0,0.0,8.375,0.6303,934.6351,1.0,1066.1,106.4463,0,39843.5
1000,49.5,2.0372,8.225,0.6145,930.846,0.925,1073.85,98.9205,0,42016.3
1050,49.975,0.1561,8.375,0.627,933.8866,0.975,1120.7,103.7643,0,44265.9
1100,50.0,0.0,8.525,0.6295,934.911,1.0,1120.525,106.2649,0,46473.1
1150,50.0,0.0,8.475,0.621,935.0826,1.0,1148.075,106.1731,0,48510.0
1200,49.55,2.8102,8.375,0.6183,928.5044,0.975,1092.225,103.8593,0,50608.0
1250,50.0,0.0,8.3,0.6128,933.804,1.0,1066.525,106.4449,0,52687.2
1300,49.975,0.1561,8.3,0.6085,932.471,0.975,1057.375,103.9754,0,54890.6
1350,50.0,0.0,8.4,0.6147,933.9076,1.0,1014.55,106.6182,0,56521.2
1400,49.95,0.3122,8.25,0.6225,935.2763,0.975,1038.95,104.0368,0,57911.7
1450,50.0,0.0,8.35,0.6144,935.7323,1.0,1022.85,106.5905,0,58958.8
1500,50.0,0.0,8.475,0.6105,933.3082,1.0,1056.45,106.4785,0,59875.0
