episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.4,2.7092,8.25,0.6067,931.6497,0.9,1162.45,96.1252,1,670.4
100,49.9,0.6245,8.35,0.6299,933.8282,0.975,1160.1,103.633,1,1408.2
150,50.0,0.0,8.4,0.6379,933.9385,1.0,1203.325,105.9889,1,2171.4
200,49.975,0.1561,8.45,0.6338,934.5841,0.975,1174.35,103.5855,0,2928.6
250,50.0,0.0,8.25,0.638,935.377,1.0,1057.275,106.4758,1,3656.2
300,50.0,0.0,8.225,0.6337,935.3099,1.0,1009.525,106.6349,1,4386.3
350,49.9,0.3742,8.1,0.6315,934.3086,0.925,1055.7,98.981,0,5220.9
400,50.0,0.0,8.375,0.627,935.256,1.0,1031.05,106.5632,0,6121.9
450,50.0,0.0,8.425,0.6284,936.9511,1.0,1073.175,106.4228,0,6950.5
500,50.0,0.0,8.2,0.6231,935.2011,1.0,1110.15,106.2995,0,7733.4
550,50.0,0.0,8.4,0.6092,935.7897,1.0,1116.075,106.2798,0,8453.7
600,49.975,0.1561,8.15,0.6135,933.9925,0.975,1120.075,103.7664,0,9177.4
650,50.0,0.0,8.225,0.617,935.7611,1.0,1189.9,106.0337,0,9956.8
700,50.0,0.0,8.375,0.6137,933.8402,1.0,1134.475,106.2184,0,10737.7
750,50.0,0.0,8.3,0.602,934.4057,1.0,1211.75,105.9608,0,11475.9
800,50.0,0.0,8.275,0.5986,935.4857,1.0,1221.0,105.93,0,12177.7
850,50.0,0.0,8.125,0.5971,934.9917,1.0,1160.65,106.1312,0,12933.2
900,50.0,0.0,8.2,0.5999,935.1939,1.0,1168.625,106.1046,0,13705.7
950,50.0,0.0,8.3,0.5967,934.9908,1.0,1117.975,106.2734,0,14436.5
1000,49.875,0.7806,8.225,0.5962,935.1784,0.975,1144.075,103.6864,0,15206.8
1050,50.0,0.0,8.2,0.605,935.1345,1.0,1137.825,106.2073,0,15984.5
