episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,comm_loss,env_steps,wall_sec
1,1000,310.0,5.155,26,,919,0,3,12,416,0.618,774.8,0,1000,3.0
2,1000,340.0,7.327,29,,932,0,3,16,383,0.6168,724.0,0,2000,5.4
3,1000,190.0,9.823,20,,564,0,1,14,226,0.479,802.3,0,3000,7.9
4,1000,310.0,-4.825,26,,749,0,3,19,984,0.6665,1007.2,0,4000,10.2
5,1000,410.0,7.964,33,,930,0,4,16,430,0.5845,893.4,0,5000,12.7
6,1000,410.0,-0.138,30,,915,0,5,32,825,0.6032,757.8,0,6000,29.3
7,1000,400.0,6.708,32,,950,0,4,34,635,0.5727,822.3,0,7000,49.6
8,1000,420.0,4.936,31,,968,0,5,36,925,0.602,1020.4,0,8000,69.0
9,1000,340.0,-10.995,29,,920,0,3,24,877,0.6155,902.1,0,9000,87.7
10,1000,230.0,-30.882,24,,493,0,1,19,1568,0.6625,967.1,0,10000,107.7
11,1000,370.0,0.153,29,,988,0,4,21,641,0.5853,794.1,0,11000,126.8
12,1000,270.0,-5.139,22,,506,0,3,44,1198,0.6138,612.4,0,12000,145.6
13,1000,370.0,3.093,29,,869,0,4,24,747,0.6005,823.5,0,13000,164.6
14,1000,310.0,9.182,26,,971,0,3,27,417,0.4958,769.5,0,14000,183.3
15,1000,390.0,16.168,31,,884,0,4,23,366,0.6098,779.8,0,15000,202.5
16,1000,320.0,14.773,27,,863,0,3,113,818,0.6322,857.2,0,16000,221.6
17,1000,310.0,13.739,26,,965,0,3,19,179,0.6028,798.9,0,17000,240.9
18,1000,460.0,7.054,35,,997,0,5,22,716,0.5743,951.0,0,18000,260.2
19,1000,310.0,-14.9,26,,835,0,3,14,1166,0.656,990.3,0,19000,279.5
20,1000,330.0,2.931,28,,937,0,3,16,538,0.5978,721.9,0,20000,298.1
21,1000,350.0,15.972,27,,785,0,4,23,330,0.5783,792.8,0,21000,316.7
22,1000,400.0,16.316,32,,956,0,4,17,405,0.5775,885.6,0,22000,336.1
23,1000,380.0,4.879,30,,987,0,4,21,615,0.63,854.2,0,23000,357.1
24,1000,350.0,9.123,27,,784,0,4,16,463,0.5968,708.0,0,24000,376.6
25,1000,420.0,13.905,31,,943,0,5,27,377,0.5873,824.4,0,25000,395.4
26,1000,360.0,11.234,28,,972,0,4,20,582,0.5992,793.5,0,26000,414.8
27,1000,360.0,13.422,28,,892,0,4,21,519,0.6012,752.0,0,27000,434.3
28,1000,320.0,0.883,27,,1000,0,3,23,567,0.5938,808.8,0,28000,453.9
29,1000,340.0,9.729,29,,991,0,3,19,259,0.5727,754.5,0,29000,473.9
30,1000,250.0,21.444,23,,914,0,2,50,153,0.4975,669.0,0,30000,493.0
31,1000,270.0,8.407,22,,969,0,3,17,361,0.588,798.0,0,31000,512.3
32,1000,310.0,10.134,23,,658,0,4,19,312,0.5757,839.9,0,32000,531.5
33,1000,380.0,-3.297,30,,979,0,4,21,955,0.6278,890.6,0,33000,550.3
34,1000,360.0,8.98,28,,978,0,4,16,583,0.5865,851.4,0,34000,569.5
35,1000,420.0,14.402,31,,999,0,5,17,428,0.581,807.4,0,35000,588.7
36,1000,360.0,-7.248,31,,811,0,3,12,717,0.656,973.5,0,36000,608.5
37,1000,410.0,9.237,33,,863,0,4,17,418,0.6248,893.9,0,37000,627.8
38,1000,300.0,-3.391,28,,876,0,2,17,806,0.647,932.8,0,38000,648.1
39,1000,330.0,7.912,28,,996,0,3,14,372,0.5403,821.4,0,39000,667.0
40,1000,400.0,4.787,32,,949,0,4,20,678,0.6095,1042.1,0,40000,686.5
41,1000,360.0,9.626,28,,968,0,4,16,444,0.5685,955.0,0,41000,705.8
42,1000,350.0,5.063,30,,827,0,3,15,412,0.66,792.4,0,42000,725.3
43,1000,360.0,3.928,31,,781,0,3,16,576,0.6188,906.7,0,43000,745.5
44,1000,340.0,10.129,26,,991,0,4,15,332,0.499,851.4,0,44000,764.9
45,1000,380.0,9.338,30,,931,0,4,17,398,0.5903,881.9,0,45000,784.5
46,1000,350.0,6.898,27,,909,0,4,15,398,0.6032,725.7,0,46000,803.8
47,1000,380.0,6.065,30,,994,0,4,22,471,0.6238,886.9,0,47000,823.2
48,1000,290.0,6.399,27,,959,0,2,12,406,0.6008,762.5,0,48000,843.8
49,1000,340.0,9.544,26,,849,0,4,17,397,0.5308,749.1,0,49000,863.0
50,1000,290.0,-25.367,27,,648,0,2,17,1592,0.6422,1073.5,0,50000,882.4
51,1000,420.0,7.666,34,,973,0,4,19,477,0.6398,865.1,0,51000,942.8
52,1000,250.0,12.572,23,,991,0,2,13,283,0.6248,794.8,0,52000,961.8
53,1000,380.0,-3.79,30,,866,0,4,12,739,0.593,802.3,0,53000,980.4
54,1000,370.0,2.811,29,,813,0,4,14,583,0.6362,945.7,0,54000,999.7
55,1000,410.0,7.538,30,,848,0,5,17,443,0.6135,850.8,0,55000,1019.7
56,1000,300.0,-7.055,28,,975,0,2,11,925,0.6235,899.8,0,56000,1039.0
57,1000,350.0,-2.985,30,,999,0,3,16,773,0.652,866.5,0,57000,1058.1
58,1000,270.0,-0.665,25,,740,0,2,13,551,0.591,811.0,0,58000,1077.3
59,1000,350.0,7.692,30,,903,0,3,16,644,0.6555,984.6,0,59000,1097.5
60,1000,270.0,-4.209,25,,792,0,2,13,863,0.5727,1071.1,0,60000,1117.2
61,1000,210.0,-1.73,19,,997,0,2,13,536,0.6225,731.3,0,61000,1137.5
62,1000,330.0,-0.44,28,,980,0,3,19,601,0.615,961.0,0,62000,1157.3
63,1000,380.0,4.844,30,,803,0,4,18,560,0.6152,872.7,0,63000,1176.7
64,1000,360.0,5.935,28,,955,0,4,15,492,0.638,852.4,0,64000,1195.7
65,1000,360.0,10.756,31,,977,0,3,17,396,0.6278,1016.1,0,65000,1215.3
66,1000,350.0,3.151,30,,933,0,3,13,519,0.6362,925.6,0,66000,1234.4
67,1000,370.0,11.278,29,,970,0,4,20,333,0.612,721.9,0,67000,1253.0
68,1000,350.0,16.519,27,,997,0,4,16,246,0.6058,800.8,0,68000,1273.6
69,1000,260.0,-1.704,24,,800,0,2,12,559,0.5877,745.6,0,69000,1292.8
70,1000,300.0,1.011,25,,837,0,3,10,377,0.545,796.0,0,70000,1312.7
71,1000,310.0,-0.105,29,,840,0,2,15,487,0.6455,856.4,0,71000,1332.6
72,1000,350.0,0.264,30,,941,0,3,15,541,0.6538,896.3,0,72000,1351.8
73,1000,370.0,4.485,29,,850,0,4,14,412,0.632,867.8,0,73000,1370.8
74,1000,340.0,0.597,29,,945,0,3,13,626,0.6587,947.7,0,74000,1388.7
75,1000,370.0,3.463,29,,859,0,4,16,584,0.601,781.1,0,75000,1407.6
76,1000,340.0,13.342,26,,872,0,4,20,378,0.5475,885.6,0,76000,1426.4
77,1000,410.0,7.806,30,,972,0,5,16,416,0.599,748.9,0,77000,1446.1
78,1000,270.0,-0.584,25,,741,0,2,13,551,0.5703,886.1,0,78000,1465.0
79,1000,300.0,-14.195,25,,640,0,3,9,1002,0.6713,1052.9,0,79000,1484.7
80,1000,340.0,-5.694,26,,979,0,4,14,879,0.5923,983.8,0,80000,1505.8
81,1000,320.0,10.569,27,,910,0,3,15,298,0.6078,774.6,0,81000,1525.0
