episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,16.75,8.3778,0.9167,0.5833,0.4198,570.0917,0,1,2684.0
100,11.0,7.405,0.5833,0.8333,0.3589,480.268,0,0,5517.3
150,15.4167,6.9935,0.8333,0.25,0.4619,598.7058,0,0,8259.8
200,20.1667,8.2445,2.25,0.3333,0.346,580.0058,0,1,11058.1
250,10.6667,9.481,0.8333,1.5833,0.2632,449.2006,0,0,14801.5
300,17.25,5.9037,1.5,0.3333,0.3814,585.4173,0,0,18140.4
350,7.8333,8.3848,0.6667,2.0,0.2141,315.9701,0,0,18948.7
400,18.3333,4.9721,1.5,0.0833,0.5059,667.1671,0,0,19583.7
450,14.75,6.3787,0.9167,0.5,0.3686,517.2973,0,0,20303.0
500,15.4167,3.2521,0.4167,0.0,0.5214,570.8179,0,0,20923.2
550,19.8333,5.8855,1.9167,0.0,0.4234,622.4798,0,0,21582.3
600,16.6667,5.5126,0.8333,0.0833,0.4197,601.6172,0,0,22162.4
650,16.0,5.099,0.8333,0.0,0.4526,586.6255,0,0,22827.1
700,14.1667,4.8276,0.4167,0.1667,0.4804,631.9011,0,0,23509.2
750,19.0833,5.0902,1.6667,0.0,0.4916,642.6223,0,0,24283.2
800,19.0,7.0356,1.5,0.25,0.4607,612.409,0,0,24950.4
850,16.5833,5.1714,1.0,0.1667,0.4749,625.634,0,0,25545.9
900,15.9167,5.1875,0.9167,0.3333,0.415,564.7147,0,0,26031.3
950,16.3333,4.0483,0.9167,0.0,0.4737,601.1164,0,0,26634.5
