episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.15,4.9977,7.2,0.6295,921.4834,0.95,992.525,101.6916,1,659.7
100,50.0,0.0,7.85,0.6227,933.6197,1.0,1261.025,105.7966,1,1374.7
150,50.0,0.0,8.175,0.5951,934.0025,1.0,1371.725,105.4276,0,2195.3
200,50.0,0.0,7.975,0.6009,934.676,1.0,1204.85,105.9838,1,3011.0
250,49.7,1.8735,7.975,0.5976,931.5612,0.975,1225.375,103.4154,0,3800.8
300,49.9,0.6245,8.175,0.5968,932.2493,0.975,1290.725,103.1976,0,4661.8
350,49.925,0.4684,8.225,0.5972,932.8231,0.975,1339.15,103.0362,0,5605.8
400,44.175,8.9607,6.9,0.4892,857.5324,0.625,1572.525,67.2583,0,6615.3
450,29.0,9.0111,4.0,0.2433,650.0121,0.05,1225.05,10.9165,0,7481.3
500,27.0,9.6825,3.65,0.2175,620.6658,0.1,1050.275,16.4991,0,8363.5
550,19.3,5.3535,1.925,0.1141,515.0893,0.0,846.025,7.1799,0,9255.4
600,18.05,4.9495,1.8,0.107,488.6534,0.0,817.625,7.2746,0,10178.3
650,21.1,5.9405,2.425,0.1414,541.1865,0.0,830.875,7.2304,0,11067.9
700,19.15,6.0768,2.05,0.1169,515.7378,0.0,825.2,7.2493,0,11979.8
750,20.6,8.0243,2.375,0.1222,535.376,0.0,1041.35,6.5288,0,12902.3
800,18.175,9.2192,2.0,0.1025,504.4259,0.0,898.75,7.0042,0,13858.4
850,19.325,13.6499,2.15,0.0982,517.405,0.0,1233.475,5.8884,0,14804.7
900,17.275,13.0939,1.725,0.0765,481.5713,0.0,1192.6,6.0247,0,15735.0
950,21.825,14.2142,2.775,0.1184,527.5156,0.1,1146.825,16.1773,0,16303.8
