/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
단계=manager 장치=cuda 반경=300.0 상위주기=20 시드=2
worker_obs=16 manager_obs=40 state=66 상위행동=7
하위 가중치 로드: weights/v3_26_08_31_19_w_nocl/best_worker.pth
Ep 1 | 배송 33/50 | 재적재 4 | 도착  22 | 2홉+ 0.59 | 도달  914 | 차단  728
Ep 2 | 배송 28/50 | 재적재 2 | 도착  12 | 2홉+ 0.66 | 도달  841 | 차단  386
Ep 3 | 배송 23/50 | 재적재 3 | 도착  10 | 2홉+ 0.62 | 도달 1074 | 차단 1235
Ep 4 | 배송 25/50 | 재적재 5 | 도착  14 | 2홉+ 0.60 | 도달  792 | 차단  399
Ep 5 | 배송 31/50 | 재적재 5 | 도착  18 | 2홉+ 0.59 | 도달  876 | 차단  459
Ep 6 | 배송 31/50 | 재적재 4 | 도착  27 | 2홉+ 0.60 | 도달  966 | 차단  493
Ep 7 | 배송 37/50 | 재적재 6 | 도착  50 | 2홉+ 0.59 | 도달  877 | 차단  638
Ep 8 | 배송 33/50 | 재적재 5 | 도착  30 | 2홉+ 0.65 | 도달  888 | 차단  525
Ep 9 | 배송 26/50 | 재적재 5 | 도착  20 | 2홉+ 0.61 | 도달  814 | 차단  630
Ep 10 | 배송 32/50 | 재적재 4 | 도착  23 | 2홉+ 0.61 | 도달  788 | 차단  499
Ep 11 | 배송 24/50 | 재적재 3 | 도착  35 | 2홉+ 0.52 | 도달  850 | 차단  908
Ep 12 | 배송 22/50 | 재적재 2 | 도착  86 | 2홉+ 0.46 | 도달  743 | 차단  843
Ep 13 | 배송 30/50 | 재적재 3 | 도착  20 | 2홉+ 0.62 | 도달  980 | 차단  878
Ep 14 | 배송 27/50 | 재적재 3 | 도착  18 | 2홉+ 0.60 | 도달  755 | 차단  336
Ep 15 | 배송 27/50 | 재적재 4 | 도착  21 | 2홉+ 0.57 | 도달  790 | 차단  327
Ep 16 | 배송 24/50 | 재적재 3 | 도착  17 | 2홉+ 0.56 | 도달  710 | 차단  647
Ep 17 | 배송 29/50 | 재적재 3 | 도착  34 | 2홉+ 0.56 | 도달  725 | 차단  308
Ep 18 | 배송 33/50 | 재적재 3 | 도착  23 | 2홉+ 0.58 | 도달 1024 | 차단  778
Ep 19 | 배송 27/50 | 재적재 3 | 도착  21 | 2홉+ 0.58 | 도달  814 | 차단  602
Ep 20 | 배송 28/50 | 재적재 4 | 도착  16 | 2홉+ 0.62 | 도달  837 | 차단  715
Ep 21 | 배송 26/50 | 재적재 3 | 도착  16 | 2홉+ 0.62 | 도달  730 | 차단  511
Ep 22 | 배송 26/50 | 재적재 3 | 도착  19 | 2홉+ 0.56 | 도달  940 | 차단  471
Ep 23 | 배송 24/50 | 재적재 3 | 도착  13 | 2홉+ 0.56 | 도달  695 | 차단  387
Ep 24 | 배송 29/50 | 재적재 5 | 도착  21 | 2홉+ 0.56 | 도달  755 | 차단  582
Ep 25 | 배송 28/50 | 재적재 3 | 도착  17 | 2홉+ 0.59 | 도달  951 | 차단  770
Ep 26 | 배송 28/50 | 재적재 4 | 도착  48 | 2홉+ 0.56 | 도달  852 | 차단  620
Ep 27 | 배송 28/50 | 재적재 2 | 도착  18 | 2홉+ 0.56 | 도달  761 | 차단  261
Ep 28 | 배송 30/50 | 재적재 4 | 도착  17 | 2홉+ 0.58 | 도달  958 | 차단  379
Ep 29 | 배송 28/50 | 재적재 5 | 도착  18 | 2홉+ 0.54 | 도달  817 | 차단  345
Ep 30 | 배송 32/50 | 재적재 3 | 도착  13 | 2홉+ 0.64 | 도달  859 | 차단  618
Ep 31 | 배송 30/50 | 재적재 3 | 도착  22 | 2홉+ 0.66 | 도달  915 | 차단  554
Ep 32 | 배송 35/50 | 재적재 5 | 도착  20 | 2홉+ 0.63 | 도달 1013 | 차단  650
Ep 33 | 배송 27/50 | 재적재 3 | 도착  20 | 2홉+ 0.60 | 도달  789 | 차단  268
Ep 34 | 배송 31/50 | 재적재 5 | 도착  25 | 2홉+ 0.58 | 도달  817 | 차단  198
Ep 35 | 배송 26/50 | 재적재 3 | 도착  14 | 2홉+ 0.62 | 도달  972 | 차단  661
Ep 36 | 배송 31/50 | 재적재 3 | 도착  16 | 2홉+ 0.59 | 도달  809 | 차단  290
Ep 37 | 배송 27/50 | 재적재 5 | 도착  18 | 2홉+ 0.59 | 도달  710 | 차단  297
Ep 38 | 배송 30/50 | 재적재 3 | 도착  15 | 2홉+ 0.62 | 도달 1003 | 차단  808
Ep 39 | 배송 28/50 | 재적재 2 | 도착  14 | 2홉+ 0.63 | 도달  760 | 차단  538
Ep 40 | 배송 28/50 | 재적재 2 | 도착  15 | 2홉+ 0.61 | 도달  754 | 차단  338
Ep 41 | 배송 32/50 | 재적재 4 | 도착  17 | 2홉+ 0.65 | 도달  786 | 차단  608
Ep 42 | 배송 31/50 | 재적재 4 | 도착  19 | 2홉+ 0.64 | 도달  818 | 차단  498
Ep 43 | 배송 35/50 | 재적재 5 | 도착  20 | 2홉+ 0.63 | 도달  916 | 차단  382
Ep 44 | 배송 27/50 | 재적재 2 | 도착  15 | 2홉+ 0.66 | 도달  789 | 차단  452
Ep 45 | 배송 25/50 | 재적재 3 | 도착  15 | 2홉+ 0.57 | 도달  729 | 차단  443
Ep 46 | 배송 32/50 | 재적재 3 | 도착  18 | 2홉+ 0.65 | 도달  837 | 차단  552
Ep 47 | 배송 29/50 | 재적재 3 | 도착  23 | 2홉+ 0.64 | 도달  863 | 차단  431
Ep 48 | 배송 31/50 | 재적재 4 | 도착  14 | 2홉+ 0.65 | 도달  859 | 차단  606
Ep 49 | 배송 28/50 | 재적재 3 | 도착  13 | 2홉+ 0.60 | 도달  870 | 차단  554
Ep 50 | 배송 25/50 | 재적재 4 | 도착  18 | 2홉+ 0.61 | 도달  753 | 차단  447
  [홀드아웃] 배송 26.5±7.5 재적재 2.8 2홉+ 0.59 | 최고 26.5@ep50 정체 0/15  ← 갱신
Ep 51 | 배송 33/50 | 재적재 4 | 도착  19 | 2홉+ 0.58 | 도달  787 | 차단  637
Ep 52 | 배송 31/50 | 재적재 5 | 도착  18 | 2홉+ 0.59 | 도달  807 | 차단  380
Ep 53 | 배송 24/50 | 재적재 2 | 도착  14 | 2홉+ 0.65 | 도달  880 | 차단  434
Ep 54 | 배송 29/50 | 재적재 3 | 도착  13 | 2홉+ 0.63 | 도달 1007 | 차단  962
Ep 55 | 배송 34/50 | 재적재 4 | 도착  19 | 2홉+ 0.61 | 도달  911 | 차단  729
Ep 56 | 배송 28/50 | 재적재 4 | 도착  17 | 2홉+ 0.59 | 도달  796 | 차단  442
Ep 57 | 배송 30/50 | 재적재 4 | 도착  22 | 2홉+ 0.62 | 도달  819 | 차단  404
Ep 58 | 배송 30/50 | 재적재 3 | 도착  13 | 2홉+ 0.60 | 도달  759 | 차단  399
Ep 59 | 배송 26/50 | 재적재 3 | 도착  16 | 2홉+ 0.63 | 도달  870 | 차단  500
Ep 60 | 배송 25/50 | 재적재 3 | 도착  16 | 2홉+ 0.64 | 도달  986 | 차단  591
Ep 61 | 배송 28/50 | 재적재 3 | 도착  18 | 2홉+ 0.57 | 도달  910 | 차단  497
Ep 62 | 배송 30/50 | 재적재 3 | 도착  13 | 2홉+ 0.64 | 도달  891 | 차단  545
Ep 63 | 배송 27/50 | 재적재 3 | 도착  15 | 2홉+ 0.58 | 도달  804 | 차단  427
Ep 64 | 배송 28/50 | 재적재 4 | 도착  17 | 2홉+ 0.62 | 도달  804 | 차단  355
Ep 65 | 배송 25/50 | 재적재 3 | 도착  16 | 2홉+ 0.56 | 도달  876 | 차단  467
Ep 66 | 배송 31/50 | 재적재 5 | 도착  18 | 2홉+ 0.65 | 도달  768 | 차단  314
Ep 67 | 배송 24/50 | 재적재 3 | 도착  17 | 2홉+ 0.61 | 도달  718 | 차단  352
Ep 68 | 배송 30/50 | 재적재 4 | 도착  16 | 2홉+ 0.64 | 도달  854 | 차단  500
Ep 69 | 배송 33/50 | 재적재 4 | 도착  16 | 2홉+ 0.60 | 도달  792 | 차단  306
Ep 70 | 배송 24/50 | 재적재 2 | 도착  14 | 2홉+ 0.64 | 도달  697 | 차단  202
Ep 71 | 배송 29/50 | 재적재 4 | 도착  18 | 2홉+ 0.64 | 도달  793 | 차단  404
Ep 72 | 배송 26/50 | 재적재 4 | 도착  14 | 2홉+ 0.59 | 도달  681 | 차단  314
Ep 73 | 배송 25/50 | 재적재 3 | 도착  14 | 2홉+ 0.61 | 도달  787 | 차단  596
Ep 74 | 배송 23/50 | 재적재 2 | 도착  15 | 2홉+ 0.59 | 도달  755 | 차단  770
Ep 75 | 배송 29/50 | 재적재 4 | 도착  14 | 2홉+ 0.49 | 도달  755 | 차단  271
Ep 76 | 배송 30/50 | 재적재 4 | 도착  15 | 2홉+ 0.58 | 도달  794 | 차단  624
Ep 77 | 배송 28/50 | 재적재 3 | 도착  14 | 2홉+ 0.59 | 도달  965 | 차단  284
Ep 78 | 배송 29/50 | 재적재 4 | 도착  14 | 2홉+ 0.61 | 도달  887 | 차단  332
Ep 79 | 배송 28/50 | 재적재 5 | 도착  17 | 2홉+ 0.59 | 도달 1074 | 차단  477
Ep 80 | 배송 35/50 | 재적재 5 | 도착  18 | 2홉+ 0.61 | 도달  903 | 차단  587
Ep 81 | 배송 29/50 | 재적재 4 | 도착  18 | 2홉+ 0.64 | 도달  806 | 차단  537
Ep 82 | 배송 31/50 | 재적재 4 | 도착  15 | 2홉+ 0.56 | 도달  800 | 차단  562
Ep 83 | 배송 31/50 | 재적재 4 | 도착  20 | 2홉+ 0.61 | 도달  868 | 차단  447
Ep 84 | 배송 29/50 | 재적재 5 | 도착  13 | 2홉+ 0.59 | 도달  862 | 차단  540
Ep 85 | 배송 29/50 | 재적재 4 | 도착  20 | 2홉+ 0.59 | 도달  841 | 차단  380
Ep 86 | 배송 30/50 | 재적재 3 | 도착  23 | 2홉+ 0.62 | 도달  796 | 차단  484
Ep 87 | 배송 26/50 | 재적재 2 | 도착  17 | 2홉+ 0.65 | 도달  785 | 차단  785
Ep 88 | 배송 32/50 | 재적재 4 | 도착  14 | 2홉+ 0.62 | 도달  903 | 차단  475
Ep 89 | 배송 31/50 | 재적재 6 | 도착  16 | 2홉+ 0.62 | 도달  759 | 차단  362
Ep 90 | 배송 30/50 | 재적재 3 | 도착  16 | 2홉+ 0.61 | 도달  775 | 차단  396
