episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,comm_loss,env_steps,wall_sec
1,1000,410.0,5.465,33,,1000,0,4,22,728,0.593,913.7,0,1000,2.8
2,1000,300.0,5.662,28,,880,0,2,12,386,0.663,841.4,0,2000,5.0
3,1000,280.0,-15.499,23,,953,0,3,10,1235,0.6178,1073.5,0,3000,7.4
4,1000,360.0,10.905,25,,849,0,5,14,399,0.5972,792.3,0,4000,9.7
5,1000,420.0,7.706,31,,846,0,5,18,459,0.5893,876.5,0,5000,12.2
6,1000,390.0,2.492,31,,970,0,4,27,493,0.6008,966.2,0,6000,29.8
7,1000,510.0,20.035,37,,988,0,6,50,638,0.5853,876.8,0,7000,48.9
8,1000,440.0,16.913,33,,945,0,5,30,525,0.6455,887.6,0,8000,69.2
9,1000,370.0,3.758,26,,973,0,5,20,630,0.6055,813.5,0,9000,91.3
10,1000,400.0,6.44,32,,916,0,4,23,499,0.609,787.8,0,10000,110.7
11,1000,290.0,-5.691,24,,921,0,3,35,908,0.5235,850.1,0,11000,130.2
12,1000,240.0,8.252,22,,945,0,2,86,843,0.459,743.2,0,12000,149.8
13,1000,350.0,-1.559,30,,976,0,3,20,878,0.6218,979.7,0,13000,169.9
14,1000,320.0,8.004,27,,847,0,3,18,336,0.5968,754.7,0,14000,189.8
15,1000,350.0,9.872,27,,976,0,4,21,327,0.5717,790.4,0,15000,209.8
16,1000,290.0,-1.122,24,,913,0,3,17,647,0.5575,710.5,0,16000,229.2
17,1000,340.0,14.116,29,,921,0,3,34,308,0.562,725.4,0,17000,248.9
18,1000,380.0,-2.303,33,,1000,0,3,23,778,0.5833,1024.0,0,18000,269.1
19,1000,320.0,1.585,27,,790,0,3,21,602,0.5773,814.3,0,19000,290.0
20,1000,360.0,1.123,28,,910,0,4,16,715,0.6168,837.2,0,20000,311.0
21,1000,310.0,5.334,26,,935,0,3,16,511,0.6225,730.1,0,21000,330.2
22,1000,310.0,6.159,26,,861,0,3,19,471,0.5635,940.2,0,22000,349.7
23,1000,290.0,3.931,24,,878,0,3,13,387,0.5633,695.0,0,23000,369.1
24,1000,400.0,6.326,29,,686,0,5,21,582,0.5635,755.4,0,24000,389.3
25,1000,330.0,-2.461,28,,876,0,3,17,770,0.5935,950.8,0,25000,409.4
26,1000,360.0,8.597,28,,971,0,4,48,620,0.5597,852.4,0,26000,429.2
27,1000,300.0,7.735,28,,918,0,2,18,261,0.564,760.7,0,27000,448.8
28,1000,380.0,12.356,30,,998,0,4,17,379,0.5827,958.5,0,28000,468.5
