episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,30.5833,4.9068,3.5833,0.0,0.6075,850.8023,0,1,579.8
100,26.0833,7.4213,2.5,0.0,0.6062,793.2691,0,0,1208.6
150,28.5,4.717,3.3333,0.0,0.6052,825.507,0,0,1851.3
200,27.8333,4.259,3.0,0.0,0.6214,817.5606,0,0,2643.0
250,27.25,4.085,3.4167,0.0,0.5999,794.7788,0,0,3473.7
300,23.5833,6.0478,2.5,0.0,0.6321,789.9821,0,0,4288.0
350,24.1667,7.0809,2.25,0.0,0.6228,777.0127,0,0,5079.7
400,24.6667,6.5362,1.75,0.0,0.6254,867.3457,0,0,5890.2
450,22.1667,7.4926,1.9167,0.1667,0.6447,846.8236,0,0,6619.1
500,23.25,5.0518,2.5833,0.0,0.587,772.566,0,0,7279.2
550,23.1667,4.9131,2.3333,0.0,0.6184,735.2911,0,0,7935.8
600,23.25,7.1078,2.5833,0.1667,0.6467,794.5354,0,0,8586.7
650,25.75,6.508,2.8333,0.0833,0.603,770.1284,0,0,9236.9
700,24.9167,5.5597,2.25,0.0,0.6337,764.4958,0,0,9883.2
750,26.0833,5.0242,3.1667,0.0,0.5834,782.5082,0,0,10531.2
800,25.3333,5.3125,2.5833,0.0,0.6495,775.4984,0,0,11183.8
