episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,stall_ratio,max_stall_run,comm_loss,env_steps,wall_sec
288,1000,400.0,-3.454,29,,953,0,5,14,684,0.596,822.5,,,0,288000,4071.9
289,1000,360.0,9.405,28,,941,0,4,17,401,0.6395,807.1,,,0,289000,4086.8
290,1000,320.0,3.397,27,,982,0,3,16,497,0.6593,867.5,,,0,290000,4100.2
291,1000,400.0,14.245,32,,986,0,4,25,287,0.595,742.4,,,0,291000,4115.8
292,1000,330.0,4.223,28,,997,0,3,15,502,0.5887,719.0,,,0,292000,4129.9
293,1000,450.0,4.02,34,,993,0,5,18,644,0.6322,805.0,,,0,293000,4144.6
294,1000,410.0,15.294,30,,931,0,5,21,314,0.5883,842.5,,,0,294000,4160.8
295,1000,370.0,-1.471,29,,872,0,4,14,688,0.6308,898.7,,,0,295000,4175.3
296,1000,380.0,-0.109,30,,878,0,4,16,541,0.6178,866.3,,,0,296000,4191.0
297,1000,410.0,11.796,33,,904,0,4,23,379,0.5985,886.2,,,0,297000,4204.9
298,1000,380.0,-0.209,27,,961,0,5,18,667,0.6165,860.5,,,0,298000,4221.2
299,1000,340.0,5.158,29,,925,0,3,23,654,0.6312,920.8,,,0,299000,4236.1
300,1000,360.0,15.86,28,,974,0,4,39,425,0.5845,783.3,,,0,300000,4251.9
301,1000,390.0,-1.867,31,,963,0,4,18,651,0.6165,868.9,,,0,301000,4301.9
302,1000,340.0,3.557,29,,943,0,3,17,399,0.595,947.0,,,0,302000,4316.6
303,1000,380.0,4.651,30,,994,0,4,14,452,0.6372,811.6,,,0,303000,4331.1
304,1000,380.0,9.587,30,,917,0,4,19,354,0.6028,778.2,,,0,304000,4345.5
305,1000,450.0,4.996,34,,966,0,5,21,619,0.6368,853.8,,,0,305000,4360.2
306,1000,350.0,-0.52,27,,835,0,4,18,529,0.6168,844.2,,,0,306000,4373.6
307,1000,420.0,7.39,31,,891,0,5,20,350,0.6278,773.4,,,0,307000,4388.5
308,1000,330.0,4.57,28,,974,0,3,20,570,0.6583,814.8,,,0,308000,4401.7
309,1000,400.0,7.821,32,,998,0,4,22,378,0.6048,798.4,,,0,309000,4418.2
310,1000,340.0,5.9,29,,939,0,3,24,486,0.6735,835.9,,,0,310000,4432.5
311,1000,410.0,12.001,33,,980,0,4,18,437,0.646,997.6,,,0,311000,4447.0
312,1000,390.0,4.993,31,,989,0,4,16,368,0.653,836.4,,,0,312000,4463.3
313,1000,460.0,17.169,35,,971,0,5,22,392,0.608,811.7,,,0,313000,4477.8
314,1000,380.0,8.288,30,,838,0,4,20,429,0.65,769.6,,,0,314000,4493.2
315,1000,350.0,5.557,27,,874,0,4,23,460,0.6012,906.0,,,0,315000,4507.3
316,1000,340.0,-3.984,29,,990,0,3,17,811,0.622,871.1,,,0,316000,4522.7
317,1000,320.0,-1.522,27,,908,0,3,21,462,0.6308,760.6,,,0,317000,4536.8
318,1000,310.0,-10.534,26,,913,0,3,14,786,0.617,859.1,,,0,318000,4551.0
319,1000,410.0,-5.755,33,,998,0,4,17,701,0.6345,916.4,,,0,319000,4566.4
320,1000,300.0,0.66,25,,988,0,3,25,405,0.5917,733.9,,,0,320000,4580.4
321,1000,330.0,5.798,28,,790,0,3,26,472,0.6418,838.6,,,0,321000,4596.5
322,1000,300.0,0.082,28,,955,0,2,21,462,0.6348,818.6,,,0,322000,4611.3
323,1000,280.0,8.903,23,,766,0,3,25,523,0.6225,833.1,,,0,323000,4627.4
324,1000,390.0,6.032,31,,993,0,4,22,520,0.6577,841.7,,,0,324000,4641.9
325,1000,450.0,17.884,31,,921,0,6,28,269,0.596,927.3,,,0,325000,4657.9
326,1000,380.0,1.589,27,,992,0,5,27,647,0.644,772.0,,,0,326000,4673.5
327,1000,350.0,9.575,30,,797,0,3,30,448,0.6312,880.1,,,0,327000,4689.9
328,1000,360.0,5.989,28,,988,0,4,26,441,0.5927,810.0,,,0,328000,4704.3
329,1000,450.0,0.791,31,,889,0,6,19,790,0.5883,901.1,,,0,329000,4718.5
330,1000,390.0,8.218,31,,973,0,4,24,425,0.6252,831.0,,,0,330000,4734.6
331,1000,420.0,10.783,31,,873,0,5,21,464,0.651,920.1,,,0,331000,4750.0
332,1000,410.0,14.442,30,,833,0,5,25,387,0.602,782.4,,,0,332000,4766.1
333,1000,450.0,10.254,34,,936,0,5,28,447,0.608,871.9,,,0,333000,4781.6
334,1000,420.0,7.669,31,,962,0,5,17,397,0.5998,859.6,,,0,334000,4798.1
335,1000,380.0,5.503,33,,962,0,3,21,513,0.6268,827.9,,,0,335000,4813.3
336,1000,380.0,2.288,33,,991,0,3,22,588,0.649,923.7,,,0,336000,4828.9
337,1000,350.0,5.818,27,,947,0,4,15,456,0.6502,846.1,,,0,337000,4843.4
338,1000,430.0,8.13,32,,947,0,5,19,546,0.6415,797.6,,,0,338000,4859.4
339,1000,430.0,3.614,32,,998,0,5,16,651,0.6135,1014.0,,,0,339000,4874.4
340,1000,370.0,5.049,32,,940,0,3,16,422,0.632,819.6,,,0,340000,4889.3
341,1000,360.0,4.983,28,,976,0,4,17,599,0.6372,723.8,,,0,341000,4905.2
342,1000,290.0,-4.125,27,,949,0,2,19,800,0.6532,1026.4,,,0,342000,4920.6
343,1000,270.0,-21.38,25,,609,0,2,10,1216,0.6567,837.8,,,0,343000,4937.3
344,1000,390.0,5.175,31,,985,0,4,23,582,0.6348,843.6,,,0,344000,4952.4
345,1000,400.0,-5.904,32,,969,0,4,13,835,0.6595,906.4,,,0,345000,4968.1
346,1000,380.0,0.581,30,,926,0,4,17,697,0.6583,881.8,,,0,346000,4982.5
347,1000,420.0,5.329,31,,999,0,5,20,522,0.586,780.1,,,0,347000,4998.3
348,1000,320.0,1.671,27,,917,0,3,14,518,0.6262,778.9,,,0,348000,5012.9
349,1000,320.0,-2.429,27,,803,0,3,15,522,0.643,1016.2,,,0,349000,5029.0
350,1000,400.0,7.77,29,,753,0,5,18,298,0.593,763.7,,,0,350000,5043.5
351,1000,420.0,10.211,31,,786,0,5,27,576,0.5958,813.4,,,0,351000,5095.6
352,1000,390.0,6.629,31,,858,0,4,14,639,0.6565,936.2,,,0,352000,5110.0
353,1000,340.0,4.045,29,,884,0,3,18,438,0.656,765.7,,,0,353000,5124.7
354,1000,380.0,3.0,30,,967,0,4,26,517,0.621,772.1,,,0,354000,5141.4
355,1000,430.0,8.028,32,,974,0,5,16,433,0.5745,895.4,,,0,355000,5156.8
356,1000,410.0,11.976,33,,964,0,4,18,512,0.6182,796.0,,,0,356000,5172.1
357,1000,360.0,5.642,28,,967,0,4,21,480,0.6155,776.7,,,0,357000,5186.4
358,1000,340.0,-1.076,29,,937,0,3,11,515,0.6182,877.4,,,0,358000,5201.8
359,1000,310.0,-2.961,26,,967,0,3,12,557,0.6422,916.6,,,0,359000,5216.4
360,1000,480.0,4.892,34,,878,0,6,17,625,0.6202,818.6,,,0,360000,5232.5
361,1000,330.0,-0.421,28,,858,0,3,14,573,0.6205,826.8,,,0,361000,5248.1
362,1000,300.0,-7.299,25,,931,0,3,14,844,0.613,753.3,,,0,362000,5263.7
363,1000,460.0,11.133,32,,857,0,6,18,338,0.5777,890.5,,,0,363000,5277.7
364,1000,400.0,-0.859,32,,816,0,4,17,692,0.5823,918.7,,,0,364000,5292.7
365,1000,310.0,6.445,26,,940,0,3,12,396,0.644,778.2,,,0,365000,5309.1
366,1000,330.0,-7.107,28,,940,0,3,11,814,0.6305,841.6,,,0,366000,5323.8
367,1000,210.0,-9.421,22,,945,0,1,15,735,0.6432,939.6,,,0,367000,5339.9
368,1000,380.0,6.073,30,,920,0,4,12,470,0.5557,843.4,,,0,368000,5354.7
369,1000,340.0,1.358,29,,954,0,3,13,570,0.6228,804.3,,,0,369000,5370.9
370,1000,450.0,12.135,31,,980,0,6,15,433,0.6062,788.9,,,0,370000,5385.7
371,1000,320.0,13.995,27,,922,0,3,33,281,0.586,956.3,,,0,371000,5401.8
372,1000,340.0,-5.881,29,,775,0,3,18,778,0.634,864.1,,,0,372000,5416.5
373,1000,350.0,2.591,27,,985,0,4,12,549,0.6372,767.3,,,0,373000,5432.8
374,1000,330.0,-4.966,28,,965,0,3,12,905,0.6318,828.1,,,0,374000,5447.2
375,1000,330.0,1.949,28,,833,0,3,18,506,0.65,935.6,,,0,375000,5461.7
376,1000,400.0,13.358,29,,733,0,5,26,444,0.589,841.4,,,0,376000,5477.5
377,1000,320.0,-0.305,27,,785,0,3,9,483,0.6362,843.7,,,0,377000,5492.4
378,1000,400.0,8.553,32,,858,0,4,21,524,0.6078,773.5,,,0,378000,5508.9
379,1000,340.0,6.633,29,,949,0,3,15,415,0.6222,819.3,,,0,379000,5523.2
380,1000,340.0,1.251,29,,929,0,3,17,502,0.639,728.8,,,0,380000,5539.4
381,1000,400.0,11.892,29,,860,0,5,20,228,0.559,811.5,,,0,381000,5553.9
382,1000,370.0,-1.977,29,,966,0,4,16,868,0.656,827.1,,,0,382000,5570.2
383,1000,450.0,15.759,34,,993,0,5,20,231,0.6148,867.1,,,0,383000,5585.0
384,1000,380.0,2.794,30,,795,0,4,15,536,0.6392,816.1,,,0,384000,5601.9
385,1000,400.0,-8.289,32,,774,0,4,19,1040,0.5975,875.7,,,0,385000,5616.3
386,1000,380.0,13.703,30,,987,0,4,31,307,0.5627,750.1,,,0,386000,5631.7
387,1000,290.0,-0.822,27,,933,0,2,13,504,0.6408,956.5,,,0,387000,5647.5
388,1000,360.0,5.422,31,,945,0,3,16,484,0.6358,870.3,,,0,388000,5663.4
389,1000,330.0,-4.776,28,,979,0,3,12,612,0.646,830.3,,,0,389000,5680.5
390,1000,330.0,3.656,28,,953,0,3,34,508,0.635,913.4,,,0,390000,5696.3
391,1000,430.0,6.692,32,,850,0,5,21,613,0.5988,853.0,,,0,391000,5711.9
392,1000,360.0,4.853,28,,995,0,4,15,486,0.6372,790.4,,,0,392000,5726.5
393,1000,390.0,2.102,28,,980,0,5,15,550,0.6092,819.5,,,0,393000,5741.5
394,1000,320.0,0.55,27,,950,0,3,20,666,0.6637,820.0,,,0,394000,5758.5
395,1000,420.0,2.44,31,,921,0,5,22,739,0.6432,764.5,,,0,395000,5774.1
396,1000,390.0,7.424,31,,942,0,4,21,508,0.6565,885.7,,,0,396000,5790.5
397,1000,340.0,5.55,29,,983,0,3,28,460,0.6298,885.1,,,0,397000,5805.2
398,1000,360.0,-1.092,28,,989,0,4,26,689,0.6222,755.0,,,0,398000,5821.5
399,1000,360.0,-2.185,31,,951,0,3,18,637,0.646,901.1,,,0,399000,5836.2
400,1000,450.0,4.77,34,,934,0,5,21,555,0.645,815.2,,,0,400000,5850.5
401,1000,360.0,-3.688,31,,984,0,3,18,648,0.6382,937.0,,,0,401000,5905.3
402,1000,380.0,-4.765,30,,940,0,4,23,803,0.626,798.5,,,0,402000,5921.6
403,1000,340.0,5.001,29,,958,0,3,22,489,0.6295,788.8,,,0,403000,5936.9
404,1000,370.0,7.27,29,,907,0,4,23,386,0.6348,875.2,,,0,404000,5952.2
405,1000,380.0,0.971,30,,999,0,4,26,499,0.6505,871.9,,,0,405000,5968.3
406,1000,420.0,-1.203,34,,960,0,4,18,728,0.6225,918.7,,,0,406000,5982.8
407,1000,290.0,-2.583,24,,935,0,3,12,604,0.6528,763.9,,,0,407000,5999.4
408,1000,300.0,-6.365,28,,916,0,2,20,831,0.64,947.7,,,0,408000,6014.5
409,1000,270.0,-1.124,25,,883,0,2,10,509,0.6455,934.5,,,0,409000,6030.5
410,1000,370.0,-1.275,32,,989,0,3,20,605,0.6605,904.3,,,0,410000,6045.0
411,1000,420.0,3.51,31,,986,0,5,21,542,0.6262,879.1,,,0,411000,6060.7
412,1000,330.0,0.154,28,,962,0,3,17,562,0.6188,880.8,,,0,412000,6076.1
413,1000,400.0,7.039,32,,953,0,4,19,324,0.595,770.7,,,0,413000,6092.4
414,1000,360.0,-3.743,31,,895,0,3,16,710,0.6577,904.4,,,0,414000,6107.1
415,1000,400.0,5.081,29,,991,0,5,30,559,0.5577,752.8,,,0,415000,6121.5
416,1000,430.0,3.796,32,,997,0,5,19,722,0.5968,854.7,,,0,416000,6137.4
417,1000,380.0,6.382,30,,878,0,4,14,511,0.6,861.1,,,0,417000,6152.3
418,1000,390.0,8.182,31,,919,0,4,26,535,0.6255,806.8,,,0,418000,6168.5
419,1000,340.0,-1.468,29,,826,0,3,16,594,0.6685,960.3,,,0,419000,6183.9
420,1000,310.0,6.874,26,,976,0,3,21,386,0.6695,812.0,,,0,420000,6199.0
421,1000,350.0,6.759,27,,909,0,4,22,417,0.6015,886.2,,,0,421000,6212.3
422,1000,440.0,11.25,30,,801,0,6,21,402,0.5877,888.4,,,0,422000,6226.5
423,1000,380.0,3.571,30,,979,0,4,12,586,0.6515,952.0,,,0,423000,6239.6
424,1000,350.0,3.069,27,,971,0,4,14,413,0.6182,942.7,,,0,424000,6251.9
425,1000,480.0,10.764,34,,981,0,6,21,493,0.6025,926.8,,,0,425000,6266.5
426,1000,410.0,13.405,33,,857,0,4,18,446,0.604,985.3,,,0,426000,6279.2
427,1000,370.0,7.057,29,,890,0,4,17,450,0.6035,774.1,,,0,427000,6293.6
428,1000,410.0,7.788,30,,850,0,5,14,450,0.6485,817.5,,,0,428000,6306.1
429,1000,360.0,0.397,28,,996,0,4,13,601,0.6005,737.0,,,0,429000,6318.4
430,1000,340.0,4.71,29,,941,0,3,15,526,0.628,834.8,,,0,430000,6332.5
431,1000,430.0,5.055,32,,933,0,5,15,630,0.5867,816.7,,,0,431000,6344.8
432,1000,360.0,0.449,28,,809,0,4,13,655,0.6035,861.6,,,0,432000,6356.4
433,1000,360.0,1.175,31,,902,0,3,13,677,0.6605,865.6,,,0,433000,6369.5
434,1000,400.0,5.812,32,,896,0,4,14,628,0.6418,972.0,,,0,434000,6381.8
435,1000,380.0,2.338,30,,942,0,4,20,712,0.6328,898.4,,,0,435000,6396.2
436,1000,370.0,12.457,29,,998,0,4,13,375,0.588,911.1,,,0,436000,6408.5
437,1000,410.0,5.276,30,,918,0,5,12,590,0.5843,753.4,,,0,437000,6420.6
438,1000,360.0,1.223,31,,955,0,3,12,421,0.6448,793.8,,,0,438000,6434.6
439,1000,440.0,2.559,33,,953,0,5,17,690,0.6248,850.4,,,0,439000,6446.5
440,1000,330.0,6.045,28,,885,0,3,14,488,0.6593,797.4,,,0,440000,6458.9
441,1000,340.0,0.04,29,,930,0,3,13,681,0.6382,779.8,,,0,441000,6472.5
442,1000,390.0,-3.768,31,,984,0,4,13,906,0.6395,871.5,,,0,442000,6484.6
443,1000,370.0,-2.516,29,,953,0,4,16,703,0.6615,904.8,,,0,443000,6498.0
444,1000,400.0,9.75,32,,901,0,4,18,469,0.6025,778.8,,,0,444000,6510.3
445,1000,440.0,4.039,33,,991,0,5,11,494,0.6372,958.4,,,0,445000,6522.4
446,1000,340.0,3.307,26,,705,0,4,26,703,0.6038,718.7,,,0,446000,6536.3
447,1000,380.0,12.295,30,,996,0,4,20,582,0.5615,902.8,,,0,447000,6548.9
448,1000,310.0,2.51,26,,922,0,3,11,512,0.6402,893.5,,,0,448000,6560.4
449,1000,330.0,-2.731,28,,931,0,3,10,705,0.6475,819.8,,,0,449000,6573.2
450,1000,340.0,0.447,29,,966,0,3,12,479,0.6428,824.5,,,0,450000,6584.2
451,1000,410.0,16.428,33,,927,0,4,14,275,0.5975,846.9,,,0,451000,6632.9
452,1000,320.0,1.808,27,,941,0,3,8,529,0.6555,841.1,,,0,452000,6645.3
453,1000,220.0,-8.604,20,,991,0,2,11,724,0.6172,795.1,,,0,453000,6656.8
454,1000,300.0,2.622,25,,991,0,3,10,461,0.6298,745.1,,,0,454000,6670.1
455,1000,410.0,-0.514,30,,866,0,5,14,607,0.6382,957.8,,,0,455000,6681.6
456,1000,320.0,0.657,30,,994,0,2,16,535,0.671,901.1,,,0,456000,6693.5
457,1000,360.0,5.078,31,,876,0,3,14,394,0.6232,902.4,,,0,457000,6706.9
458,1000,340.0,7.065,29,,978,0,3,17,525,0.6148,764.1,,,0,458000,6718.9
459,1000,420.0,6.118,31,,839,0,5,15,634,0.6018,851.5,,,0,459000,6732.6
460,1000,370.0,11.463,32,,921,0,3,18,546,0.6005,825.2,,,0,460000,6744.2
461,1000,370.0,1.138,29,,949,0,4,15,475,0.6032,839.4,,,0,461000,6756.2
462,1000,400.0,7.198,29,,1000,0,5,12,473,0.6055,796.9,,,0,462000,6769.6
463,1000,300.0,-2.024,25,,968,0,3,13,476,0.6478,763.4,,,0,463000,6781.3
464,1000,380.0,8.267,30,,978,0,4,13,480,0.637,746.3,,,0,464000,6793.0
465,1000,420.0,10.757,34,,947,0,4,20,448,0.6262,823.3,,,0,465000,6806.6
466,1000,390.0,-1.202,31,,986,0,4,12,788,0.6212,949.7,,,0,466000,6818.6
467,1000,350.0,4.674,30,,957,0,3,14,519,0.6348,903.2,,,0,467000,6830.6
468,1000,470.0,15.699,36,,972,0,5,20,502,0.6225,860.7,,,0,468000,6844.6
469,1000,420.0,7.526,31,,977,0,5,19,426,0.6225,952.2,,,0,469000,6856.0
470,1000,350.0,-0.336,27,,886,0,4,13,533,0.6252,811.5,,,0,470000,6869.7
471,1000,470.0,8.774,36,,996,0,5,19,417,0.616,888.1,,,0,471000,6881.7
472,1000,430.0,10.245,32,,996,0,5,22,366,0.6075,972.4,,,0,472000,6893.2
473,1000,410.0,3.732,33,,990,0,4,22,540,0.6617,965.5,,,0,473000,6906.5
474,1000,430.0,8.754,32,,847,0,5,17,566,0.5985,807.2,,,0,474000,6917.8
475,1000,340.0,7.033,26,,864,0,4,18,461,0.6102,762.3,,,0,475000,6929.6
476,1000,360.0,5.909,31,,835,0,3,20,633,0.6125,852.3,,,0,476000,6943.0
477,1000,320.0,-3.356,27,,956,0,3,17,777,0.6375,873.1,,,0,477000,6954.3
478,1000,370.0,2.207,32,,976,0,3,18,536,0.6,834.5,,,0,478000,6966.8
479,1000,420.0,5.525,34,,941,0,4,14,517,0.607,851.7,,,0,479000,6980.2
480,1000,340.0,1.193,29,,994,0,3,8,561,0.6693,950.4,,,0,480000,6991.8
481,1000,350.0,2.253,30,,940,0,3,17,646,0.6577,811.2,,,0,481000,7006.4
482,1000,300.0,1.058,25,,932,0,3,14,393,0.6185,841.4,,,0,482000,7018.1
483,1000,340.0,7.391,29,,936,0,3,19,381,0.6415,836.4,,,0,483000,7029.7
484,1000,390.0,4.801,31,,968,0,4,22,458,0.6222,792.1,,,0,484000,7043.0
485,1000,380.0,0.296,30,,901,0,4,14,496,0.6398,916.6,,,0,485000,7054.6
486,1000,360.0,-2.18,31,,965,0,3,12,672,0.6673,823.1,,,0,486000,7066.2
487,1000,360.0,1.308,28,,809,0,4,15,580,0.641,813.1,,,0,487000,7080.1
488,1000,410.0,4.594,33,,971,0,4,23,549,0.6278,852.4,,,0,488000,7092.7
489,1000,390.0,-1.392,31,,998,0,4,20,538,0.643,877.0,,,0,489000,7106.0
490,1000,370.0,0.011,29,,978,0,4,16,575,0.6422,936.6,,,0,490000,7117.8
491,1000,290.0,1.218,27,,914,0,2,16,463,0.618,761.2,,,0,491000,7129.9
492,1000,430.0,9.18,32,,1000,0,5,18,521,0.627,810.7,,,0,492000,7142.9
493,1000,340.0,6.291,29,,882,0,3,14,420,0.5837,805.0,,,0,493000,7154.5
494,1000,360.0,6.231,28,,946,0,4,14,350,0.5617,826.4,,,0,494000,7166.0
495,1000,380.0,10.346,30,,967,0,4,15,296,0.6435,799.5,,,0,495000,7179.3
496,1000,470.0,11.854,33,,928,0,6,22,418,0.6232,755.9,,,0,496000,7191.5
497,1000,340.0,2.706,29,,939,0,3,15,570,0.6535,762.9,,,0,497000,7204.1
498,1000,360.0,3.471,31,,933,0,3,17,620,0.6472,823.8,,,0,498000,7216.5
499,1000,400.0,8.453,32,,882,0,4,18,383,0.612,871.1,,,0,499000,7226.9
500,1000,350.0,7.659,27,,825,0,4,14,348,0.5627,750.4,,,0,500000,7238.2
501,1000,330.0,-3.451,28,,988,0,3,10,587,0.6285,824.0,,,0,501000,7293.3
502,1000,400.0,11.843,29,,949,0,5,18,337,0.5425,721.7,,,0,502000,7309.0
503,1000,370.0,3.083,29,,861,0,4,11,550,0.6065,831.8,,,0,503000,7323.1
504,1000,310.0,2.708,26,,997,0,3,13,486,0.6442,819.7,,,0,504000,7337.4
505,1000,400.0,13.105,32,,995,0,4,18,263,0.6262,837.0,,,0,505000,7350.8
506,1000,320.0,3.144,27,,999,0,3,18,349,0.5885,781.7,,,0,506000,7362.8
507,1000,360.0,1.522,28,,885,0,4,14,510,0.6428,752.8,,,0,507000,7375.8
508,1000,370.0,11.755,29,,831,0,4,10,283,0.572,742.0,,,0,508000,7387.0
509,1000,250.0,1.425,23,,819,0,2,13,504,0.6235,802.5,,,0,509000,7398.9
510,1000,410.0,5.283,30,,802,0,5,16,536,0.562,788.4,,,0,510000,7411.8
511,1000,330.0,1.561,28,,698,0,3,11,348,0.6325,842.8,,,0,511000,7423.2
512,1000,390.0,12.557,31,,992,0,4,16,464,0.636,870.7,,,0,512000,7434.9
513,1000,330.0,-1.399,28,,980,0,3,12,474,0.6515,938.8,,,0,513000,7447.9
514,1000,390.0,14.411,31,,996,0,4,37,407,0.619,817.5,,,0,514000,7459.9
515,1000,390.0,4.666,31,,954,0,4,33,696,0.6355,865.2,,,0,515000,7471.5
516,1000,360.0,9.677,28,,1000,0,4,17,353,0.645,896.2,,,0,516000,7484.4
517,1000,360.0,7.245,28,,937,0,4,15,364,0.5875,728.8,,,0,517000,7496.4
518,1000,370.0,6.995,32,,907,0,3,13,412,0.6405,953.4,,,0,518000,7508.4
519,1000,300.0,-0.624,25,,581,0,3,12,641,0.613,929.5,,,0,519000,7521.4
520,1000,390.0,8.949,31,,887,0,4,17,613,0.646,820.3,,,0,520000,7533.2
521,1000,380.0,6.116,30,,886,0,4,20,489,0.6275,855.3,,,0,521000,7546.2
522,1000,330.0,3.407,28,,933,0,3,20,597,0.669,992.8,,,0,522000,7558.2
523,1000,170.0,26.217,18,,872,0,1,93,427,0.5092,734.6,,,0,523000,7569.8
524,1000,330.0,4.186,28,,785,0,3,8,446,0.639,802.7,,,0,524000,7582.6
525,1000,350.0,16.521,27,,877,0,4,11,294,0.56,785.5,,,0,525000,7594.1
526,1000,350.0,4.522,30,,794,0,3,16,405,0.6232,849.2,,,0,526000,7605.8
527,1000,390.0,2.873,31,,857,0,4,19,451,0.645,833.2,,,0,527000,7618.8
528,1000,350.0,0.571,30,,861,0,3,18,618,0.617,856.5,,,0,528000,7630.8
529,1000,370.0,4.672,29,,826,0,4,20,513,0.6372,846.7,,,0,529000,7642.7
530,1000,280.0,0.891,26,,931,0,2,18,435,0.6482,793.0,,,0,530000,7656.1
531,1000,310.0,1.05,29,,938,0,2,16,652,0.604,788.8,,,0,531000,7668.6
532,1000,410.0,9.667,33,,969,0,4,15,401,0.6232,869.5,,,0,532000,7682.1
533,1000,460.0,13.189,35,,918,0,5,18,479,0.6478,977.8,,,0,533000,7694.0
534,1000,390.0,6.389,31,,999,0,4,13,326,0.6358,756.2,,,0,534000,7706.4
535,1000,330.0,4.87,25,,870,0,4,11,411,0.6038,802.7,,,0,535000,7720.8
536,1000,270.0,14.832,25,,954,0,2,51,493,0.6285,705.8,,,0,536000,7733.0
537,1000,400.0,6.211,32,,967,0,4,22,689,0.6408,791.4,,,0,537000,7746.8
538,1000,280.0,-5.407,26,,892,0,2,14,722,0.6505,767.6,,,0,538000,7758.6
539,1000,350.0,-18.093,30,,754,0,3,11,1065,0.6448,908.6,,,0,539000,7770.5
540,1000,340.0,2.664,29,,993,0,3,12,502,0.6338,787.6,,,0,540000,7783.5
541,1000,330.0,7.323,25,,846,0,4,12,494,0.6195,868.5,,,0,541000,7795.3
542,1000,280.0,-8.758,26,,912,0,2,7,773,0.6512,877.8,,,0,542000,7806.6
543,1000,350.0,5.763,27,,919,0,4,15,391,0.5893,743.6,,,0,543000,7819.8
544,1000,350.0,5.475,30,,925,0,3,16,505,0.654,925.3,,,0,544000,7831.2
545,1000,340.0,10.192,29,,737,0,3,16,299,0.5978,762.5,,,0,545000,7843.1
546,1000,320.0,-5.159,27,,997,0,3,11,747,0.6532,889.7,,,0,546000,7856.6
547,1000,380.0,7.01,30,,923,0,4,13,469,0.5743,993.5,,,0,547000,7868.0
548,1000,300.0,-4.307,28,,967,0,2,15,813,0.663,729.5,,,0,548000,7880.6
549,1000,280.0,6.792,26,,981,0,2,10,361,0.5938,784.8,,,0,549000,7893.2
550,1000,410.0,8.637,30,,928,0,5,18,608,0.5952,829.4,,,0,550000,7904.6
551,1000,350.0,7.43,30,,982,0,3,19,479,0.6378,953.1,,,0,551000,7947.7
552,1000,370.0,10.75,29,,959,0,4,15,338,0.6292,804.4,,,0,552000,7961.3
553,1000,290.0,-0.52,27,,860,0,2,6,483,0.653,951.0,,,0,553000,7972.9
554,1000,450.0,5.813,34,,990,0,5,18,706,0.5985,973.9,,,0,554000,7986.4
555,1000,380.0,8.043,30,,952,0,4,17,419,0.6405,759.8,,,0,555000,7998.5
556,1000,260.0,7.513,24,,881,0,2,15,454,0.67,871.6,,,0,556000,8011.2
557,1000,420.0,7.78,34,,910,0,4,21,448,0.608,891.6,,,0,557000,8024.6
558,1000,330.0,6.607,28,,875,0,3,17,487,0.6753,836.1,,,0,558000,8036.4
559,1000,300.0,1.858,25,,705,0,3,13,477,0.6005,709.4,,,0,559000,8048.5
560,1000,370.0,11.346,32,,959,0,3,29,551,0.6278,796.3,,,0,560000,8061.2
561,1000,380.0,1.082,30,,934,0,4,15,553,0.6215,912.9,,,0,561000,8072.7
562,1000,360.0,-2.986,31,,979,0,3,16,841,0.6362,1024.2,,,0,562000,8085.7
563,1000,320.0,5.535,27,,992,0,3,15,628,0.644,798.3,,,0,563000,8097.1
564,1000,400.0,14.469,32,,926,0,4,19,392,0.623,828.6,,,0,564000,8109.0
565,1000,360.0,4.037,28,,959,0,4,14,452,0.5952,744.9,,,0,565000,8122.4
566,1000,310.0,0.606,26,,860,0,3,12,522,0.629,847.1,,,0,566000,8134.3
567,1000,440.0,9.328,33,,978,0,5,14,463,0.6208,880.6,,,0,567000,8145.9
568,1000,320.0,9.428,27,,997,0,3,44,613,0.6282,848.5,,,0,568000,8159.3
569,1000,400.0,10.21,29,,849,0,5,19,381,0.6082,928.2,,,0,569000,8170.8
570,1000,350.0,5.082,30,,800,0,3,11,377,0.6282,864.2,,,0,570000,8182.7
571,1000,290.0,22.245,24,,930,0,3,50,261,0.6042,703.5,,,0,571000,8195.8
572,1000,340.0,6.963,26,,861,0,4,19,328,0.6145,786.7,,,0,572000,8207.6
573,1000,400.0,11.68,29,,843,0,5,28,395,0.571,863.8,,,0,573000,8220.4
574,1000,360.0,-3.104,31,,928,0,3,11,655,0.622,1040.0,,,0,574000,8232.0
575,1000,350.0,-10.001,27,,986,0,4,13,822,0.6255,799.5,,,0,575000,8244.5
576,1000,330.0,2.248,28,,898,0,3,13,552,0.6532,779.8,,,0,576000,8257.4
577,1000,380.0,9.633,30,,943,0,4,15,323,0.5978,791.5,,,0,577000,8269.2
578,1000,300.0,2.999,28,,975,0,2,9,305,0.6245,781.4,,,0,578000,8280.5
579,1000,330.0,-2.188,28,,809,0,3,14,641,0.6545,962.8,,,0,579000,8293.6
580,1000,340.0,13.625,29,,993,0,3,16,330,0.6478,762.8,,,0,580000,8306.5
581,1000,370.0,4.491,29,,814,0,4,15,584,0.5995,862.9,,,0,581000,8318.3
582,1000,290.0,2.805,27,,939,0,2,11,348,0.6637,804.8,,,0,582000,8331.3
