episode,n_drones,n_dests,steps,team_reward,delivered,makespan,reloads,hop2plus,max_reach,stall_ratio,max_stall_run,term_reason,relay_frac,wall_sec
1,5,43,1000,154.695,39,,6,0.581,848.6,0.359,16,step_limit,0.1022,2.0
2,4,74,1000,688.906,65,,12,0.319,529.5,0.3529,29,step_limit,0.0648,3.1
3,5,43,1000,264.851,40,,6,0.3692,534.4,0.2306,11,step_limit,0.0764,4.3
4,4,23,1000,-124.569,19,,2,0.6607,938.4,0.4156,32,step_limit,0.0795,5.3
5,4,31,1000,41.929,29,,4,0.5523,811.1,0.4978,60,step_limit,0.2006,12.5
6,3,68,1000,590.36,58,,10,0.401,639.8,0.4714,72,step_limit,0.1396,29.3
7,6,44,350,486.427,44,350,6,0.6376,832.3,0.191,10,complete,0.2328,36.2
8,6,30,247,282.904,30,247,3,0.6289,766.2,0.2258,5,complete,0.22,41.3
9,6,42,399,450.309,42,399,6,0.5982,826.7,0.1629,4,complete,0.1923,48.9
10,6,47,377,553.387,47,377,7,0.5566,857.1,0.0779,3,complete,0.1996,56.2
11,5,21,311,105.464,21,311,1,0.4418,586.8,0.4045,14,complete,0.1026,62.2
12,3,37,853,380.595,37,853,7,0.4193,750.5,0.4395,121,complete,0.176,77.8
13,6,28,341,259.205,28,341,4,0.4761,631.8,0.2954,8,complete,0.1699,84.4
14,3,41,906,418.858,41,906,7,0.5088,779.6,0.3724,97,complete,0.2833,101.4
15,3,66,1000,482.375,50,,9,0.3847,685.9,0.4478,199,step_limit,0.1698,120.1
16,4,71,1000,802.8,69,,13,0.513,838.8,0.2865,40,step_limit,0.2642,140.4
17,4,24,704,-114.402,17,,1,0.5018,753.2,0.6867,476,no_progress,0.3559,154.1
18,5,49,544,515.952,49,544,8,0.5165,738.0,0.3792,26,complete,0.1929,164.5
19,6,34,392,384.809,34,392,6,0.6403,854.4,0.1905,7,complete,0.2049,172.3
20,3,48,1000,420.45,46,,7,0.461,743.0,0.3763,228,step_limit,0.2315,191.0
21,4,63,1000,658.741,60,,10,0.489,806.7,0.1514,16,step_limit,0.25,210.3
22,6,46,439,504.634,46,439,8,0.6052,790.5,0.2301,10,complete,0.197,219.1
23,3,44,1000,414.35,40,,8,0.505,741.7,0.3095,95,step_limit,0.2816,237.9
24,5,41,490,369.853,41,490,5,0.5576,841.2,0.2769,8,complete,0.2,247.5
25,5,38,422,398.581,38,422,5,0.628,870.0,0.1719,10,complete,0.2087,255.8
26,5,77,1000,802.722,76,,13,0.6194,785.2,0.2902,10,step_limit,0.2452,275.1
27,3,41,1000,224.167,35,,5,0.5557,780.6,0.4858,308,step_limit,0.3191,294.1
28,5,52,852,417.901,52,852,8,0.6974,1006.1,0.4201,59,complete,0.3019,311.0
29,5,72,938,734.284,72,938,12,0.6588,944.5,0.289,11,complete,0.3263,329.3
30,5,61,884,534.819,61,884,8,0.6676,979.3,0.2219,10,complete,0.3339,346.5
31,5,45,631,402.732,45,631,7,0.5914,965.6,0.4602,30,complete,0.2023,359.2
32,3,68,1000,478.497,52,,8,0.5013,736.0,0.41,101,step_limit,0.2424,378.4
33,3,35,983,240.269,35,983,5,0.4134,707.2,0.3963,107,complete,0.2421,397.4
34,3,24,315,268.897,24,315,3,0.3989,647.5,0.1479,12,complete,0.1709,403.1
35,3,58,859,716.067,58,859,10,0.4789,782.5,0.2412,46,complete,0.2083,419.3
36,4,64,1000,597.341,61,,10,0.6008,946.6,0.3738,37,step_limit,0.2972,438.2
37,6,58,884,397.293,58,884,9,0.747,1179.8,0.4821,227,complete,0.3306,455.8
38,3,77,1000,553.174,55,,9,0.4843,783.7,0.266,55,step_limit,0.2515,474.9
39,3,28,848,202.03,28,848,4,0.5586,786.2,0.3578,144,complete,0.3333,490.9
40,3,37,720,410.649,37,720,6,0.3917,699.2,0.1633,38,complete,0.1905,504.5
41,5,59,733,633.352,59,733,9,0.3214,632.3,0.2016,9,complete,0.1098,518.8
42,6,58,507,659.18,58,507,9,0.6381,997.6,0.1443,3,complete,0.2121,528.8
43,6,20,231,86.946,20,231,0,0.6147,895.9,0.3317,6,complete,0.1162,533.2
44,6,30,258,292.106,30,258,3,0.4167,657.9,0.1459,4,complete,0.1016,538.3
45,6,39,321,423.798,39,321,5,0.6111,834.3,0.1741,3,complete,0.1508,544.8
46,6,32,329,306.444,32,329,4,0.5623,824.3,0.211,5,complete,0.1638,551.2
47,5,35,545,238.422,35,545,4,0.6139,885.4,0.4193,12,complete,0.2314,561.4
48,5,39,644,307.386,39,644,5,0.6761,1055.6,0.3232,16,complete,0.2633,574.0
49,5,47,485,554.45,47,485,8,0.5085,834.0,0.2185,12,complete,0.1373,583.9
50,4,72,1000,779.213,71,,12,0.5182,748.8,0.3312,29,step_limit,0.2101,603.1
51,4,71,1000,560.006,64,,11,0.4045,722.0,0.4926,119,step_limit,0.1648,684.0
52,4,45,493,538.844,45,493,7,0.4518,628.2,0.0966,8,complete,0.1419,691.9
53,6,64,514,748.369,64,514,11,0.3888,567.1,0.31,9,complete,0.1077,700.5
