episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,47.6,5.2048,7.65,0.6415,909.741,0.65,1182.625,71.0579,1,1927.6
100,49.875,0.5093,8.125,0.6386,933.8761,0.925,1111.275,98.7957,1,3977.7
150,49.8,1.249,8.075,0.6356,932.9194,0.975,1092.975,103.8568,1,6163.0
200,50.0,0.0,7.975,0.6387,934.6465,1.0,1023.3,106.589,1,8295.6
250,49.925,0.4684,8.2,0.6364,934.6743,0.975,993.55,104.1882,0,10344.9
300,49.975,0.1561,8.275,0.6342,935.0694,0.975,974.45,104.2518,0,12424.5
350,49.975,0.1561,8.275,0.6438,935.2062,0.975,1002.9,104.157,0,14556.4
400,49.975,0.1561,8.15,0.6412,934.6027,0.975,1030.775,104.0641,0,16706.8
450,49.55,2.3447,8.35,0.6359,932.0326,0.9,1016.65,96.6112,0,18946.4
500,49.9,0.6245,8.375,0.6171,935.274,0.975,972.275,104.2591,0,21065.0
550,50.0,0.0,8.05,0.6307,935.0163,1.0,1011.9,106.627,1,23169.2
600,49.95,0.3122,8.175,0.6273,933.7427,0.975,1014.625,104.1179,0,25235.7
650,50.0,0.0,8.275,0.6203,934.7477,1.0,959.525,106.8016,1,27363.1
700,49.925,0.4684,8.175,0.6263,934.6798,0.975,1012.7,104.1243,0,29506.9
750,50.0,0.0,8.1,0.6213,934.6344,1.0,960.725,106.7976,0,31571.1
800,49.975,0.1561,8.025,0.6214,933.8042,0.975,990.525,104.1983,0,33697.7
850,49.9,0.4899,8.075,0.6307,935.1006,0.95,1071.925,101.4269,0,35775.0
900,49.975,0.1561,8.275,0.637,935.5879,0.975,1072.45,103.9252,0,37801.2
950,49.45,3.1301,8.3,0.6299,931.7632,0.95,1041.55,101.5282,0,39774.2
1000,49.9,0.6245,8.35,0.6243,931.8879,0.975,1014.275,104.1191,0,41728.2
1050,50.0,0.0,8.15,0.6209,934.4258,1.0,1021.5,106.595,0,43925.1
1100,50.0,0.0,8.25,0.6168,933.9899,1.0,1000.1,106.6663,0,45923.4
1150,50.0,0.0,8.3,0.6122,933.9871,1.0,884.55,107.0515,1,48021.3
1200,50.0,0.0,8.225,0.6185,935.4631,1.0,994.5,106.685,0,50054.6
1250,50.0,0.0,8.5,0.6202,932.7791,1.0,1028.725,106.5709,0,52221.2
1300,49.825,1.0929,8.65,0.6152,932.5976,0.975,985.4,104.2153,0,54379.5
1350,49.925,0.4684,8.25,0.6237,931.6745,0.975,1031.525,104.0616,0,56159.1
1400,50.0,0.0,8.475,0.6325,933.234,1.0,1046.95,106.5102,0,57713.5
1450,50.0,0.0,8.325,0.6169,935.7232,1.0,982.8,106.724,0,58729.1
1500,50.0,0.0,8.525,0.6209,935.0984,1.0,1026.525,106.5782,0,59836.4
