episode,n_drones,n_dests,steps,team_reward,delivered,makespan,reloads,hop2plus,max_reach,stall_ratio,max_stall_run,term_reason,relay_frac,wall_sec
1,3,56,1000,528.866,46,,8,0.342,570.7,0.3296,77,step_limit,0.0674,2.7
2,3,67,1000,399.758,43,,6,0.49,768.6,0.3029,80,step_limit,0.0871,4.7
3,3,74,1000,730.661,61,,10,0.2677,500.1,0.2775,39,step_limit,0.066,6.8
4,3,57,1000,623.416,52,,9,0.3753,689.3,0.2587,45,step_limit,0.1122,9.4
5,3,66,1000,771.591,60,,11,0.2813,551.1,0.2925,118,step_limit,0.2033,47.8
6,3,23,746,-2.402,13,,0,0.6197,681.3,0.8272,466,no_progress,0.4506,86.5
7,3,41,610,529.927,41,610,7,0.3694,684.8,0.0383,13,complete,0.3052,122.7
8,3,71,1000,950.487,70,,13,0.3867,701.6,0.1334,36,step_limit,0.2587,179.3
9,3,68,1000,885.162,67,,12,0.4117,749.3,0.1136,32,step_limit,0.3035,239.3
10,3,75,1000,661.872,56,,10,0.3973,640.1,0.3982,151,step_limit,0.2486,297.0
11,3,48,867,611.659,48,867,8,0.3341,600.9,0.3107,64,complete,0.2531,344.7
12,3,30,657,294.29,30,657,3,0.5271,777.2,0.2834,73,complete,0.401,380.7
13,3,73,1000,682.322,56,,10,0.4457,769.9,0.2904,59,step_limit,0.3142,438.3
14,3,54,1000,602.094,52,,8,0.4983,780.9,0.2533,56,step_limit,0.3556,493.8
15,3,47,884,591.514,47,884,8,0.4672,796.4,0.1058,34,complete,0.3696,544.3
16,3,61,993,774.689,61,993,10,0.3629,576.3,0.3402,82,complete,0.2222,599.1
17,3,24,607,246.503,24,607,3,0.4069,754.6,0.2207,111,complete,0.3438,632.2
18,3,37,950,427.77,37,950,6,0.3719,745.1,0.4376,300,complete,0.2903,684.9
19,3,65,1000,793.134,61,,11,0.4327,664.9,0.3143,52,step_limit,0.2507,741.6
20,3,58,998,693.015,58,998,9,0.4516,674.9,0.2688,41,complete,0.2373,795.0
21,3,41,741,522.894,41,741,7,0.4692,778.8,0.1629,38,complete,0.3148,835.7
22,3,27,582,339.007,27,582,5,0.4313,690.2,0.3226,95,complete,0.3222,869.0
23,3,41,787,510.978,41,787,7,0.4773,793.1,0.1853,50,complete,0.3633,913.4
24,3,71,1000,882.451,67,,12,0.447,681.2,0.2351,63,step_limit,0.2448,971.1
25,3,41,868,465.194,41,868,6,0.5311,799.0,0.2683,51,complete,0.3371,1021.0
26,3,40,749,473.44,40,749,6,0.3667,552.8,0.2791,125,complete,0.2326,1063.6
27,3,49,1000,421.159,40,,6,0.5093,632.3,0.5952,219,step_limit,0.2199,1119.4
28,3,72,1000,690.263,60,,9,0.4377,794.2,0.3162,157,step_limit,0.2493,1172.1
29,3,68,1000,802.822,63,,11,0.3627,671.2,0.2359,43,step_limit,0.252,1227.5
30,3,48,878,556.654,48,878,7,0.4108,747.2,0.3107,166,complete,0.3233,1275.9
31,3,36,793,425.777,36,793,6,0.4868,772.1,0.2012,27,complete,0.2868,1321.6
32,3,71,1000,695.459,60,,9,0.5017,770.8,0.1887,35,step_limit,0.3113,1378.5
33,3,46,1000,442.152,41,,7,0.5187,763.2,0.337,58,step_limit,0.3398,1433.7
34,3,32,765,386.028,32,765,6,0.5028,784.0,0.2793,84,complete,0.3465,1475.3
