episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,29.8333,10.7536,4.0833,0.0,0.5026,715.1052,0,1,374.1
100,28.6667,9.6638,3.8333,0.0,0.4737,710.3826,0,0,780.6
150,28.1667,7.0691,3.3333,0.0,0.4284,724.4131,0,0,1187.7
200,28.8333,10.3669,3.8333,0.0833,0.5678,738.0878,0,0,1581.6
250,25.0,5.3541,3.0833,0.0,0.5182,675.5471,0,0,1984.1
300,19.25,8.4175,1.75,0.25,0.4139,593.4528,0,0,2382.4
350,21.0,8.9907,2.9167,0.25,0.4188,597.3218,0,0,2777.1
400,18.5833,6.689,1.5833,0.0,0.5148,682.4407,0,0,3171.5
450,15.5,4.113,1.0833,0.0833,0.437,591.7165,0,0,3570.0
500,6.5,2.8431,0.0,0.25,0.1507,395.7621,0,0,3964.3
550,14.75,5.0353,0.25,0.0,0.4373,633.0396,0,0,4357.9
600,14.9167,5.2035,0.75,0.1667,0.4152,590.3952,0,0,4750.2
650,11.75,5.2301,0.25,0.1667,0.5102,606.738,0,0,5147.5
700,11.0,4.3589,0.3333,0.6667,0.5141,588.1222,0,0,5543.3
750,10.8333,7.0099,0.3333,0.4167,0.3869,554.9695,0,0,5934.7
800,11.75,6.0294,0.5,0.3333,0.52,558.4456,0,0,6333.1
