episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,is_best,wall_sec
50,26.25,13.0647,3.1667,0.6968,929.1762,0.0833,1,830.6
100,35.5,8.1599,5.1667,0.6611,928.7116,0.0,1,1696.2
150,27.75,10.9097,3.6667,0.6483,907.0575,0.0,0,2670.4
200,28.0,7.9477,3.4167,0.6672,907.7123,0.0,0,3651.6
250,26.75,8.5841,3.25,0.6702,916.1909,0.0,0,4611.7
300,28.0,9.609,3.5,0.6183,884.9905,0.0,0,5621.9
350,28.4167,7.6426,3.8333,0.6568,908.1506,0.0,0,6655.7
400,26.4167,7.8789,3.0,0.6634,915.0629,0.0,0,7611.1
