episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,47.4,5.8022,7.7375,0.6208,909.7157,0.775,1221.075,83.4297,1,2352.6
100,49.975,0.2222,8.175,0.6413,935.8105,0.9875,1124.65,105.0012,1,5011.8
150,49.7625,1.8045,8.35,0.6411,934.0005,0.975,1291.3375,103.1955,0,7763.8
200,49.85,0.9367,8.2375,0.6247,934.7398,0.975,1074.625,103.9179,0,10462.1
250,49.9125,0.7777,8.0375,0.6285,935.2198,0.9875,1019.15,105.3528,1,13059.6
300,49.9875,0.1111,8.075,0.6194,934.861,0.9875,1021.925,105.3436,0,15674.1
350,49.6375,2.5261,8.1,0.6154,932.5887,0.9625,969.15,103.0195,0,18176.1
400,49.95,0.4444,7.7875,0.616,933.3586,0.9875,932.8,105.6407,1,20765.6
450,49.8,1.7776,7.6125,0.6175,931.7749,0.9875,905.6875,105.731,1,23376.3
500,49.675,2.6682,7.6,0.6238,932.7897,0.9625,940.775,103.1141,0,26018.2
550,50.0,0.0,7.6875,0.616,936.141,1.0,912.6375,106.9579,1,28684.1
600,49.9625,0.3333,7.825,0.6176,934.4762,0.9875,936.2875,105.629,0,31243.0
650,49.825,1.5554,7.775,0.6216,933.5497,0.9875,927.4875,105.6584,0,33741.3
700,50.0,0.0,7.875,0.6184,934.7782,1.0,913.325,106.9556,0,36262.1
750,50.0,0.0,7.8375,0.6188,936.0434,1.0,935.925,106.8803,0,38693.2
800,49.8375,1.3364,7.75,0.6149,934.0565,0.975,909.875,104.4671,0,40520.2
850,50.0,0.0,7.875,0.6134,934.8648,1.0,921.7875,106.9274,0,42387.4
900,49.3625,4.0566,7.85,0.6172,929.4932,0.9625,929.525,103.1516,0,44210.3
950,49.975,0.2222,7.7,0.6172,935.2323,0.9875,923.3625,105.6721,0,46055.6
1000,49.95,0.35,7.8375,0.6156,935.291,0.975,922.2,104.426,0,47943.2
1050,49.9875,0.1111,8.1,0.6171,935.9362,0.9875,919.1625,105.6861,0,49925.1
1100,49.7125,1.614,7.925,0.6204,933.4524,0.95,928.875,101.9038,0,51780.2
1150,49.6875,1.8069,7.775,0.6201,931.7276,0.9625,911.2125,103.2126,0,53892.3
1200,50.0,0.0,8.05,0.6095,936.008,1.0,900.6125,106.998,1,56031.7
1250,49.9875,0.1111,8.075,0.6189,935.2242,0.9875,914.6125,105.7013,0,57891.7
1300,49.6125,2.0155,8.0875,0.6177,933.0558,0.95,924.725,101.9176,0,59482.9
1350,49.9875,0.1111,8.125,0.615,934.3081,0.9875,933.375,105.6388,0,60719.8
