/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
지도를 성공적으로 로드했습니다: /home/kopt/drone/proposed_src/util/disaster_map.npy
Using device: cuda  tag=v1_26_08_25_04  relay_w=2.0
obs_dim=19, state_dim=66, total_act_dim=8
Ep 906 | Step 1000 | R    98.21 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.11 | 도달  619 | 차단  419
Ep 907 | Step 1000 | R   195.87 | 배송 14/50 | 미활동드론 1 | 재적재 2 | 2홉+ 0.04 | 도달  543 | 차단   78
Ep 908 | Step 1000 | R   104.31 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.09 | 도달  598 | 차단    0
Ep 909 | Step 1000 | R    60.32 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.13 | 도달  612 | 차단    1
Ep 910 | Step 1000 | R    58.22 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.11 | 도달  640 | 차단  226
Ep 911 | Step 1000 | R    86.03 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.09 | 도달  715 | 차단  225
Ep 912 | Step 1000 | R   105.30 | 배송  9/50 | 미활동드론 2 | 재적재 1 | 2홉+ 0.10 | 도달  532 | 차단    0
Ep 913 | Step 1000 | R   145.39 | 배송 12/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.09 | 도달  628 | 차단    0
Ep 914 | Step 1000 | R    91.83 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.23 | 도달  548 | 차단  399
Ep 915 | Step 1000 | R    80.41 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.00 | 도달  522 | 차단    0
Ep 916 | Step 1000 | R   121.94 | 배송 12/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.12 | 도달  531 | 차단  150
Ep 917 | Step 1000 | R    68.68 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.05 | 도달  546 | 차단   30
Ep 918 | Step 1000 | R    69.42 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  537 | 차단   19
Ep 919 | Step 1000 | R   125.50 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.04 | 도달  502 | 차단   78
Ep 920 | Step 1000 | R    49.06 | 배송  6/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.34 | 도달  618 | 차단   38
Ep 921 | Step 1000 | R   186.24 | 배송 13/50 | 미활동드론 1 | 재적재 2 | 2홉+ 0.07 | 도달  520 | 차단   67
Ep 922 | Step 1000 | R   103.74 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.35 | 도달  704 | 차단  531
Ep 923 | Step 1000 | R    88.21 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.07 | 도달  572 | 차단   97
Ep 924 | Step 1000 | R   109.13 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.19 | 도달  789 | 차단   17
Ep 925 | Step 1000 | R   202.08 | 배송 15/50 | 미활동드론 1 | 재적재 2 | 2홉+ 0.19 | 도달  605 | 차단    8
Ep 926 | Step 1000 | R    62.55 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.15 | 도달  547 | 차단   78
Ep 927 | Step 1000 | R    60.87 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.28 | 도달  698 | 차단  872
Ep 928 | Step 1000 | R    81.16 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.07 | 도달  512 | 차단    0
Ep 929 | Step 1000 | R    91.04 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.06 | 도달  509 | 차단    0
Ep 930 | Step 1000 | R    89.77 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.15 | 도달  594 | 차단    0
Ep 931 | Step 1000 | R   101.85 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.14 | 도달  762 | 차단   81
Ep 932 | Step 1000 | R    82.22 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.26 | 도달  534 | 차단  863
Ep 933 | Step 1000 | R   109.87 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.22 | 도달  741 | 차단  195
Ep 934 | Step 1000 | R   107.99 | 배송 10/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.01 | 도달  616 | 차단   11
Ep 935 | Step 1000 | R   187.59 | 배송 14/50 | 미활동드론 1 | 재적재 2 | 2홉+ 0.10 | 도달  657 | 차단  107
Ep 936 | Step 1000 | R    51.01 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.13 | 도달  554 | 차단  215
Ep 937 | Step 1000 | R    46.80 | 배송  6/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.24 | 도달  608 | 차단   79
Ep 938 | Step 1000 | R    96.37 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.05 | 도달  608 | 차단  143
Ep 939 | Step 1000 | R    61.48 | 배송  7/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.15 | 도달  539 | 차단   22
Ep 940 | Step 1000 | R    67.62 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  765 | 차단   21
Ep 941 | Step 1000 | R    49.83 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.14 | 도달  530 | 차단   31
Ep 942 | Step 1000 | R   116.01 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.10 | 도달  640 | 차단    4
Ep 943 | Step 1000 | R   109.92 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  740 | 차단    0
Ep 944 | Step 1000 | R   128.10 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.03 | 도달  634 | 차단   29
Ep 945 | Step 1000 | R    78.48 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.01 | 도달  522 | 차단    0
Ep 946 | Step 1000 | R    94.77 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.24 | 도달  630 | 차단  129
Ep 947 | Step 1000 | R   123.56 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.16 | 도달  652 | 차단   86
Ep 948 | Step 1000 | R   140.34 | 배송 12/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.08 | 도달  557 | 차단   13
Ep 949 | Step 1000 | R    75.66 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.08 | 도달  726 | 차단    1
Ep 950 | Step 1000 | R   141.84 | 배송 13/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.08 | 도달  582 | 차단  140
Ep 951 | Step 1000 | R    79.40 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.02 | 도달  530 | 차단    0
Ep 952 | Step 1000 | R    87.05 | 배송  8/50 | 미활동드론 2 | 재적재 1 | 2홉+ 0.18 | 도달  631 | 차단  229
Ep 953 | Step 1000 | R    81.59 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.02 | 도달  567 | 차단    0
Ep 954 | Step 1000 | R    89.95 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.17 | 도달  607 | 차단   17
Ep 955 | Step 1000 | R   101.48 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  565 | 차단    5
Ep 956 | Step 1000 | R   104.25 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.15 | 도달  612 | 차단    6
Ep 957 | Step 1000 | R   109.84 | 배송 10/50 | 미활동드론 2 | 재적재 1 | 2홉+ 0.00 | 도달  508 | 차단    0
Ep 958 | Step 1000 | R    64.82 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.05 | 도달  621 | 차단    0
Ep 959 | Step 1000 | R    92.03 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.18 | 도달  643 | 차단   27
Ep 960 | Step 1000 | R   148.58 | 배송 13/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.27 | 도달  873 | 차단    0
Ep 961 | Step 1000 | R    85.97 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  522 | 차단    0
Ep 962 | Step 1000 | R    91.55 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.02 | 도달  529 | 차단   58
Ep 963 | Step 1000 | R    84.22 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.19 | 도달  797 | 차단  233
Ep 964 | Step 1000 | R   102.76 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.00 | 도달  448 | 차단    0
Ep 965 | Step 1000 | R    67.60 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.19 | 도달  685 | 차단  171
Ep 966 | Step 1000 | R    85.69 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.02 | 도달  535 | 차단   12
Ep 967 | Step 1000 | R   126.42 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.04 | 도달  556 | 차단    0
Ep 968 | Step 1000 | R    57.54 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  539 | 차단    0
Ep 969 | Step 1000 | R    50.04 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.00 | 도달  461 | 차단    0
Ep 970 | Step 1000 | R    70.55 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.00 | 도달  525 | 차단   28
Ep 971 | Step 1000 | R    49.59 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.00 | 도달  517 | 차단    0
Ep 972 | Step 1000 | R    68.57 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.00 | 도달  500 | 차단    0
Ep 973 | Step 1000 | R    92.71 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.22 | 도달  749 | 차단  299
Ep 974 | Step 1000 | R   112.00 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.14 | 도달  596 | 차단  109
Ep 975 | Step 1000 | R   142.66 | 배송 12/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.03 | 도달  634 | 차단   83
Ep 976 | Step 1000 | R   124.94 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.00 | 도달  464 | 차단    0
Ep 977 | Step 1000 | R    70.03 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.12 | 도달  599 | 차단    3
Ep 978 | Step 1000 | R   111.35 | 배송 10/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.01 | 도달  556 | 차단    1
Ep 979 | Step 1000 | R    77.78 | 배송 10/50 | 미활동드론 0 | 재적재 0 | 2홉+ 0.01 | 도달  599 | 차단    0
Ep 980 | Step 1000 | R   120.70 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.03 | 도달  515 | 차단   21
Ep 981 | Step 1000 | R    66.19 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.02 | 도달  603 | 차단   45
Ep 982 | Step 1000 | R   162.71 | 배송 14/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.05 | 도달  539 | 차단   77
Ep 983 | Step 1000 | R    68.28 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.06 | 도달  573 | 차단   36
Ep 984 | Step 1000 | R   112.81 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.09 | 도달  588 | 차단   70
Ep 985 | Step 1000 | R   135.49 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.01 | 도달  526 | 차단    0
Ep 986 | Step 1000 | R   122.82 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.06 | 도달  685 | 차단  150
Ep 987 | Step 1000 | R    43.61 | 배송  7/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.16 | 도달  554 | 차단    0
Ep 988 | Step 1000 | R    80.34 | 배송 10/50 | 미활동드론 0 | 재적재 0 | 2홉+ 0.07 | 도달  515 | 차단   35
Ep 989 | Step 1000 | R   152.17 | 배송 13/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.06 | 도달  525 | 차단   17
Ep 990 | Step 1000 | R    82.61 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  555 | 차단    0
Ep 991 | Step 1000 | R    73.68 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.14 | 도달  681 | 차단   27
Ep 992 | Step 1000 | R   163.33 | 배송 12/50 | 미활동드론 2 | 재적재 2 | 2홉+ 0.06 | 도달  616 | 차단  179
Ep 993 | Step 1000 | R    76.21 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  550 | 차단    0
Ep 994 | Step 1000 | R    96.18 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.12 | 도달  549 | 차단    0
Ep 995 | Step 1000 | R    58.86 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.01 | 도달  502 | 차단    0
Ep 996 | Step 1000 | R    61.48 | 배송  9/50 | 미활동드론 2 | 재적재 0 | 2홉+ 0.11 | 도달  564 | 차단  101
Ep 997 | Step 1000 | R    80.75 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  739 | 차단  102
Ep 998 | Step 1000 | R    90.42 | 배송 11/50 | 미활동드론 0 | 재적재 0 | 2홉+ 0.05 | 도달  534 | 차단   11
Ep 999 | Step 1000 | R    64.99 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.00 | 도달  395 | 차단    0
Ep 1000 | Step 1000 | R    53.22 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.01 | 도달  502 | 차단    0
Ep 1001 | Step 1000 | R    57.77 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.07 | 도달  548 | 차단   51
Ep 1002 | Step 1000 | R   114.04 | 배송 10/50 | 미활동드론 2 | 재적재 1 | 2홉+ 0.07 | 도달  623 | 차단  150
Ep 1003 | Step 1000 | R    70.16 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  558 | 차단   15
Ep 1004 | Step 1000 | R    76.98 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  568 | 차단    0
Ep 1005 | Step 1000 | R    98.53 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  545 | 차단    0
Ep 1006 | Step 1000 | R   120.47 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.03 | 도달  521 | 차단    0
Ep 1007 | Step 1000 | R   129.74 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.12 | 도달  518 | 차단    0
Ep 1008 | Step 1000 | R    62.01 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.22 | 도달  569 | 차단  283
Ep 1009 | Step 1000 | R   123.00 | 배송 12/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.13 | 도달  602 | 차단  513
Ep 1010 | Step 1000 | R   114.22 | 배송 13/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.14 | 도달  720 | 차단    0
Ep 1011 | Step 1000 | R   114.92 | 배송 10/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.19 | 도달  573 | 차단  104
Ep 1012 | Step 1000 | R    69.41 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.16 | 도달  614 | 차단   43
Ep 1013 | Step 1000 | R    36.50 | 배송  7/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.18 | 도달  799 | 차단 1120
Ep 1014 | Step 1000 | R    43.05 | 배송  7/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.17 | 도달  577 | 차단   55
Ep 1015 | Step 1000 | R    83.49 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.04 | 도달  508 | 차단    4
Ep 1016 | Step 1000 | R   167.68 | 배송 12/50 | 미활동드론 1 | 재적재 2 | 2홉+ 0.03 | 도달  502 | 차단   29
Ep 1017 | Step 1000 | R    84.91 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.00 | 도달  496 | 차단    0
Ep 1018 | Step 1000 | R    83.03 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.13 | 도달  645 | 차단  367
Ep 1019 | Step 1000 | R    72.87 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.04 | 도달  527 | 차단    0
Ep 1020 | Step 1000 | R    75.43 | 배송  9/50 | 미활동드론 2 | 재적재 0 | 2홉+ 0.04 | 도달  564 | 차단   20
Ep 1021 | Step 1000 | R   152.58 | 배송 14/50 | 미활동드론 0 | 재적재 1 | 2홉+ 0.14 | 도달  834 | 차단  283
Ep 1022 | Step 1000 | R   149.32 | 배송 14/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.19 | 도달  699 | 차단    0
Ep 1023 | Step 1000 | R   101.41 | 배송 12/50 | 미활동드론 0 | 재적재 0 | 2홉+ 0.14 | 도달  547 | 차단    1
Ep 1024 | Step 1000 | R   107.13 | 배송  9/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.13 | 도달  663 | 차단   28
Ep 1025 | Step 1000 | R    79.05 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.06 | 도달  572 | 차단   48
Ep 1026 | Step 1000 | R    73.05 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  811 | 차단   42
Ep 1027 | Step 1000 | R    89.15 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.24 | 도달  678 | 차단  488
Ep 1028 | Step 1000 | R   179.86 | 배송 15/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.12 | 도달  591 | 차단    0
Ep 1029 | Step 1000 | R    54.93 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.11 | 도달  609 | 차단   45
Ep 1030 | Step 1000 | R    -1.66 | 배송  7/50 | 미활동드론 2 | 재적재 0 | 2홉+ 0.00 | 도달  541 | 차단    0
Ep 1031 | Step 1000 | R    29.00 | 배송  6/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.19 | 도달  966 | 차단 1012
Ep 1032 | Step 1000 | R    59.51 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.13 | 도달  647 | 차단  832
Ep 1033 | Step 1000 | R    78.03 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.08 | 도달  643 | 차단   59
Ep 1034 | Step 1000 | R    59.02 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.17 | 도달  846 | 차단  332
Ep 1035 | Step 1000 | R    90.24 | 배송 12/50 | 미활동드론 0 | 재적재 0 | 2홉+ 0.08 | 도달  581 | 차단   19
Ep 1036 | Step 1000 | R   188.42 | 배송 13/50 | 미활동드론 1 | 재적재 2 | 2홉+ 0.06 | 도달  587 | 차단    0
Ep 1037 | Step 1000 | R   115.26 | 배송 10/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.11 | 도달  587 | 차단    0
Ep 1038 | Step 1000 | R    69.37 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  685 | 차단  115
Ep 1039 | Step 1000 | R    78.98 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.09 | 도달  561 | 차단   64
Ep 1040 | Step 1000 | R    78.73 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.07 | 도달  597 | 차단   21
Ep 1041 | Step 1000 | R    68.46 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.18 | 도달  559 | 차단   73
Ep 1042 | Step 1000 | R    27.57 | 배송  5/50 | 미활동드론 2 | 재적재 0 | 2홉+ 0.26 | 도달  626 | 차단  324
Ep 1043 | Step 1000 | R   114.18 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.12 | 도달  560 | 차단    0
Ep 1044 | Step 1000 | R    42.23 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  507 | 차단    1
Ep 1045 | Step 1000 | R   120.51 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.01 | 도달  502 | 차단    0
Ep 1046 | Step 1000 | R    77.31 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.06 | 도달  653 | 차단    0
Ep 1047 | Step 1000 | R    70.92 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.13 | 도달  683 | 차단    0
Ep 1048 | Step 1000 | R    85.93 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.23 | 도달  644 | 차단  190
Ep 1049 | Step 1000 | R   117.87 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.29 | 도달  601 | 차단   63
Ep 1050 | Step 1000 | R    72.27 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.01 | 도달  502 | 차단    0
Ep 1051 | Step 1000 | R   102.59 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.01 | 도달  541 | 차단    6
Ep 1052 | Step 1000 | R    63.64 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.15 | 도달  587 | 차단    0
Ep 1053 | Step 1000 | R    40.97 | 배송  8/50 | 미활동드론 2 | 재적재 0 | 2홉+ 0.32 | 도달  681 | 차단  386
Ep 1054 | Step 1000 | R    86.30 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.10 | 도달  564 | 차단  484
Ep 1055 | Step 1000 | R    93.47 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.06 | 도달  770 | 차단   40
Ep 1056 | Step 1000 | R    97.98 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  519 | 차단    3
Ep 1057 | Step 1000 | R    66.45 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.09 | 도달  502 | 차단    0
Ep 1058 | Step 1000 | R    73.79 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.16 | 도달  570 | 차단   61
Ep 1059 | Step 1000 | R   141.42 | 배송 13/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.08 | 도달  596 | 차단    0
Ep 1060 | Step 1000 | R    75.07 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.27 | 도달  707 | 차단  276
Ep 1061 | Step 1000 | R    75.01 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.05 | 도달  540 | 차단   80
Ep 1062 | Step 1000 | R    68.94 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.06 | 도달  516 | 차단   10
Ep 1063 | Step 1000 | R   113.48 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.12 | 도달  610 | 차단  120
Ep 1064 | Step 1000 | R    80.34 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.14 | 도달  529 | 차단   29
Ep 1065 | Step 1000 | R    92.89 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.02 | 도달  525 | 차단   14
Ep 1066 | Step 1000 | R    43.02 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.02 | 도달  502 | 차단    0
Ep 1067 | Step 1000 | R    88.02 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.00 | 도달  525 | 차단  103
Ep 1068 | Step 1000 | R    89.60 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.04 | 도달  523 | 차단    0
Ep 1069 | Step 1000 | R    96.28 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.01 | 도달  549 | 차단   36
Ep 1070 | Step 1000 | R   112.87 | 배송 10/50 | 미활동드론 2 | 재적재 1 | 2홉+ 0.00 | 도달  500 | 차단  166
Ep 1071 | Step 1000 | R   104.73 | 배송 12/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  550 | 차단   22
Ep 1072 | Step 1000 | R    71.33 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.13 | 도달  547 | 차단    0
Ep 1073 | Step 1000 | R    58.66 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.02 | 도달  502 | 차단    0
Ep 1074 | Step 1000 | R    90.24 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.01 | 도달  501 | 차단    0
Ep 1075 | Step 1000 | R   159.51 | 배송 14/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.10 | 도달  822 | 차단    0
Ep 1076 | Step 1000 | R   177.56 | 배송 12/50 | 미활동드론 1 | 재적재 2 | 2홉+ 0.21 | 도달  659 | 차단  228
Ep 1077 | Step 1000 | R    72.49 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.12 | 도달  730 | 차단  134
Ep 1078 | Step 1000 | R    70.48 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.05 | 도달  502 | 차단    0
Ep 1079 | Step 1000 | R    81.32 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.04 | 도달  550 | 차단    0
Ep 1080 | Step 1000 | R   109.18 | 배송 10/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.04 | 도달  515 | 차단   76
Ep 1081 | Step 1000 | R    87.01 | 배송 10/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.13 | 도달  583 | 차단  137
Ep 1082 | Step 1000 | R    65.32 | 배송  9/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.27 | 도달  743 | 차단  602
Ep 1083 | Step 1000 | R   142.30 | 배송 13/50 | 미활동드론 2 | 재적재 1 | 2홉+ 0.08 | 도달  548 | 차단   76
Ep 1084 | Step 1000 | R   118.03 | 배송 10/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.04 | 도달  514 | 차단    1
Ep 1085 | Step 1000 | R    64.57 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.11 | 도달  662 | 차단  233
Ep 1086 | Step 1000 | R    99.33 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.02 | 도달  520 | 차단    0
Ep 1087 | Step 1000 | R   118.29 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.00 | 도달  496 | 차단    0
Ep 1088 | Step 1000 | R   112.49 | 배송 11/50 | 미활동드론 1 | 재적재 1 | 2홉+ 0.04 | 도달  502 | 차단   43
Ep 1089 | Step 1000 | R    61.13 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.21 | 도달  504 | 차단    0
Ep 1090 | Step 1000 | R    70.76 | 배송  8/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  515 | 차단    0
Ep 1091 | Step 1000 | R    91.40 | 배송 11/50 | 미활동드론 1 | 재적재 0 | 2홉+ 0.03 | 도달  569 | 차단    0
