episode,n_drones,n_dests,steps,team_reward,delivered,makespan,reloads,hop2plus,max_reach,stall_ratio,max_stall_run,term_reason,relay_frac,wall_sec
1,6,43,683,692.42,43,683,8,0.6044,838.8,0.2849,8,complete,0.0616,1.3
2,5,74,978,1085.5,74,978,13,0.3793,590.8,0.2736,26,complete,0.046,5.0
3,6,43,632,645.68,43,632,6,0.341,595.5,0.1226,4,complete,0.0225,5.7
4,5,23,327,438.25,23,327,3,0.6073,946.5,0.1394,2,complete,0.03,6.0
5,5,31,470,512.5,31,470,4,0.5272,817.7,0.1517,14,complete,0.0308,6.5
6,3,68,1000,910.0,61,,11,0.365,671.1,0.2356,40,step_limit,0.0614,13.5
7,8,44,428,730.16,44,428,7,0.6294,838.7,0.1997,2,complete,0.0224,20.2
8,8,30,140,460.8,30,140,0,0.6161,769.9,0.147,2,complete,0.0121,22.5
9,8,42,356,640.32,42,356,4,0.5758,839.1,0.1706,5,complete,0.0409,28.9
10,8,47,373,745.56,47,373,6,0.5972,846.5,0.1598,2,complete,0.002,35.7
11,7,21,301,358.73,21,301,1,0.4504,575.7,0.1935,4,complete,0.0294,43.7
12,3,37,1000,430.0,31,,5,0.384,662.1,0.4812,113,step_limit,0.0723,61.1
13,7,28,238,445.74,28,238,1,0.3445,625.5,0.0563,1,complete,0.0079,65.3
14,3,41,1000,510.0,36,,6,0.5003,776.0,0.3808,90,step_limit,0.0388,84.2
15,3,66,1000,630.0,45,,7,0.4573,707.1,0.5496,163,step_limit,0.0152,101.7
16,4,71,1000,590.0,42,,7,0.3812,629.0,0.6097,210,step_limit,0.0114,122.7
17,5,24,741,344.75,24,741,3,0.7045,1050.4,0.4604,49,complete,0.0127,136.1
18,6,49,605,742.7,49,605,7,0.5656,724.0,0.2244,17,complete,0.0044,149.7
19,8,34,381,553.32,34,381,4,0.6102,864.2,0.124,2,complete,0.005,156.6
20,3,48,1000,570.0,39,,7,0.352,664.8,0.2975,59,step_limit,0.0397,174.6
21,4,63,1000,620.0,42,,8,0.512,671.7,0.5406,99,step_limit,0.022,196.3
22,8,46,391,760.52,46,391,7,0.6407,787.3,0.291,7,complete,0.0101,204.3
23,4,44,1000,430.0,32,,5,0.6362,756.4,0.514,54,step_limit,0.0312,225.6
