episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,42.9167,4.4056,7.0833,0.6281,883.3281,0.0833,982.1667,43.0058,1,618.8
100,43.8333,3.0231,7.5833,0.6448,870.5003,0.0,1000.0,43.8333,1,1294.9
150,42.75,4.1054,7.1667,0.6265,861.5487,0.0,1000.0,42.75,0,2008.7
200,42.25,3.7221,6.75,0.6029,863.9158,0.0,1000.0,42.25,0,2690.0
250,43.5833,2.5317,7.0833,0.6129,875.2918,0.0,1000.0,43.5833,0,3297.1
300,42.4167,4.4056,7.0,0.6126,851.0972,0.0,1000.0,42.4167,0,3966.3
350,45.1667,2.9392,7.6667,0.6134,880.5424,0.0833,987.0,45.2317,1,4627.7
400,44.6667,3.6132,7.5,0.6322,882.948,0.0833,989.6667,44.7183,0,5279.2
450,45.8333,2.7938,7.5,0.6135,902.0529,0.1667,988.5833,45.8904,1,5980.9
500,43.0833,4.609,7.3333,0.6109,874.392,0.0833,997.75,43.0946,0,6598.7
550,42.1667,6.2294,6.75,0.6077,864.116,0.0833,994.25,42.1954,0,7232.9
600,46.6667,2.7789,7.9167,0.6247,904.0985,0.3333,984.6667,46.7433,1,7878.4
650,45.0,3.0277,7.8333,0.6303,899.8934,0.0833,985.0833,45.0746,0,8577.6
700,44.5833,3.8179,7.6667,0.6164,881.67,0.0833,998.9167,44.5888,0,9233.0
750,44.0,3.3417,7.4167,0.6052,889.9554,0.0833,995.5833,44.0221,0,9894.5
800,43.25,2.7726,7.25,0.6209,865.2069,0.0,1000.0,43.25,0,10571.8
