episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.875,1.111,7.6,0.6171,933.9286,0.9875,975.35,105.4988,1,2471.8
100,50.0,0.0,7.7875,0.6054,935.1317,1.0,1080.2125,106.3993,1,5243.6
150,49.5625,3.7777,7.8125,0.6035,928.248,0.975,1089.25,103.8692,0,7950.2
200,49.9375,0.5555,7.95,0.6117,933.819,0.9875,1087.6625,105.1245,0,10739.3
250,49.9,0.5148,7.6375,0.6081,935.2072,0.9625,986.25,102.9625,0,13459.6
300,49.6875,2.1365,7.6875,0.6089,934.8235,0.9375,961.975,100.5434,0,15988.4
350,49.925,0.3455,7.5875,0.6125,935.1654,0.95,926.95,101.9102,0,18599.4
400,49.6375,1.832,7.3625,0.6109,934.7128,0.9375,869.6125,100.8513,0,21117.9
450,49.8625,1.1152,7.575,0.6057,935.1111,0.975,867.35,104.6088,0,23685.0
500,49.35,3.1028,7.45,0.6091,928.5488,0.9375,874.2875,100.8357,0,26259.3
550,49.55,2.3447,7.475,0.6133,933.65,0.9375,881.9375,100.8102,0,28773.0
600,49.9375,0.4567,7.5,0.6057,935.4247,0.975,881.5625,104.5615,0,31226.3
650,49.575,2.1551,7.3,0.6116,930.2094,0.9375,855.7625,100.8975,0,33714.5
700,49.65,1.8581,7.3125,0.6129,933.8713,0.9625,854.9625,103.4001,0,36302.4
750,49.9875,0.1111,7.7125,0.6098,936.523,0.9875,867.55,105.8582,0,38833.5
800,49.8625,1.1152,7.7,0.6059,935.1833,0.975,842.1625,104.6928,0,41191.2
850,49.45,3.2477,7.4625,0.6162,930.9537,0.9375,903.9375,100.7369,0,43663.0
