/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
단계=manager 장치=cuda 반경=300.0 상위주기=20 시드=3
worker_obs=16 manager_obs=40 state=66 상위행동=7
하위 가중치 로드: weights/v3_26_08_31_19_w_nocl/best_worker.pth
Ep 1 | 배송 28/50 | 재적재 3 | 도착  12 | 2홉+ 0.64 | 도달  836 | 차단  472
Ep 2 | 배송 28/50 | 재적재 4 | 도착  15 | 2홉+ 0.55 | 도달  910 | 차단  677
Ep 3 | 배송 30/50 | 재적재 3 | 도착  20 | 2홉+ 0.61 | 도달  781 | 차단  539
Ep 4 | 배송 26/50 | 재적재 3 | 도착  17 | 2홉+ 0.63 | 도달  828 | 차단  713
Ep 5 | 배송 29/50 | 재적재 4 | 도착  18 | 2홉+ 0.62 | 도달  975 | 차단  496
Ep 6 | 배송 26/50 | 재적재 3 | 도착  18 | 2홉+ 0.50 | 도달  737 | 차단  514
Ep 7 | 배송 30/50 | 재적재 5 | 도착  27 | 2홉+ 0.59 | 도달  812 | 차단  370
Ep 8 | 배송 33/50 | 재적재 3 | 도착  19 | 2홉+ 0.62 | 도달  841 | 차단  787
Ep 9 | 배송 22/50 | 재적재 2 | 도착  12 | 2홉+ 0.50 | 도달  704 | 차단  467
Ep 10 | 배송 20/50 | 재적재 1 | 도착  32 | 2홉+ 0.50 | 도달  682 | 차단  812
Ep 11 | 배송 29/50 | 재적재 3 | 도착  13 | 2홉+ 0.63 | 도달  891 | 차단  518
Ep 12 | 배송 30/50 | 재적재 4 | 도착  15 | 2홉+ 0.59 | 도달  896 | 차단  654
Ep 13 | 배송 25/50 | 재적재 3 | 도착  15 | 2홉+ 0.51 | 도달  680 | 차단  488
Ep 14 | 배송 31/50 | 재적재 5 | 도착  17 | 2홉+ 0.60 | 도달  896 | 차단  751
Ep 15 | 배송 34/50 | 재적재 4 | 도착  22 | 2홉+ 0.58 | 도달  850 | 차단  443
Ep 16 | 배송 28/50 | 재적재 4 | 도착  27 | 2홉+ 0.57 | 도달  853 | 차단  212
Ep 17 | 배송 32/50 | 재적재 5 | 도착  14 | 2홉+ 0.59 | 도달  825 | 차단  518
Ep 18 | 배송 26/50 | 재적재 3 | 도착  17 | 2홉+ 0.58 | 도달  879 | 차단  499
Ep 19 | 배송 25/50 | 재적재 3 | 도착  12 | 2홉+ 0.58 | 도달  754 | 차단  417
Ep 20 | 배송 33/50 | 재적재 5 | 도착  22 | 2홉+ 0.60 | 도달  843 | 차단  446
Ep 21 | 배송 29/50 | 재적재 5 | 도착  25 | 2홉+ 0.55 | 도달  703 | 차단  283
Ep 22 | 배송 28/50 | 재적재 3 | 도착  19 | 2홉+ 0.59 | 도달  752 | 차단  556
Ep 23 | 배송 33/50 | 재적재 5 | 도착  19 | 2홉+ 0.59 | 도달  853 | 차단  572
Ep 24 | 배송 36/50 | 재적재 4 | 도착  24 | 2홉+ 0.62 | 도달 1016 | 차단  539
Ep 25 | 배송 31/50 | 재적재 3 | 도착  18 | 2홉+ 0.58 | 도달  911 | 차단  701
Ep 26 | 배송 33/50 | 재적재 4 | 도착  23 | 2홉+ 0.63 | 도달  904 | 차단  504
Ep 27 | 배송 31/50 | 재적재 5 | 도착  20 | 2홉+ 0.55 | 도달  882 | 차단  459
Ep 28 | 배송 31/50 | 재적재 3 | 도착  17 | 2홉+ 0.64 | 도달 1054 | 차단  844
Ep 29 | 배송 26/50 | 재적재 2 | 도착  17 | 2홉+ 0.61 | 도달  726 | 차단  484
Ep 30 | 배송 27/50 | 재적재 3 | 도착  12 | 2홉+ 0.65 | 도달  856 | 차단  553
Ep 31 | 배송 31/50 | 재적재 5 | 도착  17 | 2홉+ 0.62 | 도달  957 | 차단  447
Ep 32 | 배송 32/50 | 재적재 3 | 도착  19 | 2홉+ 0.61 | 도달  761 | 차단  564
Ep 33 | 배송 31/50 | 재적재 3 | 도착  14 | 2홉+ 0.65 | 도달  853 | 차단  864
Ep 34 | 배송 25/50 | 재적재 4 | 도착  19 | 2홉+ 0.47 | 도달  664 | 차단  457
Ep 35 | 배송 32/50 | 재적재 4 | 도착  28 | 2홉+ 0.58 | 도달  941 | 차단  405
Ep 36 | 배송 23/50 | 재적재 3 | 도착  17 | 2홉+ 0.48 | 도달  822 | 차단  497
Ep 37 | 배송 30/50 | 재적재 3 | 도착  16 | 2홉+ 0.66 | 도달  854 | 차단  437
Ep 38 | 배송 30/50 | 재적재 5 | 도착  22 | 2홉+ 0.60 | 도달  795 | 차단  398
Ep 39 | 배송 31/50 | 재적재 5 | 도착  19 | 2홉+ 0.60 | 도달  893 | 차단  580
Ep 40 | 배송 36/50 | 재적재 4 | 도착  24 | 2홉+ 0.60 | 도달  899 | 차단  465
Ep 41 | 배송 30/50 | 재적재 4 | 도착  18 | 2홉+ 0.60 | 도달  783 | 차단  445
Ep 42 | 배송 29/50 | 재적재 4 | 도착  17 | 2홉+ 0.64 | 도달  962 | 차단  443
Ep 43 | 배송 28/50 | 재적재 4 | 도착  20 | 2홉+ 0.65 | 도달  843 | 차단  445
Ep 44 | 배송 28/50 | 재적재 3 | 도착  16 | 2홉+ 0.60 | 도달  718 | 차단  381
Ep 45 | 배송 30/50 | 재적재 4 | 도착  16 | 2홉+ 0.61 | 도달  779 | 차단  374
Ep 46 | 배송 26/50 | 재적재 3 | 도착  15 | 2홉+ 0.61 | 도달  736 | 차단  470
Ep 47 | 배송 32/50 | 재적재 4 | 도착  20 | 2홉+ 0.63 | 도달  805 | 차단  568
Ep 48 | 배송 26/50 | 재적재 3 | 도착  12 | 2홉+ 0.63 | 도달  761 | 차단  566
Ep 49 | 배송 28/50 | 재적재 3 | 도착  21 | 2홉+ 0.61 | 도달 1013 | 차단  823
Ep 50 | 배송 28/50 | 재적재 3 | 도착  15 | 2홉+ 0.61 | 도달  828 | 차단  551
  [홀드아웃] 배송 27.1±5.3 재적재 3.2 2홉+ 0.56 | 최고 27.1@ep50 정체 0/15  ← 갱신
Ep 51 | 배송 26/50 | 재적재 4 | 도착  15 | 2홉+ 0.63 | 도달  827 | 차단  405
