episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,comm_loss,env_steps,wall_sec
289,1000,380.0,11.222,27,,728,0,5,7,402,0.5617,850.3,0,289000,5872.6
290,1000,370.0,1.617,29,,995,0,4,18,667,0.621,982.2,0,290000,5891.9
291,1000,280.0,-0.576,20,,917,0,4,14,667,0.6405,976.6,0,291000,5912.3
292,1000,440.0,-9.167,30,,910,0,6,10,823,0.6162,1038.0,0,292000,5933.4
293,1000,350.0,-5.485,30,,996,0,3,12,680,0.6495,858.8,0,293000,5953.1
294,1000,330.0,-4.183,28,,718,0,3,12,729,0.6515,878.8,0,294000,5973.2
295,1000,170.0,-5.505,18,,981,0,1,7,521,0.6012,772.9,0,295000,5992.4
296,1000,280.0,7.622,23,,930,0,3,14,242,0.628,713.1,0,296000,6012.1
297,1000,450.0,10.496,34,,958,0,5,21,531,0.6172,894.2,0,297000,6030.9
298,1000,130.0,-45.406,17,,934,0,0,4,2077,0.7057,1073.5,0,298000,6050.5
299,1000,300.0,2.497,25,,903,0,3,11,585,0.614,747.2,0,299000,6068.9
300,1000,350.0,10.192,30,,938,0,3,21,441,0.6005,843.9,0,300000,6089.5
301,1000,350.0,3.961,30,,897,0,3,14,610,0.608,985.2,0,301000,6162.8
302,1000,390.0,10.492,28,,859,0,5,15,505,0.5777,855.2,0,302000,6182.6
