episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,39.75,6.1526,5.9167,0.0,0.6331,836.8258,0,1,1301.3
100,35.8333,3.6931,5.3333,0.0,0.5373,793.6171,0,0,2744.9
150,26.5,4.6637,3.5,0.0,0.2759,635.8033,0,0,4199.6
200,23.0,5.5227,3.0833,0.0,0.2442,625.0316,0,0,5642.4
250,26.8333,8.9054,3.75,0.3333,0.3432,637.4182,0,0,7081.5
300,21.3333,11.4115,3.0,0.6667,0.2535,539.7038,0,0,8407.2
350,28.1667,4.2197,3.5833,0.0,0.3601,697.8253,0,0,9440.8
400,26.5,4.2328,3.5,0.0,0.3051,656.0955,0,0,10473.6
450,13.1667,10.938,1.5,1.3333,0.1196,372.5395,0,0,11479.9
500,14.6667,9.7838,1.75,1.0,0.1245,407.4759,0,0,12301.3
550,22.5833,3.2777,2.9167,0.0,0.2308,609.6385,0,0,12978.1
600,13.6667,7.7924,1.3333,0.5,0.1009,447.2069,0,0,13554.5
650,12.6667,10.3548,1.5833,1.4167,0.1216,397.2739,0,0,14122.2
700,7.6667,10.435,1.0,2.4167,0.0568,279.0317,0,0,14697.8
