episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,stall_ratio,max_stall_run,comm_loss,env_steps,wall_sec
31,1000,390.0,8.265,28,,766,0,5,25,522,0.599,755.1,,,0,31000,332.3
32,1000,420.0,6.533,34,,914,0,4,20,547,0.6345,1070.5,,,0,32000,345.3
33,1000,320.0,3.778,27,,679,0,3,16,593,0.6335,804.6,,,0,33000,356.8
34,1000,350.0,-2.618,30,,765,0,3,11,600,0.6603,855.9,,,0,34000,369.5
35,1000,390.0,7.116,31,,883,0,4,18,425,0.5815,862.8,,,0,35000,381.2
36,1000,340.0,10.866,26,,1000,0,4,19,540,0.5948,741.4,,,0,36000,393.2
37,1000,440.0,-0.292,33,,972,0,5,13,748,0.643,982.6,,,0,37000,406.1
38,1000,430.0,10.602,32,,987,0,5,22,486,0.625,885.9,,,0,38000,417.9
39,1000,370.0,5.185,32,,983,0,3,23,451,0.639,815.3,,,0,39000,429.3
40,1000,420.0,6.71,31,,904,0,5,24,670,0.614,812.3,,,0,40000,441.5
41,1000,350.0,5.831,30,,941,0,3,16,426,0.646,781.2,,,0,41000,453.0
42,1000,370.0,0.073,29,,742,0,4,21,743,0.6188,891.9,,,0,42000,463.9
43,1000,360.0,4.545,31,,958,0,3,17,568,0.6252,880.8,,,0,43000,476.9
44,1000,310.0,0.475,26,,971,0,3,13,643,0.5893,866.6,,,0,44000,489.0
45,1000,270.0,-11.786,25,,965,0,2,12,1000,0.6225,825.8,,,0,45000,501.4
46,1000,370.0,5.368,29,,833,0,4,22,487,0.5495,886.9,,,0,46000,514.2
47,1000,290.0,6.548,27,,971,0,2,13,392,0.634,769.3,,,0,47000,525.8
48,1000,420.0,1.725,31,,977,0,5,19,649,0.607,816.9,,,0,48000,538.6
49,1000,390.0,9.017,31,,977,0,4,19,472,0.5795,729.5,,,0,49000,550.0
50,1000,380.0,2.362,33,,987,0,3,15,599,0.6278,898.0,,,0,50000,561.0
51,1000,400.0,13.142,32,,852,0,4,26,278,0.6372,797.3,,,0,51000,597.9
52,1000,420.0,8.462,34,,967,0,4,24,562,0.6282,909.3,,,0,52000,611.4
53,1000,450.0,4.491,34,,949,0,5,17,494,0.5663,869.7,,,0,53000,623.4
54,1000,350.0,8.339,27,,850,0,4,17,485,0.6022,882.7,,,0,54000,636.0
55,1000,260.0,0.222,24,,904,0,2,15,417,0.5867,785.2,,,0,55000,649.4
56,1000,340.0,-4.481,29,,968,0,3,17,750,0.598,832.7,,,0,56000,661.6
57,1000,360.0,1.66,28,,999,0,4,17,481,0.598,742.2,,,0,57000,674.7
58,1000,280.0,1.898,26,,874,0,2,16,474,0.6775,769.2,,,0,58000,686.1
59,1000,390.0,6.956,31,,961,0,4,19,533,0.6282,829.4,,,0,59000,697.6
60,1000,330.0,3.577,28,,939,0,3,14,538,0.6318,766.3,,,0,60000,710.7
61,1000,400.0,1.516,32,,966,0,4,17,646,0.6412,900.5,,,0,61000,722.2
62,1000,380.0,7.174,30,,973,0,4,19,479,0.6065,901.9,,,0,62000,733.8
63,1000,480.0,4.099,37,,911,0,5,14,565,0.6328,803.7,,,0,63000,746.9
64,1000,390.0,3.114,31,,849,0,4,20,649,0.6362,832.1,,,0,64000,758.4
65,1000,370.0,13.055,29,,819,0,4,19,473,0.604,854.0,,,0,65000,769.9
66,1000,400.0,7.027,32,,883,0,4,19,550,0.658,810.5,,,0,66000,782.9
67,1000,330.0,4.807,28,,994,0,3,17,366,0.622,828.5,,,0,67000,794.0
68,1000,390.0,7.719,28,,925,0,5,14,445,0.604,866.9,,,0,68000,805.7
69,1000,360.0,7.143,31,,937,0,3,17,464,0.6238,842.6,,,0,69000,818.5
70,1000,320.0,-4.056,27,,704,0,3,17,776,0.6285,871.7,,,0,70000,830.2
71,1000,390.0,10.625,31,,977,0,4,21,363,0.633,782.8,,,0,71000,844.4
72,1000,400.0,8.586,32,,994,0,4,21,494,0.6295,978.2,,,0,72000,856.0
73,1000,390.0,3.048,31,,689,0,4,19,699,0.6462,889.6,,,0,73000,867.8
74,1000,340.0,3.479,29,,903,0,3,19,575,0.6175,875.7,,,0,74000,881.6
75,1000,410.0,11.131,33,,806,0,4,20,398,0.619,870.7,,,0,75000,893.7
76,1000,400.0,10.647,32,,956,0,4,18,329,0.6165,878.4,,,0,76000,905.9
77,1000,430.0,12.095,32,,958,0,5,21,428,0.5887,882.5,,,0,77000,919.6
78,1000,380.0,5.711,30,,939,0,4,18,481,0.6482,748.4,,,0,78000,931.5
79,1000,310.0,9.186,26,,872,0,3,16,408,0.6365,777.4,,,0,79000,944.8
80,1000,380.0,6.628,33,,969,0,3,17,476,0.6395,898.3,,,0,80000,956.8
81,1000,350.0,7.276,27,,933,0,4,19,475,0.5992,863.0,,,0,81000,968.3
82,1000,460.0,9.025,35,,918,0,5,23,533,0.6358,916.9,,,0,82000,981.7
83,1000,380.0,11.875,30,,914,0,4,20,377,0.6072,790.4,,,0,83000,993.1
84,1000,370.0,5.259,29,,962,0,4,16,653,0.6038,727.3,,,0,84000,1004.5
85,1000,390.0,2.458,31,,839,0,4,17,457,0.5982,806.9,,,0,85000,1017.4
86,1000,330.0,3.64,28,,818,0,3,14,419,0.6155,856.2,,,0,86000,1028.9
87,1000,370.0,7.0,29,,802,0,4,19,423,0.5715,880.8,,,0,87000,1040.7
88,1000,330.0,1.537,28,,983,0,3,13,569,0.6305,822.7,,,0,88000,1053.7
89,1000,410.0,4.384,30,,965,0,5,20,655,0.6042,808.1,,,0,89000,1065.5
90,1000,330.0,5.722,25,,821,0,4,15,444,0.6078,760.8,,,0,90000,1078.4
91,1000,410.0,7.35,30,,940,0,5,16,500,0.597,883.1,,,0,91000,1090.1
92,1000,310.0,-7.069,26,,931,0,3,10,827,0.6438,971.6,,,0,92000,1101.5
93,1000,330.0,9.264,28,,832,0,3,15,399,0.6185,857.7,,,0,93000,1114.5
94,1000,290.0,7.92,24,,988,0,3,14,352,0.6048,738.6,,,0,94000,1126.0
95,1000,300.0,-3.115,25,,828,0,3,14,687,0.657,778.1,,,0,95000,1138.2
96,1000,410.0,13.636,33,,965,0,4,25,294,0.6418,757.3,,,0,96000,1151.4
97,1000,300.0,-7.859,25,,616,0,3,13,677,0.6607,878.0,,,0,97000,1163.6
98,1000,390.0,5.063,31,,803,0,4,17,637,0.6495,927.7,,,0,98000,1175.3
99,1000,380.0,2.041,33,,973,0,3,20,582,0.6645,872.0,,,0,99000,1188.0
100,1000,410.0,1.442,30,,857,0,5,12,556,0.6038,812.8,,,0,100000,1198.5
101,1000,380.0,6.509,33,,981,0,3,19,496,0.645,894.1,,,0,101000,1238.5
102,1000,310.0,-1.241,26,,805,0,3,14,470,0.652,788.6,,,0,102000,1251.8
103,1000,340.0,1.919,29,,727,0,3,13,505,0.5703,858.6,,,0,103000,1264.0
104,1000,340.0,-0.212,29,,983,0,3,14,634,0.6465,844.5,,,0,104000,1276.5
105,1000,350.0,7.851,30,,855,0,3,18,400,0.609,893.4,,,0,105000,1289.5
106,1000,390.0,10.704,31,,999,0,4,16,324,0.6225,877.1,,,0,106000,1301.2
107,1000,380.0,3.777,30,,978,0,4,19,587,0.6518,741.1,,,0,107000,1314.2
108,1000,330.0,8.182,25,,880,0,4,16,411,0.6398,797.4,,,0,108000,1325.9
109,1000,340.0,-2.962,29,,925,0,3,16,634,0.6697,844.8,,,0,109000,1338.0
110,1000,370.0,10.393,29,,997,0,4,19,413,0.6595,856.1,,,0,110000,1352.0
111,1000,330.0,-1.065,28,,936,0,3,11,489,0.6142,754.5,,,0,111000,1364.1
112,1000,290.0,3.968,27,,982,0,2,14,504,0.6625,785.5,,,0,112000,1375.6
113,1000,280.0,5.898,26,,958,0,2,12,455,0.6458,829.8,,,0,113000,1388.6
114,1000,440.0,15.405,33,,925,0,5,20,372,0.6245,845.3,,,0,114000,1400.7
115,1000,280.0,2.067,26,,854,0,2,15,623,0.6607,892.4,,,0,115000,1413.4
116,1000,360.0,-4.351,31,,957,0,3,16,700,0.665,891.7,,,0,116000,1425.1
117,1000,270.0,7.781,25,,756,0,2,13,347,0.638,718.6,,,0,117000,1436.4
118,1000,360.0,-0.654,31,,991,0,3,19,695,0.606,961.7,,,0,118000,1449.1
119,1000,390.0,6.032,31,,951,0,4,13,334,0.6332,776.5,,,0,119000,1460.6
120,1000,430.0,4.674,35,,935,0,4,15,589,0.6198,869.1,,,0,120000,1471.9
121,1000,290.0,-0.686,27,,772,0,2,12,476,0.6505,855.1,,,0,121000,1484.4
122,1000,350.0,3.451,30,,920,0,3,19,475,0.6278,803.4,,,0,122000,1495.8
123,1000,320.0,7.389,27,,927,0,3,17,619,0.6272,871.5,,,0,123000,1507.2
124,1000,260.0,-0.856,24,,933,0,2,11,449,0.681,789.4,,,0,124000,1520.5
125,1000,390.0,0.352,31,,969,0,4,13,628,0.6538,980.3,,,0,125000,1532.8
126,1000,400.0,6.101,32,,870,0,4,16,643,0.6405,905.4,,,0,126000,1544.4
127,1000,370.0,9.29,29,,993,0,4,17,496,0.5952,802.3,,,0,127000,1557.3
128,1000,380.0,1.726,30,,948,0,4,15,579,0.6115,918.7,,,0,128000,1569.4
129,1000,420.0,6.261,31,,997,0,5,19,623,0.62,858.8,,,0,129000,1582.9
130,1000,370.0,3.916,29,,923,0,4,16,450,0.5995,732.2,,,0,130000,1594.5
131,1000,400.0,8.43,29,,833,0,5,23,511,0.5847,878.4,,,0,131000,1606.5
132,1000,410.0,11.98,30,,897,0,5,17,310,0.578,875.3,,,0,132000,1619.6
133,1000,410.0,8.454,33,,877,0,4,17,605,0.6415,847.8,,,0,133000,1631.3
134,1000,370.0,13.819,29,,854,0,4,17,330,0.627,761.8,,,0,134000,1642.9
135,1000,330.0,-0.458,28,,911,0,3,12,692,0.6587,780.4,,,0,135000,1656.5
136,1000,390.0,6.041,31,,906,0,4,18,556,0.6385,951.0,,,0,136000,1668.4
137,1000,290.0,-6.953,24,,667,0,3,13,716,0.6558,791.6,,,0,137000,1680.5
138,1000,340.0,-5.075,29,,876,0,3,12,803,0.6522,877.1,,,0,138000,1693.4
139,1000,300.0,0.71,28,,769,0,2,14,532,0.6623,871.9,,,0,139000,1704.5
140,1000,350.0,8.198,27,,993,0,4,13,433,0.588,780.7,,,0,140000,1717.7
141,1000,420.0,6.745,34,,961,0,4,17,450,0.623,831.1,,,0,141000,1729.2
142,1000,340.0,3.15,29,,956,0,3,15,605,0.6677,810.6,,,0,142000,1740.7
143,1000,390.0,-0.879,31,,838,0,4,18,855,0.6242,880.9,,,0,143000,1753.9
144,1000,340.0,-0.214,29,,836,0,3,11,697,0.642,864.0,,,0,144000,1765.9
145,1000,380.0,8.877,30,,954,0,4,14,407,0.6595,849.1,,,0,145000,1777.7
146,1000,340.0,-0.765,26,,980,0,4,19,660,0.6338,955.6,,,0,146000,1791.3
147,1000,370.0,0.211,29,,758,0,4,20,679,0.6188,806.6,,,0,147000,1803.6
148,1000,410.0,7.837,33,,989,0,4,17,490,0.619,861.7,,,0,148000,1817.4
149,1000,350.0,8.087,27,,950,0,4,14,445,0.6418,764.6,,,0,149000,1831.9
150,1000,400.0,16.477,29,,1000,0,5,18,254,0.5777,894.9,,,0,150000,1844.6
151,1000,380.0,1.292,30,,998,0,4,18,545,0.5773,870.6,,,0,151000,1893.7
152,1000,340.0,5.081,26,,863,0,4,31,619,0.6382,873.1,,,0,152000,1907.0
153,1000,460.0,13.967,35,,1000,0,5,17,483,0.6102,870.4,,,0,153000,1922.1
154,1000,300.0,-1.549,25,,997,0,3,11,567,0.654,722.9,,,0,154000,1935.8
155,1000,390.0,3.96,31,,966,0,4,18,494,0.6272,928.0,,,0,155000,1949.0
156,1000,390.0,10.705,31,,901,0,4,20,486,0.666,892.9,,,0,156000,1963.8
157,1000,280.0,1.606,26,,982,0,2,20,570,0.6058,884.9,,,0,157000,1976.5
158,1000,420.0,9.896,31,,985,0,5,24,472,0.6325,997.1,,,0,158000,1992.3
159,1000,370.0,3.784,29,,895,0,4,17,622,0.6092,778.3,,,0,159000,2005.0
160,1000,360.0,6.939,31,,983,0,3,14,485,0.5923,904.3,,,0,160000,2018.3
161,1000,330.0,1.078,28,,795,0,3,18,557,0.6225,973.3,,,0,161000,2032.9
162,1000,390.0,7.698,31,,806,0,4,23,636,0.6155,843.4,,,0,162000,2046.2
163,1000,340.0,12.469,29,,895,0,3,18,425,0.6272,789.6,,,0,163000,2060.2
164,1000,360.0,7.903,31,,976,0,3,18,638,0.6302,809.2,,,0,164000,2075.2
165,1000,350.0,4.911,27,,984,0,4,17,406,0.5968,765.2,,,0,165000,2101.7
166,1000,370.0,4.32,29,,838,0,4,17,447,0.6118,831.7,,,0,166000,2116.6
167,1000,360.0,-1.233,31,,825,0,3,17,710,0.6462,859.1,,,0,167000,2132.2
168,1000,320.0,-6.61,27,,858,0,3,14,780,0.6348,903.4,,,0,168000,2149.9
169,1000,360.0,-2.301,31,,1000,0,3,17,624,0.644,1035.5,,,0,169000,2165.6
170,1000,430.0,4.498,32,,981,0,5,14,619,0.6402,821.7,,,0,170000,2179.6
171,1000,430.0,7.289,32,,875,0,5,16,506,0.6198,767.6,,,0,171000,2195.0
172,1000,410.0,6.512,33,,959,0,4,15,583,0.59,822.7,,,0,172000,2209.2
173,1000,480.0,3.125,34,,878,0,6,22,639,0.636,885.9,,,0,173000,2224.9
174,1000,370.0,4.625,29,,864,0,4,15,616,0.5735,841.5,,,0,174000,2238.8
175,1000,340.0,-4.169,29,,961,0,3,16,971,0.6492,962.5,,,0,175000,2253.6
176,1000,370.0,6.744,29,,732,0,4,22,542,0.6302,782.6,,,0,176000,2269.6
177,1000,330.0,2.029,25,,571,0,4,15,494,0.5992,722.1,,,0,177000,2284.6
178,1000,360.0,3.981,31,,989,0,3,19,513,0.6558,902.7,,,0,178000,2300.9
179,1000,340.0,9.646,29,,996,0,3,23,388,0.608,789.8,,,0,179000,2315.4
180,1000,360.0,3.182,31,,916,0,3,16,577,0.645,886.6,,,0,180000,2331.1
181,1000,400.0,7.231,32,,864,0,4,19,422,0.6428,950.5,,,0,181000,2346.3
182,1000,460.0,12.798,32,,986,0,6,22,350,0.5893,793.9,,,0,182000,2362.8
183,1000,390.0,12.604,31,,958,0,4,20,273,0.6495,822.9,,,0,183000,2378.2
184,1000,350.0,4.71,30,,922,0,3,18,708,0.577,762.3,,,0,184000,2394.3
185,1000,420.0,15.913,31,,947,0,5,17,312,0.5968,808.9,,,0,185000,2409.2
186,1000,390.0,6.649,31,,914,0,4,20,646,0.639,813.1,,,0,186000,2423.6
187,1000,490.0,11.97,38,,975,0,5,24,662,0.632,858.8,,,0,187000,2440.2
188,1000,440.0,7.357,33,,953,0,5,19,672,0.6282,879.9,,,0,188000,2455.7
189,1000,350.0,2.624,30,,853,0,3,15,591,0.6448,849.2,,,0,189000,2471.5
190,1000,460.0,13.506,35,,958,0,5,22,465,0.6175,860.1,,,0,190000,2486.6
191,1000,420.0,3.788,34,,980,0,4,16,662,0.626,859.9,,,0,191000,2503.6
192,1000,380.0,7.197,30,,909,0,4,13,550,0.6365,855.4,,,0,192000,2518.7
193,1000,300.0,4.12,25,,698,0,3,17,605,0.6515,889.2,,,0,193000,2535.1
194,1000,370.0,-7.006,29,,729,0,4,14,806,0.6122,867.6,,,0,194000,2550.0
195,1000,370.0,2.94,29,,973,0,4,16,610,0.64,834.2,,,0,195000,2567.1
196,1000,370.0,9.918,29,,946,0,4,17,536,0.6105,844.2,,,0,196000,2582.0
197,1000,360.0,3.781,28,,990,0,4,17,604,0.6428,825.6,,,0,197000,2598.5
198,1000,360.0,3.326,31,,941,0,3,13,478,0.6245,972.9,,,0,198000,2613.4
199,1000,430.0,7.948,32,,980,0,5,14,528,0.5843,985.0,,,0,199000,2629.4
200,1000,390.0,11.327,31,,988,0,4,17,407,0.6418,737.2,,,0,200000,2644.1
201,1000,360.0,2.901,31,,962,0,3,13,499,0.6278,901.2,,,0,201000,2696.5
202,1000,310.0,-5.661,26,,845,0,3,12,677,0.6212,769.1,,,0,202000,2711.7
203,1000,380.0,9.876,30,,871,0,4,10,489,0.6392,792.0,,,0,203000,2726.7
204,1000,380.0,4.967,30,,955,0,4,13,569,0.635,891.6,,,0,204000,2743.4
205,1000,380.0,-0.815,30,,901,0,4,12,684,0.6348,825.2,,,0,205000,2758.8
206,1000,390.0,8.295,31,,912,0,4,18,347,0.6402,752.8,,,0,206000,2774.9
207,1000,410.0,8.379,30,,968,0,5,17,463,0.6148,762.2,,,0,207000,2789.4
208,1000,410.0,7.987,33,,934,0,4,23,562,0.6392,849.9,,,0,208000,2805.1
209,1000,320.0,-7.073,27,,725,0,3,16,863,0.651,866.9,,,0,209000,2819.5
210,1000,310.0,0.023,29,,969,0,2,14,719,0.6302,894.6,,,0,210000,2835.2
211,1000,290.0,-13.515,24,,843,0,3,15,1111,0.674,788.3,,,0,211000,2849.6
212,1000,350.0,-3.649,30,,841,0,3,15,668,0.6415,769.9,,,0,212000,2865.1
213,1000,300.0,-5.122,25,,980,0,3,13,668,0.6255,827.4,,,0,213000,2879.4
214,1000,390.0,0.44,31,,796,0,4,15,592,0.646,832.1,,,0,214000,2894.0
215,1000,320.0,6.881,27,,915,0,3,14,410,0.5895,705.1,,,0,215000,2910.3
216,1000,410.0,6.949,30,,921,0,5,12,439,0.6228,833.6,,,0,216000,2925.2
217,1000,330.0,15.812,28,,871,0,3,72,492,0.6025,881.5,,,0,217000,2941.3
218,1000,430.0,3.763,35,,980,0,4,16,462,0.6418,857.3,,,0,218000,2956.2
219,1000,390.0,3.02,31,,945,0,4,12,516,0.5927,876.9,,,0,219000,2972.2
220,1000,360.0,-2.773,28,,843,0,4,14,769,0.6245,951.8,,,0,220000,2986.4
221,1000,350.0,6.516,30,,968,0,3,15,550,0.6725,835.9,,,0,221000,3001.7
222,1000,360.0,1.826,31,,913,0,3,14,564,0.6295,871.5,,,0,222000,3016.3
223,1000,330.0,2.368,28,,854,0,3,11,369,0.6455,894.9,,,0,223000,3030.8
224,1000,420.0,6.042,31,,930,0,5,14,457,0.6418,862.5,,,0,224000,3047.2
225,1000,330.0,5.225,25,,700,0,4,30,599,0.6125,872.1,,,0,225000,3062.5
226,1000,390.0,6.348,28,,928,0,5,17,469,0.6573,703.7,,,0,226000,3078.1
227,1000,340.0,6.866,29,,933,0,3,24,519,0.6375,807.2,,,0,227000,3092.5
228,1000,380.0,4.58,30,,891,0,4,19,518,0.62,864.6,,,0,228000,3108.7
229,1000,330.0,6.757,28,,940,0,3,16,445,0.55,790.1,,,0,229000,3122.8
230,1000,330.0,-2.152,25,,747,0,4,19,726,0.6018,750.3,,,0,230000,3138.4
231,1000,310.0,-0.263,26,,802,0,3,15,537,0.6705,854.4,,,0,231000,3153.3
232,1000,440.0,7.826,33,,960,0,5,14,481,0.649,1018.4,,,0,232000,3169.9
233,1000,340.0,-6.372,29,,776,0,3,9,792,0.6208,856.8,,,0,233000,3185.1
234,1000,360.0,-4.312,31,,930,0,3,11,788,0.6425,752.4,,,0,234000,3199.7
235,1000,330.0,2.39,28,,904,0,3,13,530,0.625,841.9,,,0,235000,3215.6
236,1000,360.0,-0.586,28,,981,0,4,9,534,0.6635,786.1,,,0,236000,3230.2
237,1000,270.0,-3.091,25,,988,0,2,14,681,0.6202,849.4,,,0,237000,3246.4
238,1000,390.0,15.943,31,,992,0,4,21,414,0.6145,823.4,,,0,238000,3261.3
239,1000,350.0,2.034,30,,939,0,3,13,518,0.6398,839.4,,,0,239000,3277.7
240,1000,360.0,8.892,28,,1000,0,4,12,337,0.4988,753.4,,,0,240000,3292.2
241,1000,420.0,12.105,34,,906,0,4,17,532,0.639,958.8,,,0,241000,3309.0
242,1000,260.0,-7.398,24,,935,0,2,10,746,0.6775,714.8,,,0,242000,3323.4
243,1000,390.0,4.074,31,,951,0,4,14,516,0.6182,834.9,,,0,243000,3339.9
244,1000,380.0,1.395,30,,955,0,4,14,644,0.6542,811.7,,,0,244000,3354.9
245,1000,420.0,10.166,31,,971,0,5,18,436,0.626,771.3,,,0,245000,3370.2
246,1000,410.0,8.664,33,,998,0,4,17,414,0.636,864.1,,,0,246000,3386.7
247,1000,380.0,10.399,30,,1000,0,4,17,372,0.609,892.2,,,0,247000,3402.0
248,1000,360.0,13.086,28,,829,0,4,15,429,0.6318,768.5,,,0,248000,3418.2
249,1000,400.0,1.937,29,,874,0,5,15,483,0.593,849.5,,,0,249000,3432.8
250,1000,390.0,4.456,31,,980,0,4,12,554,0.6182,846.4,,,0,250000,3448.4
251,1000,400.0,-1.51,32,,948,0,4,14,651,0.6432,847.7,,,0,251000,3496.9
252,1000,370.0,-1.329,29,,996,0,4,16,656,0.649,782.5,,,0,252000,3512.8
253,1000,380.0,1.01,30,,936,0,4,11,493,0.6362,811.9,,,0,253000,3527.9
254,1000,470.0,13.926,33,,996,0,6,19,308,0.6092,807.8,,,0,254000,3543.5
255,1000,440.0,12.033,30,,868,0,6,21,564,0.5697,793.2,,,0,255000,3558.7
256,1000,460.0,5.802,35,,978,0,5,12,446,0.6005,799.1,,,0,256000,3574.4
257,1000,340.0,1.683,26,,878,0,4,16,604,0.6378,805.3,,,0,257000,3589.0
258,1000,440.0,12.233,36,,931,0,4,18,341,0.624,891.1,,,0,258000,3603.4
259,1000,390.0,1.718,31,,909,0,4,12,496,0.6292,830.9,,,0,259000,3619.5
260,1000,400.0,6.495,32,,948,0,4,17,517,0.6002,911.4,,,0,260000,3634.3
261,1000,370.0,7.362,29,,998,0,4,13,357,0.6442,788.7,,,0,261000,3650.8
262,1000,470.0,16.143,36,,938,0,5,19,350,0.6138,896.3,,,0,262000,3667.4
263,1000,490.0,9.313,35,,978,0,6,20,443,0.6118,828.3,,,0,263000,3683.6
264,1000,330.0,2.083,28,,691,0,3,12,674,0.6228,868.0,,,0,264000,3698.6
265,1000,370.0,4.991,29,,960,0,4,17,510,0.6005,784.0,,,0,265000,3715.7
266,1000,330.0,-8.755,28,,876,0,3,10,713,0.6603,801.9,,,0,266000,3732.1
267,1000,290.0,3.171,27,,973,0,2,12,427,0.6365,857.7,,,0,267000,3748.9
268,1000,310.0,0.222,26,,1000,0,3,13,577,0.6185,791.9,,,0,268000,3763.5
269,1000,300.0,1.918,25,,804,0,3,9,505,0.6693,811.3,,,0,269000,3779.1
270,1000,390.0,1.366,31,,981,0,4,15,616,0.6385,904.1,,,0,270000,3794.2
271,1000,280.0,3.277,26,,1000,0,2,12,387,0.6613,809.7,,,0,271000,3810.8
272,1000,430.0,8.521,32,,883,0,5,21,497,0.5667,793.8,,,0,272000,3825.1
273,1000,300.0,0.68,25,,995,0,3,15,479,0.624,793.6,,,0,273000,3839.5
274,1000,400.0,6.088,29,,888,0,5,20,580,0.6018,804.9,,,0,274000,3854.8
275,1000,410.0,-0.602,30,,863,0,5,13,537,0.6375,887.9,,,0,275000,3868.6
276,1000,340.0,7.29,29,,901,0,3,11,374,0.5913,777.4,,,0,276000,3884.3
277,1000,350.0,-2.212,30,,998,0,3,19,710,0.6402,889.0,,,0,277000,3899.5
278,1000,430.0,10.288,32,,988,0,5,26,426,0.631,766.5,,,0,278000,3915.4
279,1000,390.0,3.351,31,,927,0,4,19,551,0.6545,1000.3,,,0,279000,3929.6
280,1000,290.0,-9.507,24,,977,0,3,14,807,0.6583,931.3,,,0,280000,3944.8
281,1000,350.0,1.687,30,,751,0,3,14,466,0.569,785.4,,,0,281000,3959.9
282,1000,350.0,7.554,30,,988,0,3,23,468,0.6062,835.4,,,0,282000,3974.8
283,1000,430.0,11.576,32,,878,0,5,20,418,0.5817,865.4,,,0,283000,3989.8
284,1000,400.0,9.704,32,,905,0,4,25,537,0.6522,893.0,,,0,284000,4003.3
285,1000,340.0,-0.815,29,,931,0,3,16,665,0.6535,858.2,,,0,285000,4018.4
286,1000,420.0,9.516,31,,912,0,5,22,466,0.6322,842.7,,,0,286000,4032.0
287,1000,370.0,-1.771,32,,977,0,3,21,785,0.6258,958.0,,,0,287000,4047.1
288,1000,450.0,8.034,34,,989,0,5,18,493,0.5845,864.2,,,0,288000,4060.8
289,1000,330.0,10.642,28,,885,0,3,16,402,0.6478,920.7,,,0,289000,4074.3
290,1000,330.0,3.261,28,,929,0,3,16,558,0.6195,709.8,,,0,290000,4089.8
291,1000,350.0,2.121,30,,944,0,3,12,494,0.6482,839.3,,,0,291000,4103.0
292,1000,340.0,2.053,29,,937,0,3,14,605,0.6345,765.8,,,0,292000,4118.2
293,1000,460.0,16.829,35,,990,0,5,25,514,0.6138,870.9,,,0,293000,4132.1
294,1000,490.0,15.406,35,,987,0,6,27,455,0.5777,901.4,,,0,294000,4145.8
295,1000,440.0,11.608,33,,997,0,5,20,395,0.6172,816.9,,,0,295000,4160.7
