episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,30.6667,4.0069,3.75,0.0,0.5859,813.9924,0,1,586.5
100,27.25,4.603,3.0,0.0,0.6191,796.2277,0,0,1226.8
150,21.25,6.2065,1.6667,0.0,0.6583,803.4376,0,0,1879.1
200,28.1667,3.5316,3.5833,0.0,0.6103,787.0238,0,0,2680.4
250,29.5,4.0723,3.75,0.0,0.6321,828.5783,0,0,3481.8
300,24.0,8.7274,3.0,0.0,0.6206,800.7277,0,0,4269.2
350,26.4167,6.0753,3.3333,0.0,0.6477,831.0696,0,0,5063.3
400,20.5833,10.9275,2.5833,0.5,0.6719,841.8844,0,0,5868.8
450,24.5,4.6278,2.5,0.0,0.6553,819.4722,0,0,6584.9
500,18.4167,10.1609,1.8333,0.3333,0.6718,841.5543,0,0,7242.2
550,24.25,4.8326,3.0833,0.0833,0.6282,766.3622,0,0,7911.7
600,26.3333,5.2175,2.75,0.0,0.6619,840.2676,0,0,8561.5
650,24.75,4.5666,2.75,0.0,0.6071,724.0345,0,0,9200.0
700,21.8333,5.5951,1.4167,0.0833,0.6443,774.3144,0,0,9851.6
750,18.9167,5.9225,1.5,0.0833,0.6785,831.9129,0,0,10521.7
800,23.0,7.5056,2.0833,0.0,0.6302,736.7981,0,0,11181.6
