episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,50.0,0.0,8.1,0.6278,935.5614,1.0,1097.6375,125.3648,1,3357.1
100,50.0,0.0,8.125,0.6147,935.1962,1.0,1042.3125,126.1025,1,7049.0
150,49.9875,0.1111,8.4375,0.6203,934.7827,0.9875,982.5875,125.6488,0,10566.2
200,50.0,0.0,8.275,0.623,935.318,1.0,1008.7625,126.5498,1,14062.1
250,49.9875,0.1111,8.5,0.5988,935.3584,0.9875,1008.475,125.3037,0,17522.8
300,49.85,1.3332,8.25,0.6105,935.4369,0.9875,942.125,126.1883,0,20908.8
350,49.8,1.4,8.25,0.6036,934.9476,0.975,940.1,124.9653,0,23672.6
400,49.7125,2.3409,8.275,0.6011,932.479,0.975,929.5375,125.1062,0,26396.6
450,49.975,0.2222,8.25,0.6104,936.3649,0.9875,898.5875,126.7688,1,29078.4
500,49.7625,1.7193,8.425,0.6017,935.5152,0.975,903.9375,125.4475,0,31832.7
550,49.6875,1.9912,8.425,0.6087,933.6401,0.975,910.9125,125.3545,0,34612.8
600,49.8,1.4,8.375,0.6039,934.1607,0.975,897.125,125.5383,0,37376.5
650,50.0,0.0,8.4125,0.5968,935.6267,1.0,891.7,128.1107,1,40146.4
700,50.0,0.0,8.375,0.6009,935.9734,1.0,880.7125,128.2572,1,42814.1
750,49.325,4.1975,8.1,0.6072,930.125,0.9625,878.6875,124.5342,0,45434.0
800,49.9875,0.1111,8.3875,0.6035,936.578,0.9875,876.9125,127.0578,0,48066.5
850,49.95,0.4444,8.1875,0.6037,934.8489,0.9875,856.1125,127.3352,0,50683.2
900,49.775,1.6731,8.3,0.6097,934.2446,0.95,906.7375,122.9102,0,53361.0
950,49.85,0.5937,8.1,0.6121,935.1411,0.925,884.1625,120.7112,0,56098.2
1000,49.925,0.6666,8.2875,0.6015,934.059,0.9875,869.65,127.1547,0,58797.4
1050,49.9125,0.3935,8.3125,0.6022,935.8785,0.95,914.0125,122.8132,0,61455.0
1100,50.0,0.0,8.3375,0.6055,936.2518,1.0,867.075,128.439,1,64143.1
1150,49.95,0.3122,8.2875,0.6026,935.4477,0.975,869.5625,125.9058,0,66804.2
1200,49.8375,1.3364,8.2875,0.6076,934.8353,0.975,883.55,125.7193,0,69472.7
1250,49.7375,2.2234,8.175,0.6106,932.7863,0.975,882.925,125.7277,0,71716.8
1300,49.975,0.2222,8.3875,0.6057,935.1858,0.9875,898.5,126.77,0,73671.4
1350,49.8375,1.0891,8.3875,0.605,934.3397,0.975,865.225,125.9637,0,75605.3
1400,50.0,0.0,8.3625,0.6051,935.9955,1.0,892.325,128.1023,0,77588.8
1450,49.8,0.9407,8.2875,0.6063,934.0976,0.95,882.175,123.2377,0,79145.3
1500,49.9,0.8888,8.6,0.603,936.6718,0.9875,882.6375,126.9815,0,80454.0
