episode,steps,reward,delivered,completion_rate,makespan,idle_drones,deliv_min,deliv_max,deliv_std,reloads,blocked,hop2plus,max_reach,t_last_deliv,comm_loss,alpha,loss_critic,loss_actor,env_steps,wall_sec
40,1000,118.2935,14,0.28,,0,1,5,1.5,0,942,0.6603,1060.4,480,0,0.044205,3.511262,-20.367496,40000,476.8
41,1000,89.02,13,0.26,,1,0,5,2.0463,0,1619,0.6315,993.1,970,0,0.043671,4.712893,-19.416128,41000,490.0
42,1000,131.6756,16,0.32,,0,3,5,1.0,0,655,0.6845,1071.2,852,0,0.043704,6.245683,-20.953489,42000,503.6
43,1000,53.2061,9,0.18,,1,0,3,1.299,0,2438,0.3195,894.1,617,0,0.043049,3.391727,-19.41238,43000,516.6
44,1000,131.196,16,0.32,,0,2,5,1.2247,0,859,0.607,1073.5,766,0,0.042359,2.703186,-21.165482,44000,529.8
45,1000,130.284,16,0.32,,0,3,5,1.0,0,981,0.647,992.9,997,0,0.041645,4.774118,-21.844387,45000,543.5
46,1000,96.5826,13,0.26,,0,1,5,1.479,0,712,0.6627,918.0,935,0,0.042514,2.373334,-19.96344,46000,557.2
47,1000,92.1383,12,0.24,,0,1,5,1.5811,0,656,0.7017,1073.5,862,0,0.043135,2.220545,-21.361502,47000,570.4
48,1000,90.7357,12,0.24,,1,0,5,2.1213,0,1629,0.4512,974.5,356,0,0.043801,4.296165,-23.21557,48000,583.6
49,1000,82.2353,12,0.24,,0,1,5,1.4142,0,826,0.5633,1073.5,530,0,0.043734,1.499247,-22.071381,49000,597.0
50,1000,75.7137,10,0.2,,0,1,5,1.5,0,1567,0.6745,1015.2,396,0,0.04321,2.756,-24.594339,50000,610.6
51,1000,114.0644,15,0.3,,0,1,5,1.6394,0,1309,0.5673,1073.5,661,0,0.042695,1.988889,-23.348537,51000,638.5
52,1000,153.8051,17,0.34,,0,2,5,1.299,0,1042,0.4778,855.2,896,0,0.041187,1.915062,-24.82201,52000,651.0
53,1000,152.7375,18,0.36,,0,3,5,0.866,0,1125,0.4108,952.4,653,0,0.040916,2.512642,-23.499937,53000,664.3
54,1000,53.7396,8,0.16,,0,1,3,0.7071,0,992,0.4703,980.7,371,0,0.041901,1.536201,-21.671104,54000,677.4
55,1000,126.8476,16,0.32,,0,1,5,1.7321,0,1480,0.6548,1073.5,543,0,0.042153,2.513851,-21.764797,55000,690.7
56,1000,67.7694,10,0.2,,1,0,5,1.8028,0,1450,0.4562,958.7,334,0,0.041999,1.846114,-22.403759,56000,703.7
57,1000,91.0948,13,0.26,,0,2,4,0.8292,0,959,0.6005,1070.8,704,0,0.041906,3.075912,-21.463417,57000,716.9
58,1000,27.6629,7,0.14,,1,0,4,1.479,0,2731,0.545,875.9,791,0,0.042593,1.966369,-24.294483,58000,730.3
59,1000,110.8858,15,0.3,,0,1,5,1.6394,0,676,0.401,1033.3,837,0,0.042495,2.187404,-23.758595,59000,743.6
60,1000,142.9218,16,0.32,,0,2,5,1.2247,0,3,0.4622,901.0,796,0,0.040926,1.673666,-22.823223,60000,756.6
61,1000,123.8561,16,0.32,,0,3,5,0.7071,0,1030,0.6603,1073.5,603,0,0.040273,2.302303,-22.487671,61000,769.8
62,1000,87.8617,11,0.22,,0,1,5,1.479,0,865,0.3965,934.2,773,0,0.039562,6.515685,-21.407322,62000,783.4
63,1000,124.5053,14,0.28,,0,1,5,1.5,0,378,0.4532,1028.2,981,0,0.038839,2.593253,-22.449905,63000,796.5
64,1000,71.4818,9,0.18,,0,2,3,0.433,0,881,0.4545,938.0,970,0,0.038264,1.239289,-25.715202,64000,809.9
65,1000,157.2906,19,0.38,,0,4,5,0.433,0,1100,0.6637,1073.5,640,0,0.038285,2.503273,-23.768963,65000,823.3
66,1000,87.3714,11,0.22,,0,2,4,0.8292,0,835,0.4963,1044.6,917,0,0.038488,1.444127,-26.568192,66000,837.6
67,1000,119.5539,15,0.3,,0,1,5,1.6394,0,962,0.5345,1002.1,613,0,0.039719,2.416882,-24.359808,67000,851.6
68,1000,151.8622,18,0.36,,0,4,5,0.5,0,823,0.5557,1073.5,712,0,0.040171,1.929504,-23.889688,68000,864.7
69,1000,142.3185,16,0.32,,0,2,5,1.2247,0,543,0.496,973.1,971,0,0.038515,2.433715,-22.93195,69000,878.2
70,1000,136.3277,16,0.32,,0,2,5,1.2247,0,260,0.4025,1014.5,837,0,0.037932,2.652788,-23.318445,70000,891.2
71,1000,156.1508,18,0.36,,0,3,5,0.866,0,560,0.5725,1073.5,630,0,0.036675,1.707268,-22.906147,71000,904.9
72,1000,84.0033,12,0.24,,0,1,5,1.5811,0,523,0.4415,817.3,467,0,0.036387,1.290195,-21.699951,72000,918.2
73,1000,148.7066,18,0.36,,0,3,5,0.866,0,778,0.598,1073.5,825,0,0.036067,6.662573,-22.161003,73000,931.4
74,1000,119.2503,15,0.3,,0,3,5,0.8292,0,717,0.4758,1069.7,900,0,0.036003,1.909611,-24.431038,74000,944.9
75,1000,122.2194,16,0.32,,0,3,5,1.0,0,800,0.5515,1070.7,876,0,0.036102,2.000955,-23.020403,75000,958.3
76,1000,143.1872,17,0.34,,0,2,5,1.299,0,467,0.5212,893.0,919,0,0.035778,1.786103,-21.234446,76000,971.5
77,1000,135.7691,16,0.32,,0,3,5,1.0,0,594,0.4552,969.3,953,0,0.035636,2.727591,-22.944035,77000,984.8
78,1000,150.1454,17,0.34,,0,3,5,0.8292,0,274,0.5925,1004.3,932,0,0.035821,1.844171,-24.642689,78000,998.1
79,1000,141.5002,17,0.34,,0,2,5,1.299,0,471,0.4803,1012.6,973,0,0.035764,4.244041,-23.752115,79000,1012.1
80,1000,58.2189,11,0.22,,0,1,5,1.479,0,654,0.574,963.0,913,0,0.036265,2.892225,-22.195301,80000,1024.9
81,1000,152.7423,18,0.36,,0,3,5,0.866,0,704,0.4415,996.4,938,0,0.036539,4.514848,-24.380497,81000,1038.3
82,1000,129.5722,16,0.32,,0,1,5,1.7321,0,438,0.5098,1024.4,816,0,0.036165,1.993784,-21.373127,82000,1051.2
83,1000,161.135,19,0.38,,0,4,5,0.433,0,654,0.5647,1073.5,713,0,0.036437,3.001074,-22.487856,83000,1064.4
84,1000,154.458,18,0.36,,0,3,5,0.866,0,382,0.402,1058.3,978,0,0.0361,1.481648,-21.008059,84000,1077.6
85,1000,155.4663,17,0.34,,0,2,5,1.299,0,907,0.344,1073.5,919,0,0.036227,1.25775,-20.247002,85000,1091.0
86,1000,143.336,16,0.32,,0,2,5,1.2247,0,649,0.4363,903.5,959,0,0.036231,2.121517,-22.65617,86000,1104.3
87,1000,163.0018,20,0.4,,0,5,5,0.0,0,897,0.6025,1073.5,477,0,0.035403,5.907572,-20.736294,87000,1118.2
88,1000,107.7606,13,0.26,,0,1,5,1.479,0,244,0.586,1056.2,637,0,0.035678,1.868751,-18.775539,88000,1131.3
89,1000,134.5523,16,0.32,,0,3,5,0.7071,0,591,0.5952,1042.1,1000,0,0.035801,2.183765,-21.246683,89000,1144.6
90,1000,82.1267,12,0.24,,1,0,5,2.1213,0,770,0.3377,1022.0,990,0,0.035665,3.356857,-21.830967,90000,1158.0
91,1000,175.6614,20,0.4,,0,5,5,0.0,0,275,0.5847,1073.5,437,0,0.035663,3.254236,-22.440735,91000,1170.9
92,1000,127.44,16,0.32,,0,1,5,1.7321,0,503,0.4318,1016.7,784,0,0.035474,1.828321,-18.635048,92000,1184.7
93,1000,137.5993,18,0.36,,0,4,5,0.5,0,201,0.5195,1073.5,964,0,0.035625,1.850134,-19.113329,93000,1198.3
94,1000,132.5545,16,0.32,,0,3,5,1.0,0,835,0.5583,1050.3,661,0,0.035426,4.180073,-19.593033,94000,1211.2
95,1000,101.5509,13,0.26,,1,0,5,1.9203,0,340,0.346,863.3,781,0,0.035011,7.096149,-20.074539,95000,1226.0
96,1000,111.1355,14,0.28,,0,1,5,1.6583,0,226,0.5913,966.7,833,0,0.034977,1.822883,-20.386349,96000,1239.5
97,1000,138.5757,17,0.34,,0,3,5,0.8292,0,321,0.5517,1073.5,529,0,0.034699,3.002825,-19.621088,97000,1252.8
98,1000,141.5637,16,0.32,,0,3,5,0.7071,0,121,0.4998,1013.8,975,0,0.03461,4.207586,-20.372307,98000,1266.2
99,1000,177.2674,20,0.4,,0,5,5,0.0,0,215,0.3638,975.8,853,0,0.035117,2.653985,-19.432468,99000,1279.3
100,1000,137.2633,16,0.32,,0,2,5,1.2247,0,474,0.504,1000.7,774,0,0.03493,4.376399,-18.852665,100000,1292.9
101,1000,137.1369,17,0.34,,0,3,5,0.8292,0,743,0.5773,1073.5,984,0,0.033741,1.09654,-16.117128,101000,1319.7
102,1000,177.3428,20,0.4,,0,5,5,0.0,0,176,0.6032,1030.4,782,0,0.032585,1.993947,-18.554224,102000,1333.0
103,1000,125.4497,15,0.3,,0,2,5,1.0897,0,541,0.66,1049.0,476,0,0.032635,1.188864,-18.654606,103000,1345.6
104,1000,118.5215,15,0.3,,1,0,5,2.1651,0,385,0.5865,1073.5,340,0,0.032216,1.544084,-17.529085,104000,1358.8
105,1000,122.1792,14,0.28,,0,1,5,1.6583,0,343,0.6115,1007.0,675,0,0.032554,2.653085,-17.639977,105000,1372.1
106,1000,170.9484,20,0.4,,0,5,5,0.0,0,532,0.6245,1072.3,879,0,0.032134,1.960125,-17.791672,106000,1385.8
107,1000,121.3253,15,0.3,,1,0,5,2.1651,0,350,0.3013,1069.5,774,0,0.031997,2.438341,-14.932929,107000,1399.2
108,1000,122.7831,15,0.3,,1,0,5,2.1651,0,586,0.6402,1056.5,666,0,0.031465,2.382288,-17.31263,108000,1412.1
109,1000,143.6503,17,0.34,,0,2,5,1.299,0,477,0.565,1045.5,902,0,0.031516,1.514049,-18.613802,109000,1425.0
110,1000,144.4854,17,0.34,,0,2,5,1.299,0,489,0.6302,1073.0,709,0,0.031093,2.217578,-16.606602,110000,1439.1
111,1000,143.7073,17,0.34,,0,2,5,1.299,0,509,0.61,1073.5,868,0,0.03082,2.87243,-16.688681,111000,1452.4
112,1000,133.3541,16,0.32,,0,1,5,1.7321,0,582,0.5128,1042.9,476,0,0.030745,1.023697,-14.785271,112000,1465.6
113,1000,59.727,10,0.2,,0,1,5,1.5,0,76,0.555,1073.5,576,0,0.030723,3.506899,-16.366528,113000,1478.8
114,1000,122.2908,14,0.28,,0,2,5,1.5,0,279,0.6292,1073.5,679,0,0.030481,1.379827,-16.221607,114000,1492.2
115,1000,117.9147,15,0.3,,0,2,5,1.0897,0,1129,0.619,969.5,425,0,0.030016,2.370088,-14.802608,115000,1506.3
116,1000,175.128,20,0.4,,0,5,5,0.0,0,390,0.6743,1073.5,924,0,0.029418,2.02862,-14.645166,116000,1519.1
117,1000,172.9024,19,0.38,,0,4,5,0.433,0,333,0.669,1073.5,615,0,0.028792,2.737172,-16.589392,117000,1532.1
118,1000,161.269,19,0.38,,0,4,5,0.433,0,408,0.632,1073.5,661,0,0.029055,1.76285,-14.807077,118000,1545.0
119,1000,150.5947,18,0.36,,0,4,5,0.5,0,597,0.5935,1073.5,982,0,0.029197,6.916306,-14.84974,119000,1558.2
120,1000,165.6071,20,0.4,,0,5,5,0.0,0,652,0.6165,1069.9,926,0,0.029659,1.417705,-14.785305,120000,1571.7
121,1000,136.9315,18,0.36,,0,3,5,0.866,0,1146,0.5617,1063.7,482,0,0.030142,1.030357,-16.396,121000,1584.9
122,1000,180.3186,20,0.4,,0,5,5,0.0,0,330,0.6318,1073.5,940,0,0.030254,2.697858,-13.165747,122000,1598.6
123,1000,120.3765,15,0.3,,0,1,5,1.6394,0,385,0.5138,1029.3,861,0,0.03013,2.702034,-13.738698,123000,1611.6
124,1000,130.9596,16,0.32,,0,4,4,0.0,0,463,0.4607,1073.5,542,0,0.029165,11.237741,-13.792138,124000,1625.2
125,1000,110.4483,15,0.3,,0,2,5,1.299,0,720,0.3638,1073.5,971,0,0.028914,2.418334,-15.338993,125000,1638.6
126,1000,95.2669,13,0.26,,0,2,5,1.0897,0,510,0.4098,1034.3,768,0,0.028479,2.158487,-14.558496,126000,1652.3
127,1000,121.2767,15,0.3,,1,0,5,2.1651,0,830,0.5497,1028.3,589,0,0.028212,1.753922,-13.98674,127000,1665.9
128,1000,119.8334,15,0.3,,0,1,5,1.6394,0,581,0.5437,988.3,908,0,0.027613,1.459774,-12.575743,128000,1679.7
129,1000,139.7549,16,0.32,,0,2,5,1.2247,0,258,0.4765,997.0,937,0,0.027525,11.732948,-15.551974,129000,1693.3
130,1000,159.2013,18,0.36,,0,3,5,0.866,0,675,0.4903,1073.5,702,0,0.027983,4.490414,-17.01771,130000,1706.9
131,1000,103.1963,14,0.28,,0,2,5,1.118,0,716,0.5613,1043.2,545,0,0.027839,5.158584,-13.421335,131000,1720.2
132,1000,115.8146,15,0.3,,0,1,5,1.6394,0,105,0.575,1073.5,985,0,0.027999,1.823623,-14.960045,132000,1733.2
133,1000,164.4095,19,0.38,,0,4,5,0.433,0,479,0.5385,1041.2,514,0,0.027406,1.428904,-14.218079,133000,1745.9
134,1000,168.1669,20,0.4,,0,5,5,0.0,0,637,0.579,992.5,996,0,0.027383,1.497628,-16.499535,134000,1759.0
135,1000,73.7173,11,0.22,,1,0,5,1.9203,0,1222,0.425,988.0,593,0,0.027495,1.594262,-15.22779,135000,1773.8
136,1000,145.4244,16,0.32,,0,2,5,1.2247,0,6,0.6232,1010.8,937,0,0.026989,11.681395,-14.715493,136000,1787.3
137,1000,173.8786,20,0.4,,0,5,5,0.0,0,637,0.6225,1044.3,889,0,0.02727,2.581753,-15.236559,137000,1801.7
138,1000,185.6811,20,0.4,,0,5,5,0.0,0,498,0.277,761.5,870,0,0.026976,1.128827,-13.369562,138000,1815.0
139,1000,82.3001,11,0.22,,1,0,5,2.2776,0,1550,0.5493,835.3,806,0,0.026724,1.016828,-12.866977,139000,1827.9
140,1000,129.8665,16,0.32,,0,1,5,1.7321,0,748,0.4542,924.9,802,0,0.027108,4.480605,-14.484913,140000,1841.2
141,1000,161.0642,19,0.38,,0,4,5,0.433,0,858,0.4835,962.1,566,0,0.027121,2.718243,-14.396043,141000,1855.0
142,1000,145.9706,17,0.34,,0,2,5,1.299,0,830,0.4808,996.8,646,0,0.02706,3.991015,-11.906322,142000,1868.4
143,1000,174.3849,19,0.38,,0,4,5,0.433,0,232,0.4353,972.3,966,0,0.026971,1.898626,-13.8595,143000,1882.0
144,1000,129.4215,16,0.32,,0,3,5,1.0,0,147,0.5475,1033.1,919,0,0.027496,2.644216,-14.956137,144000,1895.2
145,1000,136.0729,15,0.3,,0,2,5,1.299,0,521,0.5677,1038.4,620,0,0.027183,3.134182,-13.933095,145000,1909.0
146,1000,170.7285,17,0.34,,0,2,5,1.299,1,565,0.477,1024.3,880,0,0.027727,2.058321,-13.966988,146000,1923.4
147,1000,155.6638,18,0.36,,0,4,5,0.5,0,532,0.502,1073.5,583,0,0.027616,3.431119,-13.427555,147000,1936.6
148,1000,148.8075,17,0.34,,0,3,5,0.8292,0,143,0.5485,1073.5,987,0,0.027592,2.753036,-13.094337,148000,1950.0
149,1000,114.6697,14,0.28,,0,1,5,1.6583,0,341,0.664,1073.5,585,0,0.02767,9.246525,-13.357273,149000,1963.0
150,1000,152.0058,18,0.36,,0,4,5,0.5,0,1243,0.477,986.7,992,0,0.027789,2.174891,-12.414461,150000,1976.7
151,1000,165.6395,19,0.38,,0,4,5,0.433,0,247,0.5843,1073.5,963,0,0.027941,4.334628,-14.824289,151000,2005.0
152,1000,113.9549,15,0.3,,0,2,5,1.299,0,937,0.5745,983.8,579,0,0.028033,2.246562,-12.714275,152000,2017.9
153,1000,151.5583,20,0.4,,0,5,5,0.0,0,581,0.6462,1066.4,647,0,0.027985,2.088475,-12.333789,153000,2030.4
154,1000,129.4722,15,0.3,,0,3,5,0.8292,0,436,0.445,1005.4,452,0,0.027787,2.315784,-14.34086,154000,2043.5
155,1000,150.9675,18,0.36,,0,3,5,0.866,0,92,0.5215,1073.5,719,0,0.028128,1.53322,-13.612772,155000,2056.8
156,1000,119.9111,15,0.3,,0,1,5,1.6394,0,481,0.3802,1073.5,770,0,0.02818,1.17904,-12.851674,156000,2070.2
157,1000,136.716,16,0.32,,0,1,5,1.7321,0,995,0.4555,1017.5,369,0,0.027431,1.707012,-11.879838,157000,2083.4
158,1000,139.7751,17,0.34,,0,2,5,1.299,0,836,0.52,998.4,807,0,0.0277,2.481157,-14.281199,158000,2096.9
159,1000,67.7858,10,0.2,,1,0,5,2.0616,0,1020,0.5765,1014.6,696,0,0.027902,1.893256,-12.815073,159000,2110.5
160,1000,136.9337,17,0.34,,0,2,5,1.299,0,1110,0.616,984.0,718,0,0.027587,2.037078,-11.999815,160000,2123.4
161,1000,175.5547,20,0.4,,0,5,5,0.0,0,74,0.4715,980.8,837,0,0.027402,0.849058,-10.887226,161000,2136.4
162,1000,217.686,20,0.4,,0,4,7,1.2247,1,470,0.5577,992.2,789,0,0.027714,8.955651,-15.047256,162000,2149.4
163,1000,159.8149,20,0.4,,0,5,5,0.0,0,901,0.5827,1016.9,487,0,0.026893,3.196542,-13.413224,163000,2162.8
164,1000,2.9314,8,0.16,,0,1,4,1.2247,0,2110,0.4708,723.0,238,0,0.02648,2.281007,-12.71212,164000,2176.3
165,1000,173.3152,17,0.34,,0,2,5,1.299,1,1112,0.4718,1065.7,881,0,0.027402,3.451378,-11.757263,165000,2189.6
166,1000,171.7505,19,0.38,,0,4,5,0.433,0,80,0.5695,1068.0,480,0,0.02718,1.816462,-12.718639,166000,2203.0
167,1000,129.45,15,0.3,,0,2,5,1.299,0,443,0.3752,960.1,893,0,0.026928,1.762402,-13.754484,167000,2216.6
168,1000,113.3643,14,0.28,,0,2,5,1.5,0,483,0.5765,1023.5,803,0,0.027575,1.084439,-12.642063,168000,2229.9
169,1000,172.2836,20,0.4,,0,5,5,0.0,0,888,0.595,1071.4,759,0,0.027361,4.424908,-11.332685,169000,2243.3
170,1000,131.6713,16,0.32,,0,1,5,1.7321,0,722,0.4467,927.8,396,0,0.028262,1.803663,-12.461645,170000,2256.4
171,1000,119.9733,14,0.28,,1,0,5,2.0616,0,375,0.3267,936.1,836,0,0.027199,1.291939,-13.318787,171000,2269.5
172,1000,107.8177,13,0.26,,0,1,5,1.479,0,797,0.5807,1036.8,880,0,0.02757,2.506903,-12.267001,172000,2282.5
173,1000,166.0337,19,0.38,,0,4,5,0.433,0,11,0.4537,918.8,826,0,0.027465,1.906352,-12.735516,173000,2296.3
174,1000,137.125,17,0.34,,0,2,5,1.299,0,510,0.577,1064.6,700,0,0.028045,1.936961,-10.933127,174000,2309.4
175,1000,138.0518,16,0.32,,0,1,5,1.7321,0,279,0.254,798.7,785,0,0.027637,1.426052,-11.835852,175000,2322.5
176,1000,92.8193,13,0.26,,0,1,5,1.7854,0,1125,0.4733,987.9,891,0,0.027859,10.857568,-12.120817,176000,2335.6
177,1000,132.0624,15,0.3,,1,0,5,2.1651,0,356,0.4635,908.9,931,0,0.027728,2.12682,-13.67552,177000,2348.5
178,1000,107.9276,14,0.28,,0,1,5,1.6583,0,0,0.2883,759.2,489,0,0.027563,2.268869,-11.353755,178000,2361.7
179,1000,163.3774,19,0.38,,0,4,5,0.433,0,630,0.3372,981.8,487,0,0.027745,1.377409,-12.958174,179000,2375.1
180,1000,131.9724,15,0.3,,1,0,5,2.1651,0,845,0.441,764.1,861,0,0.027846,1.209518,-13.259816,180000,2388.3
181,1000,69.4763,10,0.2,,0,1,5,1.6583,0,217,0.2807,750.4,948,0,0.028033,1.851257,-11.709648,181000,2401.7
182,1000,125.3823,15,0.3,,0,1,5,1.6394,0,50,0.3728,1073.5,899,0,0.028113,1.763067,-12.699572,182000,2415.2
183,1000,162.8668,18,0.36,,0,3,5,0.866,0,129,0.544,991.3,959,0,0.028422,7.321428,-12.063702,183000,2428.1
184,1000,136.7515,17,0.34,,0,2,5,1.299,0,423,0.4208,1073.5,903,0,0.028221,12.980627,-12.98431,184000,2441.1
185,1000,135.5412,16,0.32,,0,2,5,1.2247,0,392,0.6162,1027.6,815,0,0.028035,1.752543,-12.451342,185000,2454.5
186,1000,108.6004,14,0.28,,0,2,5,1.5,0,361,0.4095,1062.8,948,0,0.028672,6.566324,-11.964417,186000,2467.8
187,1000,155.8651,18,0.36,,0,3,5,0.866,0,28,0.3485,869.2,867,0,0.028417,1.222514,-12.85343,187000,2481.0
188,1000,113.7065,14,0.28,,0,2,5,1.5,0,126,0.2537,831.3,813,0,0.028383,1.052237,-12.154195,188000,2494.1
189,1000,208.1464,20,0.4,,0,5,5,0.0,1,191,0.4447,1073.5,675,0,0.028101,9.642549,-13.144793,189000,2507.2
190,1000,101.7987,13,0.26,,0,1,5,1.479,0,496,0.603,799.8,783,0,0.027668,2.175487,-10.888411,190000,2520.8
191,1000,103.1222,15,0.3,,0,2,5,1.299,0,1080,0.501,978.8,521,0,0.0277,1.909501,-11.303249,191000,2534.1
192,1000,211.6504,20,0.4,,0,5,5,0.0,1,160,0.418,1014.2,952,0,0.027987,2.157697,-14.328362,192000,2547.5
193,1000,147.4648,19,0.38,,0,4,5,0.433,0,357,0.5285,958.3,494,0,0.028093,4.651969,-12.361313,193000,2561.3
194,1000,141.4425,14,0.28,,1,0,5,2.0616,1,925,0.325,945.6,688,0,0.02805,8.560387,-13.977465,194000,2574.4
195,1000,126.2552,16,0.32,,0,2,5,1.2247,0,668,0.601,924.1,726,0,0.028145,1.175998,-14.346829,195000,2587.8
196,1000,98.3389,13,0.26,,1,0,5,2.0463,0,617,0.5555,990.0,850,0,0.028039,1.107861,-11.755279,196000,2601.3
197,1000,162.2341,19,0.38,,0,4,5,0.433,0,166,0.344,807.0,668,0,0.02827,1.11236,-13.494492,197000,2614.3
198,1000,150.4387,17,0.34,,0,2,5,1.299,0,226,0.3417,957.4,757,0,0.028039,1.246671,-11.886423,198000,2627.5
199,1000,105.2825,13,0.26,,1,0,5,2.0463,0,225,0.2722,1034.3,639,0,0.028252,1.128192,-11.317612,199000,2640.9
200,1000,179.2055,20,0.4,,0,5,5,0.0,0,178,0.416,938.7,888,0,0.028922,1.729912,-13.133244,200000,2654.1
