episode,steps,reward,delivered,completion_rate,makespan,idle_drones,deliv_min,deliv_max,deliv_std,reloads,blocked,comm_loss,alpha,loss_critic,loss_actor,env_steps,wall_sec
5745,1000,202.032,15,0.3,,1,0,5,2.1651,2,0,0,0.009426,0.433773,2.749353,5745000,39963.3
5746,1000,48.8618,9,0.18,,1,0,5,1.9203,0,279,0,0.00946,0.296032,4.109205,5746000,39972.0
5747,1000,113.7979,14,0.28,,1,0,5,2.0616,0,0,0,0.009248,0.427941,3.25615,5747000,39980.7
5748,1000,130.8734,14,0.28,,1,0,5,2.0616,1,0,0,0.009544,0.235041,3.759361,5748000,39989.3
5749,1000,103.9671,14,0.28,,1,0,5,2.0616,0,293,0,0.00923,0.36565,3.622533,5749000,39997.3
5750,1000,147.2569,15,0.3,,1,0,5,2.1651,1,0,0,0.009423,0.313613,2.468985,5750000,40005.1
5751,1000,136.9901,15,0.3,,1,0,5,2.1651,1,0,0,0.009268,0.349011,3.322492,5751000,40012.9
5752,1000,-13.3414,5,0.1,,2,0,4,1.6394,0,0,0,0.009226,0.467682,3.17312,5752000,40020.6
5753,1000,170.1635,14,0.28,,1,0,5,2.0616,2,0,0,0.008982,0.270542,2.982141,5753000,40028.4
5754,1000,114.9901,14,0.28,,1,0,5,2.0616,0,59,0,0.008779,0.284721,2.46771,5754000,40036.1
5755,1000,21.6391,6,0.12,,1,0,3,1.118,0,0,0,0.00933,0.558536,3.456058,5755000,40044.1
5756,1000,163.2865,14,0.28,,1,0,5,2.0616,2,243,0,0.009519,0.274818,3.284713,5756000,40052.1
5757,1000,157.0144,14,0.28,,1,0,5,2.0616,1,0,0,0.009454,0.254202,2.813704,5757000,40060.4
5758,1000,121.3234,13,0.26,,1,0,5,1.9203,1,29,0,0.009435,0.345207,2.531433,5758000,40068.4
5759,1000,106.736,14,0.28,,1,0,5,2.0616,0,195,0,0.009377,0.288064,3.43581,5759000,40076.3
5760,1000,170.6697,15,0.3,,1,0,6,2.2776,1,11,0,0.009222,0.229624,2.506166,5760000,40084.8
5761,1000,181.367,15,0.3,,0,1,5,1.6394,2,0,0,0.009306,0.154664,2.19847,5761000,40093.6
5762,1000,204.2545,15,0.3,,1,0,6,2.2776,2,0,0,0.009094,0.236004,3.049575,5762000,40102.3
5763,1000,189.1407,15,0.3,,1,0,5,2.1651,2,6,0,0.009245,0.4072,2.820085,5763000,40110.9
5764,1000,33.2718,6,0.12,,2,0,4,1.6583,0,0,0,0.009305,0.314124,2.997125,5764000,40119.5
5765,1000,176.2866,14,0.28,,1,0,5,2.0616,2,126,0,0.009516,0.310999,3.126836,5765000,40128.0
5766,1000,218.1385,17,0.34,,1,0,7,2.586,2,5,0,0.009609,0.377077,2.903811,5766000,40136.5
5767,1000,74.0566,12,0.24,,1,0,4,1.7321,0,0,0,0.00958,0.326277,2.638831,5767000,40144.9
5768,1000,94.5661,13,0.26,,1,0,5,1.9203,0,24,0,0.010233,0.337755,2.043731,5768000,40153.0
5769,1000,78.3413,11,0.22,,1,0,4,1.6394,0,0,0,0.010257,0.412505,2.558701,5769000,40161.0
5770,1000,129.0408,14,0.28,,1,0,5,2.0616,1,0,0,0.010091,0.281478,3.419433,5770000,40168.9
5771,1000,87.6408,11,0.22,,1,0,4,1.6394,0,0,0,0.009909,0.744235,2.727764,5771000,40177.0
5772,1000,23.3399,9,0.18,,1,0,3,1.299,0,0,0,0.010186,0.570567,1.921095,5772000,40185.2
5773,1000,130.9151,14,0.28,,1,0,5,2.0616,1,30,0,0.010177,0.197738,3.400003,5773000,40193.0
5774,1000,95.5523,13,0.26,,1,0,5,1.9203,0,46,0,0.010138,0.267767,2.428779,5774000,40200.8
5775,1000,-1.1724,2,0.04,,3,0,2,0.866,0,0,0,0.010282,0.469146,3.012952,5775000,40209.0
5776,1000,175.5222,14,0.28,,1,0,5,2.0616,2,43,0,0.010691,0.271383,2.07913,5776000,40217.2
5777,1000,19.6779,5,0.1,,1,0,2,0.8292,0,0,0,0.010986,0.245824,2.609662,5777000,40225.2
5778,1000,38.6314,6,0.12,,1,0,3,1.118,0,20,0,0.011126,0.6715,2.709936,5778000,40233.6
5779,1000,32.9237,7,0.14,,1,0,3,1.0897,0,0,0,0.010943,0.628176,3.036065,5779000,40241.6
5780,1000,159.7875,14,0.28,,1,0,5,2.0616,1,21,0,0.011008,0.287282,2.866895,5780000,40249.6
5781,1000,171.6251,14,0.28,,1,0,5,2.0616,2,0,0,0.010786,0.496621,2.189529,5781000,40257.6
5782,1000,109.192,13,0.26,,0,1,5,1.479,0,36,0,0.010903,0.232306,3.267271,5782000,40265.5
5783,1000,145.2262,14,0.28,,1,0,5,2.0616,1,114,0,0.011071,0.292518,1.464328,5783000,40273.6
5784,1000,128.7049,13,0.26,,1,0,5,1.9203,1,0,0,0.010931,0.319593,2.139198,5784000,40281.7
5785,1000,146.9975,15,0.3,,1,0,6,2.2776,1,0,0,0.010836,0.254259,2.708232,5785000,40290.0
5786,1000,175.5616,15,0.3,,0,1,5,1.6394,2,0,0,0.011078,0.596249,1.936248,5786000,40298.5
5787,1000,160.817,15,0.3,,1,0,5,2.1651,1,85,0,0.011151,0.239515,2.017919,5787000,40306.7
5788,1000,171.8431,15,0.3,,1,0,5,2.1651,2,0,0,0.01107,0.245515,2.213983,5788000,40315.0
5789,1000,148.7579,14,0.28,,1,0,5,2.0616,1,0,0,0.010788,0.230906,2.970391,5789000,40322.9
5790,1000,186.6163,15,0.3,,1,0,5,2.1651,3,0,0,0.010811,0.243297,1.773733,5790000,40330.8
5791,1000,86.7348,12,0.24,,1,0,4,1.7321,0,0,0,0.0109,0.283725,2.486316,5791000,40338.9
5792,1000,140.7114,13,0.26,,1,0,5,1.9203,1,125,0,0.011003,0.336051,2.648897,5792000,40346.9
5793,1000,21.05,8,0.16,,1,0,4,1.4142,0,0,0,0.011172,0.532512,2.468521,5793000,40354.7
5794,1000,55.6946,10,0.2,,1,0,5,1.8028,0,0,0,0.011079,0.238945,2.854321,5794000,40362.4
5795,1000,159.5765,15,0.3,,1,0,5,2.1651,2,0,0,0.010898,0.385346,2.850237,5795000,40370.0
5796,1000,45.2271,8,0.16,,1,0,3,1.2247,0,0,0,0.010952,0.81713,2.974535,5796000,40377.9
5797,1000,59.5303,10,0.2,,1,0,5,1.8028,0,0,0,0.011257,0.281951,2.83748,5797000,40385.9
5798,1000,192.7278,14,0.28,,1,0,5,2.0616,2,0,0,0.011007,0.261164,1.973763,5798000,40393.7
5799,1000,140.5713,15,0.3,,1,0,5,2.1651,1,0,0,0.011092,2.124038,3.051528,5799000,40401.5
5800,1000,-26.129,6,0.12,,1,0,2,0.866,0,68,0,0.01144,2.853441,2.487755,5800000,40409.4
5801,1000,118.3028,13,0.26,,1,0,5,1.9203,1,32,0,0.011236,0.41912,1.932814,5801000,40417.6
5802,1000,180.9929,15,0.3,,1,0,5,2.1651,2,374,0,0.010885,0.306657,2.189277,5802000,40425.5
5803,1000,94.5969,14,0.28,,1,0,5,2.0616,0,394,0,0.010907,0.535133,3.602655,5803000,40433.5
5804,1000,121.0673,13,0.26,,1,0,5,1.9203,1,0,0,0.010674,0.302965,2.847639,5804000,40441.4
5805,1000,-17.6298,6,0.12,,1,0,4,1.5,0,0,0,0.011142,0.294615,2.03939,5805000,40449.7
5806,1000,142.2767,14,0.28,,1,0,5,2.0616,2,0,0,0.011147,0.259824,2.379313,5806000,40457.7
5807,1000,145.2374,14,0.28,,1,0,5,2.0616,2,0,0,0.010733,0.293526,3.432952,5807000,40465.8
5808,1000,-22.5731,6,0.12,,2,0,3,1.5,0,0,0,0.010879,0.375784,3.574783,5808000,40474.0
5809,1000,80.36,14,0.28,,1,0,5,2.0616,0,0,0,0.011195,0.352028,1.961007,5809000,40482.2
5810,1000,167.1913,15,0.3,,1,0,5,2.1651,2,0,0,0.010998,0.226846,3.287907,5810000,40490.1
5811,1000,161.8047,13,0.26,,1,0,5,2.0463,2,0,0,0.011045,0.253415,2.644972,5811000,40498.3
5812,1000,128.0614,14,0.28,,1,0,5,2.0616,1,0,0,0.010653,0.271944,2.315333,5812000,40506.2
5813,1000,201.0583,15,0.3,,1,0,5,2.1651,2,1,0,0.010416,0.355165,2.4785,5813000,40514.6
5814,1000,176.4377,14,0.28,,1,0,5,2.0616,2,0,0,0.010288,0.368931,2.845302,5814000,40523.1
5815,1000,185.5338,15,0.3,,1,0,5,2.1651,2,88,0,0.010204,0.272309,2.902405,5815000,40531.5
5816,1000,65.9817,12,0.24,,1,0,4,1.7321,0,0,0,0.010201,0.227444,3.063533,5816000,40540.2
5817,1000,137.7674,13,0.26,,1,0,5,1.9203,1,0,0,0.009796,0.268418,2.549777,5817000,40548.5
5818,1000,174.3368,15,0.3,,1,0,6,2.2776,2,0,0,0.00954,0.290945,1.947476,5818000,40556.3
5819,1000,55.1212,8,0.16,,1,0,3,1.2247,0,0,0,0.009544,0.530527,2.30676,5819000,40564.3
5820,1000,116.8688,13,0.26,,1,0,5,1.9203,1,0,0,0.009795,0.325045,2.126415,5820000,40572.4
5821,1000,47.7679,8,0.16,,1,0,4,1.4142,0,0,0,0.009567,0.463967,3.1545,5821000,40580.8
5822,1000,148.5475,14,0.28,,1,0,5,2.0616,1,0,0,0.00949,0.328898,1.960992,5822000,40588.7
5823,1000,125.0686,14,0.28,,1,0,5,2.0616,0,36,0,0.009621,0.253613,2.11087,5823000,40596.4
5824,1000,168.5792,14,0.28,,1,0,5,2.0616,2,0,0,0.009729,0.449111,2.272274,5824000,40604.6
5825,1000,30.6413,6,0.12,,1,0,3,1.118,0,0,0,0.010077,0.305419,2.666877,5825000,40612.8
5826,1000,14.6989,5,0.1,,2,0,3,1.299,0,0,0,0.010421,0.344688,2.883669,5826000,40620.6
5827,1000,14.9484,4,0.08,,2,0,2,1.0,0,0,0,0.010565,0.341558,1.919029,5827000,40628.5
5828,1000,29.0826,6,0.12,,1,0,3,1.118,0,0,0,0.010775,0.223546,2.869976,5828000,40636.4
5829,1000,12.0329,5,0.1,,2,0,4,1.6394,0,0,0,0.011056,0.432566,1.981805,5829000,40644.5
5830,1000,-5.1221,7,0.14,,1,0,3,1.299,0,0,0,0.011166,0.48574,0.912649,5830000,40652.4
5831,1000,-13.9339,6,0.12,,1,0,3,1.118,0,0,0,0.011213,0.932905,1.249687,5831000,40660.3
5832,1000,73.6715,10,0.2,,1,0,4,1.5,0,5,0,0.011516,0.287039,2.517866,5832000,40668.8
5833,1000,114.4139,10,0.2,,1,0,5,1.8028,1,3,0,0.011529,0.77676,1.34498,5833000,40676.8
5834,1000,63.4985,8,0.16,,1,0,4,1.5811,0,0,0,0.011486,0.49018,1.508142,5834000,40684.9
5835,1000,59.7556,9,0.18,,1,0,5,1.9203,1,0,0,0.011158,0.407767,1.999234,5835000,40693.1
5836,1000,52.1859,9,0.18,,1,0,4,1.479,0,0,0,0.011302,0.727308,2.660224,5836000,40701.2
5837,1000,111.7626,14,0.28,,1,0,5,2.0616,0,609,0,0.011077,0.425897,1.411873,5837000,40709.5
5838,1000,140.4922,14,0.28,,1,0,5,2.0616,1,0,0,0.010898,0.738574,3.69774,5838000,40717.2
5839,1000,39.4713,7,0.14,,1,0,3,1.0897,0,0,0,0.011098,0.270546,2.045475,5839000,40724.9
5840,1000,3.5308,7,0.14,,1,0,3,1.0897,0,4,0,0.011551,0.327181,2.512255,5840000,40733.0
5841,1000,30.8801,8,0.16,,1,0,3,1.2247,0,0,0,0.011393,0.471209,2.627647,5841000,40740.9
5842,1000,74.9675,12,0.24,,1,0,5,1.8708,0,0,0,0.011486,0.413208,1.665981,5842000,40748.8
5843,1000,192.9806,15,0.3,,1,0,6,2.2776,2,3,0,0.011639,0.371418,2.728446,5843000,40756.6
5844,1000,61.4144,9,0.18,,1,0,3,1.299,0,0,0,0.011298,0.352916,2.694638,5844000,40764.3
5845,1000,15.9846,9,0.18,,1,0,4,1.479,0,0,0,0.01132,0.728624,2.399388,5845000,40772.0
5846,1000,182.3465,15,0.3,,1,0,6,2.2776,2,0,0,0.010914,0.60137,2.42386,5846000,40780.0
5847,1000,151.309,15,0.3,,1,0,5,2.1651,1,0,0,0.010396,0.406841,2.171144,5847000,40788.1
5848,1000,117.0876,12,0.24,,1,0,5,1.8708,1,0,0,0.010643,0.34133,2.631384,5848000,40796.0
5849,1000,169.9219,14,0.28,,1,0,5,2.0616,2,0,0,0.010736,1.650312,2.517712,5849000,40803.9
5850,1000,90.4224,13,0.26,,1,0,5,2.0463,1,0,0,0.010733,0.635641,2.142476,5850000,40811.5
5851,1000,89.898,12,0.24,,1,0,5,1.8708,0,0,0,0.01081,0.818663,3.419346,5851000,40819.2
5852,1000,163.3794,14,0.28,,1,0,5,2.0616,2,0,0,0.010628,0.324764,1.938296,5852000,40827.1
5853,1000,133.1305,13,0.26,,1,0,5,2.0463,1,0,0,0.010861,0.700014,3.082035,5853000,40835.1
5854,1000,160.627,14,0.28,,1,0,5,2.0616,2,0,0,0.010798,0.343649,2.549823,5854000,40843.0
5855,1000,104.7871,14,0.28,,1,0,5,2.0616,1,0,0,0.010332,0.312416,1.604261,5855000,40851.1
5856,1000,159.8862,15,0.3,,1,0,5,2.1651,1,30,0,0.010262,0.351008,2.986597,5856000,40859.0
5857,1000,156.6583,13,0.26,,1,0,5,2.0463,2,8,0,0.010256,0.280928,2.669368,5857000,40867.2
5858,1000,165.8195,13,0.26,,1,0,5,2.0463,2,0,0,0.01052,0.299181,3.408251,5858000,40875.1
5859,1000,152.4523,15,0.3,,1,0,5,2.1651,1,289,0,0.01063,1.405967,3.442208,5859000,40882.9
5860,1000,194.1445,15,0.3,,1,0,5,2.1651,2,0,0,0.010441,0.358138,3.153935,5860000,40890.6
5861,1000,161.5057,14,0.28,,1,0,5,2.0616,2,0,0,0.010498,0.824175,2.998955,5861000,40898.7
5862,1000,167.2299,14,0.28,,1,0,5,2.0616,2,215,0,0.010679,0.299183,3.416783,5862000,40906.6
5863,1000,135.5496,14,0.28,,1,0,5,2.0616,1,401,0,0.010753,0.230671,2.314194,5863000,40914.4
5864,1000,57.3316,8,0.16,,1,0,4,1.4142,0,0,0,0.010506,0.719273,2.188264,5864000,40922.2
5865,1000,107.9317,10,0.2,,1,0,5,1.8028,1,0,0,0.010561,0.332964,2.780171,5865000,40930.3
5866,1000,82.351,11,0.22,,1,0,4,1.6394,0,0,0,0.010684,0.291549,3.58194,5866000,40938.4
5867,1000,143.5034,15,0.3,,1,0,5,2.1651,1,12,0,0.01077,0.509001,3.449635,5867000,40946.4
5868,1000,126.1412,14,0.28,,1,0,5,2.0616,1,34,0,0.010741,0.910341,2.762953,5868000,40954.4
5869,1000,135.0236,14,0.28,,1,0,5,2.0616,1,0,0,0.010636,1.325871,3.380921,5869000,40962.3
5870,1000,135.9252,14,0.28,,1,0,5,2.0616,1,0,0,0.010672,0.424284,3.316858,5870000,40970.3
5871,1000,86.2875,12,0.24,,1,0,5,1.8708,0,39,0,0.010953,0.496039,2.77153,5871000,40978.4
5872,1000,108.4439,10,0.2,,1,0,5,1.8028,1,161,0,0.010822,0.37698,1.66926,5872000,40987.0
5873,1000,124.462,14,0.28,,1,0,5,2.0616,1,0,0,0.01097,0.33951,2.867501,5873000,40995.1
5874,1000,93.5851,11,0.22,,1,0,5,1.7854,1,0,0,0.011156,0.254715,1.983286,5874000,41003.6
5875,1000,138.4005,15,0.3,,1,0,5,2.1651,0,0,0,0.01097,0.533011,2.864626,5875000,41011.6
5876,1000,98.4231,11,0.22,,1,0,5,1.9203,1,0,0,0.010538,0.302027,2.670047,5876000,41019.6
5877,1000,74.5727,11,0.22,,1,0,4,1.6394,0,0,0,0.010776,0.269874,2.470673,5877000,41027.6
5878,1000,143.3301,14,0.28,,1,0,5,2.0616,1,0,0,0.010715,0.273409,3.265874,5878000,41035.5
5879,1000,25.0785,5,0.1,,1,0,3,1.0897,0,0,0,0.010784,0.671628,1.956381,5879000,41043.6
5880,1000,103.2673,13,0.26,,1,0,5,2.0463,0,59,0,0.01119,0.560605,2.781885,5880000,41051.7
5881,1000,70.7442,11,0.22,,1,0,4,1.6394,0,0,0,0.011453,0.345511,2.182897,5881000,41059.8
5882,1000,84.0431,12,0.24,,1,0,5,1.8708,0,0,0,0.011223,0.511366,3.245497,5882000,41067.7
5883,1000,95.4599,12,0.24,,1,0,4,1.7321,0,0,0,0.011259,0.399714,2.382548,5883000,41076.0
5884,1000,-9.8074,3,0.06,,2,0,2,0.8292,0,0,0,0.011676,0.911324,3.004528,5884000,41084.3
5885,1000,44.7203,7,0.14,,1,0,3,1.299,0,0,0,0.012055,0.492753,2.47884,5885000,41092.6
5886,1000,56.4409,10,0.2,,1,0,4,1.5,0,198,0,0.012629,0.276618,2.672924,5886000,41100.7
5887,1000,133.7591,12,0.24,,1,0,5,2.1213,1,0,0,0.012369,0.332015,2.561343,5887000,41108.8
5888,1000,67.5931,10,0.2,,1,0,4,1.5,0,0,0,0.012012,0.291501,2.860112,5888000,41117.3
5889,1000,157.8245,14,0.28,,1,0,5,2.0616,1,0,0,0.011769,0.317841,3.626712,5889000,41125.2
5890,1000,121.965,13,0.26,,1,0,5,1.9203,1,0,0,0.011799,0.364876,2.191002,5890000,41133.1
5891,1000,98.3699,10,0.2,,1,0,5,2.0616,1,0,0,0.011747,0.401574,1.789811,5891000,41141.1
5892,1000,45.1446,8,0.16,,1,0,3,1.2247,0,2,0,0.011993,0.283341,2.384846,5892000,41149.3
5893,1000,145.8465,14,0.28,,1,0,5,2.0616,1,0,0,0.011818,0.474036,1.254145,5893000,41157.8
5894,1000,110.0047,13,0.26,,1,0,5,1.9203,0,0,0,0.011986,0.382479,3.177405,5894000,41166.3
5895,1000,196.8057,15,0.3,,1,0,5,2.1651,2,0,0,0.011973,0.381655,2.231525,5895000,41174.6
5896,1000,124.9768,13,0.26,,1,0,5,1.9203,1,31,0,0.011932,0.386343,2.828331,5896000,41182.8
5897,1000,61.9363,8,0.16,,1,0,3,1.2247,0,0,0,0.012299,0.419276,2.632938,5897000,41190.8
5898,1000,158.2759,14,0.28,,1,0,5,2.0616,1,0,0,0.012093,0.703582,2.89234,5898000,41198.8
5899,1000,164.5277,14,0.28,,1,0,5,2.0616,1,0,0,0.012027,2.672877,2.409754,5899000,41206.9
5900,1000,122.8342,14,0.28,,1,0,5,2.0616,1,0,0,0.012108,0.489897,2.245121,5900000,41214.9
5901,1000,134.5339,15,0.3,,1,0,5,2.1651,0,1,0,0.012048,0.324088,2.215818,5901000,41222.8
5902,1000,108.0037,14,0.28,,1,0,5,2.0616,1,0,0,0.011993,0.321017,3.263624,5902000,41230.7
5903,1000,152.1459,14,0.28,,1,0,5,2.0616,1,1,0,0.011887,0.336554,3.200659,5903000,41238.5
5904,1000,-34.572,4,0.08,,2,0,2,1.0,0,0,0,0.011894,0.29138,2.088038,5904000,41246.7
5905,1000,-2.224,5,0.1,,2,0,3,1.299,0,0,0,0.011712,0.562323,2.335453,5905000,41254.7
5906,1000,21.0017,6,0.12,,1,0,3,1.118,0,79,0,0.01184,0.667805,1.582942,5906000,41263.2
5907,1000,132.7871,14,0.28,,1,0,5,2.0616,0,0,0,0.01193,0.433557,2.512748,5907000,41271.1
5908,1000,29.0274,6,0.12,,1,0,3,1.118,0,0,0,0.011908,1.06866,1.970041,5908000,41279.1
5909,1000,141.8527,15,0.3,,1,0,5,2.1651,1,74,0,0.01182,0.35101,2.727793,5909000,41286.9
5910,1000,139.9736,15,0.3,,1,0,5,2.1651,1,12,0,0.011482,0.249876,3.020758,5910000,41294.6
5911,1000,14.6454,8,0.16,,1,0,3,1.2247,0,0,0,0.011641,0.281453,3.435549,5911000,41302.6
5912,1000,40.4696,6,0.12,,1,0,2,0.866,0,0,0,0.011755,0.329719,2.341688,5912000,41311.3
5913,1000,159.4427,15,0.3,,1,0,5,2.1651,1,44,0,0.012026,0.368019,2.057926,5913000,41319.5
5914,1000,193.636,15,0.3,,1,0,5,2.1651,2,0,0,0.012049,0.269544,2.719658,5914000,41327.5
5915,1000,172.0506,15,0.3,,1,0,5,2.1651,2,32,0,0.012369,0.477677,2.725035,5915000,41335.7
5916,1000,182.5909,15,0.3,,1,0,5,2.1651,2,0,0,0.0124,0.331607,2.802192,5916000,41344.2
5917,1000,57.9209,10,0.2,,1,0,4,1.5,0,0,0,0.012323,0.535941,1.761597,5917000,41352.6
5918,1000,143.5127,14,0.28,,1,0,5,2.0616,1,11,0,0.012273,0.40965,2.204535,5918000,41360.9
5919,1000,131.194,15,0.3,,1,0,6,2.2776,1,0,0,0.011802,1.08855,2.528729,5919000,41368.8
5920,1000,151.4355,14,0.28,,1,0,5,2.0616,1,193,0,0.011743,0.358661,3.305449,5920000,41376.7
5921,1000,185.6839,15,0.3,,1,0,5,2.1651,2,0,0,0.011726,0.546425,2.337044,5921000,41384.6
5922,1000,77.464,11,0.22,,1,0,4,1.6394,0,0,0,0.012062,0.453274,3.01386,5922000,41392.8
5923,1000,23.0812,9,0.18,,1,0,4,1.479,0,0,0,0.012824,0.559491,3.046482,5923000,41401.4
5924,1000,160.3815,15,0.3,,1,0,5,2.1651,1,536,0,0.012509,0.422567,3.643659,5924000,41409.7
5925,1000,177.9482,15,0.3,,1,0,5,2.1651,2,1,0,0.011975,0.325237,2.775974,5925000,41418.0
5926,1000,192.6711,15,0.3,,1,0,6,2.2776,2,0,0,0.011499,0.230639,3.1322,5926000,41425.9
5927,1000,144.7489,14,0.28,,1,0,5,2.0616,1,173,0,0.011122,0.235115,2.549539,5927000,41434.3
5928,1000,144.8643,14,0.28,,1,0,5,2.0616,1,1,0,0.010933,0.300056,2.841459,5928000,41442.3
5929,1000,100.8494,13,0.26,,1,0,5,1.9203,0,0,0,0.010613,0.256883,3.204739,5929000,41450.5
5930,1000,103.3942,12,0.24,,1,0,4,1.7321,0,0,0,0.010712,0.328969,3.553904,5930000,41458.3
5931,1000,166.9385,14,0.28,,1,0,5,2.0616,2,62,0,0.010487,0.32116,2.697263,5931000,41466.2
5932,1000,112.2147,13,0.26,,1,0,5,1.9203,0,5,0,0.010428,0.59676,2.807496,5932000,41474.0
5933,1000,169.367,14,0.28,,1,0,5,2.0616,2,0,0,0.010135,0.40939,3.435851,5933000,41482.3
5934,1000,155.1532,14,0.28,,1,0,5,2.0616,1,5,0,0.009987,0.396398,2.789044,5934000,41490.4
5935,1000,187.3758,14,0.28,,1,0,5,2.0616,2,0,0,0.009752,0.873249,3.06079,5935000,41498.2
5936,1000,138.4471,14,0.28,,1,0,5,2.0616,1,0,0,0.009762,0.407659,3.813818,5936000,41505.9
5937,1000,174.2909,14,0.28,,1,0,5,2.0616,2,0,0,0.009853,0.311801,2.460393,5937000,41513.5
5938,1000,177.6898,14,0.28,,1,0,5,2.0616,2,0,0,0.009721,0.261286,2.757446,5938000,41521.3
5939,1000,46.5681,11,0.22,,1,0,4,1.6394,0,0,0,0.009626,0.809759,2.923896,5939000,41529.6
5940,1000,110.3169,13,0.26,,1,0,5,1.9203,0,0,0,0.009457,0.354554,1.980486,5940000,41537.9
5941,1000,86.4477,13,0.26,,1,0,5,1.9203,0,645,0,0.009445,0.33715,1.593184,5941000,41546.1
5942,1000,162.4336,15,0.3,,1,0,5,2.1651,1,0,0,0.009221,0.198228,3.285115,5942000,41554.0
5943,1000,179.3661,14,0.28,,1,0,5,2.0616,2,76,0,0.008979,0.248366,2.062018,5943000,41561.9
5944,1000,147.0994,14,0.28,,1,0,5,2.0616,1,0,0,0.008773,0.441202,2.526295,5944000,41569.7
5945,1000,194.4223,14,0.28,,1,0,5,2.0616,2,80,0,0.008799,0.22537,1.856684,5945000,41577.8
5946,1000,143.3607,14,0.28,,1,0,5,2.0616,1,227,0,0.008894,0.237474,1.263562,5946000,41585.7
5947,1000,24.9385,7,0.14,,1,0,3,1.0897,0,0,0,0.008961,0.464377,2.295383,5947000,41593.8
5948,1000,174.4758,14,0.28,,1,0,5,2.0616,2,0,0,0.009026,0.288695,1.765746,5948000,41601.9
5949,1000,103.597,13,0.26,,1,0,5,1.9203,1,0,0,0.008884,0.433444,1.842522,5949000,41610.1
5950,1000,146.4898,14,0.28,,1,0,5,2.0616,1,13,0,0.009061,0.379829,2.625638,5950000,41617.8
5951,1000,4.6468,6,0.12,,1,0,3,1.118,0,0,0,0.009009,0.487822,1.978662,5951000,41625.8
5952,1000,5.3219,6,0.12,,1,0,2,0.866,0,0,0,0.009274,0.251345,1.662561,5952000,41633.6
5953,1000,47.0685,7,0.14,,1,0,3,1.0897,0,0,0,0.00954,0.366567,1.08156,5953000,41641.6
5954,1000,153.899,14,0.28,,1,0,5,2.0616,1,13,0,0.009927,0.234782,2.057149,5954000,41649.8
5955,1000,109.2719,11,0.22,,1,0,5,1.7854,1,0,0,0.010247,0.699156,1.547707,5955000,41657.5
5956,1000,26.4733,7,0.14,,1,0,3,1.299,0,0,0,0.010313,0.535994,2.417637,5956000,41665.4
5957,1000,116.8307,12,0.24,,1,0,5,1.8708,1,0,0,0.010355,0.338065,1.650441,5957000,41673.5
5958,1000,153.3756,14,0.28,,1,0,5,2.0616,1,142,0,0.010572,0.413232,3.000949,5958000,41681.4
5959,1000,147.2849,13,0.26,,1,0,5,2.0463,2,13,0,0.010365,0.295497,1.774843,5959000,41689.4
5960,1000,152.8349,15,0.3,,1,0,5,2.1651,1,160,0,0.010183,0.60491,1.368742,5960000,41697.6
5961,1000,143.1086,13,0.26,,1,0,5,2.0463,1,102,0,0.010221,1.018251,2.13596,5961000,41705.5
5962,1000,35.9978,8,0.16,,1,0,4,1.4142,0,0,0,0.010205,0.276756,2.517769,5962000,41713.4
5963,1000,97.2317,12,0.24,,1,0,5,1.8708,0,219,0,0.010434,0.890996,2.332223,5963000,41721.6
5964,1000,81.9695,12,0.24,,1,0,4,1.7321,0,0,0,0.010264,0.266185,1.287508,5964000,41729.9
5965,1000,153.6484,14,0.28,,1,0,5,2.0616,1,0,0,0.009855,0.342596,2.112619,5965000,41737.7
5966,1000,137.6101,14,0.28,,1,0,5,2.0616,1,0,0,0.00997,0.350027,0.914111,5966000,41745.7
5967,1000,37.752,8,0.16,,1,0,4,1.5811,0,0,0,0.00966,0.237784,2.838483,5967000,41753.7
5968,1000,128.5401,15,0.3,,1,0,5,2.1651,0,242,0,0.009722,0.61475,2.538657,5968000,41761.5
5969,1000,200.84,15,0.3,,1,0,5,2.1651,2,29,0,0.010081,1.73851,2.469134,5969000,41769.5
5970,1000,132.9614,13,0.26,,1,0,5,1.9203,1,0,0,0.01047,0.362029,1.823143,5970000,41777.4
5971,1000,126.267,15,0.3,,1,0,5,2.1651,0,653,0,0.010019,0.494036,1.5537,5971000,41785.0
5972,1000,162.9044,14,0.28,,1,0,5,2.0616,1,69,0,0.009997,0.301868,1.688085,5972000,41793.4
5973,1000,18.3694,4,0.08,,2,0,2,1.0,0,0,0,0.010319,0.393507,1.16784,5973000,41801.4
5974,1000,-33.6003,0,0.0,,4,0,0,0.0,0,0,0,0.011029,2.185588,0.836805,5974000,41809.3
5975,1000,127.7383,13,0.26,,1,0,5,2.0463,1,0,0,0.010811,1.453583,-0.394145,5975000,41817.3
5976,1000,128.8135,14,0.28,,1,0,5,2.0616,1,0,0,0.010861,0.263435,1.949338,5976000,41825.4
5977,1000,2.5103,3,0.06,,1,0,1,0.433,0,0,0,0.010771,0.700289,0.76279,5977000,41833.7
5978,1000,4.035,2,0.04,,2,0,1,0.5,0,0,0,0.011083,0.319407,1.108617,5978000,41841.9
5979,1000,66.885,10,0.2,,1,0,4,1.6583,0,64,0,0.011059,2.761113,0.570004,5979000,41850.2
5980,1000,121.0667,12,0.24,,1,0,5,2.1213,1,4,0,0.011156,0.568224,2.32026,5980000,41858.2
