episode,steps,reward,delivered,completion_rate,makespan,idle_drones,deliv_min,deliv_max,deliv_std,reloads,blocked,comm_loss,alpha,loss_critic,loss_actor,env_steps,wall_sec
660,1000,76.862,12,0.24,,1,0,5,2.1213,0,1181,0,0.014588,0.449148,-7.84543,660000,3889.0
661,1000,337.8717,27,0.54,,1,0,13,4.8153,3,348,0,0.014921,0.435417,-8.094923,661000,3895.1
662,1000,367.7296,28,0.56,,0,1,10,3.5355,3,70,0,0.015074,0.530294,-8.994675,662000,3900.8
663,1000,290.3407,24,0.48,,0,1,9,3.3166,2,29,0,0.014487,0.497798,-8.63466,663000,3906.6
664,1000,154.4995,15,0.3,,1,0,5,2.1651,1,405,0,0.014314,0.482887,-9.544635,664000,3912.5
665,1000,156.0526,15,0.3,,1,0,5,2.1651,1,270,0,0.014394,0.68335,-9.090359,665000,3918.4
666,1000,237.6928,20,0.4,,1,0,10,3.6056,2,124,0,0.014412,0.441046,-8.617778,666000,3924.2
667,1000,156.3837,16,0.32,,1,0,6,2.3452,1,312,0,0.014087,0.560258,-8.649047,667000,3930.0
668,1000,221.8134,19,0.38,,0,1,8,2.586,2,54,0,0.014344,0.497652,-8.552978,668000,3936.0
669,1000,151.1569,15,0.3,,1,0,5,2.1651,1,426,0,0.014203,0.477332,-8.913801,669000,3942.1
670,1000,152.2747,16,0.32,,0,1,5,1.7321,1,55,0,0.013976,0.612711,-8.49737,670000,3948.0
671,1000,206.0184,19,0.38,,1,0,10,3.562,1,204,0,0.014073,0.744279,-8.621409,671000,3954.0
672,1000,285.7876,23,0.46,,0,1,9,3.1125,2,110,0,0.013909,0.478658,-9.119116,672000,3959.7
673,1000,166.8122,17,0.34,,1,0,7,2.586,1,831,0,0.013768,0.529265,-8.07722,673000,3965.5
674,1000,106.0997,15,0.3,,0,1,5,1.6394,0,778,0,0.013717,0.613139,-9.262587,674000,3971.4
675,1000,258.0398,22,0.44,,1,0,10,3.6401,2,227,0,0.013625,0.402341,-9.213404,675000,3977.1
676,1000,155.339,14,0.28,,0,1,5,1.6583,1,307,0,0.013628,0.577033,-8.515783,676000,3982.9
677,1000,162.8233,16,0.32,,0,1,5,1.7321,1,140,0,0.013727,0.467623,-9.228641,677000,3988.6
678,1000,313.5619,23,0.46,,0,1,11,3.562,3,134,0,0.013477,0.39149,-8.155531,678000,3994.3
679,1000,171.8373,16,0.32,,0,1,6,1.8708,1,262,0,0.013664,0.64754,-8.346865,679000,4000.2
680,1000,165.9958,15,0.3,,1,0,5,2.1651,1,75,0,0.013411,0.421737,-8.82338,680000,4006.0
681,1000,228.1306,19,0.38,,1,0,9,3.1918,2,526,0,0.013278,0.371995,-7.862315,681000,4011.8
682,1000,335.1804,25,0.5,,1,0,9,3.6997,3,130,0,0.013522,0.296695,-7.884143,682000,4017.5
683,1000,259.6138,22,0.44,,1,0,10,3.6401,2,326,0,0.013565,0.540773,-8.840637,683000,4023.2
684,1000,272.7977,23,0.46,,1,0,10,3.7666,2,213,0,0.013571,0.574444,-8.543699,684000,4029.1
685,1000,229.3197,18,0.36,,1,0,7,2.6926,2,402,0,0.01393,0.477761,-9.115617,685000,4034.9
686,1000,95.8896,13,0.26,,1,0,5,2.0463,0,221,0,0.01327,0.391498,-8.458375,686000,4040.7
687,1000,295.0713,23,0.46,,1,0,9,3.4911,3,816,0,0.013033,0.68116,-9.323272,687000,4046.5
688,1000,137.413,15,0.3,,1,0,5,2.1651,0,206,0,0.01326,0.381464,-9.123845,688000,4052.3
689,1000,113.3618,15,0.3,,1,0,5,2.1651,0,482,0,0.013026,0.452172,-8.722961,689000,4058.2
690,1000,276.7682,23,0.46,,1,0,10,3.7666,2,305,0,0.013213,0.697018,-8.80496,690000,4064.0
691,1000,125.0384,15,0.3,,1,0,5,2.1651,0,168,0,0.013224,0.561025,-9.09391,691000,4069.7
692,1000,219.1947,18,0.36,,0,1,6,2.0616,2,232,0,0.01308,0.690171,-8.75016,692000,4075.6
693,1000,267.3055,22,0.44,,1,0,10,3.6401,2,713,0,0.012974,0.685548,-10.201988,693000,4081.9
694,1000,150.0452,16,0.32,,0,1,6,1.8708,1,1040,0,0.013028,0.499865,-9.50794,694000,4088.0
695,1000,136.043,13,0.26,,1,0,5,1.9203,1,541,0,0.013068,0.396046,-9.247501,695000,4093.9
696,1000,330.7503,25,0.5,,0,1,9,3.1125,3,205,0,0.01306,0.447301,-8.971625,696000,4099.8
697,1000,220.3772,20,0.4,,1,0,10,3.5355,1,521,0,0.013171,0.564795,-9.023874,697000,4105.6
698,1000,175.121,17,0.34,,1,0,7,2.586,1,421,0,0.01323,0.443795,-8.87711,698000,4111.6
699,1000,193.3546,18,0.36,,1,0,8,2.8723,1,195,0,0.013066,0.825536,-9.504969,699000,4117.6
700,1000,323.6939,25,0.5,,1,0,10,4.1458,3,774,0,0.013128,0.545997,-9.728631,700000,4123.6
701,1000,223.5415,20,0.4,,1,0,10,3.5355,1,96,0,0.013054,0.415651,-8.437326,701000,4129.6
702,1000,344.4074,25,0.5,,1,0,10,3.8971,3,184,0,0.012987,0.494636,-9.156543,702000,4135.5
703,1000,285.2962,23,0.46,,1,0,10,3.7666,2,152,0,0.013244,0.623587,-9.186872,703000,4141.4
704,1000,243.8458,19,0.38,,1,0,9,3.1918,2,56,0,0.012992,0.795232,-9.312809,704000,4147.1
705,1000,224.6088,17,0.34,,0,1,6,1.9203,2,128,0,0.012837,0.766475,-8.77427,705000,4152.8
706,1000,291.8275,22,0.44,,1,0,10,3.6401,3,125,0,0.01268,0.40525,-8.625727,706000,4158.6
707,1000,273.3595,23,0.46,,1,0,10,3.7666,2,67,0,0.012718,0.395555,-8.910402,707000,4164.5
708,1000,162.3897,16,0.32,,1,0,6,2.3452,1,262,0,0.012693,0.666542,-9.438307,708000,4170.5
709,1000,287.024,21,0.42,,1,0,9,3.3448,3,470,0,0.012808,0.365961,-7.627321,709000,4176.3
710,1000,183.6109,18,0.36,,1,0,9,3.2016,1,7,0,0.012956,0.729483,-8.59444,710000,4182.0
711,1000,86.0605,13,0.26,,1,0,5,1.9203,0,111,0,0.012818,0.51353,-8.659101,711000,4187.8
712,1000,123.1238,14,0.28,,1,0,5,2.0616,0,26,0,0.013017,0.516369,-8.578196,712000,4193.5
713,1000,122.6798,14,0.28,,1,0,5,2.0616,0,334,0,0.012766,0.606634,-9.563998,713000,4199.3
714,1000,209.6788,19,0.38,,1,0,10,3.562,1,56,0,0.012621,0.380729,-8.642557,714000,4205.0
715,1000,268.8832,21,0.42,,1,0,8,3.1125,3,394,0,0.012529,0.339994,-8.584435,715000,4210.7
716,1000,265.9747,19,0.38,,1,0,8,2.9475,3,285,0,0.012512,0.644442,-8.429976,716000,4216.5
717,1000,336.0297,25,0.5,,1,0,10,3.7666,3,417,0,0.012829,0.47725,-8.211057,717000,4222.3
718,1000,59.0173,10,0.2,,1,0,5,1.8028,0,1068,0,0.012642,0.256201,-9.023774,718000,4228.3
719,1000,113.9678,14,0.28,,1,0,5,2.0616,0,5,0,0.01244,0.396986,-8.473375,719000,4234.2
720,1000,221.5722,18,0.36,,1,0,7,2.6926,2,160,0,0.012554,0.500553,-8.350872,720000,4239.9
721,1000,241.3388,20,0.4,,1,0,8,3.0822,2,236,0,0.012441,0.241467,-8.768476,721000,4245.7
722,1000,237.3195,20,0.4,,1,0,8,3.0822,2,57,0,0.012618,0.764782,-9.645048,722000,4251.4
723,1000,115.7821,14,0.28,,0,2,5,1.5,0,567,0,0.012649,0.333863,-8.751064,723000,4257.1
724,1000,-4.6899,9,0.18,,1,0,4,1.479,0,3122,0,0.012469,0.473847,-8.996713,724000,4263.1
725,1000,201.8394,15,0.3,,1,0,6,2.2776,2,444,0,0.012398,0.256525,-9.249024,725000,4269.0
726,1000,328.8882,25,0.5,,1,0,9,3.6315,3,112,0,0.012342,0.345167,-8.809557,726000,4274.9
727,1000,122.7119,14,0.28,,1,0,5,2.0616,0,42,0,0.012142,0.400052,-8.839876,727000,4280.8
728,1000,58.0803,10,0.2,,2,0,5,2.5,0,1182,0,0.012093,0.50499,-8.689457,728000,4286.6
729,1000,244.9538,21,0.42,,1,0,10,3.9607,2,727,0,0.012163,0.47823,-8.619015,729000,4292.5
730,1000,216.9208,18,0.36,,1,0,8,2.958,2,387,0,0.012016,0.312143,-9.570583,730000,4298.3
731,1000,95.9912,12,0.24,,1,0,5,2.1213,0,640,0,0.012083,0.330664,-9.517772,731000,4304.1
732,1000,243.7213,19,0.38,,1,0,7,2.8614,2,9,0,0.011825,0.262522,-10.122255,732000,4309.9
733,1000,156.7868,15,0.3,,1,0,7,2.586,1,775,0,0.011917,0.520982,-9.093354,733000,4316.0
734,1000,178.743,17,0.34,,1,0,8,2.8614,1,563,0,0.012153,0.33832,-9.30938,734000,4322.0
735,1000,201.6497,15,0.3,,1,0,6,2.2776,2,48,0,0.012227,0.463293,-9.695062,735000,4327.7
736,1000,154.0505,14,0.28,,1,0,5,2.0616,1,401,0,0.012039,0.30978,-9.8657,736000,4333.6
737,1000,228.3696,19,0.38,,1,0,9,3.2692,2,0,0,0.012061,0.305175,-9.093657,737000,4339.3
738,1000,290.7761,21,0.42,,1,0,12,4.3229,3,182,0,0.011996,0.290442,-8.424609,738000,4345.2
739,1000,304.3643,22,0.44,,1,0,9,3.3541,3,191,0,0.011825,0.327051,-8.896886,739000,4351.1
740,1000,150.304,15,0.3,,1,0,5,2.1651,1,493,0,0.011806,0.742187,-9.147008,740000,4357.0
741,1000,234.2982,19,0.38,,1,0,8,3.1125,2,36,0,0.011934,0.663871,-8.504675,741000,4362.8
742,1000,100.2389,13,0.26,,1,0,5,1.9203,0,339,0,0.011842,0.525756,-8.584581,742000,4368.7
743,1000,239.5455,20,0.4,,1,0,9,3.3912,2,97,0,0.011973,0.589293,-9.892895,743000,4374.6
744,1000,262.8161,22,0.44,,1,0,9,3.7749,2,167,0,0.011864,0.38196,-9.879777,744000,4380.5
745,1000,124.6689,15,0.3,,1,0,5,2.1651,0,0,0,0.011912,0.504309,-9.750578,745000,4386.4
746,1000,169.1707,16,0.32,,1,0,8,2.9155,1,528,0,0.011765,0.236394,-9.029501,746000,4392.2
747,1000,273.2612,23,0.46,,1,0,10,3.7666,2,700,0,0.011793,0.351937,-9.151379,747000,4398.1
748,1000,138.8999,14,0.28,,1,0,6,2.1794,1,551,0,0.011602,0.388575,-8.694756,748000,4404.2
749,1000,189.277,16,0.32,,1,0,7,2.5495,2,90,0,0.011486,0.312122,-9.702547,749000,4410.2
750,1000,174.9039,17,0.34,,1,0,8,2.8614,1,65,0,0.011449,0.431834,-9.346914,750000,4416.0
751,1000,204.9918,16,0.32,,1,0,6,2.3452,2,44,0,0.011511,0.600654,-8.325804,751000,4421.7
752,1000,163.4736,15,0.3,,1,0,5,2.1651,1,0,0,0.011642,0.281875,-8.994646,752000,4427.5
753,1000,97.3277,12,0.24,,1,0,4,1.7321,0,0,0,0.01157,0.419098,-8.042321,753000,4433.4
754,1000,275.0123,20,0.4,,1,0,8,3.0822,3,311,0,0.011764,0.52452,-9.144939,754000,4439.4
755,1000,180.1253,17,0.34,,0,1,8,2.586,1,515,0,0.011662,0.319309,-9.262678,755000,4445.5
756,1000,153.8325,13,0.26,,1,0,5,2.0463,2,773,0,0.011887,0.692569,-8.915028,756000,4451.4
757,1000,86.7619,12,0.24,,1,0,5,1.8708,0,0,0,0.011925,0.36061,-9.429441,757000,4457.1
758,1000,166.7737,16,0.32,,1,0,8,2.9155,1,434,0,0.011898,0.322211,-9.161486,758000,4463.0
759,1000,308.1521,22,0.44,,1,0,10,3.6401,3,90,0,0.011822,0.364534,-8.865797,759000,4468.7
760,1000,90.3366,10,0.2,,1,0,6,2.2913,1,1317,0,0.011778,0.662006,-9.933671,760000,4474.6
761,1000,313.3121,23,0.46,,1,0,10,3.7666,3,181,0,0.012013,0.473527,-10.238587,761000,4480.3
762,1000,227.1852,18,0.36,,1,0,9,3.2016,2,91,0,0.011807,0.423233,-7.987707,762000,4486.1
763,1000,81.827,13,0.26,,1,0,5,1.9203,0,1002,0,0.011786,0.452589,-9.203232,763000,4492.1
764,1000,177.9101,17,0.34,,1,0,8,2.8614,1,30,0,0.011888,0.479686,-8.771956,764000,4498.0
765,1000,198.3012,18,0.36,,1,0,8,2.8723,1,129,0,0.012004,0.372849,-9.186903,765000,4503.9
766,1000,282.6994,23,0.46,,1,0,10,3.7666,2,182,0,0.012091,0.415669,-8.847792,766000,4509.7
767,1000,217.7367,20,0.4,,1,0,8,3.0822,2,1084,0,0.011974,0.381087,-9.001156,767000,4515.6
768,1000,181.2643,17,0.34,,1,0,7,2.586,1,442,0,0.011876,0.410424,-8.683683,768000,4521.4
769,1000,174.6694,17,0.34,,0,1,7,2.1651,1,723,0,0.011875,0.535713,-8.522128,769000,4527.2
770,1000,200.5665,18,0.36,,1,0,8,2.8723,1,74,0,0.012184,0.339593,-8.364836,770000,4533.1
771,1000,127.2913,15,0.3,,1,0,6,2.2776,1,1308,0,0.011942,0.306344,-8.760804,771000,4538.9
772,1000,135.0234,13,0.26,,1,0,5,1.9203,1,117,0,0.01211,0.991475,-8.506992,772000,4544.7
773,1000,232.3414,18,0.36,,1,0,8,2.8723,2,363,0,0.01214,0.482144,-8.701086,773000,4550.5
774,1000,204.8117,16,0.32,,1,0,6,2.3452,2,418,0,0.01196,0.449786,-8.528242,774000,4556.2
775,1000,248.8787,20,0.4,,1,0,8,3.0822,2,397,0,0.012099,0.43309,-8.631283,775000,4562.0
776,1000,253.7243,20,0.4,,1,0,8,3.0822,2,156,0,0.012148,0.334879,-9.161388,776000,4567.8
777,1000,168.4012,15,0.3,,1,0,5,2.1651,2,1511,0,0.012133,0.234357,-8.002755,777000,4573.6
778,1000,227.8709,19,0.38,,1,0,7,2.8614,2,445,0,0.012244,0.238711,-8.570837,778000,4579.4
779,1000,118.6287,14,0.28,,1,0,5,2.0616,0,161,0,0.012428,0.399158,-8.644552,779000,4585.2
780,1000,201.2233,19,0.38,,0,1,8,2.4875,1,128,0,0.012493,0.473152,-8.482169,780000,4590.9
781,1000,206.6747,16,0.32,,1,0,6,2.4495,2,499,0,0.012474,0.438369,-8.257593,781000,4596.7
782,1000,223.4907,19,0.38,,1,0,10,3.562,2,327,0,0.012339,0.397858,-8.753397,782000,4602.5
783,1000,150.6145,15,0.3,,1,0,6,2.2776,1,483,0,0.012529,0.442446,-9.479858,783000,4608.3
784,1000,214.3069,20,0.4,,0,1,10,3.2404,1,127,0,0.012373,0.494838,-8.331463,784000,4614.2
785,1000,173.8259,18,0.36,,1,0,8,2.8723,1,731,0,0.012126,0.450119,-9.374832,785000,4620.1
786,1000,227.5379,19,0.38,,1,0,10,3.562,2,367,0,0.01244,0.481341,-8.833511,786000,4626.0
787,1000,133.5592,14,0.28,,1,0,6,2.1794,1,0,0,0.01224,0.383241,-8.17238,787000,4631.9
788,1000,285.4955,21,0.42,,1,0,10,3.562,3,652,0,0.012281,0.368953,-8.811551,788000,4637.9
789,1000,170.4957,17,0.34,,1,0,7,2.586,1,250,0,0.012751,0.322229,-8.754572,789000,4643.7
790,1000,70.4653,10,0.2,,1,0,5,2.0616,0,666,0,0.012649,0.442593,-9.264353,790000,4649.7
791,1000,190.9001,18,0.36,,1,0,9,3.2016,1,101,0,0.012706,0.328478,-8.561539,791000,4655.5
792,1000,155.6553,16,0.32,,1,0,7,2.5495,1,755,0,0.012185,0.432544,-8.112177,792000,4661.5
793,1000,222.6653,18,0.36,,1,0,8,2.8723,2,70,0,0.012523,0.573834,-8.332627,793000,4667.2
794,1000,168.4047,16,0.32,,1,0,8,2.8284,1,206,0,0.012132,0.640957,-8.048545,794000,4673.0
795,1000,86.5524,15,0.3,,1,0,5,2.1651,0,138,0,0.01242,0.420586,-8.614766,795000,4678.8
796,1000,305.9832,23,0.46,,1,0,10,3.6315,3,785,0,0.012253,0.692317,-8.535015,796000,4684.6
797,1000,91.8036,12,0.24,,1,0,5,1.8708,0,136,0,0.012145,0.395085,-8.455933,797000,4690.4
798,1000,75.5055,11,0.22,,1,0,5,2.2776,1,2225,0,0.01197,0.325805,-8.442064,798000,4696.4
799,1000,169.5454,16,0.32,,1,0,6,2.3452,1,609,0,0.012031,1.163158,-8.435758,799000,4702.1
800,1000,170.2452,16,0.32,,1,0,7,2.5495,1,10,0,0.012161,0.444953,-8.898016,800000,4707.9
801,1000,193.9306,15,0.3,,1,0,5,2.1651,2,0,0,0.012297,0.594317,-8.338567,801000,4713.7
802,1000,117.0456,14,0.28,,1,0,5,2.0616,0,305,0,0.012119,0.281535,-7.660901,802000,4719.4
803,1000,232.6984,21,0.42,,1,0,8,3.2692,2,668,0,0.012226,1.02412,-8.430386,803000,4725.2
804,1000,18.3698,9,0.18,,1,0,4,1.479,0,79,0,0.012057,0.49537,-7.422988,804000,4731.0
805,1000,-1.1333,8,0.16,,1,0,4,1.5811,0,2744,0,0.012228,0.430042,-8.366748,805000,4737.0
806,1000,265.8113,22,0.44,,1,0,9,3.5,2,225,0,0.012441,0.353167,-8.009285,806000,4742.8
807,1000,19.5554,7,0.14,,1,0,3,1.0897,0,1505,0,0.01244,0.429556,-8.204937,807000,4748.7
808,1000,128.6078,15,0.3,,1,0,5,2.1651,0,191,0,0.012311,0.360402,-6.772519,808000,4754.5
809,1000,254.275,20,0.4,,1,0,10,3.6056,2,40,0,0.012227,0.424298,-8.083117,809000,4760.2
810,1000,249.5773,20,0.4,,1,0,8,3.0822,2,449,0,0.012233,0.488439,-8.347328,810000,4766.0
811,1000,294.7574,21,0.42,,1,0,10,3.562,3,4,0,0.012039,0.340205,-7.504644,811000,4771.8
812,1000,106.3108,13,0.26,,1,0,5,2.0463,0,594,0,0.011973,0.679354,-8.815713,812000,4777.6
813,1000,167.4332,15,0.3,,1,0,5,2.1651,1,154,0,0.012049,0.651687,-7.942565,813000,4783.4
814,1000,171.4158,17,0.34,,1,0,9,3.2692,1,394,0,0.012172,0.845512,-7.179213,814000,4789.2
815,1000,127.1488,16,0.32,,1,0,6,2.3452,1,1718,0,0.012139,0.530507,-8.099654,815000,4795.1
816,1000,178.7238,17,0.34,,1,0,7,2.586,1,251,0,0.011979,0.501151,-7.057228,816000,4800.9
817,1000,98.0719,12,0.24,,1,0,5,2.1213,0,152,0,0.01209,0.312475,-7.583496,817000,4806.7
818,1000,198.8088,19,0.38,,1,0,10,3.562,1,260,0,0.011996,0.319926,-8.002459,818000,4812.5
819,1000,210.7357,19,0.38,,1,0,9,3.1918,1,124,0,0.01202,0.487987,-8.217913,819000,4818.4
820,1000,180.6917,18,0.36,,1,0,10,3.6401,1,626,0,0.012174,0.703417,-8.11127,820000,4824.2
821,1000,269.1421,22,0.44,,1,0,10,3.6401,2,251,0,0.012149,0.375238,-7.591895,821000,4830.0
822,1000,217.9367,18,0.36,,1,0,9,3.2016,2,457,0,0.01175,0.992354,-7.435957,822000,4835.9
823,1000,98.0098,13,0.26,,1,0,5,2.0463,0,232,0,0.011941,0.47076,-7.896841,823000,4841.8
824,1000,148.5424,16,0.32,,1,0,6,2.3452,1,487,0,0.011737,0.566188,-7.356998,824000,4847.9
825,1000,105.9332,12,0.24,,1,0,5,1.8708,0,17,0,0.011735,0.379055,-7.43506,825000,4853.9
826,1000,187.0525,17,0.34,,1,0,7,2.586,1,38,0,0.011819,0.440231,-7.259189,826000,4859.7
827,1000,134.109,14,0.28,,1,0,6,2.1794,1,722,0,0.011945,0.748263,-8.19024,827000,4865.6
828,1000,155.9711,15,0.3,,1,0,6,2.2776,1,425,0,0.011855,0.618284,-7.858702,828000,4871.4
829,1000,203.5983,16,0.32,,1,0,7,2.5495,2,194,0,0.01164,0.343045,-6.765794,829000,4877.2
830,1000,189.6938,17,0.34,,1,0,7,2.586,1,43,0,0.011668,0.375832,-7.831466,830000,4882.9
831,1000,126.0654,15,0.3,,1,0,5,2.1651,0,139,0,0.011561,0.358348,-6.66895,831000,4888.9
832,1000,135.6639,14,0.28,,1,0,5,2.0616,1,1072,0,0.011813,0.301135,-7.01436,832000,4894.7
833,1000,114.7828,15,0.3,,1,0,5,2.1651,0,415,0,0.011582,0.724569,-6.685574,833000,4900.5
834,1000,161.8916,15,0.3,,1,0,7,2.4875,1,62,0,0.011527,0.500435,-7.47157,834000,4906.3
835,1000,202.3943,16,0.32,,1,0,6,2.4495,2,12,0,0.01177,0.769363,-6.911372,835000,4912.1
836,1000,267.93,21,0.42,,1,0,9,3.3448,2,215,0,0.011835,0.551147,-7.073429,836000,4917.8
837,1000,260.923,22,0.44,,1,0,9,3.7749,2,36,0,0.012103,0.434355,-7.167768,837000,4923.7
838,1000,89.9841,13,0.26,,1,0,5,1.9203,0,169,0,0.012035,0.580422,-7.075571,838000,4929.6
839,1000,190.7118,18,0.36,,1,0,8,2.8723,1,97,0,0.011824,0.387742,-6.653039,839000,4935.3
840,1000,190.8355,16,0.32,,1,0,6,2.4495,2,243,0,0.012023,0.481724,-6.98849,840000,4941.0
841,1000,285.5398,23,0.46,,1,0,10,3.7666,2,25,0,0.011732,0.493784,-6.367658,841000,4946.7
842,1000,160.9413,15,0.3,,1,0,5,2.1651,1,572,0,0.011473,0.315502,-6.765323,842000,4952.5
843,1000,281.1285,19,0.38,,1,0,8,2.9475,3,377,0,0.011654,0.869594,-6.530944,843000,4958.2
844,1000,169.8311,17,0.34,,1,0,9,3.1918,1,66,0,0.011657,0.279589,-7.345989,844000,4964.1
845,1000,231.4236,19,0.38,,1,0,7,2.8614,2,405,0,0.011664,0.298673,-7.15753,845000,4969.9
846,1000,171.4508,17,0.34,,1,0,7,2.586,1,417,0,0.011959,0.822922,-7.769422,846000,4975.6
847,1000,213.8774,17,0.34,,1,0,7,2.586,2,360,0,0.011935,0.342299,-6.933499,847000,4981.2
848,1000,200.6783,16,0.32,,1,0,6,2.3452,2,250,0,0.012308,0.427386,-7.081012,848000,4987.0
849,1000,249.355,20,0.4,,1,0,8,3.0822,2,4,0,0.012144,0.727534,-7.205153,849000,4992.7
850,1000,222.1105,18,0.36,,1,0,8,2.958,2,14,0,0.0123,0.39696,-6.855467,850000,4998.6
851,1000,164.5034,16,0.32,,1,0,8,2.8284,1,673,0,0.011945,0.679983,-6.012359,851000,5004.3
852,1000,281.567,23,0.46,,1,0,10,3.7666,2,12,0,0.011921,0.70168,-6.753382,852000,5010.1
853,1000,191.8887,19,0.38,,1,0,9,3.1918,1,505,0,0.011992,0.48334,-7.355841,853000,5016.1
854,1000,292.4436,22,0.44,,1,0,10,3.6401,3,431,0,0.012133,0.585872,-7.303512,854000,5022.0
855,1000,274.0157,22,0.44,,1,0,9,3.5,2,17,0,0.012178,0.744828,-6.416698,855000,5027.8
856,1000,249.4298,21,0.42,,1,0,8,3.2692,2,420,0,0.012053,0.650591,-6.800921,856000,5033.6
857,1000,175.1674,18,0.36,,1,0,9,3.2016,1,298,0,0.011958,0.402462,-6.203524,857000,5039.4
858,1000,175.8156,16,0.32,,1,0,6,2.3452,1,52,0,0.012131,0.413092,-6.855371,858000,5045.2
859,1000,180.8142,17,0.34,,0,1,7,2.1651,1,147,0,0.012226,0.510201,-6.117653,859000,5051.1
860,1000,160.1783,16,0.32,,1,0,7,2.5495,1,469,0,0.0123,0.76265,-6.250254,860000,5056.9
861,1000,206.9271,17,0.34,,1,0,7,2.681,2,88,0,0.012118,0.330615,-6.585046,861000,5062.8
862,1000,241.0907,19,0.38,,1,0,8,2.9475,2,216,0,0.011824,0.539166,-6.155532,862000,5069.0
863,1000,122.2977,14,0.28,,1,0,5,2.0616,0,160,0,0.011675,0.425227,-6.271138,863000,5074.7
864,1000,115.0712,14,0.28,,1,0,5,2.0616,0,157,0,0.011901,0.248262,-6.294417,864000,5080.6
865,1000,208.0285,17,0.34,,1,0,7,2.586,2,373,0,0.012048,0.272137,-6.101838,865000,5086.4
866,1000,227.4195,18,0.36,,1,0,8,2.8723,2,392,0,0.012127,0.696416,-6.149804,866000,5092.2
867,1000,272.321,19,0.38,,1,0,8,2.9475,3,6,0,0.012065,0.396035,-6.068407,867000,5098.0
868,1000,90.4865,14,0.28,,1,0,5,2.0616,0,16,0,0.012272,0.922848,-5.619865,868000,5103.7
869,1000,230.6591,20,0.4,,1,0,8,3.0822,2,467,0,0.012217,0.521675,-5.167202,869000,5109.5
870,1000,99.7609,13,0.26,,1,0,5,1.9203,0,133,0,0.01198,0.437572,-6.525273,870000,5115.2
871,1000,238.8477,19,0.38,,1,0,9,3.1918,2,11,0,0.012097,0.32278,-5.260524,871000,5120.9
872,1000,171.5813,16,0.32,,1,0,7,2.5495,1,97,0,0.012275,0.41958,-6.167832,872000,5126.7
873,1000,250.1993,20,0.4,,1,0,8,3.3166,2,16,0,0.011871,0.341657,-6.119685,873000,5132.4
874,1000,222.1379,18,0.36,,1,0,8,2.958,2,495,0,0.012305,0.385208,-6.13585,874000,5138.2
875,1000,158.2043,15,0.3,,1,0,5,2.1651,1,187,0,0.011936,0.455948,-6.65198,875000,5143.9
876,1000,170.9301,16,0.32,,1,0,7,2.5495,1,61,0,0.011918,0.738201,-6.302292,876000,5149.9
877,1000,139.9193,14,0.28,,0,1,7,2.2913,1,691,0,0.011881,0.755277,-5.519223,877000,5155.9
878,1000,85.2653,11,0.22,,1,0,5,1.9203,0,283,0,0.012081,0.588388,-6.79549,878000,5161.8
879,1000,210.3614,16,0.32,,1,0,6,2.3452,2,195,0,0.011786,0.628173,-6.526919,879000,5167.5
880,1000,110.3808,14,0.28,,1,0,5,2.0616,0,0,0,0.011923,0.288495,-6.6157,880000,5173.3
881,1000,163.287,16,0.32,,1,0,7,2.5495,1,100,0,0.012097,0.288585,-5.91543,881000,5179.1
882,1000,139.1888,14,0.28,,1,0,5,2.0616,1,289,0,0.011757,0.616554,-5.749469,882000,5185.0
883,1000,157.6253,14,0.28,,1,0,5,2.0616,1,214,0,0.011904,0.229377,-6.54836,883000,5190.9
884,1000,140.2444,15,0.3,,1,0,5,2.1651,1,1317,0,0.011715,0.428716,-6.269852,884000,5196.8
885,1000,200.8443,17,0.34,,1,0,7,2.9475,2,759,0,0.011714,0.836384,-6.494205,885000,5202.7
886,1000,230.0225,19,0.38,,1,0,9,3.1918,2,150,0,0.011599,0.286458,-6.565154,886000,5208.7
887,1000,153.1618,14,0.28,,1,0,5,2.0616,1,141,0,0.011977,0.505768,-5.893534,887000,5214.6
888,1000,82.7869,12,0.24,,1,0,5,1.8708,0,42,0,0.011695,0.810069,-7.099492,888000,5220.5
889,1000,193.0569,18,0.36,,1,0,9,3.2016,1,104,0,0.011565,0.35885,-5.768713,889000,5226.6
890,1000,203.6922,16,0.32,,1,0,6,2.4495,2,127,0,0.011414,0.421576,-6.385801,890000,5232.5
891,1000,180.75,17,0.34,,1,0,7,2.586,1,454,0,0.011682,0.582709,-6.161862,891000,5238.4
892,1000,185.6921,18,0.36,,1,0,9,3.2016,1,0,0,0.011815,0.313947,-6.842482,892000,5244.2
893,1000,144.7599,14,0.28,,1,0,5,2.0616,1,434,0,0.012051,0.298948,-6.561752,893000,5250.1
894,1000,142.5132,14,0.28,,1,0,5,2.0616,1,184,0,0.012087,0.38482,-6.718874,894000,5256.2
895,1000,172.338,16,0.32,,1,0,8,2.8284,1,0,0,0.011984,0.313249,-6.24726,895000,5262.6
896,1000,170.0395,16,0.32,,1,0,9,3.2404,1,7,0,0.012364,0.454335,-6.646084,896000,5269.5
897,1000,191.3119,16,0.32,,1,0,7,2.5495,2,930,0,0.012567,0.629948,-6.654307,897000,5276.1
898,1000,196.3426,17,0.34,,1,0,7,2.681,2,0,0,0.012279,0.305695,-6.165065,898000,5282.8
899,1000,117.6067,14,0.28,,1,0,5,2.0616,0,5,0,0.0124,0.574853,-6.077306,899000,5290.4
