episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.9,0.6042,8.0875,0.6047,935.5916,0.9625,1017.275,102.8591,1,2419.7
100,50.0,0.0,8.4,0.6264,934.5946,1.0,1118.3625,106.2721,1,5200.7
150,49.9875,0.1111,8.475,0.6201,932.7143,0.9875,1174.3125,104.8356,0,7981.5
200,50.0,0.0,8.2125,0.6247,934.3197,1.0,1096.775,106.3441,1,10701.6
250,49.975,0.2222,7.6125,0.6239,935.4289,0.9875,975.55,105.4982,0,13332.2
300,50.0,0.0,7.8875,0.6126,936.1023,1.0,953.3375,106.8222,1,15957.0
350,50.0,0.0,7.825,0.605,935.8411,1.0,947.75,106.8408,1,18530.3
400,49.825,1.5554,7.7625,0.6096,933.7458,0.9875,898.175,105.7561,0,21150.1
450,49.6125,2.2107,7.675,0.6111,931.9233,0.9625,885.825,103.2973,0,23784.5
500,50.0,0.0,7.575,0.6092,937.0609,1.0,842.8,107.1907,1,26408.0
550,49.9375,0.4567,7.4875,0.6092,935.6916,0.975,879.2375,104.5692,0,29016.5
600,49.9875,0.1111,7.55,0.611,936.1027,0.9875,890.7375,105.7809,0,31512.9
650,49.875,1.111,7.6625,0.6043,933.3265,0.9875,873.7625,105.8375,0,34049.5
700,49.9125,0.6744,7.775,0.6081,935.6165,0.975,913.7875,104.454,0,36681.5
750,49.95,0.35,7.725,0.6097,935.1742,0.975,895.4875,104.515,0,39226.5
800,49.6375,2.9036,7.5375,0.6084,930.0613,0.975,888.65,104.5378,0,41750.4
850,49.7875,1.4807,7.575,0.6103,934.2074,0.9625,900.95,103.2468,0,44082.8
900,49.3625,3.7324,7.625,0.6102,930.5384,0.95,871.875,102.0938,0,45891.2
950,49.8875,0.8061,7.725,0.6085,936.1402,0.975,875.4625,104.5818,0,47744.8
1000,49.9625,0.3333,7.725,0.6069,935.7606,0.9875,895.5,105.765,0,49522.0
1050,49.925,0.6666,7.7125,0.6078,935.9194,0.9875,871.75,105.8442,0,51017.1
1100,49.3875,2.7995,7.8375,0.6104,929.1692,0.925,905.5625,99.4815,0,51852.7
1150,49.8125,1.1521,7.85,0.6153,934.059,0.95,889.7875,102.034,0,52743.0
1200,49.6875,1.9013,7.7875,0.6123,932.7362,0.95,901.8875,101.9937,0,53585.8
1250,49.475,2.5494,7.775,0.6111,929.18,0.95,919.3125,101.9356,0,54414.6
