episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.7,1.7059,8.1125,0.637,932.2676,0.95,1154.05,119.6127,1,3023.8
100,49.9625,0.3333,8.4125,0.6403,934.0407,0.9875,1226.9625,122.3905,1,6410.6
150,49.8875,0.8061,8.4125,0.63,934.0901,0.975,1262.5375,120.6662,0,9862.5
200,49.75,2.222,8.3,0.619,931.3614,0.9875,1119.2875,123.8262,1,13246.2
250,49.7625,1.1537,8.0375,0.6257,934.2292,0.95,1073.05,120.6927,0,16559.9
300,49.9875,0.1111,8.2,0.6222,934.8825,0.9875,1041.3125,124.8658,1,19931.4
350,49.9875,0.1111,8.1,0.6239,934.1055,0.9875,1038.525,124.903,1,23170.5
400,49.9375,0.4567,8.1875,0.6199,935.012,0.975,1031.6625,123.7445,0,26599.8
450,49.9875,0.1111,8.15,0.6133,934.3271,0.9875,1006.575,125.329,1,29973.7
500,49.775,1.9998,8.3375,0.6108,933.7724,0.9875,1039.375,124.8917,0,33394.1
550,49.9875,0.1111,8.225,0.6104,933.9104,0.9875,1021.3,125.1327,0,36444.2
600,50.0,0.0,8.225,0.6148,935.6373,1.0,986.0875,126.8522,1,39110.8
650,50.0,0.0,8.25,0.6103,935.6047,1.0,996.775,126.7097,0,41774.2
700,49.875,1.111,8.3,0.6101,935.4039,0.9875,968.2,125.8407,0,44524.9
750,50.0,0.0,8.35,0.6123,936.0794,1.0,1022.225,126.3703,0,47257.7
800,50.0,0.0,8.3,0.6111,934.743,1.0,1031.8375,126.2422,0,49947.3
850,49.925,0.6666,8.4125,0.606,933.9466,0.9875,1020.275,125.1463,0,52593.3
900,50.0,0.0,8.4125,0.6139,935.3147,1.0,1053.625,125.9517,0,55280.6
950,49.9875,0.1111,8.4,0.611,934.7454,0.9875,1015.475,125.2103,0,57915.2
1000,49.9,0.7842,8.3375,0.6138,932.7397,0.975,1041.6625,123.6112,0,60473.0
1050,50.0,0.0,8.45,0.6015,934.9089,1.0,1026.275,126.3163,0,63171.1
1100,50.0,0.0,8.5875,0.6115,935.2497,1.0,1025.3625,126.3285,0,65870.2
1150,50.0,0.0,8.3875,0.6129,935.5134,1.0,989.2375,126.8102,0,68643.3
1200,50.0,0.0,8.2625,0.6177,934.6059,1.0,999.2875,126.6762,0,71272.7
1250,49.65,3.1109,8.3625,0.6165,930.9291,0.9875,1005.875,125.3383,0,74000.5
1300,50.0,0.0,8.5375,0.6149,934.9835,1.0,1038.275,126.1563,0,76703.9
1350,50.0,0.0,8.4,0.6227,934.475,1.0,1023.6375,126.3515,0,79498.7
