episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,47.0,6.892,7.5,0.6573,910.4777,0.725,1144.025,78.6866,1,1909.2
100,48.625,6.0319,8.15,0.6668,927.7465,0.875,1205.45,93.4818,1,3967.4
150,49.875,0.5562,8.5,0.6353,931.8362,0.95,1142.8,101.1907,1,6142.1
200,49.7,1.7205,8.375,0.6317,933.9146,0.95,1061.375,101.4621,1,8367.0
250,49.575,2.6541,8.25,0.6252,930.6029,0.975,1063.55,103.9548,1,10342.6
300,49.875,0.5562,8.425,0.6216,932.4806,0.95,1053.9,101.487,0,12460.1
350,49.675,1.7376,8.4,0.6293,932.2855,0.95,1027.1,101.5763,0,14558.8
400,50.0,0.0,8.5,0.63,933.6712,1.0,1046.225,106.5126,1,16751.5
450,49.975,0.1561,8.425,0.6367,933.5851,0.975,1046.1,104.013,0,18938.7
500,49.975,0.1561,8.525,0.6241,936.0042,0.975,1020.45,104.0985,0,21050.7
550,49.8,0.9798,8.45,0.6323,933.8464,0.95,1027.275,101.5757,0,23162.6
600,49.625,1.7704,8.275,0.6321,932.6261,0.925,989.65,99.2012,0,25270.2
650,50.0,0.0,8.45,0.632,936.292,1.0,1006.25,106.6458,1,27425.3
700,49.975,0.1561,8.625,0.6215,934.3919,0.975,972.75,104.2575,0,29584.3
750,49.825,0.8333,8.225,0.621,934.064,0.95,977.225,101.7426,0,31635.5
800,50.0,0.0,8.3,0.6346,935.9875,1.0,1030.65,106.5645,0,33806.8
850,50.0,0.0,8.275,0.6331,932.8553,1.0,1097.35,106.3422,0,35948.3
900,49.975,0.1561,8.425,0.6232,933.2165,0.975,1037.95,104.0402,0,38057.4
950,50.0,0.0,8.325,0.6214,932.9514,1.0,1017.55,106.6082,0,40169.0
1000,49.925,0.4684,8.3,0.6273,934.3416,0.975,1013.85,104.1205,0,42193.7
1050,49.975,0.1561,8.4,0.6244,934.291,0.975,1017.625,104.1079,0,44433.6
1100,50.0,0.0,8.375,0.6191,934.5943,1.0,1031.6,106.5613,0,46486.0
1150,50.0,0.0,8.625,0.6336,935.2757,1.0,1043.55,106.5215,0,48691.9
1200,49.4,2.6249,8.4,0.6301,930.4414,0.925,1093.175,98.8561,0,50906.6
1250,49.625,2.3419,8.475,0.625,932.362,0.975,1046.675,104.0111,0,53062.9
1300,50.0,0.0,8.5,0.6258,934.8171,1.0,1122.55,106.2582,0,54534.0
1350,50.0,0.0,8.55,0.6318,934.2597,1.0,1123.8,106.254,0,55897.4
1400,50.0,0.0,8.4,0.6373,934.8004,1.0,1085.05,106.3832,0,57136.3
