episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.525,2.6551,7.8875,0.6195,933.281,0.9625,1001.125,122.9017,1,3079.6
100,49.85,0.9887,8.1,0.6289,934.5197,0.975,1153.275,122.123,0,6476.4
150,49.95,0.35,7.675,0.6236,935.7105,0.975,1012.825,123.9957,1,9908.0
200,49.6125,2.1994,7.8,0.6342,931.7207,0.95,1004.4625,121.6072,0,13253.5
250,49.775,1.9998,7.4875,0.6233,935.0204,0.9875,914.5125,126.5565,1,16460.8
300,49.9875,0.1111,7.4625,0.6193,935.8395,0.9875,920.9875,126.4702,0,19683.0
350,49.675,1.8219,7.5,0.6154,933.6615,0.95,910.6625,122.8578,0,22830.5
400,49.75,1.6845,7.475,0.6147,934.5002,0.975,876.0625,125.8192,0,26124.6
450,49.325,2.8363,7.2375,0.617,932.3642,0.9125,893.7125,119.3338,0,29397.1
500,49.525,2.3978,7.4875,0.6167,932.1459,0.9375,890.4625,121.8772,0,32627.0
550,49.925,0.4943,7.7125,0.6153,935.7669,0.975,900.0375,125.4995,0,35711.0
600,49.9125,0.5521,7.6125,0.6123,935.7498,0.975,886.55,125.6793,0,38212.2
650,49.725,2.2303,7.7875,0.608,933.8746,0.975,897.725,125.5303,0,40837.6
700,50.0,0.0,7.9625,0.6091,935.4772,1.0,886.9375,128.1742,1,43460.7
750,49.9625,0.3333,8.1,0.6107,934.2659,0.9875,885.8125,126.9392,0,45971.6
800,49.9125,0.7777,7.975,0.6063,936.2197,0.9875,896.425,126.7977,0,48504.9
850,49.8125,1.6665,7.925,0.6069,934.1908,0.9875,904.1625,126.6945,0,51036.9
900,50.0,0.0,7.975,0.6054,935.5548,1.0,913.4375,127.8208,0,53543.8
950,49.6625,2.1092,8.15,0.6086,931.3831,0.975,930.3125,125.0958,0,56097.6
1000,49.975,0.2222,8.05,0.6057,935.798,0.9875,900.825,126.739,0,58570.5
1050,49.975,0.2222,8.1875,0.602,935.6034,0.9875,950.6625,126.0745,0,61168.1
1100,49.85,1.2258,8.2625,0.6056,935.4277,0.975,910.4625,125.3605,0,63652.6
1150,49.9875,0.1111,8.2375,0.6043,935.5189,0.9875,971.15,125.8013,0,66310.4
1200,49.9375,0.4567,8.125,0.6026,934.4584,0.975,926.0625,125.1525,0,68836.4
1250,49.9,0.6442,8.3875,0.6017,934.9445,0.975,973.9125,124.5145,0,71432.1
1300,49.6875,2.2836,8.2,0.6039,934.6523,0.975,923.6375,125.1848,0,73979.4
1350,49.95,0.35,8.225,0.6072,934.8112,0.975,937.5125,124.9998,0,76617.7
1400,49.7625,1.7906,8.0875,0.6105,933.619,0.9625,929.3375,123.8588,0,79301.7
1450,49.7125,2.0688,8.0875,0.6084,932.6659,0.975,936.4625,125.0138,0,81271.7
