episode,n_drones,n_dests,steps,team_reward,delivered,makespan,reloads,hop2plus,max_reach,stall_ratio,max_stall_run,term_reason,relay_frac,wall_sec
1,5,43,940,428.488,43,940,7,0.577,844.2,0.2996,25,complete,0.0891,2.6
2,4,74,1000,808.062,65,,11,0.344,550.1,0.2419,10,step_limit,0.0818,5.6
3,5,43,720,476.279,43,720,7,0.3053,595.6,0.1956,5,complete,0.063,8.4
4,4,23,1000,60.178,18,,2,0.702,918.2,0.4838,34,step_limit,0.1364,11.3
5,4,31,1000,97.287,23,,3,0.6012,665.6,0.5822,74,step_limit,0.14,19.4
6,3,68,1000,616.021,53,,9,0.379,598.3,0.5313,209,step_limit,0.1963,68.5
7,6,44,353,480.493,44,353,5,0.5949,837.3,0.1546,3,complete,0.2207,89.1
8,6,30,272,373.62,30,272,5,0.5306,772.1,0.1376,3,complete,0.2424,106.7
9,6,42,431,445.783,42,431,5,0.6319,832.4,0.3665,10,complete,0.2009,131.3
10,6,47,383,566.841,47,383,7,0.6084,852.2,0.1141,2,complete,0.1869,152.6
11,5,21,269,173.717,21,269,1,0.4372,587.0,0.2861,7,complete,0.2439,169.8
12,3,37,922,396.529,37,922,5,0.4277,748.7,0.454,186,complete,0.2444,220.1
13,6,28,340,308.664,28,340,4,0.4368,627.7,0.3085,5,complete,0.2051,240.4
14,3,41,1000,205.041,27,,3,0.5897,776.2,0.7887,459,step_limit,0.3373,294.4
15,3,66,1000,679.114,57,,9,0.4627,718.3,0.2867,53,step_limit,0.2876,348.8
16,4,71,981,925.33,71,981,13,0.5092,839.9,0.2551,20,complete,0.2962,404.6
17,4,24,817,153.653,24,817,2,0.6888,1057.4,0.537,237,complete,0.4033,447.8
18,5,49,459,578.672,49,459,7,0.5146,738.1,0.2091,10,complete,0.2364,474.2
19,6,34,414,389.131,34,414,5,0.6393,866.1,0.3284,13,complete,0.2514,498.3
20,3,48,990,583.281,48,990,8,0.4,748.1,0.323,51,complete,0.284,550.7
21,4,63,1000,752.448,61,,11,0.5198,936.1,0.3832,24,step_limit,0.288,604.8
22,6,46,421,501.31,46,421,6,0.65,799.4,0.2479,4,complete,0.1824,629.2
23,3,44,824,538.271,44,824,7,0.5372,781.9,0.2733,40,complete,0.2333,672.7
24,5,41,536,489.066,41,536,7,0.6026,834.3,0.3097,10,complete,0.2347,702.9
