episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,48.975,4.5634,7.925,0.6445,924.2909,0.9,1094.2,96.3527,1,1952.6
100,49.025,3.7315,7.675,0.6347,925.9517,0.9,1069.65,96.4345,1,4016.4
150,49.525,1.7746,7.65,0.631,928.7834,0.9,1029.575,96.5681,1,6140.1
200,50.0,0.0,8.075,0.6265,934.4954,1.0,964.175,106.7861,1,8220.9
250,49.425,2.301,7.725,0.6204,931.2055,0.925,1021.0,99.0967,0,10295.2
300,49.95,0.2179,8.05,0.6247,931.4597,0.95,1051.15,101.4962,0,12336.2
350,49.8,0.5568,8.1,0.6355,934.0536,0.875,1098.05,93.8398,0,14404.9
400,49.4,2.3108,8.325,0.6144,930.2388,0.9,1092.525,96.3582,0,16550.6
450,49.975,0.1561,8.1,0.61,933.5139,0.975,966.675,104.2777,0,18608.5
500,49.675,1.2725,8.375,0.6281,931.7563,0.925,1017.875,99.1071,0,20686.8
550,50.0,0.0,8.225,0.6207,934.5225,1.0,900.65,106.9978,1,22688.2
600,49.975,0.1561,7.925,0.6229,933.8798,0.975,910.65,104.4645,0,24607.8
650,50.0,0.0,8.125,0.6245,934.677,1.0,975.65,106.7478,0,26688.0
700,50.0,0.0,8.375,0.6279,934.0689,1.0,980.3,106.7323,0,28730.0
750,49.85,0.5723,8.2,0.6171,931.6792,0.925,997.675,99.1744,0,30732.0
800,49.975,0.1561,8.15,0.62,933.7334,0.975,965.95,104.2802,0,32568.1
850,49.825,0.6666,8.15,0.6219,932.1433,0.925,985.2,99.216,0,34648.6
900,49.975,0.1561,8.025,0.6169,934.6933,0.975,944.0,104.3533,0,36660.1
950,49.925,0.4684,8.25,0.6211,934.5013,0.975,983.275,104.2224,0,38740.3
1000,49.6,2.3431,7.9,0.6171,931.4133,0.95,929.8,101.9007,0,40884.2
1050,49.4,3.1289,8.0,0.5992,927.835,0.9,963.525,96.7883,0,43113.7
1100,49.9,0.3742,7.7,0.6092,932.974,0.925,1014.8,99.1173,0,45262.2
1150,49.975,0.1561,8.15,0.6154,934.6035,0.975,969.475,104.2684,0,47210.3
1200,49.875,0.7806,8.15,0.6105,933.2566,0.975,980.875,104.2304,0,49287.3
1250,49.875,0.5562,8.175,0.616,935.7444,0.95,1016.9,101.6103,0,51470.4
1300,49.675,1.4558,7.95,0.6221,931.9508,0.925,989.0,99.2033,0,53415.9
