episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.85,0.7433,7.9,0.6314,933.3245,0.95,1087.375,120.5017,1,3066.1
100,49.9875,0.1111,7.775,0.6386,936.0978,0.9875,1077.1375,124.3882,1,6570.7
150,49.9875,0.1111,7.6,0.6288,934.5572,0.9875,994.1625,125.4945,1,9921.3
200,49.8625,1.0216,7.75,0.6313,934.4786,0.975,1084.6125,123.0385,0,13274.8
250,50.0,0.0,7.9,0.6238,935.027,1.0,1051.15,125.9847,1,16567.4
300,49.975,0.2222,7.875,0.6263,935.4215,0.9875,1033.7625,124.9665,0,19753.2
350,49.675,2.6729,7.9,0.6213,932.4752,0.975,990.525,124.293,0,22553.7
400,49.9875,0.1111,7.7875,0.6185,935.4572,0.9875,953.8,126.0327,1,25133.5
450,49.7125,1.1202,7.5875,0.6228,933.0534,0.9125,952.4125,118.5512,0,27697.1
500,49.85,1.2258,7.625,0.6197,935.6878,0.975,922.55,125.1993,0,30262.7
550,49.95,0.3122,7.725,0.6134,933.4504,0.975,920.6375,125.2248,0,32764.6
600,49.9625,0.2472,7.85,0.6197,936.7365,0.975,951.1125,124.8185,0,35289.6
650,50.0,0.0,7.675,0.6176,935.6805,1.0,905.275,127.9297,1,37840.5
700,49.8875,0.6518,8.025,0.6065,933.6317,0.9625,911.0875,124.1022,0,40485.6
750,49.975,0.1561,7.65,0.6138,935.9036,0.975,887.175,125.671,0,42976.7
800,50.0,0.0,7.7875,0.6098,936.0247,1.0,892.0875,128.1055,1,45391.4
850,49.9875,0.1111,8.075,0.6095,936.2926,0.9875,930.775,126.3397,0,47934.1
900,49.5,2.2913,8.0875,0.6044,931.019,0.95,945.9125,122.3878,0,50528.0
950,49.6625,1.3318,7.9375,0.6035,933.0496,0.925,931.0125,120.0865,0,53099.4
1000,49.925,0.6666,8.2625,0.5992,936.633,0.9875,941.3375,126.1988,0,55806.0
1050,49.9875,0.1111,8.2375,0.6013,935.1388,0.9875,928.125,126.375,0,58453.0
1100,49.9375,0.5555,8.2,0.6084,934.8625,0.9875,913.6,126.5687,0,61053.5
1150,49.925,0.6666,8.1375,0.6018,935.0333,0.9875,930.0125,126.3498,0,63532.1
1200,49.9875,0.1111,7.975,0.6083,934.3605,0.9875,914.4,126.558,0,66058.9
1250,49.65,2.3984,8.1375,0.6084,934.4035,0.9625,914.3625,124.0585,0,68531.9
1300,49.9875,0.1111,8.2125,0.6088,935.0671,0.9875,906.1625,126.6678,0,70996.8
1350,49.825,1.0219,8.4125,0.6039,933.5866,0.9625,986.4125,123.0978,0,72956.1
1400,49.9125,0.5048,8.3375,0.6001,932.8295,0.9625,965.6125,123.3752,0,74731.5
1450,49.45,4.0401,8.325,0.5994,929.1902,0.9625,957.0125,123.4898,0,76626.5
1500,50.0,0.0,8.4,0.6043,935.4482,1.0,930.825,127.589,0,78390.6
