episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,47.65,6.9698,7.825,0.6582,911.1459,0.7375,1343.0125,95.8432,1,3296.4
100,49.6125,1.3275,8.3875,0.6598,931.8117,0.9125,1495.0125,111.3165,1,6942.3
150,49.925,0.4943,8.425,0.5957,932.873,0.975,1373.5625,119.1858,1,10520.0
200,49.9875,0.1111,8.3625,0.6201,934.7845,0.9875,1104.025,124.0297,1,14039.5
250,49.875,0.7137,8.3625,0.6361,933.1698,0.95,1134.0375,119.8795,0,17509.2
300,49.1125,3.3354,8.2625,0.6375,926.2165,0.9,1089.7125,115.4705,0,20819.1
350,49.925,0.5651,8.5,0.6207,935.8107,0.975,997.0125,124.2065,1,23499.4
400,49.125,3.3029,8.2875,0.6175,928.7482,0.875,1026.5375,113.8128,0,26151.6
450,49.4,2.508,8.2,0.6299,931.2828,0.9,1031.175,116.251,0,28792.5
500,49.9625,0.2472,8.4375,0.6133,934.4205,0.975,990.9375,124.2875,1,31512.0
550,49.7125,1.1532,8.4,0.6233,932.8575,0.925,1008.3625,119.0552,0,34131.1
600,49.7375,1.0576,8.3875,0.6161,933.0719,0.9375,958.3375,120.9722,0,36714.5
650,49.45,2.413,8.375,0.6242,929.0887,0.875,994.1375,114.2448,0,39359.6
700,48.5,3.6538,8.1375,0.626,921.7114,0.75,1027.1375,101.3048,0,42048.7
750,49.1875,4.4048,8.175,0.6157,929.2909,0.925,1003.525,119.1197,0,44681.0
800,49.8,1.5604,8.3375,0.6157,932.5754,0.9625,978.2125,123.2072,0,47095.0
850,49.9,0.7842,8.3875,0.6152,934.0646,0.975,1001.8875,124.1415,0,49770.7
900,49.3625,3.3699,8.35,0.6142,932.3634,0.9125,1026.5125,117.5632,0,52369.7
950,49.425,3.3644,8.4375,0.6235,932.6572,0.925,1057.575,118.399,0,54960.2
1000,48.7625,5.6992,8.1,0.6253,924.8067,0.9,1065.1875,115.7975,0,57667.9
1050,49.7125,1.2267,8.475,0.6348,932.7479,0.8875,1089.0375,114.2295,0,60346.3
1100,49.425,4.0428,8.275,0.6331,928.0443,0.95,1066.1375,120.7848,0,62972.1
1150,49.65,1.8848,8.35,0.6374,931.3454,0.925,1081.425,118.081,0,65505.7
1200,49.925,0.5651,8.5625,0.6369,934.8153,0.975,1036.5125,123.6798,0,68128.5
1250,49.7125,1.9377,8.525,0.6374,930.6649,0.95,1056.85,120.9087,0,70697.7
