episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,is_best,wall_sec
50,37.75,9.8075,5.5833,0.6189,824.1004,0.0833,1,834.4
100,33.8333,11.0214,4.8333,0.6345,889.9372,0.0833,0,1744.5
150,27.8333,6.414,3.75,0.6211,866.9822,0.0,0,2787.2
200,25.9167,7.0173,3.0,0.6437,899.4432,0.0,0,3779.8
250,26.0833,7.1817,3.25,0.6471,884.2817,0.0,0,4786.5
300,27.6667,6.8109,3.1667,0.6613,905.5764,0.0,0,5753.6
350,29.8333,3.9335,3.9167,0.6474,902.7928,0.0,0,6699.9
