episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,stall_ratio,max_stall_run,term_reason,comm_loss,env_steps,wall_sec
1,1000,590.0,53.43,42,,957,0,7,36,1119,0.6122,839.9,0.2897,20,step_limit,0,1000,1.9
2,1000,550.0,30.587,41,,987,0,6,51,1569,0.6282,825.6,0.4279,70,step_limit,0,2000,3.4
3,1000,450.0,29.717,37,,983,0,4,32,1549,0.634,873.2,0.3917,59,step_limit,0,3000,5.1
4,1000,480.0,22.939,37,,914,0,5,36,1697,0.61,900.9,0.4327,35,step_limit,0,4000,6.9
5,1000,530.0,40.523,39,,954,0,6,64,1482,0.575,858.7,0.3911,39,step_limit,0,5000,8.5
6,1000,510.0,56.803,40,,979,0,5,187,1641,0.597,893.7,0.4425,67,step_limit,0,6000,14.9
7,1000,350.0,136.515,30,,933,0,3,348,1020,0.354,860.0,0.2592,36,step_limit,0,7000,29.7
8,1000,410.0,278.438,33,,976,0,4,1117,1425,0.4083,819.3,0.3711,139,step_limit,0,8000,59.0
9,1000,380.0,100.08,30,,807,0,4,464,2066,0.5272,736.6,0.5484,213,step_limit,0,9000,108.8
10,1000,420.0,12.661,31,,728,0,5,141,2290,0.4828,649.8,0.6206,218,step_limit,0,10000,156.7
11,1000,230.0,-26.843,21,,762,0,2,99,2861,0.607,607.7,0.7546,479,step_limit,0,11000,206.0
12,915,173.4,211.353,18,,416,0,1,1003,2146,0.3732,668.1,0.611,19,no_progress,0,11915,249.7
13,1000,320.0,-2.147,27,,801,0,3,136,2577,0.6215,744.9,0.683,237,step_limit,0,12915,296.6
14,1000,400.0,50.802,32,,770,0,4,275,2137,0.5298,664.1,0.5735,219,step_limit,0,13915,345.3
15,867,265.32,4.874,21,,368,0,3,149,2240,0.4319,596.7,0.6846,483,no_progress,0,14782,386.6
16,1000,540.0,29.142,40,,836,0,6,92,1805,0.5985,871.8,0.4859,164,step_limit,0,15782,434.5
17,1000,400.0,132.681,32,,762,0,4,577,1869,0.5172,703.4,0.5029,338,step_limit,0,16782,483.4
18,1000,420.0,76.853,31,,744,0,5,344,2009,0.5308,706.7,0.5331,102,step_limit,0,17782,531.5
19,1000,560.0,11.917,42,,991,0,6,68,1967,0.5805,802.2,0.534,117,step_limit,0,18782,580.1
20,1000,440.0,-8.922,33,,735,0,5,30,2248,0.6435,920.8,0.6059,174,step_limit,0,19782,628.2
21,1000,380.0,-23.614,30,,876,0,4,26,2467,0.6615,776.2,0.6608,260,step_limit,0,20782,675.8
22,1000,320.0,-19.262,27,,588,0,3,67,2490,0.6805,832.4,0.6643,238,step_limit,0,21782,725.4
23,1000,610.0,14.686,44,,903,0,7,39,1750,0.66,920.5,0.4844,40,step_limit,0,22782,773.3
24,1000,620.0,30.339,45,,990,0,7,48,1575,0.6215,909.0,0.4268,52,step_limit,0,23782,818.7
25,1000,680.0,48.947,48,,995,0,8,43,1233,0.6667,875.4,0.3122,27,step_limit,0,24782,865.8
26,1000,630.0,19.138,46,,923,0,7,45,1766,0.6535,930.1,0.4712,40,step_limit,0,25782,910.3
27,1000,460.0,3.702,35,,987,0,5,38,2051,0.5823,901.6,0.5491,39,step_limit,0,26782,959.4
28,1000,650.0,33.823,45,,957,0,8,44,1441,0.6425,891.0,0.3963,22,step_limit,0,27782,1006.4
29,1000,590.0,1.495,42,,705,0,7,34,2000,0.6643,861.4,0.5538,75,step_limit,0,28782,1056.7
30,1000,410.0,-16.764,33,,999,0,4,32,2381,0.6733,876.8,0.6384,141,step_limit,0,29782,1103.8
31,1000,560.0,15.289,42,,889,0,6,46,1839,0.6078,852.5,0.4989,78,step_limit,0,30782,1151.2
32,1000,440.0,-8.313,33,,674,0,5,36,2266,0.6305,911.8,0.6014,212,step_limit,0,31782,1200.7
33,1000,560.0,9.616,42,,788,0,6,40,1917,0.6385,920.1,0.518,178,step_limit,0,32782,1246.3
34,1000,460.0,-23.942,35,,944,0,5,28,2461,0.6635,803.6,0.6735,180,step_limit,0,33782,1286.8
35,1000,430.0,-2.939,32,,774,0,5,42,2202,0.6105,840.7,0.5865,153,step_limit,0,34782,1336.1
36,1000,510.0,3.073,37,,625,0,6,39,2024,0.637,859.1,0.5392,117,step_limit,0,35782,1383.5
37,1000,660.0,31.509,49,,943,0,7,48,1516,0.6172,894.7,0.4164,42,step_limit,0,36782,1433.0
38,1000,510.0,17.621,40,,991,0,5,61,1850,0.6398,892.6,0.4992,92,step_limit,0,37782,1479.7
39,1000,470.0,-7.303,36,,994,0,5,28,2172,0.6352,831.1,0.5877,97,step_limit,0,38782,1529.1
40,1000,640.0,49.657,47,,963,0,7,50,1254,0.6342,920.4,0.3329,26,step_limit,0,39782,1577.0
41,1000,570.0,4.273,43,,989,0,6,35,1936,0.574,831.9,0.5348,221,step_limit,0,40782,1624.9
42,1000,650.0,27.204,48,,896,0,7,53,1629,0.6412,885.2,0.4499,89,step_limit,0,41782,1669.8
43,974,211.04,-70.796,22,,475,0,1,17,3241,0.6566,634.9,0.8803,518,no_progress,0,42756,1715.3
44,936,352.56,-26.276,27,,437,0,4,43,2462,0.597,729.9,0.7057,327,no_progress,0,43692,1759.8
45,1000,570.0,16.514,43,,968,0,6,46,1845,0.59,833.9,0.488,65,step_limit,0,44692,1805.0
46,1000,600.0,15.238,43,,939,0,7,40,1796,0.625,867.1,0.4833,58,step_limit,0,45692,1851.8
47,1000,520.0,6.036,38,,956,0,6,30,1946,0.5875,879.8,0.5213,48,step_limit,0,46692,1900.9
48,1000,470.0,12.102,36,,983,0,5,50,1955,0.639,771.3,0.5231,87,step_limit,0,47692,1948.5
49,811,307.56,-28.163,25,,312,0,3,22,2144,0.6843,827.5,0.7167,498,no_progress,0,48503,1987.2
50,1000,570.0,25.467,43,,952,0,6,58,1682,0.6198,891.0,0.4543,78,step_limit,0,49503,2036.6
51,1000,600.0,16.591,43,,800,0,7,49,1820,0.6112,883.6,0.5047,54,step_limit,0,50503,2099.1
52,1000,570.0,14.533,43,,921,0,6,42,1803,0.677,887.4,0.4933,116,step_limit,0,51503,2148.9
53,1000,500.0,-5.097,39,,944,0,5,39,2200,0.639,928.9,0.5971,77,step_limit,0,52503,2196.0
54,962,251.52,-43.872,23,,463,0,2,48,2870,0.7006,698.0,0.7935,500,no_progress,0,53465,2243.1
55,1000,390.0,-17.178,28,,861,0,5,30,2330,0.6455,786.8,0.6251,90,step_limit,0,54465,2290.6
56,999,220.04,-41.403,20,,500,0,2,21,2866,0.4932,624.8,0.7495,448,no_progress,0,55464,2337.8
57,929,412.84,-0.606,33,,430,0,4,50,1899,0.6434,781.0,0.562,428,no_progress,0,56393,2384.0
58,1000,480.0,12.378,37,,992,0,5,46,1905,0.6305,870.2,0.5105,296,step_limit,0,57393,2431.4
59,1000,490.0,-7.125,38,,959,0,5,35,2215,0.6105,913.5,0.5978,115,step_limit,0,58393,2480.2
60,900,674.0,60.946,50,900,900,0,7,83,909,0.5822,875.4,0.2843,55,complete,0,59293,2523.2
61,1000,460.0,-9.839,35,,764,0,5,44,2301,0.6378,828.8,0.6184,198,step_limit,0,60293,2570.5
62,1000,470.0,2.7,36,,657,0,5,54,2045,0.5958,836.9,0.5585,187,step_limit,0,61293,2615.2
63,1000,540.0,20.928,40,,807,0,6,43,1732,0.68,885.5,0.4586,126,step_limit,0,62293,2654.6
64,785,338.6,-22.599,28,,286,0,3,32,2030,0.5385,669.1,0.7038,385,no_progress,0,63078,2692.0
65,1000,630.0,30.795,46,,977,0,7,42,1507,0.6248,887.6,0.4142,55,step_limit,0,64078,2740.5
66,1000,480.0,-0.837,37,,567,0,5,30,1956,0.6785,827.8,0.5352,412,step_limit,0,65078,2789.9
67,1000,460.0,-16.204,35,,680,0,5,37,2264,0.638,772.5,0.613,230,step_limit,0,66078,2834.2
68,1000,600.0,6.214,43,,993,0,7,44,1978,0.6657,909.5,0.546,99,step_limit,0,67078,2880.2
69,1000,610.0,23.877,44,,708,0,7,79,1755,0.6115,884.5,0.4857,151,step_limit,0,68078,2929.4
70,1000,340.0,-27.689,29,,774,0,3,47,2629,0.6655,845.6,0.7049,296,step_limit,0,69078,2976.9
71,1000,550.0,9.645,41,,669,0,6,69,1960,0.6395,932.5,0.5451,229,step_limit,0,70078,3026.3
72,970,421.2,87.603,34,,471,0,4,487,2347,0.5451,814.4,0.6597,452,no_progress,0,71048,3072.2
73,1000,570.0,3.548,43,,903,0,6,50,2021,0.6322,868.1,0.5617,229,step_limit,0,72048,3119.7
74,1000,630.0,41.794,46,,977,0,7,49,1365,0.6335,832.7,0.3675,86,step_limit,0,73048,3168.8
75,1000,590.0,20.99,42,,952,0,7,98,1912,0.622,861.9,0.5291,165,step_limit,0,74048,3216.5
76,1000,520.0,23.631,41,,885,0,5,50,1726,0.6205,880.5,0.4603,194,step_limit,0,75048,3265.7
77,995,470.2,-7.204,36,,496,0,5,69,2309,0.652,814.0,0.6363,448,no_progress,0,76043,3313.5
78,1000,520.0,27.369,38,,906,0,6,45,1675,0.6435,907.7,0.4342,73,step_limit,0,77043,3362.8
79,1000,560.0,22.136,42,,955,0,6,53,1687,0.6085,883.6,0.4548,52,step_limit,0,78043,3410.0
80,1000,410.0,-7.087,33,,849,0,4,31,2162,0.6502,849.7,0.5763,223,step_limit,0,79043,3456.9
81,1000,380.0,-18.201,30,,685,0,4,33,2369,0.6082,742.4,0.6369,314,step_limit,0,80043,3505.4
82,1000,500.0,-8.022,36,,582,0,6,34,2163,0.6673,833.4,0.5984,360,step_limit,0,81043,3549.9
83,1000,460.0,-2.663,35,,996,0,5,35,2150,0.5998,860.5,0.579,143,step_limit,0,82043,3596.8
84,1000,510.0,100.856,37,,978,0,6,395,1698,0.5298,809.2,0.4621,55,step_limit,0,83043,3644.5
85,1000,560.0,67.073,42,,992,0,6,200,1510,0.6185,910.6,0.4121,47,step_limit,0,84043,3693.5
86,977,300.92,-17.906,25,,478,0,3,32,2217,0.5302,734.4,0.6012,485,no_progress,0,85020,3739.6
87,1000,370.0,-17.586,29,,610,0,4,29,2426,0.6435,761.6,0.6424,199,step_limit,0,86020,3783.2
88,1000,470.0,-7.853,36,,978,0,5,36,2198,0.6515,877.1,0.5993,357,step_limit,0,87020,3832.0
89,1000,650.0,38.475,45,,876,0,8,54,1448,0.6258,882.9,0.3946,24,step_limit,0,88020,3879.9
90,916,373.36,227.884,29,,417,0,4,931,1514,0.393,759.6,0.446,15,no_progress,0,88936,3925.3
91,1000,610.0,43.206,44,,912,0,7,41,1267,0.5985,900.7,0.3335,28,step_limit,0,89936,3972.6
92,1000,570.0,55.521,43,,995,0,6,119,1437,0.6058,904.8,0.384,151,step_limit,0,90936,4015.3
93,1000,470.0,17.418,36,,936,0,5,49,1834,0.619,844.6,0.4848,62,step_limit,0,91936,4060.6
94,1000,480.0,28.862,37,,770,0,5,99,1810,0.634,883.3,0.4899,100,step_limit,0,92936,4108.2
95,932,472.72,11.28,33,,433,0,6,36,1730,0.6027,814.2,0.5057,206,no_progress,0,93868,4152.1
96,910,423.6,-8.323,34,,411,0,4,30,1977,0.65,833.9,0.5974,85,no_progress,0,94778,4196.6
97,1000,590.0,47.551,42,,977,0,7,64,1247,0.6042,908.8,0.3251,38,step_limit,0,95778,4244.1
98,1000,400.0,2.642,32,,611,0,4,45,2087,0.5895,810.8,0.5659,226,step_limit,0,96778,4291.0
99,1000,650.0,63.168,45,,880,0,8,67,939,0.6085,976.4,0.2494,20,step_limit,0,97778,4339.4
100,1000,330.0,5.741,28,,626,0,3,155,2496,0.5763,709.5,0.6584,318,step_limit,0,98778,4386.3
101,1000,270.0,25.085,25,,721,0,2,189,2206,0.6045,844.7,0.5815,229,step_limit,0,99778,4446.8
102,1000,430.0,-1.603,35,,748,0,4,77,2307,0.673,793.4,0.617,253,step_limit,0,100778,4492.5
103,1000,600.0,46.615,43,,976,0,7,50,1267,0.5855,870.1,0.3365,43,step_limit,0,101778,4541.4
104,1000,620.0,59.529,45,,915,0,7,74,1114,0.571,885.7,0.2978,33,step_limit,0,102778,4588.5
105,1000,590.0,58.139,45,,997,0,6,75,1120,0.6085,855.3,0.303,20,step_limit,0,103778,4637.7
106,1000,560.0,36.306,42,,931,0,6,45,1396,0.5962,891.5,0.3758,28,step_limit,0,104778,4684.2
107,645,144.2,46.918,14,,146,0,1,287,1616,0.4636,623.4,0.6614,348,no_progress,0,105423,4715.4
108,1000,530.0,17.905,39,,892,0,6,67,1835,0.6008,830.4,0.5028,174,step_limit,0,106423,4759.3
109,1000,310.0,-23.318,23,,543,0,4,29,2522,0.6438,749.9,0.6625,419,step_limit,0,107423,4807.7
110,1000,640.0,28.058,47,,917,0,7,44,1464,0.6518,895.0,0.4142,83,step_limit,0,108423,4855.6
111,1000,490.0,4.126,38,,590,0,5,44,2001,0.5585,871.9,0.5406,175,step_limit,0,109423,4903.3
112,1000,620.0,24.111,45,,986,0,7,50,1672,0.6332,879.4,0.4576,60,step_limit,0,110423,4952.5
113,1000,550.0,29.372,41,,983,0,6,40,1580,0.6512,835.6,0.4255,72,step_limit,0,111423,5000.1
114,1000,650.0,49.157,45,,915,0,8,73,1368,0.5962,887.5,0.3562,33,step_limit,0,112423,5048.9
115,882,314.72,-10.251,26,,383,0,3,57,2039,0.6154,759.0,0.6202,479,no_progress,0,113305,5090.1
116,1000,610.0,20.482,44,,671,0,7,69,1748,0.6325,885.0,0.4874,292,step_limit,0,114305,5137.3
117,1000,610.0,16.252,44,,809,0,7,72,1905,0.6338,906.9,0.5273,214,step_limit,0,115305,5186.5
118,1000,580.0,28.749,44,,971,0,6,77,1640,0.6305,890.2,0.4436,165,step_limit,0,116305,5234.1
119,1000,570.0,53.931,40,,997,0,7,64,1180,0.5335,877.1,0.3118,68,step_limit,0,117305,5283.3
120,1000,470.0,14.1,36,,956,0,5,37,1820,0.5685,753.6,0.4796,59,step_limit,0,118305,5331.0
121,1000,690.0,39.283,49,,843,0,8,51,1360,0.6268,891.6,0.3606,41,step_limit,0,119305,5374.3
122,1000,660.0,51.493,46,,951,0,8,50,1186,0.602,923.9,0.314,43,step_limit,0,120305,5412.4
123,1000,610.0,30.083,44,,855,0,7,59,1574,0.6282,844.8,0.4285,99,step_limit,0,121305,5461.6
124,1000,480.0,-9.359,37,,989,0,5,32,2191,0.6508,872.4,0.598,169,step_limit,0,122305,5508.5
125,1000,370.0,-8.736,29,,988,0,4,28,2222,0.5593,824.0,0.589,377,step_limit,0,123305,5557.3
126,1000,420.0,11.423,34,,683,0,4,38,1843,0.6282,826.0,0.4849,213,step_limit,0,124305,5604.1
127,1000,330.0,-34.656,28,,576,0,3,45,2744,0.682,646.2,0.7381,379,step_limit,0,125305,5651.8
128,1000,460.0,14.751,35,,630,0,5,107,2092,0.6065,851.7,0.5636,299,step_limit,0,126305,5696.7
129,1000,610.0,30.537,44,,875,0,7,40,1514,0.5938,885.6,0.4032,58,step_limit,0,127305,5744.0
130,1000,480.0,8.231,37,,996,0,5,58,2021,0.6068,886.0,0.5397,135,step_limit,0,128305,5793.2
131,1000,410.0,-18.984,30,,980,0,5,28,2393,0.62,768.6,0.6455,259,step_limit,0,129305,5840.2
132,1000,550.0,27.672,41,,967,0,6,51,1559,0.5942,886.8,0.4244,97,step_limit,0,130305,5887.7
133,966,381.36,111.124,30,,467,0,4,549,2194,0.4891,788.3,0.6115,413,no_progress,0,131271,5935.3
134,1000,650.0,36.248,45,,997,0,8,40,1406,0.5845,859.4,0.3812,44,step_limit,0,132271,5982.5
135,869,325.24,-20.938,27,,370,0,3,22,2104,0.712,832.6,0.6506,364,no_progress,0,133140,6023.6
136,1000,250.0,-40.17,23,,926,0,2,25,2796,0.6603,684.6,0.7354,226,step_limit,0,134140,6072.0
137,1000,530.0,21.322,42,,955,0,5,39,1704,0.6322,901.1,0.4519,46,step_limit,0,135140,6119.1
138,1000,520.0,1.434,38,,775,0,6,37,2059,0.637,845.4,0.5556,227,step_limit,0,136140,6167.9
139,1000,590.0,35.699,42,,907,0,7,53,1454,0.6178,887.2,0.3974,76,step_limit,0,137140,6215.7
140,1000,440.0,2.309,33,,617,0,5,50,2058,0.6178,893.4,0.5553,299,step_limit,0,138140,6262.9
141,1000,650.0,37.886,45,,800,0,8,44,1270,0.634,913.6,0.3519,112,step_limit,0,139140,6312.3
142,1000,370.0,-27.869,29,,530,0,4,26,2545,0.6567,803.8,0.6733,121,step_limit,0,140140,6358.0
143,1000,460.0,5.507,35,,866,0,5,47,2042,0.6398,860.8,0.5438,163,step_limit,0,141140,6404.1
144,1000,330.0,-30.503,28,,617,0,3,25,2594,0.5747,727.8,0.6985,297,step_limit,0,142140,6451.8
