episode,steps,team_reward,worker_reward,delivered,makespan,t_last_deliv,idle_drones,reloads,arrivals,blocked,hop2plus,max_reach,comm_loss,env_steps,wall_sec
66,1000,310.0,6.317,29,,988,0,2,19,342,0.6747,805.5,0,66000,744.8
67,1000,480.0,9.193,37,,997,0,5,19,581,0.6505,921.9,0,67000,756.5
68,1000,420.0,3.099,34,,908,0,4,19,738,0.6418,897.2,0,68000,769.8
69,1000,360.0,10.81,28,,936,0,4,21,465,0.5777,825.4,0,69000,781.4
70,1000,340.0,-5.801,29,,987,0,3,15,804,0.6125,899.4,0,70000,792.9
71,1000,350.0,8.999,27,,984,0,4,18,525,0.5493,758.1,0,71000,805.9
72,1000,350.0,-2.167,30,,991,0,3,17,674,0.6202,901.0,0,72000,817.7
73,1000,310.0,17.981,26,,854,0,3,26,202,0.5793,792.1,0,73000,829.2
74,1000,350.0,4.114,30,,970,0,3,21,659,0.6338,753.4,0,74000,841.9
75,1000,390.0,8.545,31,,921,0,4,20,653,0.6595,938.6,0,75000,853.1
76,1000,260.0,-5.093,21,,846,0,3,13,684,0.647,768.0,0,76000,866.4
77,1000,230.0,5.245,21,,716,0,2,17,532,0.5685,785.4,0,77000,877.5
78,1000,420.0,9.889,31,,988,0,5,16,505,0.62,955.3,0,78000,889.1
79,1000,280.0,-3.244,23,,933,0,3,11,653,0.5397,916.2,0,79000,903.7
80,1000,350.0,15.331,27,,985,0,4,16,191,0.5723,745.6,0,80000,916.1
81,1000,460.0,7.911,32,,916,0,6,23,588,0.611,971.7,0,81000,928.9
82,1000,340.0,0.362,29,,976,0,3,22,755,0.6375,865.6,0,82000,942.4
83,1000,430.0,9.448,35,,961,0,4,16,479,0.6215,959.0,0,83000,953.7
84,1000,310.0,5.406,26,,953,0,3,15,237,0.5793,730.1,0,84000,965.3
85,1000,430.0,4.798,32,,687,0,5,16,722,0.595,814.9,0,85000,978.5
86,1000,280.0,-0.109,23,,821,0,3,15,677,0.5823,702.1,0,86000,989.4
87,1000,290.0,8.654,27,,844,0,2,13,375,0.593,747.3,0,87000,1003.0
88,1000,360.0,2.01,31,,988,0,3,20,719,0.624,808.3,0,88000,1014.3
89,1000,130.0,-49.4,17,,519,0,0,9,2344,0.712,1035.0,0,89000,1026.2
90,1000,370.0,1.933,29,,985,0,4,15,545,0.5965,823.0,0,90000,1039.6
91,1000,350.0,-6.981,30,,991,0,3,18,966,0.6428,1073.5,0,91000,1051.0
92,1000,410.0,7.743,33,,912,0,4,13,463,0.583,810.6,0,92000,1062.2
93,1000,430.0,8.992,35,,972,0,4,18,680,0.6235,1003.2,0,93000,1075.4
94,1000,220.0,-24.195,20,,582,0,2,11,1539,0.6472,1031.9,0,94000,1086.9
95,1000,310.0,4.765,26,,950,0,3,18,513,0.616,764.4,0,95000,1097.8
96,1000,350.0,5.692,30,,951,0,3,10,388,0.6362,771.4,0,96000,1110.7
97,1000,270.0,-10.226,25,,923,0,2,14,788,0.6372,806.8,0,97000,1122.2
98,1000,320.0,8.063,27,,969,0,3,12,165,0.576,677.6,0,98000,1133.2
99,1000,330.0,-8.764,28,,940,0,3,19,925,0.6292,991.8,0,99000,1146.1
100,1000,350.0,-0.777,30,,907,0,3,16,723,0.6248,924.6,0,100000,1156.9
101,1000,310.0,-2.519,26,,765,0,3,19,750,0.6062,860.3,0,101000,1195.7
102,1000,330.0,7.539,25,,917,0,4,13,263,0.5845,758.2,0,102000,1208.9
103,1000,420.0,7.917,34,,989,0,4,17,445,0.6205,789.7,0,103000,1220.6
104,1000,400.0,6.072,29,,909,0,5,10,399,0.5567,880.1,0,104000,1232.2
105,1000,390.0,16.973,31,,991,0,4,28,519,0.6272,789.4,0,105000,1245.3
106,1000,400.0,3.939,32,,846,0,4,18,644,0.622,879.0,0,106000,1256.7
107,1000,370.0,7.888,32,,999,0,3,24,449,0.6378,891.7,0,107000,1268.6
108,1000,340.0,11.976,29,,992,0,3,12,344,0.541,725.2,0,108000,1282.4
109,1000,340.0,1.156,26,,842,0,4,14,549,0.6687,852.6,0,109000,1294.3
110,1000,370.0,11.244,29,,919,0,4,15,236,0.5877,786.2,0,110000,1306.4
111,1000,410.0,13.225,30,,911,0,5,21,446,0.6172,804.9,0,111000,1320.5
112,1000,400.0,7.038,32,,992,0,4,16,469,0.6128,784.4,0,112000,1331.4
113,1000,370.0,13.923,29,,954,0,4,16,405,0.6305,768.0,0,113000,1344.9
114,1000,340.0,0.504,26,,917,0,4,11,540,0.6255,793.1,0,114000,1356.4
115,1000,370.0,9.789,29,,1000,0,4,17,350,0.5803,767.3,0,115000,1367.6
116,1000,340.0,-0.991,29,,918,0,3,13,684,0.621,750.3,0,116000,1380.9
117,1000,310.0,-3.791,26,,973,0,3,13,666,0.6132,879.6,0,117000,1392.4
118,1000,330.0,13.076,28,,909,0,3,13,350,0.6022,745.9,0,118000,1403.2
119,1000,390.0,3.075,31,,958,0,4,13,543,0.63,844.1,0,119000,1416.9
120,1000,310.0,8.135,26,,894,0,3,15,399,0.6178,749.5,0,120000,1427.7
121,1000,410.0,16.76,30,,989,0,5,19,232,0.573,848.9,0,121000,1439.1
122,1000,300.0,-19.627,25,,796,0,3,15,1216,0.6235,1042.7,0,122000,1452.3
123,1000,320.0,10.588,27,,755,0,3,18,436,0.6302,855.4,0,123000,1464.1
124,1000,340.0,9.247,29,,898,0,3,17,392,0.5595,730.6,0,124000,1476.1
125,1000,330.0,4.665,28,,981,0,3,15,618,0.6028,823.7,0,125000,1489.2
126,1000,310.0,9.511,26,,902,0,3,15,439,0.6325,1050.3,0,126000,1500.9
127,1000,350.0,9.544,27,,952,0,4,16,395,0.5895,902.6,0,127000,1512.5
128,1000,280.0,6.787,26,,894,0,2,12,462,0.5988,778.0,0,128000,1525.7
129,1000,390.0,-2.305,34,,1000,0,3,16,796,0.6512,985.4,0,129000,1537.5
130,1000,330.0,8.593,28,,1000,0,3,15,379,0.6348,771.7,0,130000,1551.2
131,1000,300.0,13.189,25,,833,0,3,13,261,0.5693,705.5,0,131000,1563.1
132,1000,400.0,6.205,32,,916,0,4,15,610,0.6412,918.4,0,132000,1574.6
133,1000,340.0,8.115,29,,914,0,3,19,274,0.6325,829.1,0,133000,1587.8
134,1000,290.0,3.144,27,,848,0,2,15,571,0.6422,783.7,0,134000,1599.8
135,1000,320.0,-3.287,24,,900,0,4,18,782,0.565,878.1,0,135000,1611.4
136,1000,310.0,9.508,26,,995,0,3,17,365,0.6162,932.7,0,136000,1624.5
137,1000,410.0,0.088,33,,959,0,4,18,805,0.5927,980.6,0,137000,1635.8
138,1000,420.0,17.518,31,,922,0,5,20,434,0.5485,777.5,0,138000,1647.2
139,1000,330.0,6.044,28,,995,0,3,16,382,0.578,868.9,0,139000,1660.7
140,1000,300.0,6.122,28,,998,0,2,15,379,0.6152,839.9,0,140000,1671.8
141,1000,350.0,13.65,30,,968,0,3,18,322,0.624,871.1,0,141000,1683.2
142,1000,290.0,-5.198,24,,993,0,3,14,841,0.5405,751.4,0,142000,1696.4
143,1000,430.0,11.016,32,,976,0,5,17,401,0.6062,820.4,0,143000,1707.3
144,1000,320.0,4.365,27,,877,0,3,12,469,0.5933,913.5,0,144000,1720.4
145,1000,310.0,6.875,26,,990,0,3,14,409,0.6225,777.6,0,145000,1732.0
146,1000,130.0,-57.267,17,,296,0,0,8,2377,0.702,1037.7,0,146000,1744.6
147,1000,330.0,-5.877,28,,904,0,3,14,711,0.6255,968.5,0,147000,1758.4
148,1000,430.0,5.124,32,,886,0,5,16,541,0.62,798.9,0,148000,1770.1
149,1000,250.0,-1.716,23,,839,0,2,13,658,0.6388,757.6,0,149000,1781.8
150,1000,320.0,-7.142,27,,755,0,3,14,922,0.6468,994.9,0,150000,1795.5
151,1000,330.0,-12.565,25,,827,0,4,11,881,0.6328,907.1,0,151000,1836.3
152,1000,370.0,0.186,29,,953,0,4,12,621,0.6268,968.7,0,152000,1848.6
153,1000,330.0,5.861,28,,997,0,3,15,436,0.579,708.2,0,153000,1862.4
154,1000,260.0,-2.59,24,,972,0,2,13,591,0.6192,860.4,0,154000,1873.3
155,1000,280.0,1.532,23,,835,0,3,12,297,0.582,910.8,0,155000,1884.5
156,1000,320.0,10.694,27,,914,0,3,14,426,0.6092,721.1,0,156000,1897.7
157,1000,270.0,-0.619,25,,943,0,2,14,583,0.648,761.4,0,157000,1909.3
158,1000,320.0,1.246,27,,902,0,3,18,487,0.5737,804.8,0,158000,1921.4
159,1000,420.0,16.08,31,,990,0,5,19,321,0.5857,814.8,0,159000,1934.9
160,1000,290.0,0.762,24,,928,0,3,10,673,0.6215,999.0,0,160000,1946.4
161,1000,300.0,-4.82,28,,975,0,2,11,556,0.6325,977.7,0,161000,1960.6
162,1000,300.0,-5.947,25,,980,0,3,13,903,0.6162,722.4,0,162000,1973.3
163,1000,340.0,-3.811,26,,918,0,4,17,814,0.6025,821.1,0,163000,1985.9
164,1000,280.0,3.104,26,,886,0,2,14,578,0.6597,1020.5,0,164000,1999.4
165,1000,340.0,0.029,29,,926,0,3,16,631,0.634,968.1,0,165000,2010.7
166,1000,410.0,9.578,30,,811,0,5,26,452,0.652,785.3,0,166000,2021.9
167,1000,320.0,0.278,27,,911,0,3,16,671,0.6332,782.9,0,167000,2035.8
168,1000,400.0,15.319,29,,997,0,5,19,198,0.5823,806.6,0,168000,2047.1
169,1000,400.0,4.666,29,,853,0,5,16,429,0.5717,855.9,0,169000,2058.4
170,1000,320.0,3.269,27,,933,0,3,13,393,0.612,761.9,0,170000,2071.7
171,1000,300.0,-11.662,28,,812,0,2,14,1082,0.644,1073.5,0,171000,2083.3
172,1000,350.0,2.737,27,,676,0,4,12,719,0.6062,827.5,0,172000,2096.9
173,1000,340.0,19.864,29,,881,0,3,15,245,0.5938,772.2,0,173000,2107.9
174,1000,350.0,13.644,30,,958,0,3,22,268,0.5785,775.3,0,174000,2118.9
175,1000,330.0,5.629,28,,889,0,3,15,397,0.63,922.4,0,175000,2132.7
176,1000,370.0,5.015,29,,947,0,4,20,627,0.563,975.8,0,176000,2143.5
177,1000,360.0,-1.427,28,,838,0,4,14,753,0.636,763.5,0,177000,2154.9
178,1000,340.0,0.767,29,,965,0,3,13,600,0.6208,930.9,0,178000,2168.4
179,1000,280.0,3.801,26,,934,0,2,11,231,0.5965,704.4,0,179000,2179.1
180,1000,310.0,6.678,26,,894,0,3,16,281,0.6235,785.3,0,180000,2190.2
181,1000,370.0,5.178,29,,930,0,4,18,550,0.5925,859.4,0,181000,2204.7
182,1000,320.0,9.659,27,,784,0,3,15,391,0.5873,790.5,0,182000,2215.7
183,1000,380.0,-0.622,30,,992,0,4,15,574,0.6225,853.6,0,183000,2228.4
184,1000,320.0,5.877,27,,913,0,3,17,485,0.6092,850.8,0,184000,2242.5
185,1000,330.0,3.407,28,,937,0,3,17,609,0.637,960.6,0,185000,2253.9
186,1000,430.0,9.745,32,,932,0,5,16,455,0.6358,962.7,0,186000,2265.4
187,1000,260.0,-4.142,21,,791,0,3,14,817,0.6232,1049.9,0,187000,2278.4
188,1000,380.0,10.27,30,,952,0,4,18,469,0.5897,785.8,0,188000,2290.0
189,1000,340.0,-2.701,26,,771,0,4,16,664,0.631,1005.2,0,189000,2303.2
190,1000,340.0,0.283,29,,714,0,3,15,877,0.6468,936.7,0,190000,2314.5
191,1000,380.0,7.112,30,,975,0,4,17,536,0.62,1003.4,0,191000,2325.3
192,1000,410.0,14.055,30,,928,0,5,19,382,0.5753,839.9,0,192000,2338.1
193,1000,310.0,2.921,26,,951,0,3,13,431,0.6092,790.0,0,193000,2349.2
194,1000,310.0,-12.3,26,,986,0,3,16,1129,0.5547,845.6,0,194000,2361.2
195,1000,360.0,-7.19,28,,821,0,4,19,947,0.5887,1023.7,0,195000,2375.1
196,1000,280.0,3.247,23,,936,0,3,15,281,0.5885,669.0,0,196000,2386.9
197,1000,300.0,1.995,25,,793,0,3,15,532,0.6402,757.9,0,197000,2398.3
198,1000,320.0,10.513,27,,996,0,3,19,322,0.6118,742.7,0,198000,2411.2
199,1000,360.0,-7.236,28,,876,0,4,15,729,0.6188,1002.3,0,199000,2423.0
200,1000,290.0,4.896,24,,785,0,3,16,459,0.6035,905.7,0,200000,2434.8
201,1000,290.0,1.192,24,,839,0,3,13,475,0.6172,752.4,0,201000,2484.1
202,1000,300.0,8.551,25,,974,0,3,15,428,0.6058,708.8,0,202000,2496.0
203,1000,340.0,10.186,29,,929,0,3,14,450,0.6208,805.2,0,203000,2509.0
204,1000,330.0,9.961,25,,870,0,4,14,419,0.545,779.5,0,204000,2520.1
205,1000,370.0,10.233,26,,850,0,5,14,348,0.6225,804.7,0,205000,2531.7
206,1000,380.0,1.205,30,,874,0,4,19,690,0.5927,885.5,0,206000,2544.8
207,1000,340.0,1.843,26,,993,0,4,14,505,0.6165,754.8,0,207000,2556.5
208,1000,370.0,-1.128,29,,901,0,4,9,529,0.6228,1010.0,0,208000,2568.5
209,1000,300.0,9.382,28,,993,0,2,19,397,0.5695,699.3,0,209000,2582.6
210,1000,390.0,6.59,31,,880,0,4,20,410,0.6152,850.8,0,210000,2594.5
211,1000,330.0,10.027,25,,860,0,4,18,341,0.6048,669.6,0,211000,2605.9
212,1000,240.0,-20.967,19,,919,0,3,11,1313,0.646,859.0,0,212000,2619.8
213,1000,120.0,-54.381,16,,276,0,0,3,2099,0.708,1030.5,0,213000,2633.1
214,1000,420.0,9.777,34,,995,0,4,18,375,0.5938,963.4,0,214000,2647.3
215,1000,400.0,5.439,32,,991,0,4,16,465,0.5667,780.7,0,215000,2658.3
216,1000,250.0,-0.215,23,,760,0,2,13,434,0.563,719.0,0,216000,2669.8
217,1000,310.0,-1.877,26,,810,0,3,14,551,0.6485,909.8,0,217000,2683.6
218,1000,380.0,10.216,30,,998,0,4,14,320,0.591,801.1,0,218000,2694.8
219,1000,300.0,-2.945,25,,986,0,3,13,635,0.5707,800.4,0,219000,2706.3
220,1000,330.0,4.063,28,,930,0,3,13,526,0.6138,890.6,0,220000,2719.6
221,1000,290.0,3.94,24,,892,0,3,11,525,0.637,769.0,0,221000,2730.8
222,1000,420.0,5.966,31,,991,0,5,17,620,0.622,881.9,0,222000,2741.8
223,1000,290.0,-5.48,27,,849,0,2,13,510,0.616,781.5,0,223000,2754.7
224,1000,290.0,-4.471,24,,913,0,3,12,678,0.654,1032.9,0,224000,2765.7
225,1000,380.0,8.704,30,,967,0,4,12,394,0.6158,850.8,0,225000,2776.9
226,1000,290.0,-2.283,24,,978,0,3,13,580,0.6028,778.7,0,226000,2790.5
227,1000,360.0,13.463,28,,951,0,4,15,282,0.608,830.3,0,227000,2801.8
228,1000,360.0,6.302,28,,969,0,4,12,512,0.635,719.1,0,228000,2812.7
229,1000,250.0,-25.039,23,,910,0,2,9,1430,0.677,1073.5,0,229000,2826.9
230,1000,380.0,8.524,30,,886,0,4,15,500,0.625,882.6,0,230000,2838.5
231,1000,390.0,5.865,31,,917,0,4,17,606,0.5835,923.3,0,231000,2851.5
232,1000,420.0,3.097,34,,954,0,4,15,487,0.6405,820.9,0,232000,2862.8
233,1000,210.0,-23.665,22,,538,0,1,12,1288,0.6455,1001.0,0,233000,2874.2
234,1000,360.0,0.49,28,,839,0,4,15,617,0.6142,920.8,0,234000,2888.1
235,1000,360.0,-4.681,31,,973,0,3,16,775,0.6028,901.0,0,235000,2899.6
236,1000,380.0,11.2,30,,944,0,4,17,535,0.5723,939.8,0,236000,2911.0
237,1000,330.0,17.153,28,,993,0,3,18,191,0.6192,772.2,0,237000,2923.9
238,1000,280.0,6.513,23,,958,0,3,11,477,0.4975,775.7,0,238000,2934.9
239,1000,300.0,7.604,28,,979,0,2,17,402,0.6065,733.3,0,239000,2946.5
240,1000,330.0,-4.687,28,,957,0,3,10,605,0.6258,856.5,0,240000,2959.6
241,1000,390.0,11.207,31,,967,0,4,15,289,0.577,800.6,0,241000,2970.9
242,1000,380.0,7.088,30,,990,0,4,20,578,0.6145,783.0,0,242000,2982.5
243,1000,330.0,3.656,28,,940,0,3,16,561,0.6282,827.3,0,243000,2996.2
244,1000,340.0,1.284,29,,988,0,3,14,572,0.6465,873.9,0,244000,3007.5
245,1000,390.0,-3.338,28,,958,0,5,13,613,0.6025,937.7,0,245000,3019.0
246,1000,410.0,6.645,30,,926,0,5,14,473,0.6028,797.6,0,246000,3032.4
247,1000,410.0,9.855,30,,838,0,5,14,485,0.576,760.9,0,247000,3044.2
248,1000,400.0,6.939,32,,891,0,4,17,621,0.6045,885.5,0,248000,3058.3
249,1000,390.0,-4.01,31,,872,0,4,16,847,0.6415,968.4,0,249000,3069.9
250,1000,300.0,0.15,25,,769,0,3,17,673,0.5605,841.5,0,250000,3082.1
251,1000,280.0,1.109,23,,870,0,3,11,487,0.5945,719.5,0,251000,3131.2
252,1000,390.0,12.394,31,,957,0,4,19,321,0.6315,851.8,0,252000,3142.7
253,1000,400.0,5.953,32,,1000,0,4,21,536,0.617,901.7,0,253000,3153.6
254,1000,330.0,0.412,28,,946,0,3,16,732,0.5972,942.5,0,254000,3166.4
255,1000,270.0,-2.868,22,,933,0,3,13,625,0.5823,728.2,0,255000,3177.4
256,1000,360.0,0.244,31,,1000,0,3,16,624,0.625,828.4,0,256000,3189.3
257,1000,390.0,-2.091,31,,935,0,4,17,861,0.5945,813.3,0,257000,3203.3
258,1000,350.0,11.193,27,,945,0,4,20,358,0.5695,786.5,0,258000,3215.0
259,1000,410.0,18.217,30,,927,0,5,17,386,0.572,757.4,0,259000,3228.6
260,1000,330.0,12.835,28,,883,0,3,10,227,0.6285,736.8,0,260000,3239.3
261,1000,320.0,-3.366,27,,810,0,3,13,773,0.6482,728.3,0,261000,3250.2
262,1000,320.0,4.755,27,,916,0,3,15,499,0.6275,924.5,0,262000,3262.9
263,1000,360.0,6.145,28,,881,0,4,15,394,0.6192,859.0,0,263000,3273.9
264,1000,340.0,7.728,29,,986,0,3,18,367,0.635,822.5,0,264000,3285.4
265,1000,280.0,8.836,26,,997,0,2,11,214,0.5465,745.1,0,265000,3298.6
266,1000,340.0,1.644,29,,784,0,3,15,472,0.6108,918.9,0,266000,3310.2
267,1000,280.0,6.841,23,,846,0,3,11,296,0.5312,765.5,0,267000,3321.7
268,1000,300.0,9.395,25,,841,0,3,11,333,0.582,867.6,0,268000,3334.9
269,1000,350.0,14.245,27,,776,0,4,12,304,0.6002,783.4,0,269000,3346.1
270,1000,310.0,-2.584,26,,871,0,3,15,764,0.6488,884.8,0,270000,3357.4
271,1000,380.0,9.556,33,,854,0,3,17,430,0.5855,772.6,0,271000,3370.2
272,1000,370.0,5.117,29,,893,0,4,14,422,0.5927,1047.8,0,272000,3381.2
273,1000,350.0,14.282,30,,985,0,3,15,330,0.6238,764.9,0,273000,3392.2
274,1000,340.0,5.409,29,,983,0,3,14,393,0.6015,974.9,0,274000,3405.4
275,1000,360.0,2.888,28,,944,0,4,14,541,0.6088,767.8,0,275000,3416.4
276,1000,390.0,11.964,28,,932,0,5,13,417,0.59,920.6,0,276000,3427.5
277,1000,340.0,10.892,26,,986,0,4,15,391,0.6198,730.2,0,277000,3440.3
278,1000,340.0,-2.013,29,,888,0,3,9,632,0.6032,1009.7,0,278000,3451.3
279,1000,320.0,3.819,27,,948,0,3,16,516,0.575,746.9,0,279000,3462.6
280,1000,120.0,-59.685,16,,447,0,0,3,2347,0.6965,1008.8,0,280000,3477.1
281,1000,460.0,4.542,35,,968,0,5,16,565,0.6028,953.3,0,281000,3488.2
282,1000,360.0,0.049,31,,998,0,3,15,668,0.627,884.5,0,282000,3499.4
283,1000,370.0,9.449,29,,953,0,4,17,543,0.5825,955.8,0,283000,3512.2
284,1000,300.0,2.43,25,,849,0,3,14,580,0.583,793.0,0,284000,3523.7
285,1000,380.0,2.568,27,,840,0,5,13,549,0.5693,802.5,0,285000,3537.1
286,1000,250.0,6.51,23,,764,0,2,12,361,0.5917,667.9,0,286000,3549.2
287,1000,330.0,3.283,25,,719,0,4,18,487,0.5703,703.1,0,287000,3561.2
288,1000,300.0,3.599,28,,948,0,2,15,543,0.5485,814.2,0,288000,3574.5
289,1000,320.0,-5.13,27,,966,0,3,14,823,0.657,889.6,0,289000,3586.2
290,1000,380.0,12.032,30,,990,0,4,16,400,0.554,945.5,0,290000,3597.8
291,1000,340.0,-4.903,29,,942,0,3,16,813,0.6495,786.3,0,291000,3611.0
292,1000,370.0,7.181,29,,977,0,4,14,385,0.6492,759.2,0,292000,3621.9
293,1000,240.0,-0.484,22,,805,0,2,10,401,0.644,795.6,0,293000,3633.1
294,1000,350.0,16.504,27,,896,0,4,16,284,0.6288,786.5,0,294000,3646.2
295,1000,430.0,5.767,32,,929,0,5,21,646,0.6112,790.0,0,295000,3657.4
296,1000,340.0,8.658,29,,997,0,3,15,447,0.5765,756.8,0,296000,3668.4
297,1000,310.0,3.598,26,,883,0,3,10,643,0.6342,1063.9,0,297000,3681.6
298,1000,370.0,7.253,26,,851,0,5,17,433,0.566,891.9,0,298000,3692.6
299,1000,300.0,4.901,28,,989,0,2,18,329,0.627,916.1,0,299000,3703.8
300,1000,420.0,5.789,31,,845,0,5,23,538,0.585,989.3,0,300000,3716.9
301,1000,410.0,9.153,33,,985,0,4,17,508,0.6118,832.4,0,301000,3760.1
302,1000,320.0,3.934,27,,996,0,3,16,472,0.609,727.4,0,302000,3771.6
303,1000,320.0,5.072,24,,843,0,4,13,482,0.5847,842.3,0,303000,3784.5
304,1000,340.0,-4.135,29,,780,0,3,16,884,0.64,1068.7,0,304000,3795.2
305,1000,270.0,-9.739,25,,945,0,2,12,858,0.6258,967.0,0,305000,3806.1
306,1000,190.0,-4.355,20,,989,0,1,5,500,0.5615,768.7,0,306000,3818.0
307,1000,290.0,-13.389,27,,972,0,2,16,1061,0.659,957.7,0,307000,3829.0
308,1000,420.0,7.825,31,,947,0,5,16,471,0.5952,842.4,0,308000,3840.5
