/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
단계=manager 장치=cuda 반경=300.0 상위주기=20
worker_obs=16 manager_obs=40 state=66 상위행동=7
하위 가중치 로드: weights/v3_26_08_31_19_w_nocl/best_worker.pth
Ep 1 | 배송 28/50 | 재적재 4 | 도착  16 | 2홉+ 0.64 | 도달  904 | 차단  606
Ep 2 | 배송 29/50 | 재적재 3 | 도착  15 | 2홉+ 0.65 | 도달  845 | 차단  413
Ep 3 | 배송 30/50 | 재적재 4 | 도착  21 | 2홉+ 0.58 | 도달  850 | 차단  271
Ep 4 | 배송 37/50 | 재적재 4 | 도착  15 | 2홉+ 0.63 | 도달  870 | 차단  425
Ep 5 | 배송 23/50 | 재적재 2 | 도착  17 | 2홉+ 0.51 | 도달  682 | 차단  269
Ep 6 | 배송 28/50 | 재적재 2 | 도착  22 | 2홉+ 0.67 | 도달  877 | 차단  882
Ep 7 | 배송 31/50 | 재적재 3 | 도착  29 | 2홉+ 0.61 | 도달  761 | 차단 1066
Ep 8 | 배송 32/50 | 재적재 5 | 도착  34 | 2홉+ 0.61 | 도달  827 | 차단 1046
Ep 9 | 배송 28/50 | 재적재 2 | 도착  24 | 2홉+ 0.63 | 도달  807 | 차단 1095
Ep 10 | 배송 34/50 | 재적재 5 | 도착  29 | 2홉+ 0.61 | 도달 1022 | 차단  657
Ep 11 | 배송 29/50 | 재적재 4 | 도착  24 | 2홉+ 0.57 | 도달  808 | 차단  742
Ep 12 | 배송 31/50 | 재적재 4 | 도착  24 | 2홉+ 0.63 | 도달  863 | 차단  733
Ep 13 | 배송 32/50 | 재적재 5 | 도착  26 | 2홉+ 0.58 | 도달  800 | 차단  649
Ep 14 | 배송 27/50 | 재적재 4 | 도착  24 | 2홉+ 0.57 | 도달  739 | 차단  391
Ep 15 | 배송 31/50 | 재적재 3 | 도착  22 | 2홉+ 0.66 | 도달  949 | 차단  911
Ep 16 | 배송 24/50 | 재적재 3 | 도착  20 | 2홉+ 0.65 | 도달  768 | 차단  449
Ep 17 | 배송 28/50 | 재적재 4 | 도착  24 | 2홉+ 0.58 | 도달  917 | 차단  650
Ep 18 | 배송 31/50 | 재적재 4 | 도착  20 | 2홉+ 0.59 | 도달  786 | 차단  332
Ep 19 | 배송 27/50 | 재적재 4 | 도착  14 | 2홉+ 0.63 | 도달  975 | 차단  487
Ep 20 | 배송 26/50 | 재적재 3 | 도착  16 | 2홉+ 0.61 | 도달  885 | 차단  428
Ep 21 | 배송 33/50 | 재적재 5 | 도착  19 | 2홉+ 0.61 | 도달  760 | 차단  577
Ep 22 | 배송 26/50 | 재적재 4 | 도착  14 | 2홉+ 0.55 | 도달  730 | 차단  251
Ep 23 | 배송 30/50 | 재적재 3 | 도착  17 | 2홉+ 0.64 | 도달  897 | 차단  766
Ep 24 | 배송 30/50 | 재적재 5 | 도착  21 | 2홉+ 0.59 | 도달  947 | 차단  788
Ep 25 | 배송 31/50 | 재적재 5 | 도착  22 | 2홉+ 0.63 | 도달  729 | 차단  389
Ep 26 | 배송 30/50 | 재적재 5 | 도착  23 | 2홉+ 0.65 | 도달  828 | 차단  608
Ep 27 | 배송 30/50 | 재적재 4 | 도착  19 | 2홉+ 0.62 | 도달  862 | 차단  658
Ep 28 | 배송 27/50 | 재적재 4 | 도착  20 | 2홉+ 0.62 | 도달  892 | 차단  333
Ep 29 | 배송 23/50 | 재적재 2 | 도착  55 | 2홉+ 0.52 | 도달  656 | 차단  560
Ep 30 | 배송 28/50 | 재적재 3 | 도착  15 | 2홉+ 0.59 | 도달  843 | 차단  363
Ep 31 | 배송 31/50 | 재적재 5 | 도착  20 | 2홉+ 0.63 | 도달  929 | 차단  530
Ep 32 | 배송 28/50 | 재적재 3 | 도착  15 | 2홉+ 0.63 | 도달 1074 | 차단 1447
Ep 33 | 배송 28/50 | 재적재 4 | 도착  17 | 2홉+ 0.52 | 도달  855 | 차단  388
Ep 34 | 배송 27/50 | 재적재 4 | 도착  17 | 2홉+ 0.59 | 도달  832 | 차단  317
Ep 35 | 배송 30/50 | 재적재 3 | 도착  18 | 2홉+ 0.57 | 도달  856 | 차단  548
Ep 36 | 배송 29/50 | 재적재 5 | 도착  19 | 2홉+ 0.61 | 도달  740 | 차단  506
Ep 37 | 배송 28/50 | 재적재 5 | 도착  21 | 2홉+ 0.60 | 도달  723 | 차단  422
Ep 38 | 배송 31/50 | 재적재 3 | 도착  21 | 2홉+ 0.61 | 도달  939 | 차단  507
Ep 39 | 배송 29/50 | 재적재 3 | 도착  18 | 2홉+ 0.58 | 도달  759 | 차단  397
Ep 40 | 배송 32/50 | 재적재 5 | 도착  26 | 2홉+ 0.56 | 도달  873 | 차단  658
Ep 41 | 배송 25/50 | 재적재 3 | 도착  20 | 2홉+ 0.60 | 도달  786 | 차단  598
Ep 42 | 배송 25/50 | 재적재 2 | 도착  18 | 2홉+ 0.62 | 도달  744 | 차단  352
Ep 43 | 배송 32/50 | 재적재 6 | 도착  24 | 2홉+ 0.58 | 도달  759 | 차단  327
Ep 44 | 배송 32/50 | 재적재 5 | 도착  16 | 2홉+ 0.62 | 도달  926 | 차단  505
