episode,delivered,delivered_sd,reloads,idle_drones,hop2plus,max_reach,comm_loss,is_best,wall_sec
50,34.3333,10.5145,5.0,0.0,0.5611,791.0472,0,1,2088.6
100,36.5833,6.211,5.5,0.0,0.5925,804.9026,0,1,4470.4
150,38.1667,9.9065,5.8333,0.0,0.5848,834.7481,0,1,6834.8
200,36.5,7.8687,5.25,0.0,0.5843,803.4563,0,0,9164.6
250,33.4167,10.0454,4.5833,0.0,0.5868,765.4628,0,0,11467.4
300,37.6667,5.4975,5.5,0.0,0.5707,833.8311,0,0,13747.2
350,32.4167,7.9735,4.5,0.0,0.6019,768.9993,0,0,15935.7
400,31.5,12.0589,4.4167,0.0,0.6362,782.9326,0,0,18159.4
450,29.8333,12.6084,3.8333,0.0,0.5127,693.0202,0,0,20137.9
500,32.0,9.8826,4.0833,0.0,0.6391,782.6222,0,0,22119.0
550,28.0833,7.1,3.5833,0.0,0.5949,756.88,0,0,24080.4
600,38.9167,6.3042,5.5,0.0,0.6028,842.0426,0,1,25799.5
650,31.5833,8.0152,3.8333,0.0,0.5942,768.1849,0,0,27371.2
700,37.3333,4.7668,5.0833,0.0,0.6056,815.9982,0,0,28632.2
750,35.25,6.1254,4.9167,0.0,0.5957,806.3224,0,0,29873.5
800,34.5833,9.1965,4.8333,0.0,0.5971,793.0521,0,0,31129.5
850,28.0,8.5049,3.25,0.0,0.6265,723.3063,0,0,32329.1
900,31.5833,9.8104,4.0833,0.0,0.5996,774.2853,0,0,32920.9
950,32.9167,7.5879,4.5,0.0,0.6154,780.8891,0,0,33389.8
1000,30.4167,7.5217,3.8333,0.0,0.6221,748.4796,0,0,33848.5
1050,31.25,7.7258,3.8333,0.0,0.588,756.4089,0,0,34293.2
1100,29.25,8.3678,3.6667,0.0,0.6277,738.3386,0,0,34747.9
1150,31.75,8.4274,4.3333,0.0,0.6238,764.2305,0,0,35205.1
1200,31.4167,9.1146,4.0,0.0,0.5721,770.0562,0,0,35669.8
