episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.9875,0.1111,7.7125,0.6043,935.7657,0.9875,1050.225,105.2493,1,2572.9
100,49.8375,1.2394,8.05,0.6081,933.869,0.975,1149.8,103.6673,0,5483.9
150,49.95,0.3122,8.0375,0.6072,935.4816,0.975,1039.3375,104.0355,0,8320.9
200,50.0,0.0,7.85,0.5992,935.6917,1.0,1002.3375,106.6589,1,11184.2
250,50.0,0.0,7.5,0.5994,935.6405,1.0,897.35,107.0088,1,13897.8
300,49.625,1.3636,7.4125,0.6145,932.699,0.9125,916.575,98.1947,0,16609.8
350,49.7625,2.1109,7.7875,0.602,933.44,0.9875,855.4125,105.8986,0,19302.9
400,49.5,2.1679,7.85,0.6013,932.4441,0.925,859.2,99.636,0,21989.0
450,49.475,2.7972,7.75,0.6024,930.8211,0.9375,847.325,100.9256,0,24574.5
500,49.2625,3.0156,7.4875,0.6013,928.7439,0.9375,846.725,100.9276,0,27260.2
550,49.5375,2.5345,7.4625,0.6045,934.2982,0.9625,836.275,103.4624,0,29929.3
600,49.025,3.5248,7.525,0.6086,927.7781,0.875,853.9,94.6537,0,32291.7
650,49.2,3.7027,7.55,0.603,927.8621,0.9125,858.7,98.3877,0,34785.0
700,49.9125,0.7777,7.625,0.6002,935.8771,0.9875,825.85,105.9972,0,37403.1
750,49.5,2.6125,7.7,0.6003,929.8915,0.9625,833.5875,103.4714,0,40043.1
800,49.6375,1.6526,7.7,0.605,933.5395,0.95,846.1125,102.1796,0,42704.1
850,49.4875,2.4341,7.8375,0.6029,933.034,0.95,847.05,102.1765,0,44912.8
900,49.3875,2.6575,7.5625,0.6073,930.9797,0.9,862.9,97.1237,0,46911.6
950,49.7,1.8802,7.775,0.598,933.5511,0.9625,840.1875,103.4494,0,48847.3
1000,49.975,0.2222,7.7,0.6028,934.7851,0.9875,850.0625,105.9165,0,50776.5
