episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,49.8125,1.4585,8.0875,0.6208,935.5628,0.975,1107.8875,122.7282,1,3179.4
100,49.95,0.4444,8.2,0.6312,933.6098,0.9875,1242.15,122.188,0,6652.8
150,49.9625,0.3333,8.35,0.6353,933.6423,0.9875,1148.1,123.442,1,10138.1
200,50.0,0.0,8.3375,0.6352,934.0987,1.0,1210.95,123.854,1,13701.9
250,50.0,0.0,8.1625,0.631,934.6064,1.0,1132.35,124.902,1,17209.6
300,50.0,0.0,8.3,0.6265,934.1016,1.0,1105.475,125.2603,1,20600.3
350,50.0,0.0,8.1875,0.6247,935.2078,1.0,1123.5375,125.0195,0,23402.1
400,50.0,0.0,8.2,0.6244,934.0057,1.0,1083.15,125.558,1,26093.9
450,50.0,0.0,8.15,0.6269,933.9496,1.0,1166.4875,124.4468,0,28834.4
500,49.9875,0.1111,8.0,0.6267,934.9443,0.9875,1057.4875,124.6502,0,31631.2
550,49.8125,1.6665,7.975,0.6266,933.2371,0.9875,1046.875,124.7917,0,34370.8
600,50.0,0.0,8.275,0.6256,935.2986,1.0,1092.7125,125.4305,0,37057.5
650,49.85,1.3332,8.025,0.621,934.0831,0.9875,1050.725,124.7403,0,39787.3
700,50.0,0.0,8.0625,0.6242,934.7326,1.0,1053.4375,125.9542,1,42536.0
750,49.85,1.3332,8.2,0.6214,934.533,0.9875,1043.775,124.833,0,45239.8
800,49.9375,0.5555,8.325,0.6214,934.606,0.9875,1038.075,124.909,0,47819.4
850,50.0,0.0,8.3125,0.6266,935.0753,1.0,1057.4625,125.9005,0,50522.1
900,49.9625,0.2472,8.2875,0.6276,934.3566,0.975,1032.1625,123.7378,0,53271.3
950,50.0,0.0,8.35,0.625,935.4282,1.0,1006.8375,126.5755,1,56015.6
1000,50.0,0.0,8.325,0.6269,935.5982,1.0,1027.375,126.3017,0,58810.3
1050,49.9875,0.1111,8.3125,0.6238,933.9457,0.9875,1029.35,125.0253,0,61541.2
1100,49.95,0.4444,8.4125,0.6259,935.4876,0.9875,1020.4,125.1447,0,64312.3
1150,50.0,0.0,8.4,0.6266,935.1598,1.0,1046.25,126.05,0,67009.0
1200,49.9625,0.3333,8.1625,0.6244,933.9226,0.9875,1032.6125,124.9818,0,69718.5
1250,50.0,0.0,8.5375,0.634,934.8055,1.0,1082.65,125.5647,0,71880.4
1300,50.0,0.0,8.45,0.6368,934.4553,1.0,1080.5,125.5933,0,73901.7
1350,50.0,0.0,8.45,0.6334,935.34,1.0,1076.0375,125.6528,0,75945.2
1400,50.0,0.0,8.55,0.6237,935.2118,1.0,1086.2,125.5173,0,77905.3
1450,49.875,0.7965,8.575,0.6287,933.522,0.975,1081.8875,123.0748,0,79378.1
1500,50.0,0.0,8.55,0.6252,933.7664,1.0,1045.675,126.0577,0,80570.1
