episode,n_drones,n_dests,steps,team_reward,delivered,makespan,reloads,hop2plus,max_reach,stall_ratio,max_stall_run,term_reason,relay_frac,wall_sec
1,5,43,1000,341.372,39,,6,0.6122,840.4,0.3265,34,step_limit,0.0762,2.2
2,4,74,1000,806.222,67,,11,0.3372,537.4,0.3072,25,step_limit,0.0631,3.8
3,5,43,1000,351.488,40,,5,0.368,592.2,0.2639,14,step_limit,0.0565,5.2
4,4,23,1000,98.504,21,,3,0.641,948.1,0.4206,25,step_limit,0.0786,9.5
5,4,31,1000,145.897,25,,3,0.5557,803.9,0.5278,190,step_limit,0.0986,15.8
6,3,68,1000,819.691,64,,11,0.463,752.3,0.3923,125,step_limit,0.2026,34.3
7,6,44,441,485.349,44,441,6,0.613,833.7,0.3436,4,complete,0.2889,46.4
8,6,30,259,281.16,30,259,2,0.6165,776.1,0.2878,11,complete,0.25,50.9
9,6,42,403,482.377,42,403,6,0.6307,827.7,0.228,16,complete,0.2237,57.8
10,6,47,485,483.487,47,485,5,0.5794,852.5,0.4009,8,complete,0.2149,66.6
11,5,21,357,190.721,21,357,2,0.4773,580.7,0.4763,13,complete,0.1953,73.3
12,3,37,817,460.285,37,817,6,0.4986,735.1,0.4448,99,complete,0.2132,91.2
13,6,28,306,255.147,28,306,2,0.439,625.2,0.1729,7,complete,0.1151,96.0
14,3,41,910,493.678,41,910,7,0.4949,782.9,0.3589,43,complete,0.2933,115.2
15,3,66,1000,647.095,55,,9,0.441,717.6,0.3407,63,step_limit,0.2427,132.3
16,4,71,845,906.054,71,845,12,0.4967,848.4,0.2574,19,complete,0.2481,149.7
17,4,24,487,276.587,24,487,4,0.6283,1046.3,0.2623,26,complete,0.3432,157.8
18,5,49,469,544.06,49,469,6,0.4968,724.5,0.2813,11,complete,0.1783,166.8
19,6,34,324,436.078,34,324,6,0.6199,858.2,0.1387,7,complete,0.1977,172.3
20,3,48,840,599.175,48,840,8,0.4619,750.4,0.27,46,complete,0.2323,189.7
21,4,63,1000,601.01,55,,9,0.488,792.4,0.497,34,step_limit,0.2437,207.8
22,6,46,489,555.225,46,489,8,0.6541,798.6,0.3557,7,complete,0.1833,220.6
23,3,44,809,570.564,44,809,8,0.5138,775.7,0.266,48,complete,0.1868,234.3
24,5,41,475,470.262,41,475,6,0.5225,845.5,0.2293,9,complete,0.1975,242.3
25,5,38,391,437.174,38,391,5,0.6205,874.7,0.1255,8,complete,0.2,249.7
26,5,77,735,1010.399,77,735,14,0.6005,895.1,0.1519,8,complete,0.2125,265.4
27,3,41,939,476.184,41,939,7,0.5527,767.1,0.4327,48,complete,0.2347,280.6
28,5,52,678,595.388,52,678,8,0.6844,1008.5,0.3305,10,complete,0.314,295.2
29,5,72,848,848.107,72,848,11,0.6505,952.1,0.2817,32,complete,0.2724,309.9
30,5,61,914,739.718,61,914,11,0.6702,991.9,0.3078,20,complete,0.3191,328.7
31,5,45,502,516.222,45,502,6,0.6243,953.3,0.3029,11,complete,0.1921,337.3
32,3,68,1000,740.368,58,,11,0.4563,798.2,0.351,59,step_limit,0.2251,355.0
33,3,35,789,423.479,35,789,6,0.3747,707.5,0.2687,40,complete,0.1317,372.3
34,3,24,323,279.522,24,323,3,0.3829,656.3,0.165,23,complete,0.0714,378.2
35,3,58,1000,752.176,56,,11,0.451,733.0,0.2614,95,step_limit,0.2385,398.5
36,4,64,1000,697.681,60,,9,0.6308,864.7,0.4172,157,step_limit,0.2623,414.9
37,6,58,823,647.868,58,823,10,0.6902,1187.9,0.2837,11,complete,0.3127,428.2
38,3,77,1000,584.168,50,,10,0.4853,759.9,0.3683,59,step_limit,0.2627,448.1
39,3,28,620,335.275,28,620,5,0.5161,792.2,0.2643,38,complete,0.2688,459.5
40,3,37,782,433.248,37,782,6,0.3956,701.4,0.3191,35,complete,0.237,475.5
41,5,59,475,703.216,59,475,8,0.4025,631.9,0.2034,7,complete,0.1133,484.5
42,6,58,590,598.807,58,590,7,0.6189,993.4,0.2184,10,complete,0.2565,495.6
43,6,20,434,106.94,20,434,0,0.5492,897.2,0.4193,17,complete,0.197,505.8
44,6,30,321,280.74,30,321,2,0.4263,666.4,0.3612,6,complete,0.1268,511.1
45,6,39,318,412.874,39,318,4,0.6253,824.2,0.2032,2,complete,0.1749,517.2
46,6,32,286,383.54,32,286,5,0.6224,816.0,0.0706,3,complete,0.2672,522.0
47,5,35,520,349.414,35,520,4,0.6469,881.8,0.3814,12,complete,0.2686,530.6
48,5,39,501,418.988,39,501,5,0.691,1062.5,0.2761,5,complete,0.2886,542.8
49,5,47,428,569.653,47,428,7,0.5121,826.8,0.1274,7,complete,0.1975,550.2
50,4,72,889,905.523,72,889,12,0.5458,754.7,0.257,28,complete,0.1925,566.5
51,4,71,1000,659.104,57,,10,0.429,598.5,0.5802,48,step_limit,0.166,629.7
52,4,45,829,541.622,45,829,8,0.497,620.5,0.3538,22,complete,0.2063,638.5
53,6,64,443,814.945,64,443,10,0.4447,565.8,0.3332,7,complete,0.1319,646.7
54,5,24,913,84.204,24,913,3,0.7476,1081.1,0.6001,258,complete,0.4051,661.8
55,6,60,565,687.86,60,565,8,0.6752,1008.1,0.3213,8,complete,0.2135,671.5
56,6,20,292,184.55,20,292,2,0.6672,822.6,0.371,8,complete,0.2125,676.7
57,5,61,642,789.121,61,642,11,0.5396,842.3,0.2117,12,complete,0.1887,691.4
58,5,77,772,943.978,77,772,12,0.5067,800.9,0.2917,12,complete,0.1643,704.3
59,5,40,665,405.025,40,665,5,0.6965,1080.2,0.4117,14,complete,0.3173,718.9
60,3,76,1000,661.939,55,,10,0.445,719.9,0.4044,74,step_limit,0.1667,738.8
61,5,66,794,824.845,66,794,11,0.6461,930.4,0.4135,29,complete,0.1932,753.4
62,5,43,397,511.324,43,397,6,0.5622,829.6,0.182,6,complete,0.1667,760.6
63,5,57,505,715.671,57,505,9,0.581,795.6,0.2078,7,complete,0.1535,769.5
64,3,52,962,625.327,52,962,8,0.4986,787.6,0.272,34,complete,0.2372,789.9
65,5,42,365,478.488,42,365,5,0.4888,822.6,0.2776,10,complete,0.1226,796.0
66,4,41,658,468.441,41,658,6,0.5053,901.4,0.2607,12,complete,0.1941,807.0
67,5,23,228,239.839,23,228,2,0.5237,753.0,0.0949,3,complete,0.0889,810.9
68,5,77,694,1036.832,77,694,14,0.4735,683.8,0.2856,10,complete,0.1447,825.6
69,4,48,599,575.315,48,599,7,0.4124,604.4,0.2753,15,complete,0.1599,835.5
70,3,69,1000,537.965,50,,8,0.472,617.6,0.3517,65,step_limit,0.2346,855.6
71,5,34,419,396.712,34,419,5,0.4263,649.5,0.1891,12,complete,0.1508,862.9
72,5,61,1000,583.311,57,,9,0.6992,1074.1,0.4006,25,step_limit,0.3088,881.7
73,6,50,588,606.5,50,588,9,0.6774,978.9,0.2593,9,complete,0.2319,894.9
74,4,70,937,896.549,70,937,12,0.5259,840.0,0.2971,44,complete,0.1647,911.2
75,6,21,213,147.763,21,213,0,0.5415,746.4,0.2058,2,complete,0.1333,915.1
76,3,49,1000,502.643,46,,7,0.4593,749.0,0.3478,39,step_limit,0.2267,934.9
77,4,67,1000,743.242,61,,11,0.6305,894.3,0.2986,23,step_limit,0.2357,955.1
78,3,34,1000,314.665,30,,5,0.3327,583.4,0.2871,45,step_limit,0.2183,972.8
79,5,31,390,363.919,31,390,5,0.6138,837.7,0.1915,11,complete,0.1673,980.8
80,3,44,1000,541.157,43,,8,0.5497,748.2,0.3804,84,step_limit,0.2516,1002.9
81,6,71,679,848.499,71,679,11,0.6765,1002.4,0.2197,20,complete,0.2282,1015.6
82,4,59,1000,731.464,58,,11,0.4903,693.2,0.3718,34,step_limit,0.1724,1039.3
83,6,21,156,194.297,21,156,1,0.3761,632.6,0.1155,1,complete,0.1026,1042.8
84,4,41,564,509.401,41,564,7,0.5691,929.8,0.2268,14,complete,0.1941,1053.5
85,5,38,475,387.579,38,475,4,0.6994,1049.5,0.2975,17,complete,0.1873,1064.0
86,5,64,673,805.913,64,673,11,0.5652,772.1,0.2126,9,complete,0.1725,1076.1
87,5,24,372,240.192,24,372,3,0.6758,958.3,0.164,7,complete,0.2163,1082.9
88,5,66,610,846.394,66,610,11,0.5311,813.0,0.2642,12,complete,0.1368,1096.1
89,6,20,204,136.4,20,204,0,0.643,821.3,0.1114,5,complete,0.1528,1099.6
90,6,37,354,448.263,37,354,6,0.4129,666.0,0.1245,2,complete,0.1429,1106.0
91,4,60,1000,659.753,54,,10,0.6022,815.7,0.3475,31,step_limit,0.1959,1123.0
92,3,37,1000,344.2,34,,5,0.5933,747.8,0.5357,83,step_limit,0.2588,1143.0
