episode,delivered,delivered_sd,reloads,hop2plus,max_reach,full,steps,score,is_best,wall_sec
50,50.0,0.0,7.875,0.6417,934.1797,1.0,1040.075,106.5331,1,619.9
100,50.0,0.0,8.05,0.6575,934.1403,1.0,1114.35,106.2855,0,1307.8
150,50.0,0.0,8.45,0.6465,935.9724,1.0,1172.9,106.0903,0,2032.1
200,49.95,0.3122,8.45,0.6491,934.0392,0.975,1206.95,103.4768,0,2752.1
250,49.75,1.5612,8.525,0.6434,933.0137,0.975,1131.95,103.7268,0,3396.4
300,50.0,0.0,8.525,0.6493,933.8276,1.0,1187.775,106.0408,0,4104.0
350,50.0,0.0,8.375,0.6297,934.22,1.0,1042.3,106.5257,0,4808.7
400,50.0,0.0,8.375,0.6254,935.3608,1.0,1066.6,106.4447,0,5511.7
450,50.0,0.0,8.3,0.6309,933.8495,1.0,1094.375,106.3521,0,6271.9
500,50.0,0.0,8.05,0.6202,934.4884,1.0,1025.575,106.5814,1,6971.6
550,49.975,0.1561,8.175,0.6285,933.0629,0.975,1032.5,104.0583,0,7673.4
600,49.95,0.3122,8.375,0.6256,933.7353,0.975,998.95,104.1702,0,8355.0
650,50.0,0.0,8.175,0.6212,934.8445,1.0,1011.15,106.6295,1,9071.8
700,50.0,0.0,8.35,0.6221,935.3022,1.0,1001.775,106.6608,1,9768.6
750,50.0,0.0,8.325,0.6245,935.1792,1.0,1059.2,106.4693,0,10487.3
800,50.0,0.0,8.075,0.629,935.2465,1.0,972.85,106.7572,1,11204.3
850,49.95,0.3122,8.275,0.6191,933.13,0.975,1010.05,104.1332,0,11758.2
900,49.875,0.7806,8.325,0.6271,933.0506,0.975,1020.225,104.0992,0,12240.6
950,50.0,0.0,8.275,0.6199,934.7617,1.0,967.85,106.7738,1,12716.5
1000,50.0,0.0,8.25,0.6301,935.0964,1.0,1045.925,106.5136,0,13210.9
1050,50.0,0.0,8.025,0.6346,934.1183,1.0,1052.5,106.4917,0,13783.2
1100,50.0,0.0,8.35,0.6236,933.8721,1.0,1060.825,106.4639,0,14344.9
1150,50.0,0.0,8.275,0.6253,933.9466,1.0,1026.125,106.5796,0,14893.5
1200,49.95,0.3122,8.475,0.6336,935.2354,0.975,1030.85,104.0638,0,15442.9
1250,50.0,0.0,8.25,0.6297,934.6636,1.0,1043.15,106.5228,0,15999.6
1300,50.0,0.0,8.3,0.6352,934.2393,1.0,1019.825,106.6006,0,16516.5
1350,50.0,0.0,8.4,0.6352,933.5901,1.0,1048.2,106.506,0,16950.1
1400,49.875,0.7806,8.5,0.6365,932.6806,0.975,1076.025,103.9133,0,17386.7
1450,49.925,0.4684,8.25,0.6403,933.3079,0.975,1053.325,103.9889,0,17794.1
1500,50.0,0.0,8.475,0.6324,933.8437,1.0,1128.425,106.2386,0,18279.5
